# event_ticker=KXATPCHALLENGERMATCH-26APR30SVRFER
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Dalibor Svrcina
# fav_player=Frederico Ferreira Silva
# dog_player=Dalibor Svrcina
# kalshi_date=2026-04-30
timestamp,Dalibor Svrcina,Frederico Ferreira Silva
2026-04-30T16:30:00Z,88.79,12.90
2026-04-30T16:31:00Z,87.66,11.89
2026-04-30T16:32:00Z,88.76,8.90
2026-04-30T16:33:00Z,92.46,10.04
2026-04-30T16:34:00Z,91.87,9.94
2026-04-30T16:35:00Z,89.00,13.72
2026-04-30T16:36:00Z,86.03,14.96
2026-04-30T16:37:00Z,86.28,13.84
2026-04-30T16:38:00Z,87.37,13.53
2026-04-30T16:39:00Z,86.00,15.00
2026-04-30T16:40:00Z,87.74,12.91
2026-04-30T16:41:00Z,86.19,15.89
2026-04-30T16:42:00Z,88.06,12.54
2026-04-30T16:43:00Z,93.15,6.79
2026-04-30T16:44:00Z,94.83,5.46
2026-04-30T16:45:00Z,94.67,7.57
2026-04-30T16:46:00Z,95.10,5.21
2026-04-30T16:47:00Z,97.69,3.10
2026-04-30T16:48:00Z,97.90,2.21
2026-04-30T16:49:00Z,96.99,3.37
2026-04-30T16:50:00Z,96.93,3.95
2026-04-30T16:51:00Z,97.77,5.03
2026-04-30T16:52:00Z,94.97,5.53
2026-04-30T16:53:00Z,96.67,4.25
2026-04-30T16:54:00Z,97.55,5.29
2026-04-30T16:55:00Z,97.75,3.09
2026-04-30T16:56:00Z,93.27,8.74
2026-04-30T16:57:00Z,94.03,6.45
2026-04-30T16:58:00Z,98.80,2.12
2026-04-30T16:59:00Z,99.00,2.12
2026-04-30T17:00:00Z,99.00,2.12
2026-04-30T17:01:00Z,99.00,2.12
2026-04-30T17:02:00Z,99.00,2.12
