# event_ticker=KXATPMATCH-25OCT28VACLEH
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Valentin Vacherot
# fav_player=Jiri Lehecka
# dog_player=Valentin Vacherot
# kalshi_date=2025-10-28
timestamp,Jiri Lehecka,Valentin Vacherot
2025-10-27T22:31:00Z,,33.91
2025-10-27T23:12:00Z,67.00,33.91
2025-10-28T00:26:00Z,67.00,33.00
2025-10-28T01:05:00Z,67.00,33.00
2025-10-28T01:14:00Z,67.00,33.00
2025-10-28T01:15:00Z,68.00,33.00
2025-10-28T01:22:00Z,68.00,33.00
2025-10-28T01:50:00Z,68.00,33.00
2025-10-28T01:53:00Z,68.00,33.00
2025-10-28T01:56:00Z,68.00,33.00
2025-10-28T01:58:00Z,68.00,33.00
2025-10-28T02:06:00Z,68.00,33.00
2025-10-28T02:08:00Z,68.00,33.00
2025-10-28T02:30:00Z,68.00,33.00
2025-10-28T02:43:00Z,68.00,33.00
2025-10-28T03:11:00Z,68.00,33.00
2025-10-28T03:20:00Z,68.00,33.00
2025-10-28T03:22:00Z,67.00,33.00
2025-10-28T03:25:00Z,67.00,33.00
2025-10-28T03:26:00Z,67.00,33.00
2025-10-28T03:27:00Z,68.00,33.00
2025-10-28T03:30:00Z,68.00,33.00
2025-10-28T03:33:00Z,68.00,33.00
2025-10-28T03:37:00Z,68.00,33.00
2025-10-28T03:45:00Z,67.00,33.00
2025-10-28T03:48:00Z,68.00,33.00
2025-10-28T04:07:00Z,67.00,33.00
2025-10-28T04:20:00Z,66.00,33.00
2025-10-28T04:22:00Z,66.00,34.00
2025-10-28T04:39:00Z,66.00,34.00
2025-10-28T04:50:00Z,66.00,34.00
2025-10-28T04:59:00Z,66.00,34.00
2025-10-28T05:12:00Z,66.00,34.00
2025-10-28T05:13:00Z,66.00,35.00
2025-10-28T05:19:00Z,66.00,35.00
2025-10-28T05:32:00Z,66.00,35.00
2025-10-28T05:43:00Z,66.00,35.00
2025-10-28T05:45:00Z,66.00,35.00
2025-10-28T05:49:00Z,66.00,35.00
2025-10-28T05:50:00Z,65.00,35.00
2025-10-28T06:05:00Z,65.00,35.00
2025-10-28T06:12:00Z,66.00,35.00
2025-10-28T06:16:00Z,66.00,35.00
2025-10-28T06:28:00Z,66.00,35.00
2025-10-28T06:47:00Z,66.00,35.00
2025-10-28T07:00:00Z,66.00,35.00
2025-10-28T07:01:00Z,66.00,35.00
2025-10-28T07:02:00Z,66.00,35.00
2025-10-28T07:04:00Z,66.00,35.00
2025-10-28T07:06:00Z,66.00,35.00
2025-10-28T07:09:00Z,66.00,35.00
2025-10-28T07:10:00Z,66.00,35.00
2025-10-28T07:22:00Z,66.00,35.00
2025-10-28T07:31:00Z,66.00,35.00
2025-10-28T07:45:00Z,66.00,35.00
2025-10-28T07:48:00Z,66.09,35.00
2025-10-28T07:50:00Z,66.09,35.00
2025-10-28T07:51:00Z,66.09,35.00
2025-10-28T07:56:00Z,67.00,35.00
2025-10-28T08:06:00Z,67.00,35.00
2025-10-28T08:08:00Z,67.00,35.00
2025-10-28T08:09:00Z,67.00,33.16
2025-10-28T08:12:00Z,67.00,33.16
2025-10-28T08:14:00Z,65.57,33.16
2025-10-28T08:16:00Z,65.57,35.00
2025-10-28T08:17:00Z,67.00,35.00
2025-10-28T08:24:00Z,67.00,35.00
2025-10-28T08:41:00Z,67.00,35.00
2025-10-28T08:52:00Z,67.00,35.00
2025-10-28T08:59:00Z,66.87,35.00
2025-10-28T09:04:00Z,66.87,35.00
2025-10-28T09:06:00Z,66.87,35.00
2025-10-28T09:07:00Z,66.87,35.00
2025-10-28T09:11:00Z,66.87,35.00
2025-10-28T09:13:00Z,66.00,35.00
2025-10-28T09:15:00Z,66.00,35.00
2025-10-28T09:19:00Z,66.00,35.00
2025-10-28T09:20:00Z,66.00,35.00
2025-10-28T09:25:00Z,66.00,35.00
2025-10-28T09:29:00Z,66.00,35.00
2025-10-28T09:31:00Z,65.00,35.00
2025-10-28T09:34:00Z,65.00,35.00
2025-10-28T09:36:00Z,64.00,35.00
2025-10-28T09:41:00Z,64.00,35.00
2025-10-28T09:47:00Z,63.00,35.00
2025-10-28T09:49:00Z,63.00,35.00
2025-10-28T09:57:00Z,63.00,35.00
2025-10-28T09:59:00Z,64.00,34.00
2025-10-28T10:00:00Z,64.00,35.69
2025-10-28T10:02:00Z,64.00,37.00
2025-10-28T10:05:00Z,64.00,37.00
2025-10-28T10:06:00Z,64.00,37.00
2025-10-28T10:07:00Z,64.00,38.00
2025-10-28T10:08:00Z,64.00,38.00
2025-10-28T10:10:00Z,64.00,38.00
2025-10-28T10:11:00Z,64.00,38.00
2025-10-28T10:12:00Z,64.00,38.93
2025-10-28T10:13:00Z,63.25,38.04
2025-10-28T10:14:00Z,63.25,38.08
2025-10-28T10:15:00Z,62.00,39.86
2025-10-28T10:16:00Z,62.00,40.78
2025-10-28T10:17:00Z,60.47,41.00
2025-10-28T10:18:00Z,54.56,48.33
