# event_ticker=KXATPMATCH-25OCT28VACLEH
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Valentin Vacherot
# fav_player=Jiri Lehecka
# dog_player=Valentin Vacherot
# kalshi_date=2025-10-28
timestamp,Jiri Lehecka,Valentin Vacherot
2025-10-28T10:19:00Z,46.68,51.86
2025-10-28T10:20:00Z,39.20,59.05
2025-10-28T10:21:00Z,38.58,61.17
2025-10-28T10:22:00Z,40.15,62.01
2025-10-28T10:23:00Z,38.00,64.00
2025-10-28T10:24:00Z,39.00,64.23
2025-10-28T10:25:00Z,35.45,64.54
2025-10-28T10:26:00Z,34.00,71.55
2025-10-28T10:27:00Z,27.00,73.93
2025-10-28T10:28:00Z,27.00,73.84
2025-10-28T10:29:00Z,26.35,74.35
2025-10-28T10:30:00Z,27.08,73.35
2025-10-28T10:31:00Z,26.14,74.21
2025-10-28T10:32:00Z,26.00,73.72
2025-10-28T10:33:00Z,27.00,73.30
2025-10-28T10:34:00Z,27.00,72.00
2025-10-28T10:35:00Z,27.00,84.07
2025-10-28T10:37:00Z,27.00,74.00
2025-10-28T10:38:00Z,27.00,73.32
2025-10-28T10:39:00Z,27.00,73.74
2025-10-28T10:40:00Z,31.00,70.00
2025-10-28T10:41:00Z,29.29,70.05
2025-10-28T10:42:00Z,25.00,79.25
2025-10-28T10:43:00Z,20.55,79.34
2025-10-28T10:44:00Z,16.73,80.95
2025-10-28T10:45:00Z,10.18,90.13
2025-10-28T10:46:00Z,10.00,94.02
2025-10-28T10:47:00Z,8.47,92.97
2025-10-28T10:48:00Z,9.49,90.16
2025-10-28T10:49:00Z,9.23,90.55
2025-10-28T10:50:00Z,7.03,92.06
2025-10-28T10:51:00Z,7.00,92.06
2025-10-28T10:52:00Z,8.00,93.49
2025-10-28T10:53:00Z,8.99,91.03
2025-10-28T10:54:00Z,7.91,94.55
2025-10-28T10:55:00Z,4.53,96.00
2025-10-28T10:56:00Z,5.09,95.75
2025-10-28T10:57:00Z,5.32,96.61
2025-10-28T10:58:00Z,5.15,96.65
2025-10-28T10:59:00Z,5.04,95.23
2025-10-28T11:00:00Z,6.05,94.83
2025-10-28T11:01:00Z,6.00,95.00
2025-10-28T11:02:00Z,4.01,94.97
2025-10-28T11:03:00Z,3.04,97.00
2025-10-28T11:04:00Z,3.00,97.00
2025-10-28T11:05:00Z,2.63,96.70
2025-10-28T11:06:00Z,1.19,98.97
2025-10-28T11:07:00Z,1.00,99.00
2025-10-28T11:08:00Z,1.00,99.00
2025-10-28T11:10:00Z,1.00,99.00
2025-10-28T11:11:00Z,1.00,99.00
