# event_ticker=KXATPMATCH-25OCT27VUKATM
# final_score=6-4 2-6 6-4
# match_winner=Aleksandar Vukic
# fav_player=Aleksandar Vukic
# dog_player=Terence Atmane
# kalshi_date=2025-10-27
timestamp,Aleksandar Vukic,Terence Atmane
2025-10-27T02:48:00Z,,49.00
2025-10-27T02:53:00Z,,49.00
2025-10-27T03:45:00Z,,53.00
2025-10-27T03:52:00Z,,53.00
2025-10-27T04:05:00Z,48.00,53.00
2025-10-27T04:14:00Z,48.00,53.00
2025-10-27T04:22:00Z,48.00,53.00
2025-10-27T04:25:00Z,48.00,53.00
2025-10-27T04:28:00Z,48.00,53.00
2025-10-27T04:41:00Z,48.00,53.00
2025-10-27T04:56:00Z,46.01,53.00
2025-10-27T05:28:00Z,48.00,53.00
2025-10-27T05:39:00Z,48.00,54.00
2025-10-27T05:44:00Z,48.00,54.00
2025-10-27T05:49:00Z,48.00,54.00
2025-10-27T06:19:00Z,48.00,54.00
2025-10-27T06:24:00Z,48.00,53.00
2025-10-27T06:56:00Z,47.00,53.00
2025-10-27T07:05:00Z,49.00,53.00
2025-10-27T07:13:00Z,49.00,53.00
2025-10-27T07:39:00Z,52.00,53.00
2025-10-27T07:50:00Z,52.00,49.00
2025-10-27T08:54:00Z,52.00,49.00
2025-10-27T09:06:00Z,52.00,49.00
2025-10-27T09:11:00Z,52.00,49.00
2025-10-27T09:22:00Z,52.00,49.00
2025-10-27T10:17:00Z,52.00,49.00
2025-10-27T10:43:00Z,52.00,49.00
2025-10-27T11:05:00Z,52.00,51.59
2025-10-27T11:08:00Z,50.00,51.00
2025-10-27T11:10:00Z,50.00,51.00
2025-10-27T11:20:00Z,50.00,51.00
2025-10-27T11:26:00Z,50.00,50.00
2025-10-27T11:27:00Z,51.00,50.00
2025-10-27T11:45:00Z,51.00,50.00
2025-10-27T11:51:00Z,51.00,49.00
2025-10-27T11:53:00Z,51.00,50.00
2025-10-27T11:55:00Z,51.00,50.00
2025-10-27T11:56:00Z,51.00,50.00
2025-10-27T11:58:00Z,51.00,50.00
2025-10-27T12:00:00Z,52.00,50.00
2025-10-27T12:01:00Z,52.00,50.00
2025-10-27T12:02:00Z,52.00,50.00
2025-10-27T12:07:00Z,52.00,50.00
2025-10-27T12:09:00Z,52.00,50.00
2025-10-27T12:18:00Z,52.00,50.00
2025-10-27T12:21:00Z,52.00,50.00
2025-10-27T12:23:00Z,52.00,50.00
2025-10-27T12:24:00Z,52.00,50.00
2025-10-27T12:26:00Z,53.56,50.00
2025-10-27T12:29:00Z,53.56,50.00
2025-10-27T12:30:00Z,53.56,50.00
2025-10-27T12:31:00Z,53.44,50.00
2025-10-27T12:32:00Z,53.44,50.00
2025-10-27T12:33:00Z,53.44,50.00
2025-10-27T12:35:00Z,53.00,50.00
2025-10-27T12:36:00Z,53.00,50.00
2025-10-27T12:37:00Z,53.00,50.00
2025-10-27T12:39:00Z,53.00,50.00
2025-10-27T12:46:00Z,53.00,50.00
2025-10-27T12:49:00Z,53.00,50.00
2025-10-27T12:50:00Z,53.00,49.36
2025-10-27T12:51:00Z,53.00,50.00
2025-10-27T12:53:00Z,53.00,49.00
2025-10-27T12:54:00Z,53.00,49.00
2025-10-27T12:56:00Z,53.00,49.00
2025-10-27T12:57:00Z,53.00,50.00
2025-10-27T12:58:00Z,53.00,50.00
2025-10-27T12:59:00Z,53.00,50.00
2025-10-27T13:00:00Z,53.00,50.00
2025-10-27T13:01:00Z,53.00,50.00
2025-10-27T13:02:00Z,52.00,50.00
2025-10-27T13:03:00Z,52.24,49.00
2025-10-27T13:04:00Z,52.05,49.14
2025-10-27T13:05:00Z,52.00,49.14
2025-10-27T13:06:00Z,52.00,52.00
2025-10-27T13:07:00Z,52.00,53.39
2025-10-27T13:08:00Z,46.00,55.17
2025-10-27T13:09:00Z,47.00,56.00
2025-10-27T13:10:00Z,48.00,53.33
2025-10-27T13:11:00Z,49.00,52.64
2025-10-27T13:12:00Z,45.76,55.76
2025-10-27T13:13:00Z,46.00,56.00
2025-10-27T13:14:00Z,44.51,56.86
2025-10-27T13:15:00Z,37.21,64.00
2025-10-27T13:16:00Z,36.00,63.21
2025-10-27T13:17:00Z,38.39,62.52
2025-10-27T13:18:00Z,40.14,60.24
2025-10-27T13:19:00Z,49.09,55.53
2025-10-27T13:20:00Z,49.00,51.00
2025-10-27T13:21:00Z,57.79,41.05
2025-10-27T13:22:00Z,63.70,36.23
2025-10-27T13:23:00Z,67.00,36.00
2025-10-27T13:24:00Z,67.00,33.00
2025-10-27T13:25:00Z,67.00,34.00
2025-10-27T13:26:00Z,64.23,35.80
2025-10-27T13:27:00Z,67.20,30.04
2025-10-27T13:28:00Z,69.00,31.00
2025-10-27T13:29:00Z,70.22,30.24
2025-10-27T13:30:00Z,70.22,32.27
2025-10-27T13:31:00Z,69.33,32.69
2025-10-27T13:32:00Z,73.00,32.00
2025-10-27T13:33:00Z,73.60,32.00
2025-10-27T13:34:00Z,73.40,29.17
2025-10-27T13:35:00Z,74.00,29.17
2025-10-27T13:36:00Z,74.16,25.00
2025-10-27T13:37:00Z,74.94,24.11
2025-10-27T13:38:00Z,75.66,26.14
2025-10-27T13:39:00Z,74.00,28.00
2025-10-27T13:40:00Z,74.00,27.33
2025-10-27T13:41:00Z,74.98,28.00
2025-10-27T13:42:00Z,77.00,22.39
2025-10-27T13:43:00Z,77.00,23.66
2025-10-27T13:44:00Z,77.00,24.00
2025-10-27T13:45:00Z,78.65,21.06
2025-10-27T13:46:00Z,76.96,25.03
2025-10-27T13:47:00Z,76.96,26.00
2025-10-27T13:48:00Z,74.27,27.11
2025-10-27T13:49:00Z,74.44,27.47
2025-10-27T13:50:00Z,71.77,28.29
2025-10-27T13:51:00Z,69.61,27.28
2025-10-27T13:52:00Z,74.10,28.44
2025-10-27T13:53:00Z,68.22,30.46
2025-10-27T13:54:00Z,69.30,31.58
2025-10-27T13:55:00Z,73.48,27.93
2025-10-27T13:56:00Z,66.85,33.17
2025-10-27T13:57:00Z,72.01,28.43
2025-10-27T13:58:00Z,74.00,27.49
2025-10-27T13:59:00Z,70.16,30.00
2025-10-27T14:00:00Z,71.52,25.57
2025-10-27T14:01:00Z,77.53,21.74
2025-10-27T14:02:00Z,78.19,24.19
2025-10-27T14:03:00Z,88.61,13.41
2025-10-27T14:04:00Z,90.91,9.69
2025-10-27T14:05:00Z,87.66,12.76
2025-10-27T14:06:00Z,84.55,15.29
2025-10-27T14:07:00Z,85.43,13.12
2025-10-27T14:08:00Z,87.64,14.63
2025-10-27T14:09:00Z,76.42,27.11
2025-10-27T14:10:00Z,67.89,33.02
2025-10-27T14:11:00Z,67.05,33.71
2025-10-27T14:12:00Z,67.00,34.00
2025-10-27T14:13:00Z,64.24,37.65
2025-10-27T14:14:00Z,57.98,43.22
2025-10-27T14:15:00Z,57.15,43.72
2025-10-27T14:16:00Z,48.43,47.58
2025-10-27T14:17:00Z,50.97,52.09
2025-10-27T14:18:00Z,58.25,42.67
2025-10-27T14:19:00Z,59.24,46.28
2025-10-27T14:20:00Z,48.30,51.50
2025-10-27T14:21:00Z,48.30,54.98
2025-10-27T14:22:00Z,45.38,55.38
2025-10-27T14:23:00Z,35.68,56.74
2025-10-27T14:24:00Z,41.44,55.29
2025-10-27T14:25:00Z,42.26,56.71
2025-10-27T14:26:00Z,44.00,58.65
2025-10-27T14:27:00Z,41.74,62.00
2025-10-27T14:28:00Z,38.60,62.37
2025-10-27T14:29:00Z,38.10,62.56
2025-10-27T14:30:00Z,36.89,62.69
2025-10-27T14:31:00Z,31.25,69.23
2025-10-27T14:32:00Z,29.88,71.33
2025-10-27T14:33:00Z,32.90,63.73
2025-10-27T14:34:00Z,39.21,61.61
2025-10-27T14:35:00Z,38.44,63.88
2025-10-27T14:36:00Z,35.34,66.71
2025-10-27T14:37:00Z,30.53,67.15
2025-10-27T14:38:00Z,27.41,69.83
2025-10-27T14:39:00Z,38.90,65.06
2025-10-27T14:40:00Z,40.51,59.44
2025-10-27T14:41:00Z,41.35,57.11
2025-10-27T14:42:00Z,47.61,49.49
2025-10-27T14:43:00Z,59.08,37.73
2025-10-27T14:44:00Z,74.78,21.56
2025-10-27T14:45:00Z,78.94,24.09
2025-10-27T14:46:00Z,77.74,23.08
2025-10-27T14:47:00Z,77.03,23.16
2025-10-27T14:48:00Z,80.32,21.04
2025-10-27T14:49:00Z,84.50,16.75
2025-10-27T14:50:00Z,81.52,19.21
2025-10-27T14:51:00Z,82.48,20.25
2025-10-27T14:52:00Z,80.85,19.83
2025-10-27T14:53:00Z,84.40,15.13
2025-10-27T14:54:00Z,90.98,9.53
2025-10-27T14:55:00Z,90.99,9.94
2025-10-27T14:56:00Z,89.24,11.04
2025-10-27T14:57:00Z,88.84,12.15
2025-10-27T14:58:00Z,89.30,10.15
2025-10-27T14:59:00Z,90.29,9.61
2025-10-27T15:00:00Z,94.38,7.00
2025-10-27T15:01:00Z,98.84,1.29
2025-10-27T15:02:00Z,99.00,1.29
2025-10-27T15:03:00Z,99.00,1.29
2025-10-27T15:04:00Z,99.00,1.29
