# event_ticker=KXATPCHALLENGERMATCH-26MAY01SMIBOL
# final_score=7-6(5) 7-6(5)
# score_resolution=7-6 7-6
# match_winner=Alex Bolt
# fav_player=Alex Bolt
# dog_player=Keegan Smith
# kalshi_date=2026-05-01
timestamp,Keegan Smith,Alex Bolt
2026-04-30T20:13:00Z,,67.00
2026-04-30T21:11:00Z,,67.00
2026-04-30T21:43:00Z,35.00,67.00
2026-04-30T21:50:00Z,35.00,67.00
2026-04-30T22:22:00Z,35.00,67.00
2026-04-30T22:58:00Z,35.00,66.00
2026-04-30T23:00:00Z,35.00,66.00
2026-04-30T23:01:00Z,37.00,66.00
2026-04-30T23:37:00Z,36.00,66.00
2026-04-30T23:38:00Z,36.00,64.10
2026-04-30T23:41:00Z,36.00,65.00
2026-05-01T00:04:00Z,36.00,65.00
2026-05-01T00:09:00Z,36.00,65.00
2026-05-01T00:12:00Z,36.00,65.00
2026-05-01T00:20:00Z,36.00,65.00
2026-05-01T00:27:00Z,36.00,65.00
2026-05-01T00:41:00Z,36.00,65.00
2026-05-01T00:49:00Z,36.00,65.00
2026-05-01T00:55:00Z,36.00,65.00
2026-05-01T01:08:00Z,36.00,65.28
2026-05-01T01:12:00Z,36.00,66.00
2026-05-01T01:25:00Z,36.00,66.00
2026-05-01T01:26:00Z,36.00,65.00
2026-05-01T01:36:00Z,36.00,65.00
2026-05-01T01:39:00Z,36.00,65.00
2026-05-01T01:48:00Z,37.00,65.00
2026-05-01T01:52:00Z,37.00,65.00
2026-05-01T02:04:00Z,37.00,65.00
2026-05-01T02:08:00Z,37.00,65.00
2026-05-01T02:11:00Z,37.00,65.00
2026-05-01T02:13:00Z,37.00,65.61
2026-05-01T02:32:00Z,37.00,66.00
2026-05-01T02:37:00Z,37.00,66.00
2026-05-01T02:39:00Z,35.00,66.00
2026-05-01T02:48:00Z,35.00,65.00
2026-05-01T02:50:00Z,35.00,65.00
2026-05-01T02:59:00Z,35.00,65.00
2026-05-01T03:03:00Z,35.00,66.00
2026-05-01T03:07:00Z,35.00,66.00
2026-05-01T03:12:00Z,35.00,66.00
2026-05-01T03:33:00Z,35.00,66.00
2026-05-01T03:34:00Z,35.00,66.00
2026-05-01T03:38:00Z,35.00,66.00
2026-05-01T03:45:00Z,35.00,66.00
2026-05-01T03:54:00Z,35.00,66.00
2026-05-01T03:56:00Z,35.00,66.00
2026-05-01T04:15:00Z,35.00,66.00
2026-05-01T04:17:00Z,35.08,66.00
2026-05-01T04:19:00Z,35.08,65.99
2026-05-01T04:20:00Z,35.08,64.00
2026-05-01T04:23:00Z,35.08,66.00
2026-05-01T04:24:00Z,36.00,66.00
2026-05-01T04:26:00Z,35.00,66.41
2026-05-01T04:27:00Z,35.00,66.00
2026-05-01T04:32:00Z,35.00,66.00
2026-05-01T04:36:00Z,36.00,66.00
2026-05-01T04:37:00Z,35.00,66.00
2026-05-01T04:54:00Z,35.00,66.00
2026-05-01T04:56:00Z,35.00,66.00
2026-05-01T04:58:00Z,35.00,66.00
2026-05-01T05:00:00Z,35.00,66.59
2026-05-01T05:02:00Z,35.00,66.00
2026-05-01T05:06:00Z,35.00,66.00
2026-05-01T05:10:00Z,35.00,66.00
2026-05-01T05:11:00Z,36.00,66.00
2026-05-01T05:13:00Z,36.00,66.00
2026-05-01T05:16:00Z,36.00,66.00
2026-05-01T05:18:00Z,36.00,66.00
2026-05-01T05:20:00Z,36.00,66.00
2026-05-01T05:22:00Z,36.00,66.00
2026-05-01T05:23:00Z,36.00,67.00
2026-05-01T05:24:00Z,36.00,67.00
2026-05-01T05:25:00Z,36.00,66.09
2026-05-01T05:28:00Z,36.00,66.09
2026-05-01T05:29:00Z,36.00,66.00
2026-05-01T05:30:00Z,35.00,66.00
2026-05-01T05:31:00Z,36.00,66.00
2026-05-01T05:32:00Z,36.00,66.00
2026-05-01T05:33:00Z,36.00,66.00
2026-05-01T05:36:00Z,36.00,66.00
2026-05-01T05:39:00Z,36.00,66.00
2026-05-01T05:40:00Z,36.00,66.00
2026-05-01T05:41:00Z,36.00,66.00
2026-05-01T05:43:00Z,36.00,66.00
2026-05-01T05:45:00Z,36.00,67.10
2026-05-01T05:46:00Z,35.00,67.10
2026-05-01T05:49:00Z,35.00,66.00
2026-05-01T05:50:00Z,35.00,66.00
2026-05-01T05:51:00Z,35.00,66.00
2026-05-01T05:52:00Z,36.00,66.00
2026-05-01T05:57:00Z,36.00,66.00
2026-05-01T05:58:00Z,35.91,66.00
2026-05-01T05:59:00Z,36.00,66.00
2026-05-01T06:00:00Z,36.00,66.00
2026-05-01T06:01:00Z,36.00,66.00
2026-05-01T06:02:00Z,36.00,66.00
2026-05-01T06:05:00Z,36.00,66.00
2026-05-01T06:07:00Z,36.00,66.00
2026-05-01T06:08:00Z,35.00,67.00
2026-05-01T06:09:00Z,35.00,67.00
2026-05-01T06:11:00Z,35.00,67.00
2026-05-01T06:14:00Z,35.00,67.00
2026-05-01T06:15:00Z,34.00,67.00
2026-05-01T06:16:00Z,34.00,67.00
2026-05-01T06:18:00Z,34.00,67.00
2026-05-01T06:20:00Z,34.00,67.00
2026-05-01T06:21:00Z,34.00,67.00
2026-05-01T06:24:00Z,34.00,67.00
2026-05-01T06:25:00Z,34.00,67.00
2026-05-01T06:26:00Z,34.00,67.00
2026-05-01T06:27:00Z,34.00,67.00
2026-05-01T06:31:00Z,34.00,67.00
2026-05-01T06:37:00Z,34.00,66.00
2026-05-01T06:38:00Z,34.00,67.00
2026-05-01T06:41:00Z,34.00,67.00
2026-05-01T06:42:00Z,34.00,67.00
2026-05-01T06:43:00Z,34.00,67.00
2026-05-01T06:44:00Z,34.00,67.00
2026-05-01T06:45:00Z,34.00,67.00
2026-05-01T06:47:00Z,33.00,67.00
2026-05-01T06:48:00Z,33.00,67.00
2026-05-01T06:52:00Z,33.00,67.00
2026-05-01T06:53:00Z,33.00,67.00
2026-05-01T06:54:00Z,33.00,67.00
2026-05-01T06:55:00Z,34.00,67.00
2026-05-01T06:56:00Z,34.00,67.00
2026-05-01T06:57:00Z,34.00,67.00
2026-05-01T06:59:00Z,34.00,67.00
2026-05-01T07:01:00Z,34.00,67.00
2026-05-01T07:03:00Z,34.00,67.00
2026-05-01T07:07:00Z,34.00,67.63
2026-05-01T07:08:00Z,34.00,68.00
2026-05-01T07:12:00Z,34.00,68.00
2026-05-01T07:14:00Z,34.00,68.00
2026-05-01T07:16:00Z,34.00,68.00
2026-05-01T07:18:00Z,34.00,67.38
2026-05-01T07:24:00Z,34.00,67.38
2026-05-01T07:25:00Z,34.00,67.38
2026-05-01T07:30:00Z,34.00,68.00
2026-05-01T07:31:00Z,34.00,68.00
2026-05-01T07:32:00Z,34.00,68.00
2026-05-01T07:34:00Z,32.80,68.00
2026-05-01T07:38:00Z,32.80,68.00
2026-05-01T07:40:00Z,32.80,68.00
2026-05-01T07:41:00Z,34.00,68.00
2026-05-01T07:42:00Z,34.00,68.00
2026-05-01T07:43:00Z,34.00,68.00
2026-05-01T07:44:00Z,34.00,68.00
2026-05-01T07:45:00Z,33.48,68.00
2026-05-01T07:46:00Z,33.48,68.00
2026-05-01T07:48:00Z,33.48,68.00
2026-05-01T07:49:00Z,33.50,68.00
2026-05-01T07:50:00Z,34.00,68.90
2026-05-01T07:51:00Z,32.85,69.00
2026-05-01T07:52:00Z,33.00,69.00
2026-05-01T07:53:00Z,33.55,69.27
2026-05-01T07:54:00Z,32.00,70.68
2026-05-01T07:55:00Z,33.51,70.05
2026-05-01T07:56:00Z,33.75,69.80
2026-05-01T07:57:00Z,33.01,74.12
2026-05-01T07:58:00Z,36.67,66.58
2026-05-01T07:59:00Z,40.18,61.66
2026-05-01T08:00:00Z,39.61,60.95
2026-05-01T08:01:00Z,39.57,62.95
2026-05-01T08:02:00Z,38.57,64.08
2026-05-01T08:03:00Z,36.07,65.00
2026-05-01T08:04:00Z,38.15,63.47
2026-05-01T08:05:00Z,39.30,61.03
2026-05-01T08:06:00Z,39.55,63.33
2026-05-01T08:07:00Z,37.96,63.97
2026-05-01T08:08:00Z,36.99,64.16
2026-05-01T08:09:00Z,37.00,64.03
2026-05-01T08:10:00Z,32.22,71.71
2026-05-01T08:11:00Z,33.05,70.74
2026-05-01T08:12:00Z,34.96,67.00
2026-05-01T08:13:00Z,34.82,66.15
2026-05-01T08:14:00Z,35.37,64.44
2026-05-01T08:15:00Z,35.10,64.74
2026-05-01T08:16:00Z,34.37,65.49
2026-05-01T08:17:00Z,34.00,67.01
2026-05-01T08:18:00Z,35.33,67.70
2026-05-01T08:19:00Z,34.30,65.08
2026-05-01T08:20:00Z,32.30,68.10
2026-05-01T08:21:00Z,31.03,68.23
2026-05-01T08:22:00Z,33.91,66.25
2026-05-01T08:23:00Z,35.55,67.68
2026-05-01T08:24:00Z,34.37,67.69
2026-05-01T08:25:00Z,31.46,69.28
2026-05-01T08:26:00Z,31.56,69.81
2026-05-01T08:27:00Z,32.00,69.41
