# event_ticker=KXATPMATCH-25SEP24ALTSHA
# final_score=7-5 6-3
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Denis Shapovalov
# kalshi_date=2025-09-24
timestamp,Daniel Altmaier,Denis Shapovalov
2025-09-24T01:14:00Z,28.00,
2025-09-24T01:50:00Z,29.00,
2025-09-24T02:21:00Z,29.00,
2025-09-24T03:16:00Z,29.00,
2025-09-24T03:22:00Z,29.00,
2025-09-24T03:38:00Z,29.00,
2025-09-24T03:53:00Z,29.00,72.00
2025-09-24T04:00:00Z,29.00,72.00
2025-09-24T04:02:00Z,29.00,72.00
2025-09-24T04:03:00Z,29.00,73.00
2025-09-24T04:10:00Z,29.00,73.00
2025-09-24T04:14:00Z,29.00,73.00
2025-09-24T04:17:00Z,29.00,73.00
2025-09-24T04:20:00Z,29.00,73.00
2025-09-24T04:21:00Z,29.00,73.00
2025-09-24T04:22:00Z,29.00,73.00
2025-09-24T04:24:00Z,29.00,73.00
2025-09-24T04:28:00Z,29.00,73.00
2025-09-24T04:40:00Z,29.00,73.00
2025-09-24T05:14:00Z,29.00,73.00
2025-09-24T05:15:00Z,29.00,73.00
2025-09-24T05:18:00Z,29.00,72.00
2025-09-24T05:24:00Z,29.00,72.00
2025-09-24T05:28:00Z,29.00,72.00
2025-09-24T05:31:00Z,29.00,72.00
2025-09-24T05:32:00Z,29.00,72.00
2025-09-24T05:34:00Z,29.00,72.00
2025-09-24T05:37:00Z,29.00,71.00
2025-09-24T05:39:00Z,29.00,72.00
2025-09-24T05:41:00Z,29.00,72.00
2025-09-24T05:51:00Z,29.00,72.00
2025-09-24T06:00:00Z,29.00,72.00
2025-09-24T06:02:00Z,29.00,72.00
2025-09-24T06:04:00Z,29.00,72.00
2025-09-24T06:09:00Z,29.00,72.00
2025-09-24T06:11:00Z,29.00,72.00
2025-09-24T06:19:00Z,29.00,72.00
2025-09-24T06:28:00Z,29.00,72.00
2025-09-24T06:29:00Z,29.00,72.00
2025-09-24T06:30:00Z,29.00,72.00
2025-09-24T06:38:00Z,29.00,72.00
2025-09-24T06:39:00Z,29.00,72.00
2025-09-24T06:41:00Z,29.00,72.00
2025-09-24T06:45:00Z,28.00,72.00
2025-09-24T06:46:00Z,28.00,72.05
2025-09-24T06:47:00Z,28.00,73.00
2025-09-24T06:48:00Z,28.00,73.00
2025-09-24T06:51:00Z,28.00,73.00
2025-09-24T06:53:00Z,28.00,73.00
2025-09-24T06:54:00Z,28.00,73.00
2025-09-24T06:56:00Z,28.00,73.00
2025-09-24T07:01:00Z,31.00,73.00
2025-09-24T07:04:00Z,31.00,77.63
2025-09-24T07:06:00Z,27.00,77.63
2025-09-24T07:07:00Z,27.00,76.00
2025-09-24T07:08:00Z,27.00,76.00
2025-09-24T07:09:00Z,28.00,76.00
2025-09-24T07:10:00Z,28.46,76.00
2025-09-24T07:11:00Z,33.78,74.00
2025-09-24T07:12:00Z,38.00,74.00
2025-09-24T07:13:00Z,32.00,67.00
2025-09-24T07:14:00Z,31.87,70.42
2025-09-24T07:15:00Z,31.50,68.59
2025-09-24T07:16:00Z,31.53,72.78
2025-09-24T07:17:00Z,28.20,71.99
2025-09-24T07:18:00Z,31.63,71.99
2025-09-24T07:19:00Z,48.00,67.62
2025-09-24T07:20:00Z,35.00,61.00
2025-09-24T07:21:00Z,35.00,75.05
2025-09-24T07:22:00Z,35.00,72.00
2025-09-24T07:23:00Z,35.00,72.00
2025-09-24T07:27:00Z,37.00,72.00
2025-09-24T07:28:00Z,29.00,72.00
2025-09-24T07:29:00Z,29.00,72.00
2025-09-24T07:30:00Z,30.00,72.00
2025-09-24T07:31:00Z,32.00,72.00
2025-09-24T07:32:00Z,29.17,72.00
2025-09-24T07:33:00Z,30.82,72.00
2025-09-24T07:35:00Z,29.02,72.00
2025-09-24T07:36:00Z,29.02,74.00
2025-09-24T07:37:00Z,27.00,74.00
2025-09-24T07:39:00Z,27.60,74.00
2025-09-24T07:40:00Z,26.19,78.71
2025-09-24T07:41:00Z,13.12,83.05
2025-09-24T07:42:00Z,13.79,83.05
2025-09-24T07:43:00Z,16.07,85.00
2025-09-24T07:44:00Z,20.00,83.00
2025-09-24T07:45:00Z,28.00,75.00
2025-09-24T07:46:00Z,27.00,75.00
2025-09-24T07:47:00Z,27.00,82.00
2025-09-24T07:48:00Z,27.00,82.00
2025-09-24T07:49:00Z,18.97,85.28
2025-09-24T07:50:00Z,20.89,82.50
2025-09-24T07:51:00Z,19.95,82.50
2025-09-24T07:52:00Z,22.48,87.00
2025-09-24T07:53:00Z,23.41,87.00
2025-09-24T07:54:00Z,23.91,87.00
2025-09-24T07:55:00Z,23.91,71.00
2025-09-24T07:56:00Z,30.00,71.00
2025-09-24T07:57:00Z,33.39,64.00
2025-09-24T07:58:00Z,38.57,65.00
2025-09-24T07:59:00Z,42.11,37.00
2025-09-24T08:00:00Z,66.00,46.00
2025-09-24T08:01:00Z,18.00,46.00
2025-09-24T08:02:00Z,49.58,53.53
2025-09-24T08:03:00Z,53.53,49.64
2025-09-24T08:05:00Z,56.23,49.64
2025-09-24T08:06:00Z,60.00,41.90
2025-09-24T08:07:00Z,61.00,50.34
2025-09-24T08:08:00Z,61.89,40.84
2025-09-24T08:09:00Z,70.37,32.25
2025-09-24T08:10:00Z,75.74,25.00
2025-09-24T08:11:00Z,80.00,23.17
2025-09-24T08:12:00Z,80.35,19.00
2025-09-24T08:13:00Z,84.41,11.00
2025-09-24T08:14:00Z,83.92,16.73
2025-09-24T08:15:00Z,85.00,16.68
2025-09-24T08:16:00Z,79.23,19.00
2025-09-24T08:17:00Z,86.00,15.00
2025-09-24T08:18:00Z,85.00,19.25
2025-09-24T08:19:00Z,85.00,19.00
2025-09-24T08:20:00Z,79.78,18.83
2025-09-24T08:21:00Z,80.00,20.00
2025-09-24T08:22:00Z,78.00,23.85
2025-09-24T08:23:00Z,78.00,16.97
2025-09-24T08:24:00Z,84.46,15.40
2025-09-24T08:25:00Z,85.50,16.70
2025-09-24T08:27:00Z,83.00,17.00
2025-09-24T08:28:00Z,83.00,15.63
2025-09-24T08:29:00Z,87.80,14.65
2025-09-24T08:30:00Z,87.80,11.00
2025-09-24T08:31:00Z,86.35,14.81
2025-09-24T08:32:00Z,90.62,12.38
2025-09-24T08:33:00Z,50.00,12.08
2025-09-24T08:34:00Z,90.86,9.61
2025-09-24T08:35:00Z,92.00,11.29
2025-09-24T08:36:00Z,91.00,8.01
2025-09-24T08:37:00Z,91.00,7.00
2025-09-24T08:38:00Z,96.02,7.17
2025-09-24T08:39:00Z,93.00,5.25
2025-09-24T08:40:00Z,98.00,3.62
2025-09-24T08:41:00Z,98.00,1.00
