# event_ticker=KXATPMATCH-25AUG09SAFRUN
# final_score=7-5 7-6(5)
# score_resolution=7-5 7-6
# match_winner=Holger Rune
# fav_player=Holger Rune
# dog_player=Roman Safiullin
# kalshi_date=2025-08-09
timestamp,Holger Rune,Roman Safiullin
2025-08-09T14:11:00Z,74.00,27.00
2025-08-09T14:12:00Z,74.00,27.00
2025-08-09T14:13:00Z,74.00,27.00
2025-08-09T14:16:00Z,74.00,27.00
2025-08-09T14:20:00Z,74.00,27.00
2025-08-09T14:23:00Z,73.00,27.00
2025-08-09T14:24:00Z,73.80,27.00
2025-08-09T14:25:00Z,73.80,27.00
2025-08-09T14:29:00Z,74.00,27.00
2025-08-09T14:35:00Z,74.00,27.00
2025-08-09T14:46:00Z,74.00,27.00
2025-08-09T14:49:00Z,74.00,27.00
2025-08-09T14:50:00Z,74.00,27.00
2025-08-09T14:52:00Z,74.00,27.00
2025-08-09T14:54:00Z,74.00,27.00
2025-08-09T14:56:00Z,74.00,27.00
2025-08-09T14:57:00Z,74.00,27.00
2025-08-09T15:00:00Z,74.00,27.00
2025-08-09T15:02:00Z,75.00,27.00
2025-08-09T15:09:00Z,75.00,27.00
2025-08-09T15:11:00Z,76.00,29.00
2025-08-09T15:12:00Z,74.26,28.00
2025-08-09T15:15:00Z,75.00,28.00
2025-08-09T15:16:00Z,76.00,28.00
2025-08-09T15:17:00Z,76.00,28.00
2025-08-09T15:18:00Z,75.92,26.00
2025-08-09T15:19:00Z,77.00,26.00
2025-08-09T15:20:00Z,72.79,27.64
2025-08-09T15:22:00Z,71.00,27.64
2025-08-09T15:23:00Z,71.00,31.54
2025-08-09T15:25:00Z,66.00,36.09
2025-08-09T15:26:00Z,64.00,39.00
2025-08-09T15:27:00Z,68.39,39.00
2025-08-09T15:28:00Z,67.93,39.00
2025-08-09T15:29:00Z,63.92,37.00
2025-08-09T15:30:00Z,54.91,37.00
2025-08-09T15:31:00Z,54.91,51.00
2025-08-09T15:32:00Z,64.13,39.63
2025-08-09T15:33:00Z,68.00,42.64
2025-08-09T15:34:00Z,67.00,42.64
2025-08-09T15:36:00Z,69.00,32.00
2025-08-09T15:37:00Z,71.00,32.43
2025-08-09T15:38:00Z,67.00,32.43
2025-08-09T15:40:00Z,67.00,43.00
2025-08-09T15:41:00Z,64.00,43.00
2025-08-09T15:42:00Z,68.24,43.00
2025-08-09T15:43:00Z,64.00,35.71
2025-08-09T15:44:00Z,66.00,35.71
2025-08-09T15:45:00Z,66.00,37.00
2025-08-09T15:46:00Z,66.00,38.00
2025-08-09T15:48:00Z,64.82,38.00
2025-08-09T15:49:00Z,68.33,33.00
2025-08-09T15:50:00Z,71.00,33.00
2025-08-09T15:51:00Z,71.00,29.00
2025-08-09T15:52:00Z,77.16,23.61
2025-08-09T15:53:00Z,80.99,15.00
2025-08-09T15:54:00Z,87.00,15.67
2025-08-09T15:55:00Z,87.00,16.00
2025-08-09T15:56:00Z,88.03,16.00
2025-08-09T15:57:00Z,86.67,17.00
2025-08-09T15:58:00Z,86.67,16.00
2025-08-09T15:59:00Z,84.00,15.00
2025-08-09T16:00:00Z,85.00,19.00
2025-08-09T16:01:00Z,80.84,19.00
2025-08-09T16:02:00Z,69.17,34.08
2025-08-09T16:03:00Z,69.17,28.00
2025-08-09T16:04:00Z,75.83,25.00
2025-08-09T16:05:00Z,72.00,28.00
2025-08-09T16:06:00Z,75.91,28.00
2025-08-09T16:07:00Z,84.00,28.00
2025-08-09T16:08:00Z,82.00,28.00
2025-08-09T16:10:00Z,88.73,28.00
2025-08-09T16:11:00Z,91.80,9.76
2025-08-09T16:12:00Z,88.00,10.00
2025-08-09T16:13:00Z,90.00,9.94
2025-08-09T16:14:00Z,90.00,10.00
2025-08-09T16:15:00Z,90.00,12.00
2025-08-09T16:16:00Z,90.00,13.00
2025-08-09T16:17:00Z,90.00,12.00
2025-08-09T16:21:00Z,86.00,17.75
2025-08-09T16:22:00Z,87.00,17.75
2025-08-09T16:23:00Z,82.14,17.75
2025-08-09T16:24:00Z,82.14,19.00
2025-08-09T16:25:00Z,85.00,18.00
2025-08-09T16:26:00Z,85.00,20.34
2025-08-09T16:27:00Z,80.59,20.34
2025-08-09T16:28:00Z,82.32,20.34
2025-08-09T16:29:00Z,86.00,17.00
2025-08-09T16:30:00Z,86.00,19.00
2025-08-09T16:31:00Z,86.00,21.00
2025-08-09T16:32:00Z,83.04,20.00
2025-08-09T16:36:00Z,85.00,20.00
2025-08-09T16:37:00Z,85.88,15.36
2025-08-09T16:38:00Z,86.31,14.82
2025-08-09T16:39:00Z,86.19,13.26
2025-08-09T16:40:00Z,83.00,16.00
2025-08-09T16:43:00Z,84.00,16.00
2025-08-09T16:44:00Z,84.00,19.00
2025-08-09T16:45:00Z,82.98,19.00
2025-08-09T16:46:00Z,82.99,20.00
2025-08-09T16:47:00Z,84.00,20.00
2025-08-09T16:50:00Z,78.50,25.61
2025-08-09T16:51:00Z,79.00,25.61
2025-08-09T16:54:00Z,83.00,25.61
2025-08-09T16:55:00Z,83.00,22.00
2025-08-09T16:56:00Z,83.00,23.00
2025-08-09T16:58:00Z,83.00,16.00
2025-08-09T16:59:00Z,84.87,19.00
2025-08-09T17:00:00Z,84.91,18.00
2025-08-09T17:01:00Z,80.23,18.43
2025-08-09T17:02:00Z,75.93,27.97
2025-08-09T17:03:00Z,88.61,19.00
2025-08-09T17:04:00Z,91.81,10.00
2025-08-09T17:05:00Z,97.64,3.97
2025-08-09T17:06:00Z,95.11,5.25
2025-08-09T17:07:00Z,81.78,16.61
2025-08-09T17:08:00Z,86.11,16.73
2025-08-09T17:09:00Z,98.82,1.00
2025-08-09T17:10:00Z,99.00,1.00
