# event_ticker=KXATPMATCH-25SEP18ATMPRI
# final_score=6-4 6-3
# match_winner=Dino Prizmic
# fav_player=Dino Prizmic
# dog_player=Terence Atmane
# kalshi_date=2025-09-18
timestamp,Dino Prizmic,Terence Atmane
2025-09-17T20:27:00Z,,47.00
2025-09-17T21:02:00Z,,47.00
2025-09-17T21:08:00Z,,47.00
2025-09-17T21:35:00Z,57.00,47.00
2025-09-17T22:08:00Z,57.00,45.00
2025-09-17T22:21:00Z,57.00,45.00
2025-09-17T22:34:00Z,57.00,45.00
2025-09-17T22:37:00Z,56.00,45.00
2025-09-17T23:25:00Z,56.00,45.00
2025-09-17T23:44:00Z,56.00,45.00
2025-09-18T00:39:00Z,56.00,45.00
2025-09-18T01:05:00Z,56.00,46.00
2025-09-18T01:13:00Z,56.00,46.00
2025-09-18T01:26:00Z,56.00,46.00
2025-09-18T01:29:00Z,56.00,46.00
2025-09-18T01:32:00Z,56.00,46.00
2025-09-18T01:47:00Z,56.00,46.00
2025-09-18T01:53:00Z,56.00,46.00
2025-09-18T02:03:00Z,56.00,46.00
2025-09-18T02:06:00Z,56.00,46.00
2025-09-18T02:14:00Z,55.00,46.00
2025-09-18T02:17:00Z,55.00,46.00
2025-09-18T02:18:00Z,55.00,46.00
2025-09-18T02:20:00Z,55.00,46.00
2025-09-18T02:23:00Z,55.00,46.00
2025-09-18T02:29:00Z,55.00,46.00
2025-09-18T02:32:00Z,55.00,46.00
2025-09-18T02:37:00Z,55.00,46.00
2025-09-18T02:39:00Z,55.00,46.00
2025-09-18T02:47:00Z,55.00,46.00
2025-09-18T02:50:00Z,55.00,46.00
2025-09-18T02:58:00Z,55.67,46.00
2025-09-18T03:05:00Z,56.00,46.00
2025-09-18T03:15:00Z,56.00,46.00
2025-09-18T03:26:00Z,54.57,46.00
2025-09-18T03:37:00Z,55.00,46.00
2025-09-18T03:42:00Z,55.00,46.00
2025-09-18T03:43:00Z,55.00,46.00
2025-09-18T03:44:00Z,55.00,47.00
2025-09-18T03:51:00Z,55.00,47.00
2025-09-18T03:52:00Z,55.00,47.00
2025-09-18T04:11:00Z,55.00,47.00
2025-09-18T04:14:00Z,54.00,47.00
2025-09-18T04:15:00Z,54.00,47.00
2025-09-18T04:21:00Z,54.00,47.00
2025-09-18T04:26:00Z,54.00,47.00
2025-09-18T04:27:00Z,54.00,47.00
2025-09-18T04:29:00Z,54.00,47.00
2025-09-18T04:33:00Z,54.00,47.00
2025-09-18T04:34:00Z,54.00,47.00
2025-09-18T04:36:00Z,54.00,47.00
2025-09-18T04:43:00Z,54.00,47.00
2025-09-18T04:58:00Z,54.00,47.00
2025-09-18T04:59:00Z,54.00,47.00
2025-09-18T05:00:00Z,54.00,48.00
2025-09-18T05:01:00Z,54.00,47.00
2025-09-18T05:03:00Z,54.00,47.00
2025-09-18T05:13:00Z,54.00,47.00
2025-09-18T05:14:00Z,54.00,47.85
2025-09-18T05:15:00Z,54.00,47.00
2025-09-18T05:41:00Z,53.00,47.00
2025-09-18T05:44:00Z,54.00,47.00
2025-09-18T05:46:00Z,54.00,47.00
2025-09-18T05:51:00Z,54.00,47.00
2025-09-18T05:57:00Z,54.00,47.95
2025-09-18T05:59:00Z,54.00,47.95
2025-09-18T06:00:00Z,54.00,48.00
2025-09-18T06:04:00Z,54.00,48.00
2025-09-18T06:06:00Z,54.00,48.00
2025-09-18T06:21:00Z,54.00,48.00
2025-09-18T06:22:00Z,54.00,48.00
2025-09-18T06:42:00Z,54.00,48.00
2025-09-18T06:46:00Z,54.00,48.00
2025-09-18T06:47:00Z,55.00,48.00
2025-09-18T06:48:00Z,55.00,48.00
2025-09-18T06:50:00Z,55.00,48.00
2025-09-18T09:01:00Z,82.07,4.00
