# event_ticker=KXATPMATCH-26JUN12BONDE
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Alex de Minaur
# fav_player=Benjamin Bonzi
# dog_player=Alex de Minaur
# kalshi_date=2026-06-12
timestamp,Benjamin Bonzi,Alex de Minaur
2026-06-12T01:30:00Z,,80.00
2026-06-12T01:37:00Z,,80.00
2026-06-12T01:40:00Z,,80.00
2026-06-12T01:43:00Z,21.00,80.00
2026-06-12T01:59:00Z,21.00,80.00
2026-06-12T02:08:00Z,21.00,80.00
2026-06-12T02:09:00Z,21.00,80.00
2026-06-12T02:10:00Z,21.00,80.00
2026-06-12T02:13:00Z,21.00,80.00
2026-06-12T02:19:00Z,21.00,80.00
2026-06-12T02:23:00Z,21.00,80.00
2026-06-12T02:24:00Z,21.00,80.00
2026-06-12T02:29:00Z,21.00,80.00
2026-06-12T02:40:00Z,20.00,80.00
2026-06-12T02:45:00Z,20.00,80.00
2026-06-12T02:53:00Z,20.00,79.00
2026-06-12T03:01:00Z,21.00,79.00
2026-06-12T03:02:00Z,21.00,79.00
2026-06-12T03:05:00Z,21.00,80.00
2026-06-12T03:06:00Z,21.00,80.00
2026-06-12T03:12:00Z,21.00,80.00
2026-06-12T03:21:00Z,21.00,80.00
2026-06-12T03:27:00Z,21.00,80.00
2026-06-12T03:35:00Z,21.00,80.00
2026-06-12T03:42:00Z,21.00,80.00
2026-06-12T03:43:00Z,21.00,80.00
2026-06-12T03:45:00Z,21.00,80.00
2026-06-12T03:46:00Z,21.00,81.00
2026-06-12T03:47:00Z,21.00,81.00
2026-06-12T04:00:00Z,21.00,81.00
2026-06-12T04:02:00Z,21.00,81.00
2026-06-12T04:03:00Z,21.00,81.00
2026-06-12T04:04:00Z,21.00,81.00
2026-06-12T04:07:00Z,21.00,81.00
2026-06-12T04:08:00Z,21.00,81.00
2026-06-12T04:09:00Z,21.00,80.00
2026-06-12T04:10:00Z,22.00,80.00
2026-06-12T04:19:00Z,22.00,80.00
2026-06-12T04:20:00Z,21.91,80.00
2026-06-12T04:21:00Z,22.00,80.00
2026-06-12T04:23:00Z,22.00,79.62
2026-06-12T04:28:00Z,22.00,80.00
2026-06-12T04:29:00Z,22.00,80.00
2026-06-12T04:31:00Z,22.00,80.00
2026-06-12T04:32:00Z,22.00,80.00
2026-06-12T04:34:00Z,22.00,80.00
2026-06-12T04:36:00Z,21.00,80.00
2026-06-12T04:40:00Z,21.00,80.00
2026-06-12T04:42:00Z,21.00,80.00
2026-06-12T04:49:00Z,21.00,80.00
2026-06-12T04:50:00Z,22.00,80.00
2026-06-12T04:55:00Z,21.00,80.00
2026-06-12T04:56:00Z,21.00,80.00
2026-06-12T04:57:00Z,22.00,80.00
2026-06-12T04:58:00Z,22.00,80.00
2026-06-12T05:00:00Z,22.00,80.00
2026-06-12T05:01:00Z,22.00,80.00
2026-06-12T05:02:00Z,22.00,80.00
2026-06-12T05:03:00Z,21.00,80.00
2026-06-12T05:05:00Z,21.00,80.00
2026-06-12T05:11:00Z,21.00,80.00
2026-06-12T05:15:00Z,21.00,80.00
2026-06-12T05:17:00Z,21.00,80.00
2026-06-12T05:20:00Z,21.00,80.00
2026-06-12T05:22:00Z,21.00,80.00
2026-06-12T05:24:00Z,21.00,80.00
2026-06-12T05:27:00Z,21.00,80.00
2026-06-12T05:28:00Z,21.00,80.00
2026-06-12T05:29:00Z,21.00,80.00
