# event_ticker=KXATPMATCH-26APR03MOLNAV
# final_score=3-6 6-2 6-3
# score_resolution=6-3 2-6 3-6
# match_winner=Mariano Navone
# fav_player=Alex Molcan
# dog_player=Mariano Navone
# kalshi_date=2026-04-03
timestamp,Alex Molcan,Mariano Navone
2026-04-03T01:39:00Z,,71.00
2026-04-03T02:22:00Z,,71.00
2026-04-03T02:51:00Z,,71.00
2026-04-03T03:09:00Z,31.00,71.00
2026-04-03T03:14:00Z,31.00,71.00
2026-04-03T03:22:00Z,31.00,71.00
2026-04-03T03:25:00Z,31.00,70.00
2026-04-03T03:30:00Z,31.00,70.00
2026-04-03T03:47:00Z,31.00,70.00
2026-04-03T03:49:00Z,31.00,71.00
2026-04-03T03:56:00Z,31.75,71.00
2026-04-03T04:11:00Z,31.75,71.00
2026-04-03T04:25:00Z,31.75,71.00
2026-04-03T04:27:00Z,31.75,71.00
2026-04-03T04:35:00Z,31.75,71.00
2026-04-03T04:37:00Z,31.75,71.00
2026-04-03T04:41:00Z,31.75,71.00
2026-04-03T04:48:00Z,31.00,71.00
2026-04-03T04:50:00Z,31.00,71.00
2026-04-03T04:55:00Z,31.00,71.00
2026-04-03T05:01:00Z,31.00,71.00
2026-04-03T05:05:00Z,31.00,71.00
2026-04-03T05:06:00Z,31.00,71.00
2026-04-03T05:08:00Z,31.00,70.02
2026-04-03T05:13:00Z,31.00,71.00
2026-04-03T05:18:00Z,31.00,71.00
2026-04-03T05:34:00Z,31.00,71.00
2026-04-03T05:36:00Z,30.00,71.00
2026-04-03T05:42:00Z,30.00,71.00
2026-04-03T05:58:00Z,30.00,71.00
2026-04-03T06:09:00Z,30.00,71.00
2026-04-03T06:16:00Z,30.00,71.00
2026-04-03T06:21:00Z,30.00,70.00
2026-04-03T06:22:00Z,30.00,71.00
2026-04-03T06:26:00Z,29.00,71.00
2026-04-03T06:32:00Z,30.00,71.00
2026-04-03T06:33:00Z,30.00,71.00
2026-04-03T06:34:00Z,30.00,71.00
2026-04-03T06:37:00Z,30.00,71.00
2026-04-03T06:46:00Z,30.21,71.00
2026-04-03T06:48:00Z,30.21,71.00
2026-04-03T06:51:00Z,30.21,71.00
2026-04-03T06:56:00Z,30.00,71.00
2026-04-03T07:00:00Z,30.00,71.00
2026-04-03T07:02:00Z,30.00,71.00
2026-04-03T07:05:00Z,30.00,71.00
2026-04-03T07:08:00Z,30.00,71.00
2026-04-03T07:22:00Z,30.00,71.00
2026-04-03T07:23:00Z,30.00,71.00
2026-04-03T07:26:00Z,30.00,71.00
2026-04-03T07:40:00Z,30.00,71.00
2026-04-03T07:45:00Z,30.00,71.00
2026-04-03T07:48:00Z,30.00,71.00
2026-04-03T08:01:00Z,30.27,71.00
2026-04-03T08:08:00Z,31.00,71.00
2026-04-03T08:14:00Z,31.00,71.00
2026-04-03T08:28:00Z,31.00,71.00
2026-04-03T08:33:00Z,30.00,71.00
2026-04-03T08:36:00Z,29.00,71.00
2026-04-03T08:55:00Z,29.00,71.00
2026-04-03T09:02:00Z,29.00,71.00
2026-04-03T09:17:00Z,29.00,71.00
2026-04-03T09:39:00Z,29.00,71.00
2026-04-03T09:42:00Z,30.00,71.00
2026-04-03T09:49:00Z,30.00,71.00
2026-04-03T09:51:00Z,30.00,71.00
2026-04-03T09:52:00Z,30.00,70.00
