# event_ticker=KXATPCHALLENGERMATCH-26APR06LLAFER
# final_score=6-4 4-6 7-5
# score_resolution=4-6 6-4 5-7
# match_winner=Pablo Llamas Ruiz
# fav_player=Frederico Ferreira Silva
# dog_player=Pablo Llamas Ruiz
# kalshi_date=2026-04-06
timestamp,Frederico Ferreira Silva,Pablo Llamas Ruiz
2026-04-06T15:15:00Z,30.69,71.01
2026-04-06T15:16:00Z,29.72,71.81
2026-04-06T15:17:00Z,38.47,62.93
2026-04-06T15:18:00Z,31.68,72.94
2026-04-06T15:19:00Z,14.66,83.80
2026-04-06T15:20:00Z,6.69,92.60
2026-04-06T15:21:00Z,4.86,94.62
2026-04-06T15:22:00Z,2.24,97.62
2026-04-06T15:23:00Z,2.81,96.47
2026-04-06T15:24:00Z,1.00,99.00
2026-04-06T15:25:00Z,1.00,99.00
2026-04-06T15:26:00Z,1.00,99.00
2026-04-06T15:27:00Z,1.00,99.00
2026-04-06T15:28:00Z,1.00,99.00
2026-04-06T15:29:00Z,1.00,99.00
2026-04-06T15:30:00Z,1.00,99.00
2026-04-06T15:31:00Z,1.00,99.00
2026-04-06T15:32:00Z,1.00,99.00
2026-04-06T15:33:00Z,1.00,99.00
2026-04-06T15:34:00Z,1.00,99.00
2026-04-06T15:36:00Z,1.00,99.00
2026-04-06T15:37:00Z,1.00,99.00
2026-04-06T15:38:00Z,1.00,99.00
