# event_ticker=KXATPCHALLENGERMATCH-26MAR17FATPER
# final_score=7-5 6-2
# match_winner=Nerman Fatic
# fav_player=Nerman Fatic
# dog_player=Tiago Pereira
# kalshi_date=2026-03-17
timestamp,Nerman Fatic,Tiago Pereira
2026-03-17T00:16:00Z,64.00,
2026-03-17T00:27:00Z,65.00,
2026-03-17T00:39:00Z,66.00,
2026-03-17T01:14:00Z,66.00,
2026-03-17T01:51:00Z,66.00,
2026-03-17T02:01:00Z,66.00,
2026-03-17T02:23:00Z,66.00,
2026-03-17T02:28:00Z,66.00,
2026-03-17T02:53:00Z,66.00,
2026-03-17T02:57:00Z,66.00,
2026-03-17T03:01:00Z,66.00,
2026-03-17T03:04:00Z,66.00,34.00
2026-03-17T03:13:00Z,66.00,34.00
2026-03-17T03:24:00Z,66.00,34.00
2026-03-17T03:56:00Z,66.00,34.00
2026-03-17T04:02:00Z,66.00,34.00
2026-03-17T04:11:00Z,68.00,34.00
2026-03-17T04:27:00Z,68.00,34.00
2026-03-17T04:29:00Z,68.00,34.00
2026-03-17T04:35:00Z,66.00,34.00
2026-03-17T04:45:00Z,66.00,35.00
2026-03-17T04:58:00Z,68.00,35.00
2026-03-17T05:04:00Z,68.00,34.00
2026-03-17T05:30:00Z,68.00,34.00
2026-03-17T05:36:00Z,67.00,34.00
2026-03-17T05:44:00Z,68.00,34.00
2026-03-17T06:00:00Z,67.00,34.00
2026-03-17T06:27:00Z,67.00,34.00
2026-03-17T06:32:00Z,68.00,34.00
2026-03-17T07:14:00Z,68.00,34.00
2026-03-17T07:15:00Z,68.00,34.00
2026-03-17T08:01:00Z,68.00,34.00
2026-03-17T08:05:00Z,68.00,34.00
2026-03-17T08:36:00Z,68.00,34.00
2026-03-17T08:49:00Z,68.57,34.00
2026-03-17T09:17:00Z,69.00,34.00
2026-03-17T09:58:00Z,69.00,34.00
2026-03-17T10:29:00Z,70.00,34.00
2026-03-17T10:33:00Z,70.00,33.65
2026-03-17T10:34:00Z,67.08,33.65
2026-03-17T10:37:00Z,66.58,35.74
2026-03-17T10:54:00Z,68.00,35.74
2026-03-17T11:05:00Z,68.00,35.74
2026-03-17T11:11:00Z,68.00,35.74
2026-03-17T11:26:00Z,68.00,34.00
2026-03-17T11:39:00Z,67.00,34.00
2026-03-17T11:41:00Z,68.00,34.74
2026-03-17T11:45:00Z,68.00,34.74
2026-03-17T11:57:00Z,68.00,34.74
2026-03-17T12:04:00Z,69.78,34.37
2026-03-17T12:05:00Z,65.01,34.79
2026-03-17T12:06:00Z,63.00,39.00
2026-03-17T12:07:00Z,62.00,42.00
2026-03-17T12:08:00Z,60.00,40.42
2026-03-17T12:09:00Z,62.51,41.41
2026-03-17T12:10:00Z,58.00,47.66
2026-03-17T12:11:00Z,57.04,47.86
2026-03-17T12:12:00Z,67.00,36.65
2026-03-17T12:13:00Z,69.72,34.83
2026-03-17T12:14:00Z,71.67,34.83
2026-03-17T12:15:00Z,72.12,26.41
2026-03-17T12:16:00Z,76.56,23.00
2026-03-17T12:17:00Z,78.00,22.96
2026-03-17T12:18:00Z,78.00,25.52
2026-03-17T12:19:00Z,76.00,34.78
2026-03-17T12:20:00Z,67.54,32.17
2026-03-17T12:21:00Z,72.84,29.48
2026-03-17T12:22:00Z,75.93,26.95
2026-03-17T12:23:00Z,75.93,31.76
2026-03-17T12:24:00Z,75.93,37.65
2026-03-17T12:25:00Z,75.93,36.00
2026-03-17T12:26:00Z,65.00,35.41
2026-03-17T12:27:00Z,61.84,40.00
2026-03-17T12:28:00Z,61.84,40.51
2026-03-17T12:29:00Z,65.93,36.24
2026-03-17T12:30:00Z,69.00,36.24
2026-03-17T12:31:00Z,71.69,29.25
2026-03-17T12:32:00Z,74.88,23.67
2026-03-17T12:33:00Z,81.14,19.70
2026-03-17T12:34:00Z,82.00,19.16
2026-03-17T12:35:00Z,77.41,21.90
2026-03-17T12:36:00Z,81.03,22.75
2026-03-17T12:37:00Z,78.51,28.41
2026-03-17T12:38:00Z,69.00,33.40
2026-03-17T12:39:00Z,70.59,33.29
2026-03-17T12:40:00Z,64.65,38.21
2026-03-17T12:41:00Z,57.19,43.37
2026-03-17T12:42:00Z,58.43,44.54
2026-03-17T12:43:00Z,64.47,40.32
2026-03-17T12:44:00Z,64.53,35.97
2026-03-17T12:45:00Z,66.61,36.35
2026-03-17T12:46:00Z,66.20,40.72
2026-03-17T12:47:00Z,72.95,26.30
2026-03-17T12:48:00Z,73.83,32.76
2026-03-17T12:49:00Z,74.74,30.01
2026-03-17T12:50:00Z,81.70,18.74
2026-03-17T12:51:00Z,82.72,18.97
2026-03-17T12:52:00Z,84.82,20.57
2026-03-17T12:53:00Z,84.76,17.45
2026-03-17T12:54:00Z,86.05,13.77
2026-03-17T12:55:00Z,86.05,13.00
2026-03-17T12:56:00Z,87.09,12.66
2026-03-17T12:57:00Z,88.01,12.92
2026-03-17T12:58:00Z,88.70,13.00
2026-03-17T12:59:00Z,86.99,16.86
2026-03-17T13:00:00Z,84.00,17.66
2026-03-17T13:01:00Z,82.57,20.50
2026-03-17T13:02:00Z,85.91,14.19
2026-03-17T13:03:00Z,88.43,14.02
2026-03-17T13:04:00Z,85.00,14.27
2026-03-17T13:05:00Z,81.29,18.06
2026-03-17T13:06:00Z,82.13,18.54
2026-03-17T13:07:00Z,83.18,17.02
2026-03-17T13:08:00Z,83.00,24.16
2026-03-17T13:09:00Z,77.60,26.40
2026-03-17T13:10:00Z,78.00,25.41
2026-03-17T13:11:00Z,81.00,19.17
2026-03-17T13:12:00Z,83.22,18.89
2026-03-17T13:13:00Z,86.00,15.72
2026-03-17T13:14:00Z,89.17,9.32
2026-03-17T13:15:00Z,93.26,7.97
2026-03-17T13:16:00Z,92.00,7.07
2026-03-17T13:17:00Z,93.44,5.97
2026-03-17T13:18:00Z,91.66,6.85
2026-03-17T13:19:00Z,92.95,8.12
2026-03-17T13:20:00Z,94.92,5.49
2026-03-17T13:21:00Z,95.76,4.52
2026-03-17T13:22:00Z,95.92,3.36
2026-03-17T13:23:00Z,97.84,3.67
