# event_ticker=KXATPMATCH-26MAY18BRAWAW
# final_score=6-2 4-6 7-6(5)
# score_resolution=2-6 6-4 6-7
# match_winner=Stan Wawrinka
# fav_player=Raul Brancaccio
# dog_player=Stan Wawrinka
# kalshi_date=2026-05-18
timestamp,Raul Brancaccio,Stan Wawrinka
2026-05-18T13:56:00Z,36.00,66.00
2026-05-18T14:02:00Z,35.00,66.00
2026-05-18T14:08:00Z,35.00,66.00
2026-05-18T14:09:00Z,36.00,66.00
2026-05-18T14:14:00Z,36.00,66.00
2026-05-18T14:17:00Z,36.00,66.00
2026-05-18T14:24:00Z,36.00,66.00
2026-05-18T14:25:00Z,36.00,66.00
2026-05-18T14:28:00Z,36.00,66.00
2026-05-18T14:31:00Z,36.00,66.00
2026-05-18T14:46:00Z,35.00,66.00
2026-05-18T14:51:00Z,36.00,66.00
2026-05-18T14:52:00Z,36.00,66.00
2026-05-18T14:57:00Z,36.00,66.00
2026-05-18T14:58:00Z,36.00,66.00
2026-05-18T15:00:00Z,36.00,66.00
2026-05-18T15:04:00Z,36.00,66.00
2026-05-18T15:08:00Z,36.00,66.00
2026-05-18T15:09:00Z,35.00,66.00
2026-05-18T15:11:00Z,35.00,66.00
2026-05-18T15:14:00Z,35.00,66.00
2026-05-18T15:19:00Z,35.00,66.00
2026-05-18T15:21:00Z,35.00,66.00
2026-05-18T15:26:00Z,35.97,66.00
2026-05-18T15:27:00Z,35.97,66.00
2026-05-18T15:28:00Z,35.97,66.00
2026-05-18T15:29:00Z,35.97,66.00
2026-05-18T15:30:00Z,35.97,66.00
2026-05-18T15:31:00Z,36.00,66.00
2026-05-18T15:32:00Z,36.00,66.00
2026-05-18T15:33:00Z,36.00,66.00
2026-05-18T15:34:00Z,36.00,66.00
2026-05-18T15:37:00Z,36.00,66.00
2026-05-18T15:38:00Z,36.00,66.00
2026-05-18T15:40:00Z,35.00,66.00
2026-05-18T15:41:00Z,35.00,66.00
2026-05-18T15:42:00Z,35.00,65.00
2026-05-18T15:43:00Z,35.00,66.00
2026-05-18T15:44:00Z,35.00,66.00
2026-05-18T15:45:00Z,35.00,66.00
2026-05-18T15:46:00Z,35.00,66.00
2026-05-18T15:47:00Z,35.00,66.00
2026-05-18T15:48:00Z,35.00,66.00
2026-05-18T15:49:00Z,35.00,66.00
2026-05-18T15:50:00Z,35.00,66.00
2026-05-18T15:52:00Z,35.00,66.00
2026-05-18T15:53:00Z,35.00,66.00
2026-05-18T15:55:00Z,35.00,66.00
2026-05-18T15:56:00Z,33.00,66.55
2026-05-18T15:58:00Z,33.00,67.00
2026-05-18T15:59:00Z,34.00,67.00
2026-05-18T16:00:00Z,34.00,67.00
2026-05-18T16:01:00Z,34.00,67.00
2026-05-18T16:02:00Z,34.00,67.00
2026-05-18T16:03:00Z,34.00,65.00
2026-05-18T16:04:00Z,34.00,65.00
2026-05-18T16:05:00Z,34.00,67.00
2026-05-18T16:06:00Z,34.00,67.00
2026-05-18T16:07:00Z,34.00,67.00
2026-05-18T16:08:00Z,34.00,67.00
2026-05-18T16:09:00Z,29.87,67.67
2026-05-18T16:10:00Z,29.00,71.80
2026-05-18T16:11:00Z,27.90,73.00
2026-05-18T16:12:00Z,29.95,70.20
2026-05-18T16:13:00Z,30.44,71.00
2026-05-18T16:14:00Z,26.84,72.10
2026-05-18T16:15:00Z,27.08,73.11
2026-05-18T16:16:00Z,29.98,72.72
2026-05-18T16:17:00Z,29.97,69.66
2026-05-18T16:18:00Z,29.97,72.91
2026-05-18T16:19:00Z,27.97,72.03
2026-05-18T16:20:00Z,28.01,72.09
2026-05-18T16:21:00Z,27.15,71.15
2026-05-18T16:22:00Z,20.00,78.68
2026-05-18T16:23:00Z,16.02,84.74
2026-05-18T16:24:00Z,16.02,84.39
2026-05-18T16:25:00Z,16.93,84.12
2026-05-18T16:26:00Z,14.91,86.00
2026-05-18T16:27:00Z,15.00,86.00
2026-05-18T16:28:00Z,15.00,86.74
2026-05-18T16:29:00Z,15.12,86.01
2026-05-18T16:30:00Z,16.00,83.38
2026-05-18T16:31:00Z,14.54,86.13
2026-05-18T16:32:00Z,14.00,87.00
2026-05-18T16:33:00Z,14.00,87.00
2026-05-18T16:34:00Z,13.84,87.00
2026-05-18T16:35:00Z,14.00,87.00
2026-05-18T16:36:00Z,13.19,87.99
2026-05-18T16:37:00Z,12.41,88.91
2026-05-18T16:38:00Z,10.84,89.99
2026-05-18T16:39:00Z,10.97,90.00
2026-05-18T16:40:00Z,10.00,89.94
2026-05-18T16:41:00Z,13.09,88.41
2026-05-18T16:42:00Z,14.73,84.38
2026-05-18T16:43:00Z,19.39,81.69
2026-05-18T16:44:00Z,22.24,78.02
2026-05-18T16:45:00Z,21.85,78.23
2026-05-18T16:46:00Z,23.04,77.28
2026-05-18T16:47:00Z,18.55,81.87
2026-05-18T16:48:00Z,20.94,81.20
2026-05-18T16:49:00Z,24.26,77.00
2026-05-18T16:50:00Z,23.49,77.93
2026-05-18T16:51:00Z,23.27,76.90
2026-05-18T16:52:00Z,24.39,73.59
2026-05-18T16:53:00Z,23.95,76.00
2026-05-18T16:54:00Z,23.95,75.00
2026-05-18T16:55:00Z,24.99,75.84
2026-05-18T16:56:00Z,25.83,75.85
2026-05-18T16:57:00Z,27.23,73.00
2026-05-18T16:58:00Z,27.12,73.01
2026-05-18T16:59:00Z,27.02,73.81
2026-05-18T17:00:00Z,26.82,74.00
2026-05-18T17:01:00Z,26.38,74.00
2026-05-18T17:02:00Z,25.59,75.06
2026-05-18T17:03:00Z,27.83,72.49
2026-05-18T17:04:00Z,27.80,75.87
2026-05-18T17:05:00Z,29.51,70.04
2026-05-18T17:06:00Z,29.20,71.00
2026-05-18T17:07:00Z,29.98,71.00
2026-05-18T17:08:00Z,29.55,71.00
2026-05-18T17:09:00Z,30.16,71.00
2026-05-18T17:10:00Z,34.26,65.88
2026-05-18T17:11:00Z,35.00,65.83
2026-05-18T17:12:00Z,35.96,65.56
2026-05-18T17:13:00Z,36.00,64.03
2026-05-18T17:14:00Z,34.51,66.52
2026-05-18T17:15:00Z,35.00,66.00
2026-05-18T17:16:00Z,35.00,65.94
2026-05-18T17:17:00Z,35.04,63.11
2026-05-18T17:18:00Z,34.47,65.95
2026-05-18T17:19:00Z,36.97,63.62
2026-05-18T17:20:00Z,40.63,60.01
2026-05-18T17:21:00Z,40.91,60.00
2026-05-18T17:22:00Z,38.53,61.84
2026-05-18T17:23:00Z,35.88,64.55
2026-05-18T17:24:00Z,35.41,64.97
2026-05-18T17:25:00Z,32.79,67.56
2026-05-18T17:26:00Z,34.40,64.08
2026-05-18T17:27:00Z,40.68,61.66
2026-05-18T17:28:00Z,39.79,60.56
2026-05-18T17:29:00Z,36.84,64.09
2026-05-18T17:30:00Z,34.82,65.80
2026-05-18T17:31:00Z,34.98,66.00
2026-05-18T17:32:00Z,37.93,65.38
2026-05-18T17:33:00Z,41.83,59.39
2026-05-18T17:34:00Z,46.03,56.08
2026-05-18T17:35:00Z,41.47,59.72
2026-05-18T17:36:00Z,36.84,64.22
2026-05-18T17:37:00Z,36.34,64.99
2026-05-18T17:38:00Z,35.99,64.94
2026-05-18T17:39:00Z,38.31,62.97
2026-05-18T17:40:00Z,34.42,64.35
2026-05-18T17:41:00Z,36.33,64.71
2026-05-18T17:42:00Z,40.42,58.77
2026-05-18T17:43:00Z,45.73,53.95
2026-05-18T17:44:00Z,42.34,61.55
2026-05-18T17:45:00Z,44.70,56.68
2026-05-18T17:46:00Z,36.43,64.68
2026-05-18T17:47:00Z,34.84,66.00
2026-05-18T17:48:00Z,31.79,69.32
2026-05-18T17:49:00Z,20.03,79.81
2026-05-18T17:50:00Z,29.21,74.12
2026-05-18T17:51:00Z,37.03,61.02
2026-05-18T17:52:00Z,41.78,60.49
2026-05-18T17:53:00Z,35.51,65.84
2026-05-18T17:54:00Z,34.24,68.10
2026-05-18T17:55:00Z,31.78,69.00
2026-05-18T17:56:00Z,31.99,68.44
2026-05-18T17:57:00Z,25.50,75.91
2026-05-18T17:58:00Z,34.98,66.80
2026-05-18T17:59:00Z,42.74,58.96
2026-05-18T18:00:00Z,46.20,55.59
2026-05-18T18:01:00Z,37.38,61.54
2026-05-18T18:02:00Z,32.99,66.93
2026-05-18T18:03:00Z,33.87,67.00
2026-05-18T18:04:00Z,35.27,65.41
2026-05-18T18:05:00Z,34.25,64.53
2026-05-18T18:06:00Z,39.77,60.72
2026-05-18T18:07:00Z,42.32,58.73
2026-05-18T18:08:00Z,53.44,50.08
2026-05-18T18:09:00Z,47.63,49.44
2026-05-18T18:10:00Z,45.90,52.55
2026-05-18T18:11:00Z,30.00,68.96
2026-05-18T18:12:00Z,17.75,82.55
2026-05-18T18:13:00Z,37.71,75.13
2026-05-18T18:14:00Z,52.96,46.48
2026-05-18T18:15:00Z,67.68,40.13
2026-05-18T18:16:00Z,28.03,74.48
2026-05-18T18:17:00Z,8.67,93.76
2026-05-18T18:18:00Z,8.67,99.00
2026-05-18T18:19:00Z,8.67,99.00
2026-05-18T18:20:00Z,8.67,99.00
2026-05-18T18:21:00Z,8.67,99.00
2026-05-18T18:22:00Z,8.67,99.00
2026-05-18T18:23:00Z,1.00,99.00
2026-05-18T18:24:00Z,1.00,99.00
