# event_ticker=KXATPMATCH-25OCT05CERBER
# final_score=7-6(1) 6-3
# score_resolution=6-7 3-6
# match_winner=Zizou Bergs
# fav_player=Francisco Cerundolo
# dog_player=Zizou Bergs
# kalshi_date=2025-10-05
timestamp,Francisco Cerundolo,Zizou Bergs
2025-10-04T20:13:00Z,60.00,
2025-10-04T20:50:00Z,60.00,41.00
2025-10-04T22:11:00Z,60.00,41.00
2025-10-04T22:18:00Z,61.00,41.00
2025-10-04T22:37:00Z,61.00,41.00
2025-10-04T22:38:00Z,60.00,41.00
2025-10-04T23:15:00Z,60.00,41.00
2025-10-04T23:24:00Z,60.00,41.00
2025-10-04T23:35:00Z,60.00,41.00
2025-10-05T00:56:00Z,60.00,41.00
2025-10-05T01:01:00Z,60.00,41.00
2025-10-05T01:22:00Z,60.00,41.00
2025-10-05T01:24:00Z,60.00,41.00
2025-10-05T01:37:00Z,60.00,41.00
2025-10-05T01:39:00Z,60.00,41.00
2025-10-05T01:45:00Z,60.00,41.00
2025-10-05T02:05:00Z,60.00,41.00
2025-10-05T02:24:00Z,59.00,41.00
2025-10-05T02:25:00Z,60.00,41.00
2025-10-05T02:34:00Z,60.00,41.00
2025-10-05T02:35:00Z,60.00,41.00
2025-10-05T02:38:00Z,60.00,41.00
2025-10-05T02:44:00Z,60.00,41.00
2025-10-05T03:09:00Z,60.00,41.00
2025-10-05T03:12:00Z,60.00,41.00
2025-10-05T03:15:00Z,60.00,41.00
2025-10-05T03:19:00Z,60.00,41.00
2025-10-05T03:23:00Z,60.00,41.00
2025-10-05T03:26:00Z,60.00,41.00
2025-10-05T03:27:00Z,60.00,41.00
2025-10-05T03:34:00Z,60.00,41.00
2025-10-05T03:41:00Z,60.00,41.00
2025-10-05T03:44:00Z,60.00,41.00
2025-10-05T03:47:00Z,60.00,41.55
2025-10-05T03:48:00Z,60.00,42.00
2025-10-05T03:58:00Z,60.00,42.03
2025-10-05T04:02:00Z,60.00,43.00
2025-10-05T04:03:00Z,59.00,43.00
2025-10-05T04:07:00Z,59.00,43.00
2025-10-05T04:09:00Z,59.00,42.00
2025-10-05T04:10:00Z,59.00,42.00
2025-10-05T04:11:00Z,59.00,42.00
2025-10-05T04:14:00Z,59.00,42.00
2025-10-05T04:17:00Z,59.00,42.00
2025-10-05T04:18:00Z,59.00,42.00
2025-10-05T04:23:00Z,59.00,42.00
2025-10-05T04:24:00Z,59.00,42.00
2025-10-05T04:25:00Z,59.00,42.00
2025-10-05T04:26:00Z,59.00,42.00
2025-10-05T04:28:00Z,59.00,42.00
2025-10-05T04:29:00Z,59.02,42.00
2025-10-05T04:34:00Z,59.02,42.00
2025-10-05T04:35:00Z,60.00,42.00
2025-10-05T04:37:00Z,60.00,42.00
2025-10-05T04:43:00Z,59.65,42.00
2025-10-05T04:44:00Z,59.65,42.14
2025-10-05T04:49:00Z,59.00,42.14
2025-10-05T04:52:00Z,59.00,42.14
2025-10-05T04:53:00Z,59.00,42.14
2025-10-05T04:54:00Z,59.00,42.14
2025-10-05T04:55:00Z,59.00,42.00
2025-10-05T04:56:00Z,59.00,42.60
2025-10-05T04:57:00Z,59.00,42.60
2025-10-05T04:58:00Z,57.00,42.85
2025-10-05T04:59:00Z,58.00,42.18
2025-10-05T05:00:00Z,58.00,43.00
2025-10-05T05:01:00Z,58.00,42.00
2025-10-05T05:02:00Z,58.00,43.00
2025-10-05T05:04:00Z,58.00,43.00
2025-10-05T05:05:00Z,58.45,43.00
2025-10-05T05:06:00Z,59.00,43.00
2025-10-05T05:07:00Z,59.00,43.00
2025-10-05T05:08:00Z,59.00,43.00
2025-10-05T05:09:00Z,59.00,43.00
2025-10-05T05:10:00Z,59.00,43.00
2025-10-05T05:11:00Z,59.00,43.00
2025-10-05T05:12:00Z,59.00,43.00
2025-10-05T05:13:00Z,59.00,43.00
2025-10-05T05:15:00Z,59.00,43.00
2025-10-05T05:18:00Z,59.00,43.00
2025-10-05T05:19:00Z,59.00,43.00
2025-10-05T05:21:00Z,59.00,43.00
2025-10-05T05:22:00Z,59.00,43.00
2025-10-05T05:23:00Z,59.00,43.00
2025-10-05T05:25:00Z,59.00,43.00
2025-10-05T05:26:00Z,59.00,43.00
2025-10-05T05:27:00Z,59.00,43.00
2025-10-05T05:28:00Z,59.00,42.00
2025-10-05T05:29:00Z,59.00,42.00
2025-10-05T05:31:00Z,59.00,42.00
2025-10-05T05:33:00Z,59.00,43.00
2025-10-05T05:34:00Z,59.00,43.00
2025-10-05T05:35:00Z,59.00,43.00
2025-10-05T05:36:00Z,59.00,43.00
2025-10-05T05:37:00Z,59.00,43.00
2025-10-05T05:38:00Z,59.00,43.00
2025-10-05T05:40:00Z,59.00,43.00
2025-10-05T05:43:00Z,59.00,43.00
2025-10-05T05:44:00Z,59.00,43.00
2025-10-05T05:45:00Z,59.60,42.61
2025-10-05T05:46:00Z,60.00,42.61
2025-10-05T05:47:00Z,60.00,42.61
2025-10-05T05:48:00Z,60.45,42.61
2025-10-05T05:49:00Z,60.45,43.00
2025-10-05T05:50:00Z,60.90,43.00
2025-10-05T05:51:00Z,60.90,42.77
2025-10-05T05:52:00Z,61.00,43.00
2025-10-05T05:53:00Z,61.00,43.00
2025-10-05T05:55:00Z,60.00,43.00
2025-10-05T05:56:00Z,60.00,43.00
2025-10-05T05:57:00Z,60.00,43.00
2025-10-05T05:58:00Z,60.00,43.00
2025-10-05T05:59:00Z,60.00,43.00
2025-10-05T06:00:00Z,60.08,43.00
2025-10-05T06:01:00Z,61.00,42.99
2025-10-05T06:02:00Z,61.00,43.00
2025-10-05T06:03:00Z,60.87,43.00
2025-10-05T06:04:00Z,60.26,43.00
2025-10-05T06:05:00Z,60.08,43.00
2025-10-05T06:06:00Z,61.00,43.00
2025-10-05T06:07:00Z,61.00,43.00
2025-10-05T06:08:00Z,60.92,43.00
2025-10-05T06:09:00Z,59.67,43.00
2025-10-05T06:10:00Z,59.00,43.00
2025-10-05T06:11:00Z,60.03,43.00
2025-10-05T06:12:00Z,60.87,42.00
2025-10-05T06:13:00Z,63.37,40.47
2025-10-05T06:14:00Z,66.07,38.33
2025-10-05T06:15:00Z,64.41,36.27
2025-10-05T06:16:00Z,65.72,36.23
2025-10-05T06:17:00Z,65.99,38.88
2025-10-05T06:18:00Z,59.75,46.01
2025-10-05T06:19:00Z,59.87,43.27
2025-10-05T06:20:00Z,60.00,43.66
2025-10-05T06:21:00Z,61.69,40.12
2025-10-05T06:22:00Z,62.00,38.85
2025-10-05T06:23:00Z,64.89,38.65
2025-10-05T06:24:00Z,63.85,32.51
2025-10-05T06:25:00Z,63.31,37.65
2025-10-05T06:26:00Z,67.41,34.60
2025-10-05T06:27:00Z,68.52,32.71
2025-10-05T06:28:00Z,65.39,36.79
2025-10-05T06:29:00Z,61.31,39.57
2025-10-05T06:30:00Z,56.29,46.95
2025-10-05T06:31:00Z,54.10,47.15
2025-10-05T06:32:00Z,51.87,51.81
2025-10-05T06:33:00Z,52.86,44.04
2025-10-05T06:34:00Z,54.84,48.81
2025-10-05T06:35:00Z,55.20,50.73
2025-10-05T06:36:00Z,53.46,47.68
2025-10-05T06:37:00Z,58.40,40.02
2025-10-05T06:38:00Z,58.73,37.13
2025-10-05T06:39:00Z,64.48,38.84
2025-10-05T06:40:00Z,62.97,39.12
2025-10-05T06:41:00Z,62.32,37.77
2025-10-05T06:42:00Z,62.00,40.16
2025-10-05T06:43:00Z,59.16,42.00
2025-10-05T06:44:00Z,55.14,45.80
2025-10-05T06:45:00Z,57.28,43.86
2025-10-05T06:46:00Z,52.55,47.68
2025-10-05T06:47:00Z,41.83,62.68
2025-10-05T06:48:00Z,37.08,65.19
2025-10-05T06:49:00Z,37.86,62.19
2025-10-05T06:50:00Z,44.52,54.87
2025-10-05T06:51:00Z,44.74,52.08
2025-10-05T06:52:00Z,55.64,44.06
2025-10-05T06:53:00Z,59.60,43.00
2025-10-05T06:54:00Z,59.51,44.21
2025-10-05T06:55:00Z,51.64,48.41
2025-10-05T06:56:00Z,53.84,46.89
2025-10-05T06:57:00Z,55.32,48.00
2025-10-05T06:58:00Z,52.00,39.47
2025-10-05T06:59:00Z,59.53,42.00
2025-10-05T07:00:00Z,59.00,42.00
2025-10-05T07:01:00Z,59.88,42.00
2025-10-05T07:02:00Z,60.00,42.00
2025-10-05T07:03:00Z,62.13,42.00
2025-10-05T07:04:00Z,65.77,25.72
2025-10-05T07:05:00Z,63.40,27.08
2025-10-05T07:06:00Z,64.13,37.79
2025-10-05T07:07:00Z,58.16,46.61
2025-10-05T07:08:00Z,54.18,46.99
2025-10-05T07:09:00Z,50.77,49.73
2025-10-05T07:10:00Z,49.49,47.49
2025-10-05T07:11:00Z,48.11,47.49
2025-10-05T07:12:00Z,55.81,43.06
2025-10-05T07:13:00Z,59.00,43.06
2025-10-05T07:14:00Z,59.00,42.62
2025-10-05T07:15:00Z,58.32,42.94
2025-10-05T07:16:00Z,57.76,42.94
2025-10-05T07:17:00Z,54.18,47.00
2025-10-05T07:18:00Z,60.00,44.41
2025-10-05T07:19:00Z,59.77,43.00
2025-10-05T07:20:00Z,63.78,41.00
2025-10-05T07:21:00Z,55.59,41.00
2025-10-05T07:22:00Z,64.00,45.40
2025-10-05T07:23:00Z,59.84,55.57
2025-10-05T07:24:00Z,41.41,60.63
2025-10-05T07:25:00Z,30.62,70.80
2025-10-05T07:26:00Z,27.08,67.18
2025-10-05T07:27:00Z,25.11,69.99
2025-10-05T07:28:00Z,26.65,72.20
2025-10-05T07:29:00Z,27.22,71.92
2025-10-05T07:30:00Z,27.16,73.17
2025-10-05T07:31:00Z,27.36,74.00
2025-10-05T07:32:00Z,28.00,71.00
2025-10-05T07:33:00Z,27.97,73.00
2025-10-05T07:34:00Z,28.00,73.00
2025-10-05T07:35:00Z,28.00,71.00
2025-10-05T07:36:00Z,28.00,71.00
2025-10-05T07:37:00Z,24.04,75.00
2025-10-05T07:38:00Z,23.79,77.00
2025-10-05T07:39:00Z,22.56,80.73
2025-10-05T07:40:00Z,13.57,87.44
2025-10-05T07:41:00Z,12.11,87.21
2025-10-05T07:42:00Z,10.94,90.16
2025-10-05T07:43:00Z,14.00,86.14
2025-10-05T07:44:00Z,18.19,84.75
2025-10-05T07:45:00Z,17.85,82.19
2025-10-05T07:46:00Z,22.00,80.00
2025-10-05T07:47:00Z,22.15,79.00
2025-10-05T07:48:00Z,24.16,78.97
2025-10-05T07:49:00Z,22.86,78.21
2025-10-05T07:50:00Z,24.43,78.21
2025-10-05T07:51:00Z,16.36,81.29
2025-10-05T07:52:00Z,24.36,79.40
2025-10-05T07:53:00Z,26.86,78.61
2025-10-05T07:54:00Z,25.71,75.00
2025-10-05T07:55:00Z,33.21,70.70
2025-10-05T07:56:00Z,31.64,70.00
2025-10-05T07:57:00Z,39.54,62.84
2025-10-05T07:58:00Z,35.02,70.48
2025-10-05T07:59:00Z,30.27,75.20
2025-10-05T08:00:00Z,24.00,78.00
2025-10-05T08:01:00Z,24.77,78.00
2025-10-05T08:02:00Z,24.77,79.00
2025-10-05T08:03:00Z,28.35,77.14
2025-10-05T08:04:00Z,13.11,89.11
2025-10-05T08:05:00Z,9.17,92.71
2025-10-05T08:06:00Z,6.96,92.13
2025-10-05T08:07:00Z,3.39,95.96
2025-10-05T08:08:00Z,5.58,95.05
2025-10-05T08:09:00Z,3.10,96.38
2025-10-05T08:10:00Z,3.63,97.00
2025-10-05T08:11:00Z,1.89,97.85
2025-10-05T08:12:00Z,1.24,98.85
2025-10-05T08:13:00Z,2.11,97.25
2025-10-05T08:14:00Z,3.99,94.64
2025-10-05T08:15:00Z,7.09,91.85
2025-10-05T08:16:00Z,13.14,94.33
2025-10-05T08:17:00Z,11.75,93.48
2025-10-05T08:18:00Z,9.29,90.81
2025-10-05T08:19:00Z,8.64,95.67
2025-10-05T08:20:00Z,7.68,94.58
2025-10-05T08:21:00Z,4.49,98.99
2025-10-05T08:22:00Z,1.00,97.87
2025-10-05T08:23:00Z,1.00,99.00
2025-10-05T08:24:00Z,1.00,99.00
2025-10-05T08:25:00Z,1.00,99.00
2025-10-05T08:26:00Z,1.00,99.00
2025-10-05T08:27:00Z,1.00,99.00
2025-10-05T08:28:00Z,1.00,99.00
2025-10-05T08:29:00Z,1.00,99.00
2025-10-05T08:30:00Z,1.00,99.00
2025-10-05T08:32:00Z,1.00,99.00
2025-10-05T08:34:00Z,1.00,99.00
2025-10-05T08:35:00Z,1.00,99.00
2025-10-05T08:36:00Z,1.00,99.00
2025-10-05T08:37:00Z,1.00,99.00
