# event_ticker=KXATPMATCH-26FEB08BUDMUN
# final_score=6-1 6-3
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-02-08
timestamp,Jaume Munar,Nicolai Budkov Kjaer
2026-02-09T20:43:00Z,62.38,39.79
2026-02-09T20:44:00Z,60.83,40.88
2026-02-09T20:45:00Z,61.42,40.99
2026-02-09T20:46:00Z,60.60,43.43
2026-02-09T20:47:00Z,54.86,48.68
2026-02-09T20:48:00Z,57.32,42.12
2026-02-09T20:49:00Z,62.52,42.18
2026-02-09T20:50:00Z,58.48,45.27
2026-02-09T20:51:00Z,58.42,46.21
2026-02-09T20:52:00Z,63.84,36.26
2026-02-09T20:53:00Z,68.34,33.44
2026-02-09T20:54:00Z,72.26,28.05
2026-02-09T20:55:00Z,70.69,32.07
2026-02-09T20:56:00Z,73.95,27.91
2026-02-09T20:57:00Z,75.46,25.46
2026-02-09T20:58:00Z,74.65,26.94
2026-02-09T20:59:00Z,72.75,29.61
2026-02-09T21:00:00Z,76.19,25.91
2026-02-09T21:01:00Z,77.89,22.46
2026-02-09T21:02:00Z,78.53,22.02
2026-02-09T21:03:00Z,77.49,21.06
2026-02-09T21:04:00Z,80.48,17.04
2026-02-09T21:05:00Z,83.82,16.39
2026-02-09T21:06:00Z,83.65,16.85
2026-02-09T21:07:00Z,85.55,15.26
2026-02-09T21:08:00Z,86.88,15.19
2026-02-09T21:09:00Z,86.02,14.81
2026-02-09T21:10:00Z,87.77,13.22
2026-02-09T21:11:00Z,89.55,11.90
2026-02-09T21:12:00Z,88.44,12.13
2026-02-09T21:13:00Z,89.12,13.98
2026-02-09T21:14:00Z,90.07,11.80
2026-02-09T21:15:00Z,90.38,12.12
2026-02-09T21:16:00Z,90.59,11.68
2026-02-09T21:17:00Z,91.04,10.04
2026-02-09T21:18:00Z,90.91,10.24
2026-02-09T21:19:00Z,88.31,13.30
2026-02-09T21:20:00Z,88.02,13.43
2026-02-09T21:21:00Z,88.22,13.29
2026-02-09T21:22:00Z,90.42,11.86
2026-02-09T21:23:00Z,92.02,10.82
2026-02-09T21:24:00Z,89.86,10.62
2026-02-09T21:25:00Z,88.25,13.57
2026-02-09T21:26:00Z,87.73,13.89
2026-02-09T21:27:00Z,90.52,10.82
2026-02-09T21:28:00Z,89.32,12.75
2026-02-09T21:29:00Z,89.07,12.63
2026-02-09T21:30:00Z,90.82,11.92
2026-02-09T21:31:00Z,90.22,9.15
2026-02-09T21:32:00Z,90.92,9.63
2026-02-09T21:33:00Z,90.72,10.46
2026-02-09T21:34:00Z,89.47,11.81
2026-02-09T21:35:00Z,90.01,11.79
2026-02-09T21:36:00Z,90.87,11.07
2026-02-09T21:37:00Z,90.14,10.56
2026-02-09T21:38:00Z,94.89,4.38
2026-02-09T21:39:00Z,97.60,1.97
2026-02-09T21:40:00Z,97.99,2.57
2026-02-09T21:41:00Z,98.86,1.61
2026-02-09T21:42:00Z,97.33,3.36
2026-02-09T21:43:00Z,98.69,1.00
2026-02-09T21:44:00Z,98.14,1.12
2026-02-09T21:45:00Z,98.61,1.15
2026-02-09T21:46:00Z,98.73,1.03
2026-02-09T21:47:00Z,98.64,2.00
2026-02-09T21:48:00Z,98.12,2.61
2026-02-09T21:49:00Z,98.70,1.06
2026-02-09T21:50:00Z,99.00,1.00
2026-02-09T21:51:00Z,98.64,2.27
2026-02-09T21:52:00Z,99.00,3.47
2026-02-09T21:53:00Z,99.00,1.00
2026-02-09T21:54:00Z,99.00,1.00
2026-02-09T21:55:00Z,99.00,1.00
2026-02-09T21:56:00Z,99.00,1.00
2026-02-09T21:57:00Z,99.00,1.00
