# event_ticker=KXATPMATCH-26FEB08BUDMUN
# final_score=6-1 6-3
# match_winner=Jaume Munar
# fav_player=Jaume Munar
# dog_player=Nicolai Budkov Kjaer
# kalshi_date=2026-02-08
timestamp,Jaume Munar,Nicolai Budkov Kjaer
2026-02-09T09:23:00Z,68.00,
2026-02-09T09:55:00Z,68.00,
2026-02-09T10:11:00Z,68.00,
2026-02-09T10:13:00Z,68.00,
2026-02-09T11:00:00Z,68.55,
2026-02-09T11:58:00Z,69.00,
2026-02-09T12:06:00Z,69.00,
2026-02-09T12:11:00Z,69.00,33.00
2026-02-09T12:53:00Z,69.00,32.00
2026-02-09T13:30:00Z,69.00,32.00
2026-02-09T13:35:00Z,69.00,32.00
2026-02-09T14:14:00Z,69.00,32.00
2026-02-09T14:26:00Z,69.00,32.00
2026-02-09T14:33:00Z,69.00,33.38
2026-02-09T14:41:00Z,69.00,33.38
2026-02-09T14:45:00Z,69.00,33.00
2026-02-09T14:47:00Z,69.00,33.00
2026-02-09T15:01:00Z,69.00,33.00
2026-02-09T15:04:00Z,69.00,33.00
2026-02-09T15:15:00Z,69.00,33.00
2026-02-09T15:26:00Z,69.00,33.00
2026-02-09T15:27:00Z,69.00,34.00
2026-02-09T15:28:00Z,69.00,34.00
2026-02-09T15:30:00Z,69.00,34.00
2026-02-09T15:31:00Z,69.00,34.00
2026-02-09T15:45:00Z,69.00,34.00
2026-02-09T15:47:00Z,69.00,34.00
2026-02-09T15:48:00Z,69.00,34.00
2026-02-09T15:49:00Z,70.00,34.00
2026-02-09T16:14:00Z,70.00,34.00
2026-02-09T16:17:00Z,70.00,33.00
2026-02-09T16:19:00Z,70.00,33.00
2026-02-09T16:29:00Z,70.00,33.00
2026-02-09T16:42:00Z,70.00,33.00
2026-02-09T16:43:00Z,70.00,33.00
2026-02-09T16:51:00Z,70.00,33.00
2026-02-09T16:52:00Z,70.00,33.00
2026-02-09T16:56:00Z,70.00,33.00
2026-02-09T16:59:00Z,70.00,32.00
2026-02-09T17:00:00Z,70.00,32.00
2026-02-09T17:05:00Z,70.00,32.00
2026-02-09T17:06:00Z,70.00,32.00
2026-02-09T17:07:00Z,70.00,32.00
2026-02-09T17:14:00Z,70.00,32.00
2026-02-09T17:28:00Z,70.00,32.00
2026-02-09T17:32:00Z,70.00,33.00
2026-02-09T17:42:00Z,70.00,32.99
2026-02-09T17:43:00Z,70.00,32.99
2026-02-09T17:44:00Z,70.00,32.99
2026-02-09T17:50:00Z,70.00,32.99
2026-02-09T17:51:00Z,70.00,33.00
2026-02-09T18:00:00Z,70.00,33.00
2026-02-09T18:01:00Z,70.00,33.00
2026-02-09T18:02:00Z,70.00,33.00
2026-02-09T18:03:00Z,70.00,33.00
2026-02-09T18:05:00Z,70.00,33.00
2026-02-09T18:07:00Z,70.00,33.00
2026-02-09T18:08:00Z,70.00,33.00
2026-02-09T18:09:00Z,70.00,33.00
2026-02-09T18:13:00Z,70.00,33.00
2026-02-09T18:15:00Z,70.00,33.00
2026-02-09T18:19:00Z,69.00,33.00
2026-02-09T18:20:00Z,69.00,33.00
2026-02-09T18:22:00Z,69.00,33.00
2026-02-09T18:26:00Z,70.00,33.00
2026-02-09T18:27:00Z,70.00,33.00
2026-02-09T18:28:00Z,70.00,33.00
2026-02-09T18:33:00Z,69.00,33.00
2026-02-09T18:34:00Z,69.00,33.00
2026-02-09T18:35:00Z,69.00,33.00
2026-02-09T18:36:00Z,69.00,33.00
2026-02-09T18:37:00Z,70.00,33.00
2026-02-09T18:38:00Z,70.00,33.00
2026-02-09T18:39:00Z,70.00,33.00
2026-02-09T18:43:00Z,70.00,33.00
2026-02-09T18:44:00Z,70.00,33.00
2026-02-09T18:47:00Z,70.00,33.00
2026-02-09T18:48:00Z,70.00,33.00
2026-02-09T18:50:00Z,70.00,33.00
2026-02-09T18:57:00Z,70.00,32.59
2026-02-09T19:00:00Z,70.00,32.59
2026-02-09T19:02:00Z,70.00,32.59
2026-02-09T19:07:00Z,70.00,33.00
2026-02-09T19:08:00Z,70.00,33.00
2026-02-09T19:09:00Z,70.00,33.00
2026-02-09T19:10:00Z,70.00,33.00
2026-02-09T19:11:00Z,70.00,30.00
2026-02-09T19:13:00Z,70.00,32.00
2026-02-09T19:15:00Z,70.00,33.00
2026-02-09T19:16:00Z,70.00,33.00
2026-02-09T19:19:00Z,70.00,32.00
2026-02-09T19:20:00Z,70.00,33.00
2026-02-09T19:21:00Z,70.00,33.00
2026-02-09T19:22:00Z,70.00,33.00
2026-02-09T19:23:00Z,70.00,33.00
2026-02-09T19:24:00Z,70.00,33.00
2026-02-09T19:25:00Z,70.00,33.00
2026-02-09T19:26:00Z,70.00,33.00
2026-02-09T19:27:00Z,69.72,33.00
2026-02-09T19:28:00Z,70.00,33.00
2026-02-09T19:29:00Z,70.00,33.00
2026-02-09T19:30:00Z,70.00,33.00
2026-02-09T19:31:00Z,70.00,31.09
2026-02-09T19:32:00Z,70.00,31.09
2026-02-09T19:33:00Z,70.00,31.09
2026-02-09T19:34:00Z,70.00,31.09
2026-02-09T19:35:00Z,70.00,31.09
2026-02-09T19:36:00Z,70.00,31.09
2026-02-09T19:39:00Z,69.00,31.09
2026-02-09T19:41:00Z,69.00,31.09
2026-02-09T19:42:00Z,69.28,31.09
2026-02-09T19:43:00Z,70.00,31.09
2026-02-09T19:44:00Z,69.92,31.09
2026-02-09T19:46:00Z,70.00,33.00
2026-02-09T19:47:00Z,70.00,33.00
2026-02-09T19:48:00Z,69.99,33.00
2026-02-09T19:50:00Z,70.00,33.00
2026-02-09T19:51:00Z,70.00,33.00
2026-02-09T19:52:00Z,70.00,33.00
2026-02-09T19:53:00Z,70.00,32.00
2026-02-09T19:54:00Z,70.00,32.00
2026-02-09T19:55:00Z,70.00,31.00
2026-02-09T19:56:00Z,70.00,32.00
2026-02-09T19:57:00Z,70.00,32.00
2026-02-09T19:58:00Z,70.00,31.00
2026-02-09T19:59:00Z,70.00,31.00
2026-02-09T20:00:00Z,70.00,32.88
2026-02-09T20:01:00Z,70.00,31.57
2026-02-09T20:02:00Z,70.00,30.17
2026-02-09T20:03:00Z,70.00,32.92
2026-02-09T20:04:00Z,70.00,32.94
2026-02-09T20:05:00Z,70.00,32.94
2026-02-09T20:06:00Z,70.00,30.00
2026-02-09T20:07:00Z,70.00,30.00
2026-02-09T20:08:00Z,70.00,30.00
2026-02-09T20:09:00Z,69.20,30.00
2026-02-09T20:10:00Z,69.20,32.00
2026-02-09T20:11:00Z,69.20,32.00
2026-02-09T20:12:00Z,70.00,32.00
2026-02-09T20:14:00Z,70.00,32.00
2026-02-09T20:15:00Z,70.00,32.00
2026-02-09T20:16:00Z,70.00,32.00
2026-02-09T20:17:00Z,70.00,32.00
2026-02-09T20:18:00Z,70.00,32.00
2026-02-09T20:19:00Z,70.00,32.00
2026-02-09T20:20:00Z,70.00,32.00
2026-02-09T20:21:00Z,69.95,33.00
2026-02-09T20:22:00Z,69.96,32.16
2026-02-09T20:23:00Z,69.00,33.96
2026-02-09T20:24:00Z,69.00,33.96
2026-02-09T20:25:00Z,67.50,35.00
2026-02-09T20:26:00Z,65.77,35.00
2026-02-09T20:27:00Z,67.03,35.00
2026-02-09T20:28:00Z,67.00,35.00
2026-02-09T20:29:00Z,67.00,34.00
2026-02-09T20:30:00Z,67.00,35.00
2026-02-09T20:31:00Z,67.95,35.00
2026-02-09T20:32:00Z,67.00,35.00
2026-02-09T20:33:00Z,67.02,35.00
2026-02-09T20:34:00Z,67.01,35.00
2026-02-09T20:35:00Z,67.00,35.00
2026-02-09T20:36:00Z,67.00,35.00
2026-02-09T20:37:00Z,67.00,35.00
2026-02-09T20:38:00Z,67.27,34.87
2026-02-09T20:39:00Z,68.00,34.87
2026-02-09T20:40:00Z,67.05,35.18
2026-02-09T20:41:00Z,67.63,35.00
2026-02-09T20:42:00Z,64.17,36.81
