# event_ticker=KXATPMATCH-26FEB16ZHACAR
# final_score=6-4 6-4
# match_winner=Zhizhen Zhang
# fav_player=Zhizhen Zhang
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-02-16
timestamp,Zhizhen Zhang,Roberto Carballes Baena
2026-02-17T02:05:00Z,55.00,
2026-02-17T02:07:00Z,55.00,
2026-02-17T02:09:00Z,55.00,46.00
2026-02-17T02:14:00Z,55.00,46.00
2026-02-17T02:17:00Z,55.00,46.00
2026-02-17T02:19:00Z,55.00,46.00
2026-02-17T02:23:00Z,55.00,46.00
2026-02-17T02:29:00Z,55.00,46.00
2026-02-17T02:36:00Z,55.00,46.00
2026-02-17T02:38:00Z,55.00,46.00
2026-02-17T02:49:00Z,55.00,46.00
2026-02-17T02:51:00Z,55.00,46.00
2026-02-17T02:55:00Z,55.00,46.00
2026-02-17T03:01:00Z,55.00,46.00
2026-02-17T03:11:00Z,55.00,46.00
2026-02-17T03:13:00Z,55.00,46.00
2026-02-17T03:14:00Z,55.00,46.00
2026-02-17T03:15:00Z,55.00,46.00
2026-02-17T03:21:00Z,55.00,46.00
2026-02-17T03:26:00Z,55.00,46.00
2026-02-17T03:27:00Z,55.00,46.00
2026-02-17T03:29:00Z,55.00,46.00
2026-02-17T03:35:00Z,55.00,46.00
2026-02-17T03:41:00Z,55.00,46.00
2026-02-17T03:46:00Z,55.00,46.00
2026-02-17T03:48:00Z,55.00,46.00
2026-02-17T03:57:00Z,55.00,46.00
2026-02-17T04:03:00Z,55.00,46.00
2026-02-17T04:04:00Z,55.00,46.00
2026-02-17T04:06:00Z,55.00,46.28
2026-02-17T04:14:00Z,55.00,46.28
2026-02-17T04:17:00Z,55.00,46.28
2026-02-17T04:18:00Z,55.00,46.28
2026-02-17T04:19:00Z,55.00,47.00
2026-02-17T04:21:00Z,55.30,47.00
2026-02-17T04:24:00Z,55.46,47.00
2026-02-17T04:25:00Z,55.46,46.00
2026-02-17T04:27:00Z,55.46,46.00
2026-02-17T04:30:00Z,56.00,46.00
2026-02-17T04:32:00Z,55.00,46.00
2026-02-17T04:34:00Z,54.00,46.00
2026-02-17T04:35:00Z,55.00,46.00
2026-02-17T04:36:00Z,55.00,46.00
2026-02-17T04:37:00Z,55.00,46.00
2026-02-17T04:38:00Z,55.00,46.00
2026-02-17T04:40:00Z,55.00,46.00
2026-02-17T04:41:00Z,55.00,46.00
2026-02-17T04:42:00Z,55.00,46.00
2026-02-17T04:43:00Z,55.00,46.00
2026-02-17T04:44:00Z,55.00,46.00
2026-02-17T04:45:00Z,56.00,46.00
2026-02-17T04:49:00Z,56.00,46.00
2026-02-17T04:50:00Z,56.00,46.00
2026-02-17T04:54:00Z,56.00,46.00
2026-02-17T04:57:00Z,56.00,46.00
2026-02-17T05:00:00Z,54.00,46.00
2026-02-17T05:01:00Z,56.00,46.00
2026-02-17T05:02:00Z,56.12,46.00
2026-02-17T05:03:00Z,57.00,46.00
2026-02-17T05:04:00Z,57.00,46.00
2026-02-17T05:05:00Z,55.00,46.00
2026-02-17T05:06:00Z,56.00,46.00
2026-02-17T05:08:00Z,56.00,46.00
2026-02-17T05:09:00Z,56.00,46.00
2026-02-17T05:10:00Z,56.00,46.00
2026-02-17T05:11:00Z,56.00,46.00
2026-02-17T05:16:00Z,56.00,46.00
2026-02-17T05:17:00Z,56.00,46.00
2026-02-17T05:19:00Z,56.29,46.00
2026-02-17T05:22:00Z,56.99,46.00
2026-02-17T05:25:00Z,57.00,46.00
2026-02-17T05:26:00Z,57.00,46.00
2026-02-17T05:29:00Z,57.00,46.00
2026-02-17T05:30:00Z,57.00,46.00
2026-02-17T05:33:00Z,56.00,46.00
2026-02-17T05:39:00Z,56.00,46.00
2026-02-17T05:40:00Z,56.00,46.00
2026-02-17T05:41:00Z,56.00,46.00
2026-02-17T05:42:00Z,56.00,46.00
2026-02-17T05:43:00Z,56.00,46.00
2026-02-17T05:44:00Z,56.00,46.00
2026-02-17T05:49:00Z,56.00,46.00
2026-02-17T05:50:00Z,56.00,45.00
2026-02-17T05:53:00Z,56.00,45.00
2026-02-17T05:54:00Z,56.00,45.00
2026-02-17T05:59:00Z,56.00,44.00
2026-02-17T06:02:00Z,57.00,44.00
2026-02-17T06:04:00Z,57.00,44.00
2026-02-17T06:05:00Z,57.00,44.00
2026-02-17T06:07:00Z,57.00,44.00
2026-02-17T06:12:00Z,57.00,44.00
2026-02-17T06:13:00Z,57.00,44.00
2026-02-17T06:16:00Z,57.00,44.00
2026-02-17T06:20:00Z,57.00,45.00
2026-02-17T06:22:00Z,57.00,45.00
2026-02-17T06:24:00Z,57.00,45.00
2026-02-17T06:29:00Z,57.00,45.00
2026-02-17T06:30:00Z,57.00,45.00
2026-02-17T06:31:00Z,54.46,45.00
2026-02-17T06:32:00Z,54.46,45.00
2026-02-17T06:33:00Z,56.00,45.00
2026-02-17T06:34:00Z,56.00,45.00
2026-02-17T06:35:00Z,56.00,45.00
2026-02-17T06:36:00Z,57.00,45.00
2026-02-17T06:37:00Z,57.00,45.00
2026-02-17T06:40:00Z,57.00,45.00
2026-02-17T06:42:00Z,57.00,45.00
2026-02-17T06:45:00Z,56.00,45.00
2026-02-17T06:46:00Z,56.00,45.00
2026-02-17T06:47:00Z,56.94,45.00
2026-02-17T06:49:00Z,57.00,45.00
2026-02-17T06:56:00Z,57.00,45.00
2026-02-17T07:03:00Z,57.00,45.00
2026-02-17T07:05:00Z,57.00,45.00
2026-02-17T07:10:00Z,56.00,45.00
2026-02-17T07:11:00Z,56.00,45.00
2026-02-17T07:12:00Z,55.00,45.00
2026-02-17T07:18:00Z,56.00,45.00
2026-02-17T07:23:00Z,56.00,45.00
2026-02-17T07:30:00Z,57.00,45.00
2026-02-17T07:32:00Z,57.00,45.00
2026-02-17T07:41:00Z,57.00,45.00
2026-02-17T07:44:00Z,57.00,45.00
2026-02-17T07:46:00Z,57.00,45.00
2026-02-17T08:11:00Z,57.00,45.00
2026-02-17T08:18:00Z,57.00,45.00
2026-02-17T08:22:00Z,57.00,45.00
2026-02-17T08:25:00Z,57.00,45.00
2026-02-17T08:34:00Z,57.00,45.00
2026-02-17T08:43:00Z,56.00,45.00
2026-02-17T08:46:00Z,56.00,45.00
2026-02-17T08:55:00Z,56.00,45.00
2026-02-17T08:56:00Z,56.00,45.00
2026-02-17T08:57:00Z,56.00,45.00
2026-02-17T09:06:00Z,56.00,45.00
2026-02-17T09:07:00Z,56.00,45.00
2026-02-17T09:08:00Z,56.68,45.00
2026-02-17T09:12:00Z,56.68,45.00
