# event_ticker=KXATPMATCH-26APR26PRIETC
# final_score=2-6 6-4 6-3
# match_winner=Tomas Martin Etcheverry
# fav_player=Tomas Martin Etcheverry
# dog_player=Dino Prizmic
# kalshi_date=2026-04-26
timestamp,Dino Prizmic,Tomas Martin Etcheverry
2026-04-26T00:25:00Z,,53.00
2026-04-26T00:38:00Z,50.00,53.00
2026-04-26T00:40:00Z,50.00,53.00
2026-04-26T00:41:00Z,50.00,53.00
2026-04-26T00:46:00Z,49.00,53.00
2026-04-26T00:53:00Z,49.00,53.65
2026-04-26T00:56:00Z,48.00,53.65
2026-04-26T00:59:00Z,49.00,53.65
2026-04-26T01:05:00Z,49.00,54.00
2026-04-26T01:11:00Z,49.00,54.00
2026-04-26T01:17:00Z,49.00,54.00
2026-04-26T01:30:00Z,49.00,54.00
2026-04-26T01:35:00Z,49.00,54.00
2026-04-26T01:36:00Z,49.00,54.00
2026-04-26T01:40:00Z,49.00,54.00
2026-04-26T01:41:00Z,49.00,54.00
2026-04-26T01:42:00Z,49.00,54.00
2026-04-26T01:43:00Z,49.00,54.00
2026-04-26T01:45:00Z,49.00,54.00
2026-04-26T01:47:00Z,49.00,54.00
2026-04-26T01:51:00Z,49.00,53.00
2026-04-26T01:56:00Z,49.00,54.00
2026-04-26T01:58:00Z,49.00,53.00
2026-04-26T01:59:00Z,49.00,53.00
2026-04-26T02:00:00Z,49.00,53.00
2026-04-26T02:05:00Z,49.00,53.00
2026-04-26T02:07:00Z,49.00,53.00
2026-04-26T02:08:00Z,49.00,53.00
2026-04-26T02:09:00Z,48.00,52.00
2026-04-26T02:13:00Z,49.00,52.00
2026-04-26T02:16:00Z,49.00,52.00
2026-04-26T02:17:00Z,49.00,52.00
2026-04-26T02:19:00Z,49.00,52.00
2026-04-26T02:20:00Z,49.00,52.00
2026-04-26T02:24:00Z,49.00,52.00
2026-04-26T02:28:00Z,49.00,52.00
2026-04-26T02:36:00Z,49.00,52.00
2026-04-26T02:39:00Z,49.00,52.00
2026-04-26T02:41:00Z,49.00,52.00
2026-04-26T02:45:00Z,49.00,52.00
2026-04-26T02:46:00Z,49.00,52.00
2026-04-26T02:48:00Z,49.00,52.00
2026-04-26T02:51:00Z,49.00,52.00
2026-04-26T02:56:00Z,48.00,52.00
2026-04-26T02:59:00Z,48.00,52.00
2026-04-26T03:00:00Z,48.00,52.00
2026-04-26T03:02:00Z,48.00,52.00
2026-04-26T03:03:00Z,48.00,52.00
2026-04-26T03:04:00Z,48.00,52.00
2026-04-26T03:06:00Z,48.00,52.00
2026-04-26T03:08:00Z,48.00,52.00
2026-04-26T03:10:00Z,48.00,52.00
2026-04-26T03:13:00Z,48.00,52.00
2026-04-26T03:14:00Z,48.00,52.00
2026-04-26T03:16:00Z,48.00,52.71
2026-04-26T03:17:00Z,48.00,54.00
2026-04-26T03:18:00Z,48.00,54.00
2026-04-26T03:19:00Z,48.00,54.00
2026-04-26T03:20:00Z,48.00,54.00
2026-04-26T03:21:00Z,48.00,54.00
2026-04-26T03:24:00Z,48.00,54.00
2026-04-26T03:25:00Z,48.00,54.00
2026-04-26T03:26:00Z,48.00,53.52
2026-04-26T03:27:00Z,48.00,54.00
2026-04-26T03:28:00Z,48.00,54.00
2026-04-26T03:29:00Z,48.00,54.00
2026-04-26T03:30:00Z,48.00,54.00
2026-04-26T03:31:00Z,48.00,54.00
2026-04-26T03:32:00Z,48.00,54.00
2026-04-26T03:33:00Z,48.00,53.39
2026-04-26T03:34:00Z,48.00,54.00
2026-04-26T03:35:00Z,48.00,54.00
2026-04-26T03:36:00Z,48.00,54.00
2026-04-26T03:37:00Z,48.00,54.00
2026-04-26T03:38:00Z,48.00,54.00
2026-04-26T03:39:00Z,48.00,54.00
2026-04-26T03:40:00Z,48.00,54.00
2026-04-26T03:41:00Z,48.00,54.00
2026-04-26T03:42:00Z,48.00,54.00
2026-04-26T03:44:00Z,48.00,54.00
2026-04-26T03:45:00Z,48.00,53.16
2026-04-26T03:46:00Z,48.00,54.00
2026-04-26T03:47:00Z,48.00,54.00
2026-04-26T03:48:00Z,48.00,54.00
2026-04-26T03:49:00Z,48.00,55.00
2026-04-26T03:51:00Z,45.37,55.00
2026-04-26T03:52:00Z,47.00,55.00
2026-04-26T03:54:00Z,47.00,55.00
2026-04-26T03:55:00Z,47.00,55.00
2026-04-26T03:56:00Z,47.00,55.00
2026-04-26T03:57:00Z,47.00,53.76
2026-04-26T03:58:00Z,47.00,55.00
2026-04-26T04:00:00Z,47.00,55.00
2026-04-26T04:01:00Z,45.02,55.00
2026-04-26T04:02:00Z,47.00,55.00
2026-04-26T04:03:00Z,47.00,55.00
2026-04-26T04:04:00Z,47.00,55.00
2026-04-26T04:05:00Z,47.00,53.00
2026-04-26T04:06:00Z,47.00,55.00
2026-04-26T04:07:00Z,47.00,55.00
2026-04-26T04:08:00Z,47.00,55.00
2026-04-26T04:09:00Z,47.00,55.00
2026-04-26T04:10:00Z,47.00,55.00
2026-04-26T04:11:00Z,47.00,55.00
2026-04-26T04:13:00Z,47.00,55.00
2026-04-26T04:14:00Z,47.00,55.00
2026-04-26T04:15:00Z,47.00,55.00
2026-04-26T04:16:00Z,47.00,55.00
2026-04-26T04:17:00Z,47.00,55.00
2026-04-26T04:18:00Z,47.00,55.00
2026-04-26T04:19:00Z,47.00,55.00
2026-04-26T04:21:00Z,47.00,55.00
2026-04-26T04:22:00Z,47.00,55.00
2026-04-26T04:24:00Z,47.00,55.00
2026-04-26T04:25:00Z,47.00,55.00
2026-04-26T04:30:00Z,47.00,55.00
2026-04-26T04:31:00Z,47.00,55.00
2026-04-26T04:32:00Z,47.00,55.00
2026-04-26T04:34:00Z,47.00,55.00
2026-04-26T04:35:00Z,47.00,55.00
2026-04-26T04:37:00Z,47.00,55.00
2026-04-26T04:38:00Z,46.46,55.00
2026-04-26T04:39:00Z,46.46,55.00
2026-04-26T04:40:00Z,47.00,55.00
2026-04-26T04:41:00Z,47.00,55.00
2026-04-26T04:43:00Z,47.00,55.00
2026-04-26T04:44:00Z,47.00,55.00
2026-04-26T04:45:00Z,46.89,55.00
2026-04-26T04:46:00Z,46.89,55.00
2026-04-26T04:47:00Z,46.89,55.00
2026-04-26T04:48:00Z,46.89,55.00
2026-04-26T04:49:00Z,47.00,55.00
2026-04-26T04:50:00Z,47.00,55.00
2026-04-26T04:51:00Z,47.00,55.00
2026-04-26T04:52:00Z,47.00,55.00
2026-04-26T04:54:00Z,47.00,55.00
2026-04-26T04:55:00Z,47.00,55.00
2026-04-26T04:56:00Z,47.00,55.00
2026-04-26T04:57:00Z,46.88,55.00
2026-04-26T04:58:00Z,46.88,55.00
2026-04-26T04:59:00Z,46.88,55.00
2026-04-26T05:03:00Z,46.00,55.00
2026-04-26T05:04:00Z,46.00,55.00
2026-04-26T05:06:00Z,46.00,55.00
2026-04-26T05:08:00Z,46.00,55.00
2026-04-26T05:10:00Z,45.85,55.00
2026-04-26T05:11:00Z,46.00,56.00
2026-04-26T05:13:00Z,46.00,56.00
2026-04-26T05:14:00Z,46.00,56.00
2026-04-26T05:15:00Z,46.00,56.00
2026-04-26T05:16:00Z,46.00,56.00
2026-04-26T05:17:00Z,46.00,56.00
2026-04-26T05:18:00Z,46.00,56.00
2026-04-26T05:19:00Z,46.00,56.00
2026-04-26T05:20:00Z,46.00,56.00
2026-04-26T05:21:00Z,46.00,55.00
2026-04-26T05:22:00Z,46.00,56.00
2026-04-26T05:23:00Z,46.00,55.00
2026-04-26T05:24:00Z,46.00,56.00
2026-04-26T05:25:00Z,46.00,56.00
2026-04-26T05:26:00Z,46.00,56.00
2026-04-26T05:28:00Z,44.00,56.00
2026-04-26T05:29:00Z,44.00,56.00
2026-04-26T05:30:00Z,44.00,56.00
2026-04-26T05:31:00Z,46.00,57.00
2026-04-26T05:32:00Z,46.00,57.00
2026-04-26T05:33:00Z,46.00,57.00
2026-04-26T05:34:00Z,45.00,57.00
2026-04-26T05:35:00Z,45.00,57.00
2026-04-26T05:36:00Z,45.00,57.00
2026-04-26T05:37:00Z,45.00,57.00
2026-04-26T05:39:00Z,45.00,56.00
2026-04-26T05:41:00Z,46.00,56.00
2026-04-26T05:43:00Z,46.00,56.00
2026-04-26T05:44:00Z,44.02,56.00
2026-04-26T05:45:00Z,44.02,56.00
2026-04-26T05:46:00Z,44.02,56.00
2026-04-26T05:47:00Z,46.00,56.00
2026-04-26T05:49:00Z,46.00,56.00
2026-04-26T05:50:00Z,46.00,56.00
2026-04-26T05:51:00Z,46.00,55.00
2026-04-26T05:52:00Z,46.00,55.00
2026-04-26T05:53:00Z,46.00,56.76
2026-04-26T05:54:00Z,46.00,57.00
2026-04-26T05:55:00Z,46.00,56.00
2026-04-26T05:56:00Z,46.00,57.00
2026-04-26T05:59:00Z,45.86,57.00
2026-04-26T06:00:00Z,45.86,56.00
2026-04-26T06:01:00Z,45.86,56.00
2026-04-26T06:02:00Z,45.86,57.00
2026-04-26T06:03:00Z,45.86,57.00
2026-04-26T06:04:00Z,44.00,57.00
2026-04-26T06:05:00Z,45.00,57.00
2026-04-26T06:09:00Z,45.00,57.00
2026-04-26T06:10:00Z,45.31,57.00
2026-04-26T06:11:00Z,43.00,57.00
2026-04-26T06:12:00Z,46.00,57.00
2026-04-26T06:15:00Z,46.00,57.00
2026-04-26T06:16:00Z,46.00,57.00
2026-04-26T06:17:00Z,45.00,57.00
2026-04-26T06:18:00Z,45.00,57.00
2026-04-26T06:19:00Z,45.00,57.00
2026-04-26T06:20:00Z,45.00,57.00
2026-04-26T06:21:00Z,45.00,57.00
2026-04-26T06:22:00Z,45.00,57.00
2026-04-26T06:23:00Z,45.00,57.00
2026-04-26T06:24:00Z,45.00,57.00
