# event_ticker=KXATPMATCH-26APR06LEHNAV
# final_score=7-6(1) 6-7(8) 6-2
# score_resolution=6-7 7-6 2-6
# match_winner=Jiri Lehecka
# fav_player=Emilio Nava
# dog_player=Jiri Lehecka
# kalshi_date=2026-04-06
timestamp,Emilio Nava,Jiri Lehecka
2026-04-05T23:18:00Z,,77.00
2026-04-05T23:21:00Z,,77.00
2026-04-05T23:57:00Z,,77.00
2026-04-06T00:05:00Z,,77.00
2026-04-06T00:16:00Z,,77.00
2026-04-06T00:19:00Z,25.00,77.00
2026-04-06T00:25:00Z,25.00,77.00
2026-04-06T00:27:00Z,25.00,77.00
2026-04-06T00:29:00Z,25.00,77.89
2026-04-06T00:31:00Z,25.00,78.00
2026-04-06T00:33:00Z,25.00,78.00
2026-04-06T00:49:00Z,25.00,78.00
2026-04-06T00:53:00Z,25.00,78.00
2026-04-06T01:02:00Z,25.00,78.00
2026-04-06T01:04:00Z,25.00,78.00
2026-04-06T01:10:00Z,25.00,78.00
2026-04-06T01:12:00Z,25.00,78.00
2026-04-06T01:23:00Z,25.00,78.00
2026-04-06T01:24:00Z,25.00,78.00
2026-04-06T01:35:00Z,25.00,77.00
2026-04-06T01:40:00Z,25.00,77.00
2026-04-06T01:45:00Z,25.00,78.00
2026-04-06T01:50:00Z,25.00,78.00
2026-04-06T01:56:00Z,25.00,78.00
2026-04-06T01:57:00Z,25.00,79.00
2026-04-06T02:02:00Z,25.00,79.00
2026-04-06T02:10:00Z,25.00,79.00
2026-04-06T02:24:00Z,25.00,78.56
2026-04-06T02:27:00Z,25.00,79.00
2026-04-06T02:35:00Z,25.00,79.00
2026-04-06T02:37:00Z,25.00,79.00
2026-04-06T02:41:00Z,25.00,79.00
2026-04-06T02:50:00Z,25.00,79.00
2026-04-06T03:04:00Z,25.00,78.00
2026-04-06T03:15:00Z,25.00,78.00
2026-04-06T03:16:00Z,25.00,78.00
2026-04-06T03:39:00Z,25.00,78.00
2026-04-06T03:41:00Z,25.00,78.00
2026-04-06T03:48:00Z,25.00,78.00
2026-04-06T03:51:00Z,25.00,78.00
2026-04-06T03:52:00Z,25.00,78.00
2026-04-06T03:57:00Z,25.00,77.00
2026-04-06T03:58:00Z,25.00,78.00
2026-04-06T04:01:00Z,25.00,78.00
2026-04-06T04:14:00Z,25.00,78.00
2026-04-06T04:19:00Z,25.00,79.00
2026-04-06T04:34:00Z,25.00,79.00
2026-04-06T04:37:00Z,25.00,78.00
2026-04-06T04:43:00Z,25.00,78.00
2026-04-06T04:44:00Z,25.00,78.00
2026-04-06T04:45:00Z,25.00,78.00
2026-04-06T04:51:00Z,25.00,78.00
2026-04-06T04:53:00Z,25.00,78.00
2026-04-06T04:56:00Z,25.00,79.00
2026-04-06T04:57:00Z,25.00,77.75
2026-04-06T04:58:00Z,25.00,79.00
2026-04-06T05:01:00Z,25.00,79.00
2026-04-06T05:03:00Z,24.97,77.39
2026-04-06T05:05:00Z,24.97,78.00
2026-04-06T05:06:00Z,24.97,78.34
2026-04-06T05:07:00Z,24.97,79.00
2026-04-06T05:09:00Z,24.97,79.00
2026-04-06T05:10:00Z,24.97,79.00
2026-04-06T05:11:00Z,23.00,79.00
2026-04-06T05:15:00Z,23.00,79.00
2026-04-06T05:16:00Z,23.00,78.00
2026-04-06T05:18:00Z,23.00,78.00
2026-04-06T05:21:00Z,23.00,78.00
2026-04-06T05:25:00Z,23.00,78.00
2026-04-06T05:26:00Z,23.00,78.00
2026-04-06T05:27:00Z,23.00,78.00
2026-04-06T05:33:00Z,23.00,78.00
2026-04-06T05:44:00Z,23.00,78.00
2026-04-06T05:46:00Z,23.00,78.00
2026-04-06T05:47:00Z,23.00,78.00
2026-04-06T05:49:00Z,23.00,78.00
2026-04-06T05:56:00Z,23.00,78.00
2026-04-06T05:57:00Z,23.00,78.30
2026-04-06T05:58:00Z,23.00,79.00
2026-04-06T05:59:00Z,23.00,79.00
2026-04-06T06:00:00Z,23.00,79.00
2026-04-06T06:05:00Z,23.00,79.00
2026-04-06T06:10:00Z,23.00,79.00
2026-04-06T06:12:00Z,23.00,79.00
2026-04-06T06:16:00Z,23.00,78.00
2026-04-06T06:19:00Z,23.00,78.00
2026-04-06T06:20:00Z,23.00,78.00
2026-04-06T06:23:00Z,23.00,78.00
2026-04-06T06:27:00Z,23.00,78.00
2026-04-06T06:48:00Z,23.00,78.00
2026-04-06T06:49:00Z,23.00,78.00
2026-04-06T06:52:00Z,23.00,78.00
2026-04-06T06:53:00Z,23.00,78.00
2026-04-06T06:58:00Z,23.00,78.00
2026-04-06T07:01:00Z,23.00,78.00
2026-04-06T07:03:00Z,23.00,78.00
2026-04-06T07:04:00Z,23.00,78.00
2026-04-06T07:18:00Z,23.00,78.00
2026-04-06T07:19:00Z,23.00,78.00
2026-04-06T07:25:00Z,23.00,78.00
2026-04-06T07:29:00Z,23.00,78.00
2026-04-06T07:35:00Z,22.00,78.00
2026-04-06T07:39:00Z,22.00,78.00
2026-04-06T07:45:00Z,23.00,78.00
2026-04-06T07:46:00Z,23.00,77.00
2026-04-06T07:53:00Z,23.00,78.00
2026-04-06T07:57:00Z,23.00,78.00
2026-04-06T08:01:00Z,23.00,78.00
2026-04-06T08:09:00Z,23.00,77.00
2026-04-06T08:10:00Z,24.00,77.00
2026-04-06T08:24:00Z,24.00,77.00
2026-04-06T08:29:00Z,24.00,77.00
2026-04-06T08:33:00Z,24.00,77.00
2026-04-06T08:36:00Z,24.00,77.00
2026-04-06T08:40:00Z,24.00,77.00
2026-04-06T08:41:00Z,24.00,77.00
2026-04-06T08:44:00Z,24.00,77.00
2026-04-06T08:47:00Z,24.00,77.00
2026-04-06T08:50:00Z,24.00,77.00
2026-04-06T08:52:00Z,24.00,77.00
2026-04-06T08:57:00Z,24.00,77.00
2026-04-06T09:16:00Z,24.00,77.00
2026-04-06T09:17:00Z,24.00,77.00
2026-04-06T09:18:00Z,24.00,77.00
2026-04-06T09:20:00Z,24.00,77.00
2026-04-06T09:27:00Z,24.00,77.00
2026-04-06T09:36:00Z,24.00,77.00
2026-04-06T09:42:00Z,24.00,77.00
2026-04-06T09:48:00Z,24.00,77.00
2026-04-06T09:55:00Z,24.00,77.00
2026-04-06T09:56:00Z,24.00,77.00
2026-04-06T10:00:00Z,24.00,77.00
2026-04-06T10:02:00Z,24.00,77.00
2026-04-06T10:03:00Z,24.00,77.00
2026-04-06T10:05:00Z,24.00,77.00
2026-04-06T10:10:00Z,24.00,77.00
2026-04-06T10:12:00Z,24.00,77.00
2026-04-06T10:13:00Z,24.00,77.00
2026-04-06T10:14:00Z,24.00,77.00
2026-04-06T10:15:00Z,24.00,77.00
2026-04-06T10:17:00Z,24.00,77.00
2026-04-06T10:18:00Z,24.00,77.00
2026-04-06T10:21:00Z,24.00,77.00
2026-04-06T10:27:00Z,24.00,77.00
2026-04-06T10:28:00Z,24.00,77.00
2026-04-06T10:33:00Z,24.00,77.00
2026-04-06T10:39:00Z,24.00,77.00
2026-04-06T10:44:00Z,24.00,77.00
2026-04-06T10:46:00Z,24.00,77.69
2026-04-06T10:48:00Z,24.00,78.00
2026-04-06T10:49:00Z,24.00,78.00
2026-04-06T10:50:00Z,24.00,78.00
2026-04-06T10:51:00Z,24.00,78.00
2026-04-06T10:52:00Z,24.00,79.00
2026-04-06T10:53:00Z,23.00,79.00
2026-04-06T10:54:00Z,23.00,79.00
2026-04-06T10:55:00Z,21.95,79.47
2026-04-06T10:56:00Z,21.04,79.47
