# event_ticker=KXATPCHALLENGERMATCH-26MAR24BERHAS
# final_score=6-3 6-2
# match_winner=Remy Bertola
# fav_player=Remy Bertola
# dog_player=Benjamin Hassan
# kalshi_date=2026-03-24
timestamp,Remy Bertola,Benjamin Hassan
2026-03-24T01:43:00Z,62.67,
2026-03-24T01:58:00Z,63.00,
2026-03-24T02:47:00Z,60.00,
2026-03-24T05:51:00Z,59.00,
2026-03-24T06:30:00Z,59.00,41.00
2026-03-24T06:31:00Z,59.00,41.00
2026-03-24T06:57:00Z,60.00,41.00
2026-03-24T07:53:00Z,60.00,41.00
2026-03-24T08:02:00Z,60.00,42.00
2026-03-24T08:12:00Z,59.00,42.00
2026-03-24T08:19:00Z,58.04,42.00
2026-03-24T08:20:00Z,56.50,43.27
2026-03-24T08:21:00Z,54.85,45.00
2026-03-24T08:34:00Z,54.85,48.00
2026-03-24T10:00:00Z,52.00,48.00
2026-03-24T10:29:00Z,51.00,48.00
2026-03-24T10:36:00Z,51.14,48.00
2026-03-24T10:43:00Z,51.00,48.00
2026-03-24T10:44:00Z,51.00,48.00
2026-03-24T10:46:00Z,51.00,48.00
2026-03-24T10:48:00Z,51.00,48.00
2026-03-24T10:58:00Z,51.72,49.00
2026-03-24T11:12:00Z,51.72,49.00
2026-03-24T11:13:00Z,51.72,49.12
2026-03-24T11:16:00Z,52.00,49.12
2026-03-24T11:26:00Z,52.00,49.12
2026-03-24T11:27:00Z,52.22,49.12
2026-03-24T11:31:00Z,52.00,49.12
2026-03-24T11:36:00Z,52.00,49.12
2026-03-24T11:43:00Z,52.00,49.12
2026-03-24T11:46:00Z,52.00,49.12
2026-03-24T11:49:00Z,52.00,49.12
2026-03-24T11:51:00Z,53.00,49.12
2026-03-24T11:54:00Z,52.00,49.12
2026-03-24T11:58:00Z,52.00,49.12
2026-03-24T12:02:00Z,52.00,49.12
2026-03-24T12:05:00Z,52.92,49.12
2026-03-24T12:11:00Z,52.71,49.12
2026-03-24T12:13:00Z,53.00,49.12
2026-03-24T12:15:00Z,53.00,49.96
2026-03-24T12:28:00Z,51.00,49.96
2026-03-24T12:29:00Z,51.00,50.00
2026-03-24T12:32:00Z,51.00,50.00
2026-03-24T12:33:00Z,51.00,50.00
2026-03-24T12:38:00Z,51.00,50.00
2026-03-24T12:45:00Z,51.00,50.00
2026-03-24T12:48:00Z,51.00,50.00
2026-03-24T12:50:00Z,51.00,50.00
2026-03-24T12:52:00Z,51.00,50.00
2026-03-24T12:54:00Z,51.00,49.12
2026-03-24T12:55:00Z,51.00,49.12
2026-03-24T13:02:00Z,51.63,49.12
2026-03-24T13:03:00Z,52.00,49.12
2026-03-24T13:05:00Z,52.00,49.12
2026-03-24T13:07:00Z,52.00,49.12
2026-03-24T13:10:00Z,52.59,49.12
2026-03-24T13:12:00Z,53.00,49.12
2026-03-24T13:14:00Z,53.00,49.12
2026-03-24T13:18:00Z,52.00,49.12
2026-03-24T13:23:00Z,53.00,49.00
2026-03-24T13:24:00Z,53.00,49.00
2026-03-24T13:25:00Z,53.00,49.00
2026-03-24T13:26:00Z,53.00,49.70
2026-03-24T13:27:00Z,53.28,49.00
2026-03-24T13:28:00Z,53.00,46.00
2026-03-24T13:29:00Z,56.28,44.18
2026-03-24T13:30:00Z,57.00,44.06
2026-03-24T13:31:00Z,56.99,44.47
2026-03-24T13:32:00Z,52.74,48.75
2026-03-24T13:33:00Z,52.00,48.04
2026-03-24T13:34:00Z,52.43,51.80
2026-03-24T13:35:00Z,50.64,51.80
2026-03-24T13:36:00Z,50.64,49.13
2026-03-24T13:37:00Z,56.00,46.98
2026-03-24T13:38:00Z,54.00,50.00
2026-03-24T13:39:00Z,53.48,50.60
2026-03-24T13:40:00Z,50.92,48.00
2026-03-24T13:41:00Z,51.04,48.00
2026-03-24T13:42:00Z,55.39,49.37
2026-03-24T13:43:00Z,57.96,44.00
2026-03-24T13:44:00Z,57.26,44.80
2026-03-24T13:45:00Z,58.77,42.83
2026-03-24T13:46:00Z,61.78,37.39
2026-03-24T13:47:00Z,65.19,36.36
2026-03-24T13:48:00Z,70.69,30.33
2026-03-24T13:49:00Z,72.00,30.33
2026-03-24T13:50:00Z,70.15,33.12
2026-03-24T13:51:00Z,65.60,37.70
2026-03-24T13:52:00Z,59.07,43.00
2026-03-24T13:53:00Z,62.46,40.30
2026-03-24T13:54:00Z,69.28,31.05
2026-03-24T13:55:00Z,75.49,24.48
2026-03-24T13:56:00Z,75.81,26.28
2026-03-24T13:57:00Z,71.85,31.77
2026-03-24T13:58:00Z,69.47,36.30
2026-03-24T13:59:00Z,77.04,27.78
2026-03-24T14:00:00Z,76.52,25.06
2026-03-24T14:01:00Z,79.12,22.50
2026-03-24T14:02:00Z,79.98,20.47
2026-03-24T14:03:00Z,80.00,20.29
2026-03-24T14:04:00Z,80.00,21.00
2026-03-24T14:05:00Z,80.00,21.00
2026-03-24T14:06:00Z,79.79,21.00
2026-03-24T14:07:00Z,83.15,17.29
2026-03-24T14:08:00Z,88.33,11.00
2026-03-24T14:09:00Z,90.77,9.81
2026-03-24T14:10:00Z,87.23,11.82
2026-03-24T14:11:00Z,88.31,13.32
2026-03-24T14:12:00Z,87.01,11.19
2026-03-24T14:13:00Z,90.13,10.96
2026-03-24T14:14:00Z,86.57,15.13
2026-03-24T14:15:00Z,89.00,12.83
2026-03-24T14:16:00Z,89.62,12.08
2026-03-24T14:17:00Z,92.82,8.15
2026-03-24T14:18:00Z,93.64,8.41
2026-03-24T14:19:00Z,92.30,7.64
2026-03-24T14:20:00Z,92.17,7.98
2026-03-24T14:21:00Z,93.21,5.41
2026-03-24T14:22:00Z,96.00,4.07
2026-03-24T14:23:00Z,96.89,2.86
2026-03-24T14:24:00Z,96.73,3.00
2026-03-24T14:25:00Z,96.01,4.03
2026-03-24T14:26:00Z,97.74,2.74
2026-03-24T14:27:00Z,97.66,1.75
2026-03-24T14:28:00Z,98.91,2.30
2026-03-24T14:29:00Z,97.73,4.29
2026-03-24T14:30:00Z,96.99,3.82
2026-03-24T14:31:00Z,96.34,4.74
2026-03-24T14:32:00Z,92.35,6.80
2026-03-24T14:33:00Z,92.19,8.83
2026-03-24T14:34:00Z,91.00,10.61
2026-03-24T14:35:00Z,95.88,5.12
2026-03-24T14:36:00Z,95.15,4.29
2026-03-24T14:37:00Z,98.21,2.46
2026-03-24T14:38:00Z,98.83,1.98
2026-03-24T14:39:00Z,99.00,1.13
2026-03-24T14:40:00Z,99.00,1.00
2026-03-24T14:41:00Z,99.00,1.00
2026-03-24T14:42:00Z,99.00,1.00
2026-03-24T14:43:00Z,99.00,1.00
2026-03-24T14:44:00Z,99.00,1.00
2026-03-24T14:45:00Z,99.00,1.00
2026-03-24T14:46:00Z,99.00,1.00
2026-03-24T14:48:00Z,99.00,1.00
2026-03-24T14:49:00Z,99.00,1.00
2026-03-24T14:50:00Z,99.00,1.00
2026-03-24T14:52:00Z,99.00,1.00
