# event_ticker=KXATPMATCH-26MAR18TSIFER
# final_score=6-1 7-6(4)
# score_resolution=6-1 7-6
# match_winner=Stefanos Tsitsipas
# fav_player=Stefanos Tsitsipas
# dog_player=Arthur Fery
# kalshi_date=2026-03-18
timestamp,Stefanos Tsitsipas,Arthur Fery
2026-03-19T09:02:00Z,71.00,
2026-03-19T09:31:00Z,71.00,31.00
2026-03-19T09:42:00Z,71.00,30.00
2026-03-19T09:58:00Z,71.00,30.00
2026-03-19T10:04:00Z,71.00,30.00
2026-03-19T10:29:00Z,71.00,30.00
2026-03-19T10:30:00Z,71.00,30.00
2026-03-19T11:03:00Z,71.00,31.00
2026-03-19T11:07:00Z,71.00,31.00
2026-03-19T11:33:00Z,71.00,31.00
2026-03-19T11:48:00Z,71.00,31.00
2026-03-19T12:08:00Z,71.00,31.00
2026-03-19T12:20:00Z,71.00,31.00
2026-03-19T12:22:00Z,71.00,31.00
2026-03-19T13:01:00Z,71.00,31.00
2026-03-19T13:02:00Z,71.00,31.00
2026-03-19T13:09:00Z,71.00,31.00
2026-03-19T13:19:00Z,71.00,31.00
2026-03-19T13:22:00Z,71.00,31.00
2026-03-19T13:23:00Z,71.00,31.00
2026-03-19T13:26:00Z,71.00,31.00
2026-03-19T13:27:00Z,71.00,31.00
2026-03-19T13:37:00Z,71.00,31.00
2026-03-19T13:58:00Z,71.00,31.00
2026-03-19T14:14:00Z,71.00,31.00
2026-03-19T14:18:00Z,71.00,31.00
2026-03-19T14:25:00Z,71.00,31.00
2026-03-19T14:28:00Z,70.00,31.00
2026-03-19T14:35:00Z,71.00,31.00
2026-03-19T14:42:00Z,71.00,31.00
2026-03-19T14:43:00Z,71.00,31.00
2026-03-19T14:56:00Z,71.00,31.00
2026-03-19T15:01:00Z,71.00,31.00
2026-03-19T15:11:00Z,71.00,31.00
2026-03-19T15:13:00Z,71.00,30.00
2026-03-19T15:14:00Z,71.00,30.00
2026-03-19T15:35:00Z,71.00,31.00
2026-03-19T15:52:00Z,71.00,31.00
2026-03-19T15:55:00Z,71.00,31.00
2026-03-19T16:00:00Z,71.00,31.00
2026-03-19T16:06:00Z,71.00,31.00
2026-03-19T16:16:00Z,71.00,31.00
2026-03-19T16:18:00Z,71.00,31.00
2026-03-19T16:33:00Z,71.00,31.00
2026-03-19T16:35:00Z,71.00,31.00
2026-03-19T16:37:00Z,71.00,31.00
2026-03-19T16:40:00Z,71.00,31.00
2026-03-19T16:41:00Z,71.00,31.00
2026-03-19T16:45:00Z,71.00,31.00
2026-03-19T16:53:00Z,71.00,30.00
2026-03-19T16:54:00Z,71.00,30.00
2026-03-19T17:05:00Z,71.00,30.00
2026-03-19T17:10:00Z,71.00,30.00
2026-03-19T17:16:00Z,71.00,30.00
2026-03-19T17:36:00Z,71.00,30.00
2026-03-19T17:38:00Z,71.44,30.00
2026-03-19T17:43:00Z,72.00,30.00
2026-03-19T17:44:00Z,72.00,30.00
2026-03-19T17:49:00Z,72.00,30.00
2026-03-19T17:50:00Z,72.00,30.00
2026-03-19T17:51:00Z,72.00,30.00
2026-03-19T17:52:00Z,72.00,30.00
2026-03-19T17:55:00Z,73.00,30.00
2026-03-19T17:59:00Z,72.00,30.00
2026-03-19T18:02:00Z,72.00,30.00
2026-03-19T18:04:00Z,72.00,29.00
2026-03-19T18:06:00Z,72.00,29.00
2026-03-19T18:07:00Z,72.00,29.00
2026-03-19T18:09:00Z,72.00,29.00
2026-03-19T18:14:00Z,72.00,29.00
2026-03-19T18:15:00Z,72.54,29.00
2026-03-19T18:18:00Z,72.00,29.00
2026-03-19T18:20:00Z,72.00,29.00
2026-03-19T18:28:00Z,72.00,29.00
2026-03-19T18:37:00Z,72.00,28.12
2026-03-19T18:38:00Z,72.37,28.00
2026-03-19T18:40:00Z,72.00,28.00
2026-03-19T18:41:00Z,72.00,28.00
2026-03-19T18:44:00Z,72.00,28.00
2026-03-19T18:45:00Z,72.00,28.00
2026-03-19T18:47:00Z,72.00,29.00
2026-03-19T18:49:00Z,72.00,29.00
2026-03-19T18:50:00Z,73.00,29.00
2026-03-19T18:51:00Z,73.00,29.00
2026-03-19T18:52:00Z,73.00,29.00
2026-03-19T18:53:00Z,73.00,29.00
2026-03-19T18:54:00Z,73.00,29.00
2026-03-19T18:55:00Z,73.00,29.00
2026-03-19T18:57:00Z,73.00,28.00
2026-03-19T18:58:00Z,73.00,28.00
2026-03-19T18:59:00Z,73.00,28.00
2026-03-19T19:00:00Z,73.00,28.00
2026-03-19T19:02:00Z,70.49,27.13
2026-03-19T19:03:00Z,72.28,27.13
2026-03-19T19:04:00Z,74.00,27.00
2026-03-19T19:05:00Z,73.90,26.53
2026-03-19T19:06:00Z,72.03,27.48
2026-03-19T19:07:00Z,77.91,25.33
2026-03-19T19:08:00Z,78.46,22.00
2026-03-19T19:09:00Z,80.62,21.55
2026-03-19T19:10:00Z,76.03,21.55
2026-03-19T19:11:00Z,76.98,21.55
2026-03-19T19:12:00Z,77.39,24.00
2026-03-19T19:13:00Z,75.00,24.71
2026-03-19T19:14:00Z,79.17,21.51
2026-03-19T19:15:00Z,78.20,21.00
2026-03-19T19:16:00Z,84.04,14.48
2026-03-19T19:17:00Z,87.21,12.29
2026-03-19T19:18:00Z,88.00,13.00
2026-03-19T19:19:00Z,86.99,15.00
2026-03-19T19:20:00Z,86.52,13.00
2026-03-19T19:21:00Z,87.00,14.00
2026-03-19T19:22:00Z,85.00,14.14
2026-03-19T19:23:00Z,88.20,11.00
2026-03-19T19:24:00Z,90.71,8.00
2026-03-19T19:25:00Z,91.79,9.28
2026-03-19T19:26:00Z,91.00,9.28
2026-03-19T19:27:00Z,91.00,9.00
2026-03-19T19:28:00Z,91.00,10.00
2026-03-19T19:29:00Z,91.00,9.00
2026-03-19T19:30:00Z,90.98,10.00
2026-03-19T19:31:00Z,90.00,11.53
2026-03-19T19:32:00Z,90.00,11.53
2026-03-19T19:33:00Z,90.95,10.00
2026-03-19T19:34:00Z,90.95,10.00
2026-03-19T19:35:00Z,90.00,10.00
2026-03-19T19:36:00Z,90.98,10.00
2026-03-19T19:37:00Z,90.39,12.58
2026-03-19T19:38:00Z,89.24,12.75
2026-03-19T19:39:00Z,89.98,10.92
2026-03-19T19:40:00Z,89.96,12.20
2026-03-19T19:41:00Z,89.01,12.85
2026-03-19T19:42:00Z,88.98,11.81
2026-03-19T19:43:00Z,90.02,9.00
2026-03-19T19:44:00Z,93.00,7.34
2026-03-19T19:45:00Z,93.06,7.34
2026-03-19T19:46:00Z,91.85,9.29
2026-03-19T19:47:00Z,89.00,11.01
2026-03-19T19:48:00Z,89.00,13.00
2026-03-19T19:49:00Z,87.96,14.00
2026-03-19T19:50:00Z,88.80,12.91
2026-03-19T19:51:00Z,89.00,10.99
2026-03-19T19:52:00Z,87.13,12.91
2026-03-19T19:53:00Z,88.51,12.04
2026-03-19T19:54:00Z,90.20,12.60
2026-03-19T19:55:00Z,87.73,14.30
2026-03-19T19:56:00Z,87.00,14.95
2026-03-19T19:57:00Z,87.00,14.99
2026-03-19T19:58:00Z,87.87,13.75
2026-03-19T19:59:00Z,87.43,13.48
2026-03-19T20:00:00Z,89.00,12.62
2026-03-19T20:01:00Z,90.91,10.92
2026-03-19T20:02:00Z,85.98,14.59
2026-03-19T20:03:00Z,88.01,12.99
2026-03-19T20:04:00Z,91.52,8.18
2026-03-19T20:05:00Z,92.63,10.09
2026-03-19T20:06:00Z,88.16,9.00
2026-03-19T20:07:00Z,87.00,14.00
2026-03-19T20:08:00Z,86.11,14.00
2026-03-19T20:09:00Z,88.00,12.95
2026-03-19T20:10:00Z,88.95,12.79
2026-03-19T20:11:00Z,88.89,12.64
2026-03-19T20:12:00Z,88.00,13.03
2026-03-19T20:13:00Z,87.94,14.17
2026-03-19T20:14:00Z,85.31,15.00
2026-03-19T20:15:00Z,85.00,14.49
2026-03-19T20:16:00Z,80.68,18.22
2026-03-19T20:17:00Z,76.70,23.37
2026-03-19T20:18:00Z,78.43,19.56
2026-03-19T20:19:00Z,76.88,20.02
