# event_ticker=KXATPCHALLENGERMATCH-26MAR25MOCFIC
# final_score=6-7(3) 6-4 6-1
# score_resolution=7-6 4-6 1-6
# match_winner=Juan Pablo Ficovich
# fav_player=Shintaro Mochizuki
# dog_player=Juan Pablo Ficovich
# kalshi_date=2026-03-25
timestamp,Shintaro Mochizuki,Juan Pablo Ficovich
2026-03-25T21:40:00Z,41.33,59.10
2026-03-25T21:41:00Z,40.87,60.22
2026-03-25T21:42:00Z,39.73,61.65
2026-03-25T21:43:00Z,40.68,60.02
2026-03-25T21:44:00Z,36.55,64.25
2026-03-25T21:45:00Z,30.34,68.67
2026-03-25T21:46:00Z,30.16,69.44
2026-03-25T21:47:00Z,28.88,70.77
2026-03-25T21:48:00Z,26.77,73.91
2026-03-25T21:49:00Z,25.65,74.59
2026-03-25T21:50:00Z,22.95,81.79
2026-03-25T21:51:00Z,23.96,79.98
2026-03-25T21:52:00Z,25.25,76.34
2026-03-25T21:53:00Z,24.77,77.81
2026-03-25T21:54:00Z,21.08,80.06
2026-03-25T21:55:00Z,20.49,80.74
2026-03-25T21:56:00Z,21.44,79.77
2026-03-25T21:57:00Z,21.58,80.71
2026-03-25T21:58:00Z,23.46,79.23
2026-03-25T21:59:00Z,25.02,77.30
2026-03-25T22:00:00Z,26.51,74.37
2026-03-25T22:01:00Z,28.83,72.58
2026-03-25T22:02:00Z,35.19,68.06
2026-03-25T22:03:00Z,35.83,65.98
2026-03-25T22:04:00Z,36.38,65.83
2026-03-25T22:05:00Z,38.06,64.55
2026-03-25T22:06:00Z,41.37,61.93
2026-03-25T22:07:00Z,37.94,61.77
2026-03-25T22:08:00Z,40.75,58.62
2026-03-25T22:09:00Z,36.12,65.09
2026-03-25T22:10:00Z,36.51,66.00
2026-03-25T22:11:00Z,38.21,59.32
2026-03-25T22:12:00Z,54.41,46.24
2026-03-25T22:13:00Z,56.58,45.23
2026-03-25T22:14:00Z,61.10,39.01
2026-03-25T22:15:00Z,61.23,38.82
2026-03-25T22:16:00Z,63.68,37.90
2026-03-25T22:17:00Z,67.59,34.26
2026-03-25T22:18:00Z,64.15,40.61
2026-03-25T22:19:00Z,55.68,43.86
2026-03-25T22:20:00Z,53.99,44.33
2026-03-25T22:21:00Z,54.22,47.45
2026-03-25T22:22:00Z,61.91,40.34
2026-03-25T22:23:00Z,63.63,40.93
2026-03-25T22:24:00Z,63.94,38.56
2026-03-25T22:25:00Z,63.05,38.19
2026-03-25T22:26:00Z,56.52,45.92
2026-03-25T22:27:00Z,55.31,46.82
2026-03-25T22:28:00Z,64.16,37.41
2026-03-25T22:29:00Z,67.19,30.96
2026-03-25T22:30:00Z,70.34,31.61
2026-03-25T22:31:00Z,75.51,24.21
2026-03-25T22:32:00Z,76.56,23.79
2026-03-25T22:33:00Z,76.12,24.02
2026-03-25T22:34:00Z,75.89,23.63
2026-03-25T22:35:00Z,76.95,22.46
2026-03-25T22:36:00Z,77.63,23.56
2026-03-25T22:37:00Z,76.34,23.64
2026-03-25T22:38:00Z,73.81,33.13
2026-03-25T22:39:00Z,65.69,35.89
2026-03-25T22:40:00Z,63.60,38.44
2026-03-25T22:41:00Z,60.38,43.70
2026-03-25T22:42:00Z,59.41,41.31
2026-03-25T22:43:00Z,69.81,42.68
2026-03-25T22:44:00Z,60.38,41.04
2026-03-25T22:45:00Z,57.07,42.43
2026-03-25T22:46:00Z,61.13,40.46
2026-03-25T22:47:00Z,62.24,37.60
2026-03-25T22:48:00Z,63.51,38.91
2026-03-25T22:49:00Z,69.73,33.96
2026-03-25T22:50:00Z,73.65,25.41
2026-03-25T22:51:00Z,75.81,27.90
2026-03-25T22:52:00Z,79.54,19.29
2026-03-25T22:53:00Z,82.87,16.89
2026-03-25T22:54:00Z,82.28,16.35
2026-03-25T22:55:00Z,84.98,16.98
2026-03-25T22:56:00Z,83.57,15.87
2026-03-25T22:57:00Z,85.01,16.41
2026-03-25T22:58:00Z,82.41,18.95
2026-03-25T22:59:00Z,80.63,21.80
2026-03-25T23:00:00Z,76.97,24.16
2026-03-25T23:01:00Z,80.51,22.46
2026-03-25T23:02:00Z,77.34,23.80
2026-03-25T23:03:00Z,79.16,22.63
2026-03-25T23:04:00Z,82.68,18.35
2026-03-25T23:05:00Z,81.36,18.35
2026-03-25T23:06:00Z,78.24,22.20
2026-03-25T23:07:00Z,79.34,21.10
2026-03-25T23:08:00Z,78.59,21.02
2026-03-25T23:09:00Z,81.85,22.29
2026-03-25T23:10:00Z,79.07,22.15
2026-03-25T23:11:00Z,80.98,19.39
2026-03-25T23:12:00Z,81.00,19.71
2026-03-25T23:13:00Z,80.36,21.57
2026-03-25T23:14:00Z,78.05,26.60
2026-03-25T23:15:00Z,61.67,37.95
2026-03-25T23:16:00Z,62.19,38.75
2026-03-25T23:17:00Z,67.47,34.06
2026-03-25T23:18:00Z,69.12,30.69
2026-03-25T23:19:00Z,61.82,39.23
2026-03-25T23:20:00Z,57.25,43.57
2026-03-25T23:21:00Z,55.87,43.92
2026-03-25T23:22:00Z,56.47,45.01
2026-03-25T23:23:00Z,52.70,49.34
2026-03-25T23:24:00Z,50.71,50.34
2026-03-25T23:25:00Z,53.78,50.26
2026-03-25T23:26:00Z,39.63,55.49
2026-03-25T23:27:00Z,31.35,68.67
2026-03-25T23:28:00Z,33.92,69.90
2026-03-25T23:29:00Z,26.81,73.52
2026-03-25T23:30:00Z,20.03,79.33
2026-03-25T23:31:00Z,20.28,80.30
2026-03-25T23:32:00Z,20.83,79.50
2026-03-25T23:33:00Z,22.42,79.22
2026-03-25T23:34:00Z,25.45,74.51
2026-03-25T23:35:00Z,24.52,75.20
2026-03-25T23:36:00Z,24.53,76.70
2026-03-25T23:37:00Z,25.32,76.19
2026-03-25T23:38:00Z,26.63,74.23
2026-03-25T23:39:00Z,34.09,68.86
2026-03-25T23:40:00Z,27.40,73.43
2026-03-25T23:41:00Z,19.78,80.96
2026-03-25T23:42:00Z,17.12,84.80
2026-03-25T23:43:00Z,17.73,83.08
2026-03-25T23:44:00Z,18.34,81.30
2026-03-25T23:45:00Z,7.57,92.06
2026-03-25T23:46:00Z,4.06,95.53
2026-03-25T23:47:00Z,6.32,94.43
2026-03-25T23:48:00Z,4.87,95.40
2026-03-25T23:49:00Z,1.80,97.94
2026-03-25T23:50:00Z,1.36,98.60
2026-03-25T23:51:00Z,2.08,97.68
2026-03-25T23:52:00Z,1.10,98.91
2026-03-25T23:53:00Z,1.10,99.00
2026-03-25T23:54:00Z,1.10,99.00
2026-03-25T23:55:00Z,1.00,99.00
2026-03-25T23:56:00Z,1.00,99.00
2026-03-25T23:57:00Z,1.00,99.00
