# event_ticker=KXATPMATCH-26APR24FILBUS
# final_score=6-7(4) 7-6(3) 7-5
# score_resolution=6-7 7-6 7-5
# match_winner=Arthur Fils
# fav_player=Arthur Fils
# dog_player=Ignacio Buse
# kalshi_date=2026-04-24
timestamp,Arthur Fils,Ignacio Buse
2026-04-24T04:20:00Z,74.00,
2026-04-24T04:31:00Z,84.00,
2026-04-24T04:37:00Z,84.00,18.00
2026-04-24T04:38:00Z,84.00,18.00
2026-04-24T04:41:00Z,84.00,18.00
2026-04-24T04:42:00Z,85.00,18.00
2026-04-24T04:43:00Z,85.00,18.00
2026-04-24T04:45:00Z,85.00,18.00
2026-04-24T04:48:00Z,85.00,18.00
2026-04-24T04:50:00Z,85.00,18.00
2026-04-24T04:55:00Z,85.00,18.00
2026-04-24T04:57:00Z,85.00,17.99
2026-04-24T05:04:00Z,85.00,16.00
2026-04-24T05:14:00Z,85.00,16.00
2026-04-24T05:16:00Z,85.00,18.00
2026-04-24T05:19:00Z,85.00,18.00
2026-04-24T05:25:00Z,85.00,18.00
2026-04-24T05:26:00Z,85.00,15.26
2026-04-24T05:28:00Z,85.00,15.26
2026-04-24T05:31:00Z,85.00,15.26
2026-04-24T05:39:00Z,85.00,15.26
2026-04-24T05:42:00Z,85.00,15.26
2026-04-24T05:54:00Z,85.00,17.00
2026-04-24T05:55:00Z,85.00,17.00
2026-04-24T06:03:00Z,85.00,17.00
2026-04-24T06:05:00Z,85.00,17.00
2026-04-24T06:07:00Z,85.00,17.00
2026-04-24T06:09:00Z,85.00,17.00
2026-04-24T06:11:00Z,84.00,17.00
2026-04-24T06:24:00Z,84.00,17.00
2026-04-24T06:25:00Z,85.00,17.00
2026-04-24T06:27:00Z,85.00,17.00
2026-04-24T06:31:00Z,85.00,16.00
2026-04-24T06:32:00Z,85.00,16.00
2026-04-24T06:40:00Z,85.00,16.00
2026-04-24T06:45:00Z,84.00,16.00
2026-04-24T06:51:00Z,85.00,16.00
2026-04-24T06:53:00Z,85.00,17.00
2026-04-24T07:05:00Z,85.00,17.00
2026-04-24T07:09:00Z,85.00,17.00
2026-04-24T07:10:00Z,85.00,17.00
2026-04-24T07:12:00Z,85.00,17.00
2026-04-24T07:21:00Z,85.00,17.00
2026-04-24T07:25:00Z,85.00,17.00
2026-04-24T07:26:00Z,84.00,17.00
2026-04-24T07:35:00Z,85.00,17.00
2026-04-24T07:36:00Z,85.00,17.00
2026-04-24T07:42:00Z,85.00,16.00
2026-04-24T07:45:00Z,84.99,16.00
2026-04-24T07:46:00Z,85.00,16.00
2026-04-24T07:54:00Z,85.00,17.00
2026-04-24T07:56:00Z,85.00,17.00
2026-04-24T08:02:00Z,85.00,17.00
2026-04-24T08:07:00Z,85.00,17.00
2026-04-24T08:10:00Z,85.00,17.00
2026-04-24T08:22:00Z,85.00,17.00
2026-04-24T08:23:00Z,85.00,17.00
2026-04-24T08:25:00Z,85.00,17.00
2026-04-24T08:32:00Z,85.00,17.00
2026-04-24T08:41:00Z,85.00,17.00
2026-04-24T08:42:00Z,85.00,17.00
2026-04-24T08:52:00Z,85.00,17.00
2026-04-24T09:06:00Z,85.00,17.00
2026-04-24T09:29:00Z,85.00,17.00
2026-04-24T09:41:00Z,85.00,17.00
2026-04-24T09:42:00Z,85.00,16.00
2026-04-24T09:50:00Z,85.00,17.00
2026-04-24T10:06:00Z,86.00,17.00
2026-04-24T10:11:00Z,86.00,17.00
2026-04-24T10:14:00Z,86.00,17.00
2026-04-24T10:15:00Z,86.00,17.00
2026-04-24T10:27:00Z,86.00,17.00
2026-04-24T10:29:00Z,86.00,17.00
2026-04-24T10:30:00Z,86.00,17.00
2026-04-24T10:35:00Z,86.00,17.00
2026-04-24T10:36:00Z,86.00,17.00
2026-04-24T10:44:00Z,86.00,17.00
2026-04-24T10:46:00Z,86.00,17.00
2026-04-24T10:47:00Z,86.00,16.00
2026-04-24T10:51:00Z,86.00,16.00
2026-04-24T10:52:00Z,86.00,17.00
2026-04-24T10:53:00Z,86.00,16.00
2026-04-24T11:03:00Z,86.00,16.00
2026-04-24T11:04:00Z,86.00,16.00
2026-04-24T11:06:00Z,86.00,16.00
2026-04-24T11:07:00Z,86.00,16.00
2026-04-24T11:09:00Z,86.00,16.00
2026-04-24T11:10:00Z,86.00,15.00
2026-04-24T11:11:00Z,86.00,16.00
2026-04-24T11:13:00Z,86.00,16.00
2026-04-24T11:14:00Z,86.00,16.00
2026-04-24T11:15:00Z,86.00,16.00
2026-04-24T11:16:00Z,86.00,17.00
2026-04-24T11:18:00Z,85.00,17.00
2026-04-24T11:19:00Z,85.00,16.00
2026-04-24T11:20:00Z,85.00,16.00
2026-04-24T11:21:00Z,84.00,16.00
2026-04-24T11:23:00Z,85.00,16.00
2026-04-24T11:25:00Z,85.00,16.00
2026-04-24T11:26:00Z,85.00,16.00
2026-04-24T11:27:00Z,85.00,16.00
2026-04-24T11:28:00Z,85.00,17.00
2026-04-24T11:31:00Z,85.00,17.00
2026-04-24T11:32:00Z,85.00,17.00
2026-04-24T11:33:00Z,85.00,17.00
2026-04-24T11:36:00Z,85.00,17.00
2026-04-24T11:37:00Z,84.28,17.00
2026-04-24T11:39:00Z,85.00,17.00
2026-04-24T11:40:00Z,85.00,17.00
2026-04-24T11:45:00Z,85.00,17.00
2026-04-24T11:46:00Z,85.00,17.00
2026-04-24T11:48:00Z,85.00,17.00
2026-04-24T11:51:00Z,85.00,17.00
2026-04-24T11:53:00Z,85.00,17.00
2026-04-24T11:57:00Z,85.00,16.00
2026-04-24T11:59:00Z,85.00,16.00
2026-04-24T12:00:00Z,85.00,16.00
2026-04-24T12:02:00Z,85.00,16.00
2026-04-24T12:03:00Z,85.00,16.00
2026-04-24T12:04:00Z,85.00,16.00
2026-04-24T12:05:00Z,85.00,16.00
2026-04-24T12:06:00Z,85.00,16.00
2026-04-24T12:08:00Z,85.00,16.00
2026-04-24T12:09:00Z,85.00,16.00
2026-04-24T12:10:00Z,85.00,16.00
2026-04-24T12:11:00Z,85.00,17.00
2026-04-24T12:13:00Z,85.00,17.00
2026-04-24T12:14:00Z,85.00,17.00
2026-04-24T12:16:00Z,85.00,17.00
2026-04-24T12:17:00Z,85.00,17.00
2026-04-24T12:18:00Z,85.00,17.00
2026-04-24T12:19:00Z,85.00,17.00
2026-04-24T12:20:00Z,85.00,17.00
2026-04-24T12:21:00Z,85.00,17.00
2026-04-24T12:22:00Z,84.03,17.00
2026-04-24T12:23:00Z,85.00,17.00
2026-04-24T12:24:00Z,85.00,17.00
2026-04-24T12:25:00Z,85.00,17.00
2026-04-24T12:26:00Z,85.00,17.00
2026-04-24T12:28:00Z,85.00,17.00
2026-04-24T12:29:00Z,85.00,16.29
2026-04-24T12:30:00Z,85.00,17.00
2026-04-24T12:31:00Z,85.00,17.00
2026-04-24T12:33:00Z,85.00,17.00
2026-04-24T12:34:00Z,85.00,17.00
2026-04-24T12:35:00Z,85.00,17.00
2026-04-24T12:37:00Z,85.00,17.00
2026-04-24T12:38:00Z,85.00,16.00
2026-04-24T12:39:00Z,85.00,16.00
2026-04-24T12:42:00Z,85.00,16.00
2026-04-24T12:43:00Z,85.16,16.00
2026-04-24T12:46:00Z,86.00,16.00
2026-04-24T12:48:00Z,86.00,16.00
2026-04-24T12:50:00Z,86.00,16.00
2026-04-24T12:51:00Z,86.00,16.00
2026-04-24T12:52:00Z,86.00,16.00
2026-04-24T12:55:00Z,86.00,16.00
2026-04-24T12:56:00Z,86.00,16.00
2026-04-24T12:57:00Z,86.00,16.00
2026-04-24T12:58:00Z,86.00,16.00
2026-04-24T13:00:00Z,86.00,16.00
2026-04-24T13:01:00Z,86.00,16.00
2026-04-24T13:02:00Z,86.00,16.00
2026-04-24T13:03:00Z,86.00,16.00
2026-04-24T13:04:00Z,86.00,15.00
2026-04-24T13:05:00Z,86.00,16.00
2026-04-24T13:06:00Z,86.00,16.22
2026-04-24T13:07:00Z,86.00,16.00
2026-04-24T13:08:00Z,86.00,15.74
2026-04-24T13:09:00Z,86.00,16.00
2026-04-24T13:10:00Z,86.06,16.13
2026-04-24T13:11:00Z,87.00,14.44
2026-04-24T13:12:00Z,88.00,13.88
2026-04-24T13:13:00Z,88.00,13.33
2026-04-24T13:14:00Z,88.36,13.69
2026-04-24T13:15:00Z,90.00,11.00
2026-04-24T13:16:00Z,87.88,12.63
2026-04-24T13:17:00Z,86.00,16.40
2026-04-24T13:18:00Z,86.00,14.38
2026-04-24T13:19:00Z,82.03,18.40
2026-04-24T13:20:00Z,79.76,24.06
2026-04-24T13:21:00Z,80.88,18.98
2026-04-24T13:22:00Z,80.67,19.76
2026-04-24T13:23:00Z,84.22,15.36
2026-04-24T13:24:00Z,86.00,14.63
2026-04-24T13:25:00Z,85.34,15.98
