# event_ticker=KXATPCHALLENGERMATCH-26APR08COLBER
# final_score=6-2 7-6(1)
# score_resolution=6-2 7-6
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Remy Bertola
# kalshi_date=2026-04-08
timestamp,Raphael Collignon,Remy Bertola
2026-04-08T11:10:00Z,93.99,6.25
2026-04-08T11:11:00Z,92.96,8.16
2026-04-08T11:12:00Z,92.96,8.93
2026-04-08T11:13:00Z,92.43,9.35
2026-04-08T11:14:00Z,92.00,9.00
2026-04-08T11:15:00Z,91.00,10.90
2026-04-08T11:16:00Z,91.69,9.05
2026-04-08T11:17:00Z,95.18,5.88
2026-04-08T11:18:00Z,92.00,7.93
2026-04-08T11:19:00Z,94.04,6.49
2026-04-08T11:20:00Z,98.80,2.55
2026-04-08T11:21:00Z,98.85,3.19
2026-04-08T11:22:00Z,99.00,1.78
2026-04-08T11:23:00Z,99.00,1.00
2026-04-08T11:24:00Z,99.00,1.00
2026-04-08T11:25:00Z,99.00,1.00
2026-04-08T11:26:00Z,99.00,1.00
2026-04-08T11:31:00Z,99.00,1.00
