# event_ticker=KXATPCHALLENGERMATCH-26APR08COLBER
# final_score=6-2 7-6(1)
# score_resolution=6-2 7-6
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Remy Bertola
# kalshi_date=2026-04-08
timestamp,Raphael Collignon,Remy Bertola
2026-04-08T00:14:00Z,,12.00
2026-04-08T00:15:00Z,,11.00
2026-04-08T00:52:00Z,89.00,11.00
2026-04-08T01:24:00Z,89.00,12.53
2026-04-08T01:45:00Z,89.00,13.00
2026-04-08T01:47:00Z,88.00,13.00
2026-04-08T02:02:00Z,88.00,13.00
2026-04-08T02:05:00Z,88.00,13.00
2026-04-08T02:16:00Z,88.00,13.00
2026-04-08T02:20:00Z,88.00,13.00
2026-04-08T02:29:00Z,88.00,13.00
2026-04-08T03:19:00Z,88.00,13.00
2026-04-08T03:27:00Z,88.00,13.00
2026-04-08T03:30:00Z,88.00,11.00
2026-04-08T03:35:00Z,88.00,11.00
2026-04-08T03:41:00Z,88.00,12.00
2026-04-08T03:44:00Z,88.00,13.00
2026-04-08T04:01:00Z,88.00,13.00
2026-04-08T04:02:00Z,88.00,13.00
2026-04-08T04:23:00Z,88.00,13.00
2026-04-08T04:52:00Z,88.00,13.00
2026-04-08T05:08:00Z,88.00,13.00
2026-04-08T05:09:00Z,88.00,13.00
2026-04-08T05:37:00Z,88.00,13.00
2026-04-08T05:38:00Z,88.00,13.00
2026-04-08T05:40:00Z,88.00,13.00
2026-04-08T05:41:00Z,88.00,13.00
2026-04-08T05:46:00Z,88.00,13.00
2026-04-08T05:48:00Z,88.00,13.00
2026-04-08T05:49:00Z,88.00,13.00
2026-04-08T05:54:00Z,88.00,13.00
2026-04-08T05:56:00Z,88.00,13.00
2026-04-08T06:11:00Z,88.39,13.00
2026-04-08T06:15:00Z,88.93,13.00
2026-04-08T06:16:00Z,88.93,13.00
2026-04-08T06:36:00Z,88.93,13.00
2026-04-08T06:55:00Z,89.61,12.00
2026-04-08T07:03:00Z,89.61,10.42
2026-04-08T07:05:00Z,89.00,12.00
2026-04-08T07:51:00Z,89.00,11.00
2026-04-08T08:11:00Z,90.00,11.00
2026-04-08T08:23:00Z,90.00,11.00
2026-04-08T08:53:00Z,90.00,11.00
2026-04-08T08:56:00Z,90.00,12.00
2026-04-08T08:57:00Z,90.00,12.00
2026-04-08T09:01:00Z,90.00,12.00
2026-04-08T09:06:00Z,90.00,12.00
2026-04-08T09:21:00Z,90.00,12.00
2026-04-08T09:23:00Z,90.00,12.00
2026-04-08T09:27:00Z,90.00,12.00
2026-04-08T09:29:00Z,90.00,12.00
2026-04-08T09:32:00Z,90.00,12.00
2026-04-08T09:36:00Z,90.00,11.00
2026-04-08T09:45:00Z,90.00,11.00
2026-04-08T09:51:00Z,90.00,11.00
2026-04-08T09:52:00Z,90.00,11.00
2026-04-08T09:53:00Z,90.00,11.57
2026-04-08T09:54:00Z,90.00,12.00
2026-04-08T09:55:00Z,90.00,12.00
2026-04-08T09:56:00Z,92.00,9.00
2026-04-08T09:57:00Z,94.31,8.79
2026-04-08T09:58:00Z,91.00,7.81
2026-04-08T09:59:00Z,91.00,7.00
2026-04-08T10:00:00Z,92.30,7.00
2026-04-08T10:01:00Z,93.50,6.56
2026-04-08T10:02:00Z,92.52,8.17
2026-04-08T10:03:00Z,93.67,6.45
2026-04-08T10:04:00Z,93.67,4.95
2026-04-08T10:05:00Z,93.67,6.00
2026-04-08T10:06:00Z,96.18,4.47
2026-04-08T10:07:00Z,95.00,4.47
2026-04-08T10:08:00Z,95.00,6.33
2026-04-08T10:09:00Z,95.00,6.00
2026-04-08T10:10:00Z,94.88,7.08
2026-04-08T10:11:00Z,94.88,7.95
2026-04-08T10:12:00Z,94.88,7.99
2026-04-08T10:13:00Z,93.00,8.00
2026-04-08T10:14:00Z,93.00,7.01
2026-04-08T10:15:00Z,93.00,8.00
2026-04-08T10:16:00Z,93.17,5.96
2026-04-08T10:18:00Z,95.50,3.83
2026-04-08T10:19:00Z,97.00,3.83
2026-04-08T10:20:00Z,97.00,3.55
2026-04-08T10:21:00Z,97.00,5.00
2026-04-08T10:23:00Z,97.00,4.00
2026-04-08T10:24:00Z,97.00,4.00
2026-04-08T10:27:00Z,97.00,2.00
2026-04-08T10:28:00Z,98.00,4.00
2026-04-08T10:29:00Z,98.00,4.00
2026-04-08T10:30:00Z,98.00,4.00
2026-04-08T10:31:00Z,98.00,3.00
2026-04-08T10:32:00Z,98.00,4.00
2026-04-08T10:33:00Z,97.50,4.00
2026-04-08T10:34:00Z,97.50,4.00
2026-04-08T10:35:00Z,97.50,4.00
2026-04-08T10:36:00Z,97.00,5.00
2026-04-08T10:37:00Z,97.00,5.00
2026-04-08T10:38:00Z,97.00,4.00
2026-04-08T10:39:00Z,97.00,4.00
2026-04-08T10:40:00Z,97.00,5.00
2026-04-08T10:41:00Z,92.80,6.42
2026-04-08T10:42:00Z,93.00,6.05
2026-04-08T10:43:00Z,93.00,6.08
2026-04-08T10:44:00Z,93.19,5.01
2026-04-08T10:45:00Z,96.00,5.86
2026-04-08T10:46:00Z,96.00,4.99
2026-04-08T10:47:00Z,96.00,5.39
2026-04-08T10:48:00Z,96.00,8.45
2026-04-08T10:49:00Z,94.00,6.06
2026-04-08T10:50:00Z,94.00,6.40
2026-04-08T10:51:00Z,91.00,8.42
2026-04-08T10:52:00Z,91.00,11.52
2026-04-08T10:53:00Z,93.95,10.13
2026-04-08T10:54:00Z,96.00,5.74
2026-04-08T10:55:00Z,97.00,3.52
2026-04-08T10:56:00Z,95.00,5.05
2026-04-08T10:57:00Z,94.00,8.00
2026-04-08T10:58:00Z,94.00,8.00
2026-04-08T10:59:00Z,96.00,7.00
2026-04-08T11:00:00Z,96.00,4.21
2026-04-08T11:01:00Z,96.00,6.00
2026-04-08T11:02:00Z,93.00,6.07
2026-04-08T11:03:00Z,92.34,7.57
2026-04-08T11:04:00Z,92.00,8.25
2026-04-08T11:05:00Z,91.94,7.44
2026-04-08T11:06:00Z,91.94,7.00
2026-04-08T11:07:00Z,93.00,7.00
2026-04-08T11:08:00Z,93.00,8.17
2026-04-08T11:09:00Z,96.96,7.30
