# event_ticker=KXATPMATCH-26MAY01SINFIL
# final_score=6-2 6-4
# score_resolution=2-6 4-6
# match_winner=Jannik Sinner
# fav_player=Arthur Fils
# dog_player=Jannik Sinner
# kalshi_date=2026-05-01
timestamp,Jannik Sinner,Arthur Fils
2026-05-01T02:18:00Z,85.00,17.00
2026-05-01T02:19:00Z,84.01,17.00
2026-05-01T02:20:00Z,84.01,17.00
2026-05-01T02:21:00Z,84.01,17.00
2026-05-01T02:22:00Z,84.01,17.00
2026-05-01T02:23:00Z,85.00,17.00
2026-05-01T02:24:00Z,85.00,17.00
2026-05-01T02:25:00Z,85.00,17.00
2026-05-01T02:27:00Z,85.00,17.00
2026-05-01T02:28:00Z,85.00,17.00
2026-05-01T02:29:00Z,85.00,17.00
2026-05-01T02:30:00Z,84.08,17.00
2026-05-01T02:32:00Z,85.00,17.00
2026-05-01T02:35:00Z,85.00,16.00
2026-05-01T02:37:00Z,85.00,17.00
2026-05-01T02:39:00Z,85.00,17.00
2026-05-01T02:44:00Z,85.00,17.00
2026-05-01T02:45:00Z,85.00,16.00
2026-05-01T02:46:00Z,85.00,16.85
2026-05-01T02:48:00Z,85.00,17.00
2026-05-01T02:49:00Z,85.00,17.00
2026-05-01T02:50:00Z,85.00,17.00
2026-05-01T02:51:00Z,85.00,17.00
2026-05-01T02:52:00Z,85.00,16.00
2026-05-01T02:54:00Z,85.00,17.00
2026-05-01T02:55:00Z,85.00,17.00
2026-05-01T02:56:00Z,85.00,17.00
2026-05-01T02:57:00Z,85.00,17.00
2026-05-01T02:58:00Z,85.00,17.00
2026-05-01T02:59:00Z,85.00,17.00
2026-05-01T03:00:00Z,85.00,16.98
2026-05-01T03:02:00Z,85.00,16.98
2026-05-01T03:03:00Z,85.00,17.00
2026-05-01T03:04:00Z,85.00,17.00
2026-05-01T03:05:00Z,85.00,17.00
2026-05-01T03:07:00Z,85.00,17.00
2026-05-01T03:09:00Z,85.00,17.00
2026-05-01T03:10:00Z,85.00,17.00
2026-05-01T03:11:00Z,85.00,17.00
2026-05-01T03:12:00Z,85.00,17.00
2026-05-01T03:13:00Z,85.00,17.00
2026-05-01T03:15:00Z,85.00,17.00
2026-05-01T03:17:00Z,85.00,17.00
2026-05-01T03:19:00Z,84.00,16.51
2026-05-01T03:23:00Z,84.00,17.00
2026-05-01T03:24:00Z,84.00,17.00
2026-05-01T03:25:00Z,84.00,17.00
2026-05-01T03:28:00Z,84.00,17.00
2026-05-01T03:29:00Z,84.00,17.00
2026-05-01T03:31:00Z,84.00,17.00
2026-05-01T03:32:00Z,85.00,17.00
2026-05-01T03:35:00Z,85.00,16.04
2026-05-01T03:36:00Z,85.00,16.04
2026-05-01T03:38:00Z,85.00,16.04
2026-05-01T03:40:00Z,85.00,17.00
2026-05-01T03:41:00Z,85.00,17.00
2026-05-01T03:42:00Z,84.00,17.00
2026-05-01T03:43:00Z,84.00,16.00
2026-05-01T03:45:00Z,85.00,17.00
2026-05-01T03:46:00Z,85.00,17.00
2026-05-01T03:48:00Z,85.00,17.00
2026-05-01T03:49:00Z,85.00,17.00
2026-05-01T03:51:00Z,85.00,17.00
2026-05-01T03:53:00Z,85.00,17.00
2026-05-01T03:54:00Z,85.00,17.00
2026-05-01T03:57:00Z,85.00,17.00
2026-05-01T03:59:00Z,85.00,17.00
2026-05-01T04:00:00Z,85.00,16.00
2026-05-01T04:01:00Z,85.00,16.00
2026-05-01T04:02:00Z,85.00,16.00
2026-05-01T04:03:00Z,85.00,17.00
2026-05-01T04:04:00Z,85.00,17.00
2026-05-01T04:06:00Z,85.00,17.00
2026-05-01T04:07:00Z,85.00,17.00
2026-05-01T04:08:00Z,85.00,17.00
2026-05-01T04:09:00Z,85.00,17.00
2026-05-01T04:10:00Z,85.00,17.00
2026-05-01T04:11:00Z,85.00,17.00
2026-05-01T04:12:00Z,84.00,17.00
2026-05-01T04:14:00Z,85.00,17.00
2026-05-01T04:15:00Z,85.00,17.00
2026-05-01T04:16:00Z,85.00,17.00
2026-05-01T04:17:00Z,85.00,17.00
2026-05-01T04:18:00Z,85.00,17.00
2026-05-01T04:19:00Z,85.00,16.91
2026-05-01T04:20:00Z,85.00,16.91
2026-05-01T04:21:00Z,85.00,16.10
2026-05-01T04:23:00Z,85.00,17.00
2026-05-01T04:24:00Z,85.00,17.00
2026-05-01T04:25:00Z,85.00,17.00
2026-05-01T04:26:00Z,85.00,17.00
2026-05-01T04:27:00Z,85.00,17.00
2026-05-01T04:28:00Z,84.46,17.00
2026-05-01T04:29:00Z,85.00,17.00
2026-05-01T04:30:00Z,85.00,17.00
