# event_ticker=KXATPMATCH-25OCT01GOFMUL
# final_score=6-7(6) 6-1 6-1
# score_resolution=7-6 1-6 1-6
# match_winner=David Goffin
# fav_player=Alexandre Muller
# dog_player=David Goffin
# kalshi_date=2025-10-01
timestamp,Alexandre Muller,David Goffin
2025-09-30T18:38:00Z,70.00,70.00
2025-09-30T19:25:00Z,53.00,70.00
2025-09-30T20:02:00Z,53.00,70.00
2025-09-30T20:17:00Z,53.00,70.00
2025-09-30T20:30:00Z,53.00,49.00
2025-09-30T20:45:00Z,53.00,49.00
2025-09-30T21:02:00Z,52.00,49.00
2025-09-30T21:05:00Z,52.00,49.00
2025-09-30T21:08:00Z,52.00,49.00
2025-09-30T21:09:00Z,52.00,49.00
2025-09-30T21:19:00Z,52.00,49.00
2025-09-30T21:23:00Z,52.38,49.00
2025-09-30T21:28:00Z,53.00,49.00
2025-09-30T21:39:00Z,53.00,49.00
2025-09-30T21:40:00Z,52.99,49.00
2025-09-30T22:15:00Z,51.00,49.00
2025-09-30T22:17:00Z,51.00,49.00
2025-09-30T22:57:00Z,51.00,50.00
2025-09-30T23:14:00Z,51.00,50.00
2025-09-30T23:15:00Z,51.81,50.00
2025-09-30T23:24:00Z,51.00,50.00
2025-09-30T23:31:00Z,51.00,50.00
2025-09-30T23:46:00Z,51.00,50.00
2025-09-30T23:49:00Z,52.00,50.00
2025-09-30T23:57:00Z,52.00,50.00
2025-10-01T00:03:00Z,52.00,50.00
2025-10-01T00:09:00Z,52.00,49.00
2025-10-01T00:10:00Z,52.00,49.00
2025-10-01T00:24:00Z,52.00,49.00
2025-10-01T00:33:00Z,52.00,49.00
2025-10-01T00:43:00Z,52.00,49.00
2025-10-01T00:53:00Z,52.00,49.00
2025-10-01T01:00:00Z,52.00,49.00
2025-10-01T01:02:00Z,52.00,49.00
2025-10-01T01:16:00Z,52.00,49.00
2025-10-01T01:17:00Z,52.00,49.00
2025-10-01T01:19:00Z,52.00,49.00
2025-10-01T01:22:00Z,52.00,49.00
2025-10-01T01:23:00Z,52.00,49.00
2025-10-01T01:24:00Z,52.00,49.00
2025-10-01T01:26:00Z,52.00,48.00
2025-10-01T01:27:00Z,52.00,49.00
2025-10-01T01:31:00Z,52.00,49.00
2025-10-01T01:32:00Z,52.00,49.00
2025-10-01T01:34:00Z,52.00,49.00
2025-10-01T01:36:00Z,52.00,49.00
2025-10-01T01:40:00Z,52.00,49.00
2025-10-01T01:41:00Z,52.16,49.00
2025-10-01T01:45:00Z,52.79,49.00
2025-10-01T01:49:00Z,53.00,49.00
2025-10-01T01:59:00Z,53.00,49.00
2025-10-01T02:00:00Z,52.40,49.00
2025-10-01T02:01:00Z,52.40,48.00
2025-10-01T02:07:00Z,53.00,48.00
2025-10-01T02:08:00Z,53.00,48.00
2025-10-01T02:09:00Z,53.00,48.00
2025-10-01T02:12:00Z,53.00,48.00
2025-10-01T02:13:00Z,53.00,48.00
2025-10-01T02:15:00Z,53.00,48.00
2025-10-01T02:16:00Z,53.00,48.00
2025-10-01T02:18:00Z,53.00,48.00
2025-10-01T02:21:00Z,53.00,48.00
2025-10-01T02:24:00Z,53.00,48.00
2025-10-01T02:25:00Z,53.00,48.00
2025-10-01T02:27:00Z,53.00,48.00
2025-10-01T02:30:00Z,53.00,48.00
2025-10-01T02:32:00Z,53.00,49.00
2025-10-01T02:35:00Z,53.00,48.00
2025-10-01T02:38:00Z,53.00,48.00
2025-10-01T02:39:00Z,53.00,48.00
2025-10-01T02:40:00Z,53.00,48.40
2025-10-01T02:41:00Z,53.00,48.40
2025-10-01T02:42:00Z,53.00,48.40
2025-10-01T02:43:00Z,53.00,48.00
2025-10-01T02:44:00Z,52.04,48.52
2025-10-01T02:47:00Z,52.04,49.00
2025-10-01T02:48:00Z,53.00,49.00
2025-10-01T02:49:00Z,53.00,49.00
2025-10-01T02:50:00Z,52.13,48.00
2025-10-01T02:51:00Z,53.00,48.00
2025-10-01T02:52:00Z,53.00,48.00
2025-10-01T02:57:00Z,53.00,48.00
2025-10-01T02:58:00Z,53.00,48.00
2025-10-01T03:00:00Z,52.00,48.00
2025-10-01T03:01:00Z,53.00,48.00
2025-10-01T03:05:00Z,53.00,48.00
2025-10-01T03:07:00Z,53.00,48.00
2025-10-01T03:08:00Z,53.45,48.00
2025-10-01T03:09:00Z,53.45,48.00
2025-10-01T03:16:00Z,53.73,48.00
2025-10-01T03:17:00Z,53.73,48.00
2025-10-01T03:20:00Z,54.00,48.00
2025-10-01T03:22:00Z,54.00,47.00
2025-10-01T03:23:00Z,54.00,47.00
2025-10-01T03:25:00Z,54.66,47.00
2025-10-01T03:27:00Z,54.66,47.00
2025-10-01T03:29:00Z,54.00,47.00
2025-10-01T03:30:00Z,54.00,47.00
2025-10-01T03:33:00Z,54.00,47.00
2025-10-01T03:35:00Z,54.00,47.00
2025-10-01T03:37:00Z,54.00,47.00
2025-10-01T03:38:00Z,53.00,47.00
2025-10-01T03:41:00Z,54.00,47.00
2025-10-01T03:42:00Z,54.00,47.00
2025-10-01T03:43:00Z,54.00,47.00
2025-10-01T03:44:00Z,54.00,47.00
2025-10-01T03:45:00Z,54.00,47.00
2025-10-01T03:46:00Z,54.00,47.00
2025-10-01T03:47:00Z,54.00,47.00
2025-10-01T03:48:00Z,54.00,47.00
2025-10-01T03:50:00Z,54.00,47.00
2025-10-01T03:51:00Z,54.00,47.00
2025-10-01T03:52:00Z,54.00,47.00
2025-10-01T03:53:00Z,54.00,47.00
2025-10-01T03:55:00Z,54.00,47.00
2025-10-01T03:56:00Z,54.00,47.00
2025-10-01T03:57:00Z,54.00,47.00
2025-10-01T03:59:00Z,54.00,47.00
2025-10-01T04:01:00Z,54.00,47.00
2025-10-01T04:02:00Z,54.00,47.00
2025-10-01T04:03:00Z,54.00,46.70
2025-10-01T04:04:00Z,54.00,47.00
2025-10-01T04:05:00Z,54.00,47.00
2025-10-01T04:06:00Z,54.00,47.00
2025-10-01T04:07:00Z,54.73,47.00
2025-10-01T04:08:00Z,54.55,47.00
2025-10-01T04:09:00Z,55.00,47.00
2025-10-01T04:10:00Z,55.00,47.00
2025-10-01T04:11:00Z,55.00,47.00
2025-10-01T04:12:00Z,53.97,47.00
2025-10-01T04:13:00Z,54.00,47.00
2025-10-01T04:14:00Z,54.00,47.00
2025-10-01T04:15:00Z,54.00,47.00
2025-10-01T04:16:00Z,55.00,47.00
2025-10-01T04:17:00Z,55.00,47.00
2025-10-01T04:18:00Z,55.00,47.00
2025-10-01T04:19:00Z,54.95,47.00
2025-10-01T04:20:00Z,54.95,47.00
2025-10-01T04:21:00Z,55.00,46.00
2025-10-01T04:23:00Z,54.61,46.00
2025-10-01T04:24:00Z,55.00,46.00
2025-10-01T04:25:00Z,55.00,46.00
2025-10-01T04:26:00Z,55.00,46.00
2025-10-01T04:27:00Z,55.00,46.20
2025-10-01T04:29:00Z,55.00,46.00
2025-10-01T04:30:00Z,55.00,46.00
2025-10-01T04:31:00Z,55.00,46.00
2025-10-01T04:32:00Z,55.00,46.00
