# event_ticker=KXATPMATCH-25JUL13DANHER
# final_score=3-6 7-5 6-4
# match_winner=Alex Hernandez
# fav_player=Alex Hernandez
# dog_player=Taro Daniel
# kalshi_date=2025-07-13
timestamp,Alex Hernandez,Taro Daniel
2025-07-15T05:24:00Z,41.98,75.36
2025-07-15T05:25:00Z,43.65,76.54
2025-07-15T05:26:00Z,40.41,79.67
2025-07-15T05:27:00Z,31.73,79.67
2025-07-15T05:28:00Z,28.30,74.68
2025-07-15T05:29:00Z,27.68,76.39
2025-07-15T05:30:00Z,31.40,76.39
2025-07-15T05:31:00Z,32.20,76.39
2025-07-15T05:32:00Z,37.50,71.00
2025-07-15T05:33:00Z,33.08,71.00
2025-07-15T05:34:00Z,33.00,71.00
2025-07-15T05:35:00Z,33.29,68.38
2025-07-15T05:36:00Z,38.27,68.03
2025-07-15T05:37:00Z,43.38,62.80
2025-07-15T05:38:00Z,49.00,73.21
2025-07-15T05:39:00Z,38.30,69.24
2025-07-15T05:40:00Z,37.08,70.24
2025-07-15T05:41:00Z,35.33,69.17
2025-07-15T05:42:00Z,34.35,66.01
2025-07-15T05:43:00Z,36.02,64.81
2025-07-15T05:44:00Z,37.23,68.00
2025-07-15T05:45:00Z,35.68,69.84
2025-07-15T05:46:00Z,39.52,69.11
2025-07-15T05:47:00Z,41.24,71.28
2025-07-15T05:48:00Z,41.17,66.14
2025-07-15T05:49:00Z,44.06,61.50
2025-07-15T05:50:00Z,47.74,23.91
2025-07-15T05:51:00Z,47.51,67.29
2025-07-15T05:52:00Z,39.59,62.81
2025-07-15T05:53:00Z,38.91,69.00
2025-07-15T05:55:00Z,37.73,67.22
2025-07-15T05:56:00Z,24.23,75.17
2025-07-15T05:57:00Z,19.21,86.96
2025-07-15T05:58:00Z,18.00,86.96
2025-07-15T05:59:00Z,18.49,86.96
2025-07-15T06:00:00Z,30.28,86.96
2025-07-15T06:01:00Z,9.04,84.00
2025-07-15T06:02:00Z,17.52,84.00
2025-07-15T06:03:00Z,17.52,88.00
2025-07-15T06:04:00Z,4.06,90.92
2025-07-15T06:05:00Z,16.87,93.00
2025-07-15T06:06:00Z,11.50,81.00
2025-07-15T06:07:00Z,5.79,93.23
2025-07-15T06:08:00Z,9.50,93.23
2025-07-15T06:09:00Z,9.12,93.23
2025-07-15T06:10:00Z,9.25,92.00
2025-07-15T06:11:00Z,8.00,92.00
2025-07-15T06:12:00Z,7.27,93.79
2025-07-15T06:13:00Z,7.02,92.00
2025-07-15T06:14:00Z,6.77,94.39
2025-07-15T06:15:00Z,5.00,96.60
2025-07-15T06:16:00Z,5.00,96.60
2025-07-15T06:17:00Z,3.00,96.60
2025-07-15T06:18:00Z,8.27,95.00
2025-07-15T06:19:00Z,8.27,98.00
2025-07-15T06:20:00Z,4.89,97.00
2025-07-15T06:22:00Z,2.06,98.35
2025-07-15T06:23:00Z,7.00,98.00
2025-07-15T06:24:00Z,6.00,98.00
2025-07-15T06:25:00Z,9.00,97.00
2025-07-15T06:26:00Z,8.80,98.00
2025-07-15T06:27:00Z,8.80,98.00
2025-07-15T06:28:00Z,6.00,98.00
2025-07-15T06:29:00Z,6.72,98.00
2025-07-15T06:30:00Z,5.13,98.00
2025-07-15T06:31:00Z,5.13,99.00
2025-07-15T06:42:00Z,5.13,98.89
2025-07-15T06:45:00Z,8.28,99.00
2025-07-15T06:46:00Z,9.00,99.00
2025-07-15T06:47:00Z,9.02,94.00
2025-07-15T06:48:00Z,9.02,96.28
2025-07-15T06:49:00Z,10.00,96.28
2025-07-15T06:50:00Z,10.73,76.39
2025-07-15T06:51:00Z,19.00,80.00
2025-07-15T06:52:00Z,19.00,80.00
2025-07-15T06:53:00Z,18.83,75.00
2025-07-15T06:54:00Z,13.75,89.29
2025-07-15T06:55:00Z,18.98,89.29
2025-07-15T06:56:00Z,20.00,74.03
2025-07-15T06:57:00Z,20.00,76.08
2025-07-15T06:58:00Z,20.00,82.00
2025-07-15T06:59:00Z,34.77,82.00
2025-07-15T07:00:00Z,34.00,74.04
2025-07-15T12:01:00Z,98.85,10.36
2025-07-15T12:02:00Z,98.85,10.00
2025-07-15T12:06:00Z,98.00,1.00
2025-07-15T12:07:00Z,98.00,1.00
2025-07-15T12:10:00Z,99.00,1.00
