# event_ticker=KXATPMATCH-25JUL13DANHER
# final_score=3-6 7-5 6-4
# match_winner=Alex Hernandez
# fav_player=Alex Hernandez
# dog_player=Taro Daniel
# kalshi_date=2025-07-13
timestamp,Alex Hernandez,Taro Daniel
2025-07-14T22:12:00Z,,73.13
2025-07-14T23:08:00Z,,73.00
2025-07-14T23:12:00Z,28.00,73.00
2025-07-14T23:18:00Z,28.00,73.00
2025-07-14T23:19:00Z,28.00,73.42
2025-07-15T00:30:00Z,29.00,73.42
2025-07-15T01:01:00Z,29.00,73.00
2025-07-15T01:18:00Z,29.00,73.00
2025-07-15T01:30:00Z,29.00,73.00
2025-07-15T01:45:00Z,29.00,70.00
2025-07-15T02:10:00Z,29.00,73.00
2025-07-15T02:11:00Z,29.00,73.00
2025-07-15T02:23:00Z,29.00,73.00
2025-07-15T02:24:00Z,29.00,73.00
2025-07-15T02:28:00Z,29.00,61.00
2025-07-15T02:31:00Z,29.00,49.06
2025-07-15T02:43:00Z,29.00,49.06
2025-07-15T02:55:00Z,29.00,71.06
2025-07-15T03:08:00Z,29.00,73.00
2025-07-15T03:11:00Z,29.00,73.00
2025-07-15T03:13:00Z,29.00,73.00
2025-07-15T03:16:00Z,29.00,73.00
2025-07-15T03:19:00Z,29.00,73.00
2025-07-15T03:23:00Z,29.00,73.00
2025-07-15T03:24:00Z,29.00,73.00
2025-07-15T03:25:00Z,29.00,73.00
2025-07-15T03:27:00Z,29.00,73.00
2025-07-15T03:33:00Z,29.00,73.00
2025-07-15T03:35:00Z,29.00,73.00
2025-07-15T03:38:00Z,29.00,73.00
2025-07-15T03:39:00Z,29.00,73.00
2025-07-15T03:45:00Z,29.00,73.00
2025-07-15T03:48:00Z,29.00,73.00
2025-07-15T03:54:00Z,29.00,73.00
2025-07-15T03:57:00Z,29.00,73.00
2025-07-15T04:05:00Z,29.00,73.00
2025-07-15T04:07:00Z,29.00,73.00
2025-07-15T04:10:00Z,29.00,73.00
2025-07-15T04:11:00Z,29.00,73.00
2025-07-15T04:14:00Z,29.00,73.00
2025-07-15T04:17:00Z,29.00,73.00
2025-07-15T04:19:00Z,29.00,73.00
2025-07-15T04:21:00Z,29.00,73.00
2025-07-15T04:22:00Z,29.00,73.00
2025-07-15T04:23:00Z,29.00,73.00
2025-07-15T04:32:00Z,29.00,71.00
2025-07-15T04:33:00Z,29.00,73.00
2025-07-15T04:35:00Z,29.00,73.00
2025-07-15T04:36:00Z,29.00,73.38
2025-07-15T04:38:00Z,29.00,73.38
2025-07-15T04:39:00Z,29.00,73.00
2025-07-15T04:42:00Z,29.00,73.85
2025-07-15T04:43:00Z,26.00,74.00
2025-07-15T04:47:00Z,27.11,74.00
2025-07-15T04:48:00Z,27.11,73.00
2025-07-15T04:50:00Z,28.00,74.26
2025-07-15T04:51:00Z,28.00,74.00
2025-07-15T04:53:00Z,28.00,74.00
2025-07-15T04:54:00Z,28.00,74.00
2025-07-15T04:55:00Z,27.00,74.00
2025-07-15T04:57:00Z,27.00,74.00
2025-07-15T04:58:00Z,28.00,74.96
2025-07-15T05:00:00Z,28.00,74.00
2025-07-15T05:03:00Z,28.00,74.00
2025-07-15T05:04:00Z,28.00,74.00
2025-07-15T05:05:00Z,28.00,74.00
2025-07-15T05:06:00Z,28.00,74.30
2025-07-15T05:07:00Z,28.00,74.30
2025-07-15T05:08:00Z,28.00,74.30
2025-07-15T05:10:00Z,28.00,74.30
2025-07-15T05:11:00Z,28.00,73.00
2025-07-15T05:12:00Z,28.16,75.72
2025-07-15T05:13:00Z,28.00,75.14
2025-07-15T05:14:00Z,27.28,76.84
2025-07-15T05:15:00Z,27.00,73.99
2025-07-15T05:16:00Z,27.00,75.78
2025-07-15T05:17:00Z,25.43,76.33
2025-07-15T05:18:00Z,26.39,72.00
2025-07-15T05:19:00Z,32.85,74.38
2025-07-15T05:20:00Z,29.05,73.31
2025-07-15T05:21:00Z,30.45,73.86
2025-07-15T05:22:00Z,31.63,74.41
2025-07-15T05:23:00Z,37.74,73.40
