# event_ticker=KXATPMATCH-26JAN11KOKKOR
# final_score=3-6 6-3 7-6(3)
# score_resolution=6-3 3-6 6-7
# match_winner=Thanasi Kokkinakis
# fav_player=Sebastian Korda
# dog_player=Thanasi Kokkinakis
# kalshi_date=2026-01-11
timestamp,Sebastian Korda,Thanasi Kokkinakis
2026-01-12T10:08:00Z,74.60,28.00
2026-01-12T10:09:00Z,75.00,28.00
2026-01-12T10:10:00Z,75.00,28.00
2026-01-12T10:12:00Z,75.00,28.00
2026-01-12T10:13:00Z,73.94,28.00
2026-01-12T10:14:00Z,75.00,28.94
2026-01-12T10:15:00Z,73.00,29.00
2026-01-12T10:17:00Z,73.00,29.00
2026-01-12T10:18:00Z,73.00,29.00
2026-01-12T10:19:00Z,73.00,27.00
2026-01-12T10:20:00Z,73.00,27.00
2026-01-12T10:21:00Z,75.00,27.00
2026-01-12T10:23:00Z,75.00,27.00
2026-01-12T10:24:00Z,75.00,28.00
2026-01-12T10:25:00Z,75.00,28.00
2026-01-12T10:26:00Z,74.10,28.00
2026-01-12T10:27:00Z,75.00,27.00
2026-01-12T10:28:00Z,75.97,26.52
2026-01-12T10:29:00Z,73.07,29.27
2026-01-12T10:30:00Z,73.94,27.77
2026-01-12T10:31:00Z,73.94,25.99
2026-01-12T10:32:00Z,77.91,23.11
2026-01-12T10:33:00Z,79.75,21.64
2026-01-12T10:34:00Z,79.41,21.54
2026-01-12T10:35:00Z,82.72,19.30
2026-01-12T10:36:00Z,79.67,21.23
2026-01-12T10:37:00Z,76.18,24.35
2026-01-12T10:38:00Z,78.42,23.08
2026-01-12T10:39:00Z,78.42,24.12
2026-01-12T10:40:00Z,79.42,22.70
2026-01-12T10:41:00Z,79.42,23.00
2026-01-12T10:42:00Z,79.84,20.29
2026-01-12T10:43:00Z,77.00,25.00
2026-01-12T10:44:00Z,74.00,26.10
2026-01-12T10:45:00Z,76.00,26.38
2026-01-12T10:46:00Z,76.41,24.16
2026-01-12T10:47:00Z,77.00,24.50
2026-01-12T10:48:00Z,78.00,22.93
2026-01-12T10:49:00Z,77.09,23.01
2026-01-12T10:50:00Z,77.09,26.06
2026-01-12T10:51:00Z,73.20,28.09
2026-01-12T10:52:00Z,72.36,27.91
2026-01-12T10:53:00Z,72.36,26.68
2026-01-12T10:54:00Z,76.93,24.02
2026-01-12T10:55:00Z,77.00,23.90
2026-01-12T10:56:00Z,79.13,21.33
2026-01-12T10:57:00Z,78.18,21.73
2026-01-12T10:58:00Z,83.94,14.98
2026-01-12T10:59:00Z,87.86,11.96
2026-01-12T11:00:00Z,92.49,9.68
2026-01-12T11:01:00Z,92.00,6.43
2026-01-12T11:02:00Z,93.12,8.00
2026-01-12T11:03:00Z,93.83,8.00
2026-01-12T11:04:00Z,92.04,8.00
2026-01-12T11:05:00Z,92.04,8.00
2026-01-12T11:06:00Z,92.00,8.97
2026-01-12T11:07:00Z,92.00,8.38
2026-01-12T11:08:00Z,91.00,10.24
2026-01-12T11:09:00Z,90.08,10.00
2026-01-12T11:10:00Z,90.08,10.65
2026-01-12T11:11:00Z,88.43,14.95
2026-01-12T11:12:00Z,84.46,15.12
2026-01-12T11:13:00Z,78.45,21.58
2026-01-12T11:14:00Z,76.26,23.79
2026-01-12T11:15:00Z,74.14,25.59
2026-01-12T11:16:00Z,78.65,24.04
2026-01-12T11:17:00Z,76.85,25.89
2026-01-12T11:18:00Z,73.13,26.92
2026-01-12T11:19:00Z,73.05,25.32
2026-01-12T11:20:00Z,79.98,23.51
2026-01-12T11:21:00Z,78.05,23.96
2026-01-12T11:22:00Z,84.29,24.47
2026-01-12T11:23:00Z,85.81,23.86
2026-01-12T11:24:00Z,78.60,23.91
2026-01-12T11:25:00Z,78.93,24.54
2026-01-12T11:26:00Z,76.18,26.47
2026-01-12T11:27:00Z,74.16,31.40
2026-01-12T11:28:00Z,72.00,31.96
2026-01-12T11:29:00Z,71.88,31.15
2026-01-12T11:30:00Z,71.88,29.89
2026-01-12T11:31:00Z,73.65,28.79
2026-01-12T11:32:00Z,76.39,27.71
2026-01-12T11:33:00Z,82.68,23.94
2026-01-12T11:34:00Z,82.68,18.04
2026-01-12T11:35:00Z,82.32,23.77
2026-01-12T11:36:00Z,82.27,21.28
2026-01-12T11:37:00Z,78.97,22.96
2026-01-12T11:38:00Z,74.58,26.26
2026-01-12T11:39:00Z,78.23,25.57
2026-01-12T11:40:00Z,72.07,29.68
2026-01-12T11:41:00Z,71.32,30.02
2026-01-12T11:42:00Z,69.38,33.56
2026-01-12T11:43:00Z,66.70,34.33
2026-01-12T11:44:00Z,69.05,31.50
2026-01-12T11:45:00Z,68.93,36.61
2026-01-12T11:46:00Z,67.84,33.38
2026-01-12T11:47:00Z,69.07,32.00
2026-01-12T11:48:00Z,70.68,29.42
2026-01-12T11:49:00Z,70.88,30.61
2026-01-12T11:50:00Z,76.24,27.61
2026-01-12T11:51:00Z,77.44,24.57
2026-01-12T11:52:00Z,74.54,25.73
2026-01-12T11:53:00Z,73.48,26.93
2026-01-12T11:54:00Z,74.65,27.07
2026-01-12T11:55:00Z,73.94,27.59
2026-01-12T11:56:00Z,72.11,27.50
2026-01-12T11:57:00Z,71.37,35.01
2026-01-12T11:58:00Z,72.14,31.73
2026-01-12T11:59:00Z,67.06,31.86
2026-01-12T12:00:00Z,69.91,31.92
2026-01-12T12:01:00Z,69.33,31.88
2026-01-12T12:02:00Z,70.33,31.43
2026-01-12T12:03:00Z,72.40,29.25
2026-01-12T12:04:00Z,69.42,33.21
2026-01-12T12:05:00Z,69.42,35.66
2026-01-12T12:06:00Z,70.15,30.08
2026-01-12T12:07:00Z,70.95,29.49
2026-01-12T12:08:00Z,65.72,36.69
2026-01-12T12:09:00Z,64.78,35.36
2026-01-12T12:10:00Z,66.77,34.41
2026-01-12T12:11:00Z,70.89,29.21
2026-01-12T12:12:00Z,71.00,29.10
2026-01-12T12:13:00Z,68.49,32.84
2026-01-12T12:14:00Z,65.48,36.50
2026-01-12T12:15:00Z,61.92,36.83
2026-01-12T12:16:00Z,64.64,37.27
2026-01-12T12:17:00Z,69.70,31.14
2026-01-12T12:18:00Z,66.87,32.29
2026-01-12T12:19:00Z,69.95,31.23
2026-01-12T12:20:00Z,67.07,33.18
2026-01-12T12:21:00Z,76.09,28.53
2026-01-12T12:22:00Z,81.39,17.44
2026-01-12T12:23:00Z,82.00,18.50
2026-01-12T12:24:00Z,67.99,29.85
2026-01-12T12:25:00Z,61.66,40.49
2026-01-12T12:26:00Z,65.55,37.31
2026-01-12T12:27:00Z,68.73,34.37
2026-01-12T12:28:00Z,69.30,32.14
2026-01-12T12:29:00Z,68.89,32.14
2026-01-12T12:30:00Z,67.52,33.84
2026-01-12T12:31:00Z,64.62,36.38
2026-01-12T12:32:00Z,61.75,39.46
2026-01-12T12:33:00Z,62.94,39.85
2026-01-12T12:34:00Z,69.09,29.87
2026-01-12T12:35:00Z,70.75,29.92
2026-01-12T12:36:00Z,70.80,30.36
2026-01-12T12:37:00Z,66.12,33.70
2026-01-12T12:38:00Z,64.75,35.60
2026-01-12T12:39:00Z,64.30,36.25
2026-01-12T12:40:00Z,64.61,37.40
2026-01-12T12:41:00Z,67.71,32.68
2026-01-12T12:42:00Z,70.63,32.26
2026-01-12T12:43:00Z,68.53,31.19
2026-01-12T12:44:00Z,64.70,34.58
2026-01-12T12:45:00Z,62.20,38.04
2026-01-12T12:46:00Z,60.54,40.92
2026-01-12T12:47:00Z,59.86,40.75
2026-01-12T12:48:00Z,70.47,27.30
2026-01-12T12:49:00Z,59.37,38.24
2026-01-12T12:50:00Z,42.74,57.56
2026-01-12T12:51:00Z,29.49,68.92
2026-01-12T12:52:00Z,16.69,83.45
2026-01-12T12:53:00Z,3.42,95.32
2026-01-12T12:54:00Z,4.06,97.56
2026-01-12T12:55:00Z,1.00,99.00
2026-01-12T12:56:00Z,1.00,99.00
2026-01-12T12:57:00Z,1.00,99.00
2026-01-12T12:58:00Z,1.00,99.00
2026-01-12T12:59:00Z,1.00,99.00
2026-01-12T13:00:00Z,1.00,99.00
2026-01-12T13:01:00Z,1.00,99.00
2026-01-12T13:02:00Z,1.00,99.00
2026-01-12T13:03:00Z,1.00,99.00
2026-01-12T13:04:00Z,1.00,99.00
