# event_ticker=KXATPMATCH-26JAN11KOKKOR
# final_score=3-6 6-3 7-6(3)
# score_resolution=6-3 3-6 6-7
# match_winner=Thanasi Kokkinakis
# fav_player=Sebastian Korda
# dog_player=Thanasi Kokkinakis
# kalshi_date=2026-01-11
timestamp,Sebastian Korda,Thanasi Kokkinakis
2026-01-12T01:59:00Z,72.00,
2026-01-12T02:45:00Z,72.00,
2026-01-12T03:06:00Z,72.00,30.00
2026-01-12T03:08:00Z,70.00,30.00
2026-01-12T03:47:00Z,72.00,30.00
2026-01-12T03:50:00Z,72.00,30.00
2026-01-12T03:57:00Z,72.00,30.00
2026-01-12T03:59:00Z,72.00,30.00
2026-01-12T04:11:00Z,72.00,30.00
2026-01-12T04:12:00Z,70.00,30.00
2026-01-12T04:18:00Z,70.00,30.00
2026-01-12T04:22:00Z,72.00,30.00
2026-01-12T04:27:00Z,72.00,30.00
2026-01-12T04:30:00Z,72.00,30.00
2026-01-12T04:37:00Z,72.00,30.00
2026-01-12T04:39:00Z,72.00,30.00
2026-01-12T04:47:00Z,72.00,30.00
2026-01-12T04:51:00Z,72.00,30.00
2026-01-12T04:57:00Z,72.00,30.00
2026-01-12T04:59:00Z,72.00,29.00
2026-01-12T05:07:00Z,72.00,29.00
2026-01-12T05:08:00Z,72.00,29.00
2026-01-12T05:18:00Z,72.00,29.00
2026-01-12T05:30:00Z,72.00,29.00
2026-01-12T05:31:00Z,72.00,29.00
2026-01-12T05:33:00Z,72.00,29.51
2026-01-12T05:37:00Z,72.00,29.51
2026-01-12T05:38:00Z,72.00,30.00
2026-01-12T05:41:00Z,72.00,30.00
2026-01-12T05:53:00Z,72.00,30.00
2026-01-12T06:03:00Z,72.00,30.00
2026-01-12T06:04:00Z,72.00,30.00
2026-01-12T06:31:00Z,72.00,30.00
2026-01-12T06:35:00Z,72.00,30.00
2026-01-12T06:37:00Z,72.00,30.00
2026-01-12T06:38:00Z,72.00,29.33
2026-01-12T06:39:00Z,72.00,29.33
2026-01-12T06:41:00Z,72.00,29.33
2026-01-12T06:47:00Z,72.00,29.33
2026-01-12T06:49:00Z,72.00,29.00
2026-01-12T06:50:00Z,72.00,29.00
2026-01-12T06:52:00Z,72.00,29.00
2026-01-12T06:53:00Z,72.00,29.00
2026-01-12T06:57:00Z,72.00,29.00
2026-01-12T07:04:00Z,72.00,29.00
2026-01-12T07:09:00Z,72.00,29.00
2026-01-12T07:10:00Z,72.00,29.00
2026-01-12T07:17:00Z,72.00,29.00
2026-01-12T07:18:00Z,72.00,28.00
2026-01-12T07:54:00Z,72.00,28.00
2026-01-12T07:58:00Z,72.00,28.00
2026-01-12T08:01:00Z,72.00,28.00
2026-01-12T08:03:00Z,72.00,28.00
2026-01-12T08:11:00Z,72.00,28.00
2026-01-12T08:20:00Z,72.00,28.00
2026-01-12T08:21:00Z,72.00,28.00
2026-01-12T08:22:00Z,72.00,28.00
2026-01-12T08:25:00Z,72.00,28.00
2026-01-12T08:38:00Z,72.00,28.53
2026-01-12T08:46:00Z,72.00,28.53
2026-01-12T08:51:00Z,72.00,29.00
2026-01-12T08:52:00Z,72.00,29.00
2026-01-12T08:54:00Z,72.00,27.00
2026-01-12T08:57:00Z,72.00,27.00
2026-01-12T09:01:00Z,72.00,29.00
2026-01-12T09:02:00Z,72.00,29.00
2026-01-12T09:09:00Z,72.00,29.00
2026-01-12T09:10:00Z,72.00,29.00
2026-01-12T09:11:00Z,71.50,29.00
2026-01-12T09:12:00Z,72.00,30.00
2026-01-12T09:14:00Z,72.00,29.00
2026-01-12T09:15:00Z,72.00,29.00
2026-01-12T09:16:00Z,73.00,29.00
2026-01-12T09:17:00Z,73.00,29.00
2026-01-12T09:18:00Z,73.79,29.00
2026-01-12T09:19:00Z,74.00,29.00
2026-01-12T09:20:00Z,74.00,29.00
2026-01-12T09:21:00Z,74.00,29.00
2026-01-12T09:22:00Z,73.00,29.00
2026-01-12T09:24:00Z,73.00,29.00
2026-01-12T09:27:00Z,73.00,29.00
2026-01-12T09:31:00Z,73.00,29.00
2026-01-12T09:32:00Z,73.00,29.00
2026-01-12T09:33:00Z,72.00,29.00
2026-01-12T09:34:00Z,73.00,29.00
2026-01-12T09:35:00Z,73.00,29.00
2026-01-12T09:36:00Z,73.00,29.00
2026-01-12T09:38:00Z,73.46,29.00
2026-01-12T09:39:00Z,74.00,29.00
2026-01-12T09:40:00Z,72.00,29.00
2026-01-12T09:42:00Z,74.00,29.00
2026-01-12T09:43:00Z,74.00,29.00
2026-01-12T09:44:00Z,74.00,29.00
2026-01-12T09:45:00Z,74.00,29.00
2026-01-12T09:46:00Z,74.00,29.00
2026-01-12T09:47:00Z,73.29,29.00
2026-01-12T09:48:00Z,73.71,29.00
2026-01-12T09:49:00Z,73.71,29.00
2026-01-12T09:50:00Z,74.04,29.00
2026-01-12T09:51:00Z,75.00,29.00
2026-01-12T09:53:00Z,75.00,29.00
2026-01-12T09:54:00Z,74.74,29.00
2026-01-12T09:55:00Z,74.74,27.03
2026-01-12T09:56:00Z,74.90,27.03
2026-01-12T09:57:00Z,74.76,27.03
2026-01-12T09:58:00Z,74.76,27.00
2026-01-12T10:03:00Z,74.00,27.00
2026-01-12T10:05:00Z,73.52,27.00
2026-01-12T10:06:00Z,73.52,27.24
2026-01-12T10:07:00Z,74.00,28.00
