# event_ticker=KXATPCHALLENGERMATCH-26MAR22RONCAD
# final_score=7-6(5) 6-0
# score_resolution=6-7 0-6
# match_winner=Gianluca Cadenasso
# fav_player=Franco Roncadelli
# dog_player=Gianluca Cadenasso
# kalshi_date=2026-03-22
timestamp,Franco Roncadelli,Gianluca Cadenasso
2026-03-22T10:54:00Z,32.00,
2026-03-22T12:01:00Z,32.00,69.00
2026-03-22T12:08:00Z,33.00,69.00
2026-03-22T12:17:00Z,33.00,69.00
2026-03-22T12:20:00Z,33.00,69.00
2026-03-22T12:47:00Z,33.00,69.00
2026-03-22T13:15:00Z,33.00,69.00
2026-03-22T13:40:00Z,31.00,69.00
2026-03-22T13:51:00Z,31.00,69.00
2026-03-22T14:15:00Z,33.00,69.00
2026-03-22T14:23:00Z,33.00,69.00
2026-03-22T14:32:00Z,33.00,68.00
2026-03-22T15:15:00Z,33.00,68.00
2026-03-22T15:35:00Z,33.00,68.00
2026-03-22T15:55:00Z,33.00,68.89
2026-03-22T17:21:00Z,33.00,69.00
2026-03-22T17:22:00Z,33.00,69.00
2026-03-22T17:39:00Z,32.00,69.00
2026-03-22T18:10:00Z,32.00,69.00
2026-03-22T18:12:00Z,32.00,69.00
2026-03-22T18:32:00Z,32.00,69.00
2026-03-22T19:25:00Z,32.51,69.00
2026-03-22T20:36:00Z,32.98,69.00
2026-03-22T20:44:00Z,33.00,69.00
2026-03-22T20:50:00Z,33.00,69.00
2026-03-22T20:54:00Z,33.00,69.00
2026-03-22T20:56:00Z,32.00,69.00
2026-03-22T21:00:00Z,32.00,69.00
2026-03-22T21:01:00Z,32.00,66.00
2026-03-22T21:02:00Z,32.00,69.00
2026-03-22T21:03:00Z,36.00,69.00
2026-03-22T21:09:00Z,36.00,69.00
2026-03-22T21:10:00Z,36.00,73.00
2026-03-22T21:11:00Z,25.00,73.00
2026-03-22T21:12:00Z,25.00,78.00
2026-03-22T21:13:00Z,20.56,80.00
2026-03-22T21:14:00Z,23.00,79.00
2026-03-22T21:15:00Z,22.00,79.00
2026-03-22T21:16:00Z,25.26,76.00
2026-03-22T21:17:00Z,23.00,76.00
2026-03-22T21:18:00Z,23.00,77.00
2026-03-22T21:19:00Z,23.00,79.43
2026-03-22T21:20:00Z,23.49,79.43
2026-03-22T21:21:00Z,23.00,80.65
2026-03-22T21:22:00Z,23.92,79.31
2026-03-22T21:23:00Z,22.72,80.99
2026-03-22T21:24:00Z,22.22,79.00
2026-03-22T21:26:00Z,17.00,85.00
2026-03-22T21:27:00Z,15.00,84.14
2026-03-22T21:28:00Z,15.08,84.14
2026-03-22T21:29:00Z,20.02,78.08
2026-03-22T21:30:00Z,25.00,78.08
2026-03-22T21:31:00Z,25.00,78.08
2026-03-22T21:32:00Z,23.84,76.02
2026-03-22T21:33:00Z,24.00,76.00
2026-03-22T21:34:00Z,24.00,75.01
2026-03-22T21:35:00Z,19.92,83.07
2026-03-22T21:36:00Z,16.04,83.07
2026-03-22T21:37:00Z,17.00,83.00
2026-03-22T21:38:00Z,14.03,85.00
2026-03-22T21:40:00Z,13.00,85.00
2026-03-22T21:41:00Z,16.15,85.00
2026-03-22T21:42:00Z,18.00,85.00
2026-03-22T21:43:00Z,18.90,82.00
2026-03-22T21:44:00Z,17.42,85.10
2026-03-22T21:45:00Z,14.70,86.00
2026-03-22T21:46:00Z,17.00,85.00
2026-03-22T21:47:00Z,15.00,86.00
2026-03-22T21:48:00Z,15.00,87.01
2026-03-22T21:49:00Z,12.58,87.00
2026-03-22T21:50:00Z,15.54,87.00
2026-03-22T21:51:00Z,14.00,85.00
2026-03-22T21:52:00Z,13.87,86.18
2026-03-22T21:53:00Z,19.00,81.54
2026-03-22T21:54:00Z,26.44,73.78
2026-03-22T21:55:00Z,29.61,72.00
2026-03-22T21:56:00Z,28.89,71.24
2026-03-22T21:57:00Z,24.29,74.43
2026-03-22T21:58:00Z,28.03,70.10
2026-03-22T21:59:00Z,33.74,68.47
2026-03-22T22:00:00Z,36.68,64.84
2026-03-22T22:01:00Z,34.91,65.09
2026-03-22T22:02:00Z,34.05,67.67
2026-03-22T22:03:00Z,36.75,65.15
2026-03-22T22:04:00Z,34.79,60.00
2026-03-22T22:05:00Z,34.30,65.75
2026-03-22T22:06:00Z,37.77,62.07
2026-03-22T22:07:00Z,35.03,64.52
2026-03-22T22:08:00Z,30.12,69.53
2026-03-22T22:09:00Z,29.83,69.53
2026-03-22T22:10:00Z,21.08,75.00
2026-03-22T22:11:00Z,22.26,77.00
2026-03-22T22:12:00Z,30.85,69.87
2026-03-22T22:13:00Z,36.17,69.87
2026-03-22T22:14:00Z,39.18,61.25
2026-03-22T22:15:00Z,36.45,69.00
2026-03-22T22:16:00Z,38.97,68.00
2026-03-22T22:17:00Z,31.00,68.83
2026-03-22T22:18:00Z,41.24,60.20
2026-03-22T22:19:00Z,39.49,59.00
2026-03-22T22:20:00Z,31.50,68.83
2026-03-22T22:21:00Z,26.27,74.92
2026-03-22T22:22:00Z,27.56,69.02
2026-03-22T22:23:00Z,33.23,71.07
2026-03-22T22:24:00Z,18.99,82.37
2026-03-22T22:25:00Z,16.98,83.01
2026-03-22T22:26:00Z,17.00,84.00
2026-03-22T22:27:00Z,17.00,84.00
2026-03-22T22:28:00Z,17.00,85.00
2026-03-22T22:29:00Z,16.72,85.00
2026-03-22T22:30:00Z,16.00,85.00
2026-03-22T22:31:00Z,16.00,85.00
2026-03-22T22:32:00Z,16.00,85.00
2026-03-22T22:33:00Z,16.00,85.00
2026-03-22T22:34:00Z,17.00,85.00
2026-03-22T22:35:00Z,17.00,85.00
2026-03-22T22:36:00Z,16.27,84.80
2026-03-22T22:37:00Z,15.01,85.73
2026-03-22T22:38:00Z,11.42,87.92
2026-03-22T22:39:00Z,10.79,87.92
2026-03-22T22:40:00Z,9.93,91.00
2026-03-22T22:41:00Z,7.08,92.61
2026-03-22T22:42:00Z,6.70,94.22
2026-03-22T22:43:00Z,7.09,94.00
2026-03-22T22:44:00Z,4.10,96.00
2026-03-22T22:45:00Z,2.76,97.00
2026-03-22T22:46:00Z,2.48,97.95
2026-03-22T22:47:00Z,2.84,98.00
2026-03-22T22:48:00Z,1.83,98.98
2026-03-22T22:49:00Z,1.25,99.00
2026-03-22T22:50:00Z,1.00,99.00
2026-03-22T22:51:00Z,1.00,99.00
2026-03-22T22:52:00Z,1.00,97.07
2026-03-22T22:55:00Z,1.00,99.00
2026-03-22T22:56:00Z,1.00,99.00
2026-03-22T22:57:00Z,1.00,99.00
2026-03-22T22:58:00Z,1.00,99.00
