# event_ticker=KXATPCHALLENGERMATCH-26JUN02WEIBAD
# final_score=6-3 6-4
# match_winner=Devin Badenhorst
# fav_player=Devin Badenhorst
# dog_player=Oscar Weightman
# kalshi_date=2026-06-02
timestamp,Oscar Weightman,Devin Badenhorst
2026-06-02T05:45:00Z,36.00,67.00
2026-06-02T05:47:00Z,36.00,67.00
2026-06-02T05:51:00Z,36.00,67.00
2026-06-02T05:52:00Z,36.00,67.00
2026-06-02T05:53:00Z,36.00,67.00
2026-06-02T06:00:00Z,36.00,66.20
2026-06-02T06:01:00Z,36.00,66.20
2026-06-02T06:02:00Z,36.00,66.20
2026-06-02T06:12:00Z,36.00,66.00
2026-06-02T06:18:00Z,36.00,66.00
2026-06-02T06:21:00Z,36.00,66.00
2026-06-02T06:29:00Z,36.00,66.00
2026-06-02T06:30:00Z,36.00,66.00
2026-06-02T06:31:00Z,35.97,66.00
2026-06-02T06:32:00Z,35.00,66.00
2026-06-02T06:37:00Z,36.00,66.00
2026-06-02T06:44:00Z,36.00,66.00
2026-06-02T06:46:00Z,36.00,66.00
2026-06-02T06:47:00Z,36.00,66.00
2026-06-02T06:51:00Z,36.00,66.00
2026-06-02T06:52:00Z,36.00,66.00
2026-06-02T06:56:00Z,36.00,66.89
2026-06-02T06:57:00Z,36.00,67.39
2026-06-02T06:59:00Z,36.00,67.00
2026-06-02T07:04:00Z,35.00,67.00
2026-06-02T07:07:00Z,35.00,67.00
2026-06-02T07:11:00Z,35.00,67.00
2026-06-02T07:12:00Z,36.00,67.00
2026-06-02T07:15:00Z,36.00,66.00
2026-06-02T07:19:00Z,36.00,66.00
2026-06-02T07:28:00Z,36.00,66.00
2026-06-02T07:31:00Z,36.00,66.00
2026-06-02T07:33:00Z,36.00,66.00
2026-06-02T07:37:00Z,36.00,66.00
2026-06-02T07:38:00Z,36.00,66.00
2026-06-02T07:44:00Z,36.00,66.00
2026-06-02T07:50:00Z,36.00,66.00
2026-06-02T07:51:00Z,36.00,66.00
2026-06-02T07:54:00Z,36.00,66.00
2026-06-02T07:58:00Z,36.00,66.00
2026-06-02T07:59:00Z,36.00,66.00
2026-06-02T08:01:00Z,36.00,66.00
2026-06-02T08:10:00Z,38.00,67.00
2026-06-02T08:15:00Z,34.56,66.65
2026-06-02T08:16:00Z,29.94,69.00
2026-06-02T08:17:00Z,29.00,71.00
2026-06-02T08:18:00Z,31.07,68.00
2026-06-02T08:19:00Z,33.90,68.00
2026-06-02T08:20:00Z,33.90,69.00
2026-06-02T08:21:00Z,32.00,69.00
2026-06-02T08:22:00Z,30.67,69.00
2026-06-02T08:24:00Z,30.67,68.32
2026-06-02T08:25:00Z,32.15,68.32
2026-06-02T08:26:00Z,35.00,68.32
2026-06-02T08:27:00Z,33.00,68.32
2026-06-02T08:28:00Z,33.00,67.00
2026-06-02T08:30:00Z,31.00,67.00
2026-06-02T08:31:00Z,31.00,71.00
2026-06-02T08:32:00Z,33.00,67.43
2026-06-02T08:33:00Z,27.98,71.55
2026-06-02T08:34:00Z,22.22,78.96
2026-06-02T08:35:00Z,18.00,83.98
2026-06-02T08:36:00Z,15.54,83.98
2026-06-02T08:37:00Z,16.00,85.00
2026-06-02T08:38:00Z,13.00,85.55
2026-06-02T08:39:00Z,13.00,87.00
2026-06-02T08:40:00Z,14.00,86.09
2026-06-02T08:42:00Z,14.00,86.00
2026-06-02T08:43:00Z,14.00,87.00
2026-06-02T08:44:00Z,14.00,88.00
2026-06-02T08:45:00Z,10.77,88.00
2026-06-02T08:46:00Z,10.00,88.00
2026-06-02T08:47:00Z,13.00,88.00
2026-06-02T08:48:00Z,13.00,88.00
2026-06-02T08:49:00Z,12.00,90.00
2026-06-02T08:50:00Z,8.00,92.90
2026-06-02T08:51:00Z,6.86,93.70
2026-06-02T08:52:00Z,5.00,95.08
2026-06-02T08:53:00Z,3.99,96.00
2026-06-02T08:54:00Z,3.99,96.98
2026-06-02T08:55:00Z,3.99,97.00
2026-06-02T08:56:00Z,4.01,97.00
2026-06-02T08:57:00Z,2.29,97.84
2026-06-02T08:58:00Z,4.00,96.71
2026-06-02T08:59:00Z,4.82,95.16
2026-06-02T09:01:00Z,5.94,95.02
2026-06-02T09:02:00Z,4.56,95.02
2026-06-02T09:04:00Z,4.56,95.79
2026-06-02T09:05:00Z,2.03,98.00
2026-06-02T09:06:00Z,4.00,97.00
2026-06-02T09:07:00Z,4.98,94.23
2026-06-02T09:08:00Z,5.00,96.00
2026-06-02T09:09:00Z,5.00,96.00
2026-06-02T09:10:00Z,4.00,97.00
2026-06-02T09:11:00Z,5.00,95.33
2026-06-02T09:12:00Z,6.00,96.00
2026-06-02T09:13:00Z,6.02,95.41
2026-06-02T09:14:00Z,3.98,98.00
2026-06-02T09:15:00Z,4.06,97.00
2026-06-02T09:16:00Z,4.41,97.00
2026-06-02T09:17:00Z,4.48,97.01
2026-06-02T09:18:00Z,5.00,96.16
2026-06-02T09:19:00Z,5.00,96.16
2026-06-02T09:20:00Z,5.12,96.00
2026-06-02T09:21:00Z,4.01,97.01
2026-06-02T09:22:00Z,4.00,97.17
2026-06-02T09:23:00Z,4.00,98.15
2026-06-02T09:24:00Z,2.07,98.15
2026-06-02T09:25:00Z,2.01,98.99
2026-06-02T09:26:00Z,5.03,95.71
2026-06-02T09:27:00Z,3.75,97.14
2026-06-02T09:28:00Z,1.14,98.88
2026-06-02T09:33:00Z,1.14,99.00
2026-06-02T09:34:00Z,1.14,99.00
