# event_ticker=KXATPCHALLENGERMATCH-26APR30GEEVIS
# final_score=7-6(7) 6-7(3) 7-6(3)
# score_resolution=6-7 7-6 6-7
# match_winner=Niels Visker
# fav_player=Michael Geerts
# dog_player=Niels Visker
# kalshi_date=2026-04-30
timestamp,Michael Geerts,Niels Visker
2026-04-30T21:27:00Z,73.00,31.00
2026-04-30T21:29:00Z,73.00,31.00
2026-04-30T21:30:00Z,73.00,31.00
2026-04-30T21:31:00Z,72.00,31.00
2026-04-30T21:32:00Z,70.95,31.00
2026-04-30T21:33:00Z,71.93,31.00
2026-04-30T21:34:00Z,71.50,31.00
2026-04-30T21:35:00Z,71.53,31.00
2026-04-30T21:36:00Z,74.07,28.72
2026-04-30T21:37:00Z,76.01,25.23
2026-04-30T21:38:00Z,76.79,26.58
2026-04-30T21:39:00Z,69.42,29.33
2026-04-30T21:40:00Z,68.69,32.99
2026-04-30T21:41:00Z,68.52,33.87
2026-04-30T21:42:00Z,68.65,33.05
2026-04-30T21:43:00Z,70.09,31.78
2026-04-30T21:44:00Z,66.09,34.63
2026-04-30T21:45:00Z,68.02,33.92
2026-04-30T21:46:00Z,70.99,31.50
2026-04-30T21:47:00Z,67.66,34.23
2026-04-30T21:48:00Z,67.04,34.03
2026-04-30T21:49:00Z,67.24,35.72
2026-04-30T21:50:00Z,58.33,41.67
2026-04-30T21:51:00Z,57.59,44.54
2026-04-30T21:52:00Z,59.40,42.33
2026-04-30T21:53:00Z,63.05,39.31
2026-04-30T21:54:00Z,58.20,41.89
2026-04-30T21:55:00Z,57.23,44.81
2026-04-30T21:56:00Z,62.66,38.69
2026-04-30T21:57:00Z,63.99,37.19
2026-04-30T21:58:00Z,64.60,36.43
2026-04-30T21:59:00Z,65.55,37.71
2026-04-30T22:00:00Z,61.63,40.00
2026-04-30T22:01:00Z,61.00,39.99
2026-04-30T22:02:00Z,61.09,39.45
2026-04-30T22:03:00Z,62.77,40.39
2026-04-30T22:04:00Z,63.82,37.33
2026-04-30T22:05:00Z,61.33,39.47
2026-04-30T22:06:00Z,63.99,37.77
2026-04-30T22:07:00Z,63.63,40.04
2026-04-30T22:08:00Z,60.99,40.82
2026-04-30T22:09:00Z,59.38,41.55
2026-04-30T22:10:00Z,61.12,39.86
2026-04-30T22:11:00Z,63.77,36.97
2026-04-30T22:12:00Z,63.01,37.54
2026-04-30T22:13:00Z,60.37,38.31
2026-04-30T22:14:00Z,60.54,40.04
2026-04-30T22:15:00Z,58.97,42.06
2026-04-30T22:16:00Z,59.93,43.04
2026-04-30T22:17:00Z,61.96,41.50
2026-04-30T22:18:00Z,62.31,37.49
2026-04-30T22:19:00Z,65.18,36.03
2026-04-30T22:20:00Z,66.85,33.80
2026-04-30T22:21:00Z,63.62,39.23
2026-04-30T22:22:00Z,60.92,40.68
2026-04-30T22:23:00Z,61.53,39.93
2026-04-30T22:24:00Z,61.46,39.47
2026-04-30T22:25:00Z,64.26,37.78
2026-04-30T22:26:00Z,65.56,32.80
2026-04-30T22:27:00Z,73.35,27.57
2026-04-30T22:28:00Z,65.01,36.59
2026-04-30T22:29:00Z,60.17,40.23
2026-04-30T22:30:00Z,63.97,36.88
2026-04-30T22:31:00Z,66.46,33.56
2026-04-30T22:32:00Z,61.68,42.04
2026-04-30T22:33:00Z,67.78,33.17
2026-04-30T22:34:00Z,62.91,37.41
2026-04-30T22:35:00Z,55.59,43.92
2026-04-30T22:36:00Z,46.57,53.13
2026-04-30T22:37:00Z,37.43,62.04
2026-04-30T22:38:00Z,38.35,61.91
2026-04-30T22:39:00Z,41.44,59.76
2026-04-30T22:40:00Z,43.12,61.41
2026-04-30T22:41:00Z,39.75,61.34
2026-04-30T22:42:00Z,42.86,57.85
2026-04-30T22:43:00Z,41.39,58.89
2026-04-30T22:44:00Z,39.52,61.94
2026-04-30T22:45:00Z,38.97,61.67
2026-04-30T22:46:00Z,40.60,58.22
2026-04-30T22:47:00Z,42.11,57.78
2026-04-30T22:48:00Z,43.21,58.69
2026-04-30T22:49:00Z,45.57,55.46
2026-04-30T22:50:00Z,47.58,53.61
2026-04-30T22:51:00Z,46.85,54.54
2026-04-30T22:52:00Z,43.53,56.38
2026-04-30T22:53:00Z,42.17,57.45
2026-04-30T22:54:00Z,43.48,59.79
2026-04-30T22:55:00Z,43.69,56.94
2026-04-30T22:56:00Z,39.32,63.11
2026-04-30T22:57:00Z,42.81,58.31
2026-04-30T22:58:00Z,44.09,56.87
2026-04-30T22:59:00Z,42.25,58.00
2026-04-30T23:00:00Z,38.75,61.17
2026-04-30T23:01:00Z,37.36,63.46
2026-04-30T23:02:00Z,39.81,60.99
2026-04-30T23:03:00Z,40.88,58.84
2026-04-30T23:04:00Z,40.57,59.67
2026-04-30T23:05:00Z,37.98,62.24
2026-04-30T23:06:00Z,35.98,64.86
2026-04-30T23:07:00Z,30.39,70.88
2026-04-30T23:08:00Z,30.64,70.96
2026-04-30T23:09:00Z,16.22,82.68
2026-04-30T23:10:00Z,20.82,78.97
2026-04-30T23:11:00Z,32.98,67.01
2026-04-30T23:12:00Z,36.50,63.99
2026-04-30T23:13:00Z,36.10,64.18
2026-04-30T23:14:00Z,34.72,66.05
2026-04-30T23:15:00Z,31.96,68.66
2026-04-30T23:16:00Z,31.22,68.98
2026-04-30T23:17:00Z,34.42,66.98
2026-04-30T23:18:00Z,35.16,64.83
2026-04-30T23:19:00Z,34.78,64.70
2026-04-30T23:20:00Z,34.91,65.13
2026-04-30T23:21:00Z,32.65,67.17
2026-04-30T23:22:00Z,30.96,69.59
2026-04-30T23:23:00Z,32.24,72.04
2026-04-30T23:24:00Z,16.95,80.92
2026-04-30T23:25:00Z,21.70,79.97
2026-04-30T23:26:00Z,33.81,61.30
2026-04-30T23:27:00Z,47.63,51.93
2026-04-30T23:28:00Z,57.73,43.55
2026-04-30T23:29:00Z,57.58,41.50
2026-04-30T23:30:00Z,58.07,42.43
2026-04-30T23:31:00Z,58.24,42.76
2026-04-30T23:32:00Z,58.81,42.22
2026-04-30T23:33:00Z,58.37,39.43
2026-04-30T23:34:00Z,68.92,30.27
2026-04-30T23:35:00Z,66.33,34.73
2026-04-30T23:36:00Z,60.19,40.54
2026-04-30T23:37:00Z,57.96,41.70
2026-04-30T23:38:00Z,57.39,42.23
2026-04-30T23:39:00Z,62.27,37.92
2026-04-30T23:40:00Z,63.49,37.22
2026-04-30T23:41:00Z,64.79,37.84
2026-04-30T23:42:00Z,60.75,38.98
2026-04-30T23:43:00Z,56.10,44.38
2026-04-30T23:44:00Z,56.79,44.04
2026-04-30T23:45:00Z,58.47,41.35
2026-04-30T23:46:00Z,60.58,38.45
2026-04-30T23:47:00Z,62.77,38.11
2026-04-30T23:48:00Z,69.49,28.29
2026-04-30T23:49:00Z,69.15,30.82
2026-04-30T23:50:00Z,63.00,37.95
2026-04-30T23:51:00Z,70.30,31.91
2026-04-30T23:52:00Z,57.41,41.73
2026-04-30T23:53:00Z,57.55,42.05
2026-04-30T23:54:00Z,57.96,41.43
2026-04-30T23:55:00Z,59.57,38.15
2026-04-30T23:56:00Z,62.86,37.50
2026-04-30T23:57:00Z,58.55,41.58
2026-04-30T23:58:00Z,60.83,37.88
2026-04-30T23:59:00Z,57.84,41.18
2026-05-01T00:00:00Z,57.21,42.60
2026-05-01T00:01:00Z,58.27,41.73
2026-05-01T00:02:00Z,57.22,43.10
2026-05-01T00:03:00Z,61.09,39.22
2026-05-01T00:04:00Z,62.92,36.62
2026-05-01T00:05:00Z,61.49,41.02
2026-05-01T00:06:00Z,59.21,42.43
2026-05-01T00:07:00Z,52.33,46.26
2026-05-01T00:08:00Z,54.44,45.65
2026-05-01T00:09:00Z,59.00,44.15
2026-05-01T00:10:00Z,60.81,39.87
2026-05-01T00:11:00Z,60.69,40.06
2026-05-01T00:12:00Z,56.85,44.52
2026-05-01T00:13:00Z,51.68,47.85
2026-05-01T00:14:00Z,52.87,47.54
2026-05-01T00:15:00Z,53.66,44.95
2026-05-01T00:16:00Z,58.74,41.11
2026-05-01T00:17:00Z,58.60,41.36
2026-05-01T00:18:00Z,54.47,47.80
2026-05-01T00:19:00Z,23.81,72.42
2026-05-01T00:20:00Z,12.00,87.55
2026-05-01T00:21:00Z,10.42,88.90
2026-05-01T00:22:00Z,7.29,92.12
2026-05-01T00:23:00Z,17.68,82.34
2026-05-01T00:24:00Z,6.96,95.78
2026-05-01T00:25:00Z,1.00,99.00
2026-05-01T00:26:00Z,1.00,99.00
2026-05-01T00:27:00Z,1.00,99.00
2026-05-01T00:28:00Z,1.00,99.00
2026-05-01T00:29:00Z,1.00,99.00
2026-05-01T00:30:00Z,1.00,99.00
2026-05-01T00:31:00Z,1.00,99.00
2026-05-01T00:32:00Z,1.00,99.00
2026-05-01T00:33:00Z,1.00,99.00
