# event_ticker=KXATPCHALLENGERMATCH-26APR30GEEVIS
# final_score=7-6(7) 6-7(3) 7-6(3)
# score_resolution=6-7 7-6 6-7
# match_winner=Niels Visker
# fav_player=Michael Geerts
# dog_player=Niels Visker
# kalshi_date=2026-04-30
timestamp,Michael Geerts,Niels Visker
2026-04-30T10:37:00Z,70.00,
2026-04-30T12:03:00Z,70.00,31.00
2026-04-30T12:18:00Z,70.00,31.00
2026-04-30T12:43:00Z,70.00,32.00
2026-04-30T13:30:00Z,70.00,31.00
2026-04-30T14:02:00Z,70.00,31.00
2026-04-30T14:11:00Z,70.00,31.00
2026-04-30T14:40:00Z,70.00,31.00
2026-04-30T15:34:00Z,69.00,31.00
2026-04-30T16:27:00Z,70.00,31.00
2026-04-30T17:52:00Z,70.00,31.00
2026-04-30T18:12:00Z,70.00,31.00
2026-04-30T18:17:00Z,70.00,31.00
2026-04-30T18:20:00Z,70.00,31.00
2026-04-30T18:30:00Z,70.00,31.00
2026-04-30T18:33:00Z,70.00,31.00
2026-04-30T18:40:00Z,70.00,31.00
2026-04-30T18:44:00Z,70.00,31.00
2026-04-30T18:46:00Z,70.00,31.00
2026-04-30T18:48:00Z,70.00,30.87
2026-04-30T18:57:00Z,70.00,31.00
2026-04-30T18:59:00Z,70.00,31.00
2026-04-30T19:07:00Z,70.00,31.00
2026-04-30T19:13:00Z,70.00,31.00
2026-04-30T19:21:00Z,70.00,31.00
2026-04-30T19:28:00Z,70.00,31.00
2026-04-30T19:30:00Z,70.00,31.00
2026-04-30T19:31:00Z,70.00,31.00
2026-04-30T19:34:00Z,70.00,31.00
2026-04-30T19:38:00Z,70.00,31.00
2026-04-30T19:39:00Z,70.00,31.00
2026-04-30T19:41:00Z,70.73,31.00
2026-04-30T19:44:00Z,71.00,31.00
2026-04-30T19:47:00Z,71.00,31.00
2026-04-30T19:48:00Z,71.00,31.00
2026-04-30T19:49:00Z,71.00,31.00
2026-04-30T19:51:00Z,71.00,31.00
2026-04-30T19:54:00Z,72.00,31.19
2026-04-30T19:56:00Z,72.00,32.00
2026-04-30T19:57:00Z,71.33,31.66
2026-04-30T20:00:00Z,72.00,31.66
2026-04-30T20:01:00Z,71.00,31.66
2026-04-30T20:03:00Z,71.00,31.66
2026-04-30T20:05:00Z,72.00,31.66
2026-04-30T20:07:00Z,71.75,31.66
2026-04-30T20:08:00Z,71.95,31.66
2026-04-30T20:09:00Z,71.95,31.33
2026-04-30T20:10:00Z,71.93,31.00
2026-04-30T20:11:00Z,71.94,31.00
2026-04-30T20:13:00Z,71.98,30.00
2026-04-30T20:14:00Z,72.00,30.00
2026-04-30T20:15:00Z,72.00,30.00
2026-04-30T20:16:00Z,72.00,31.00
2026-04-30T20:17:00Z,72.00,31.55
2026-04-30T20:19:00Z,72.00,31.55
2026-04-30T20:21:00Z,72.00,31.55
2026-04-30T20:28:00Z,71.00,31.55
2026-04-30T20:30:00Z,70.50,31.55
2026-04-30T20:31:00Z,72.00,31.55
2026-04-30T20:35:00Z,71.00,31.55
2026-04-30T20:40:00Z,72.00,31.55
2026-04-30T20:41:00Z,72.00,31.94
2026-04-30T20:42:00Z,71.95,31.00
2026-04-30T20:43:00Z,71.00,31.00
2026-04-30T20:44:00Z,71.00,31.00
2026-04-30T20:45:00Z,71.00,31.00
2026-04-30T20:47:00Z,71.38,31.00
2026-04-30T20:49:00Z,72.00,31.00
2026-04-30T20:50:00Z,72.00,31.00
2026-04-30T20:51:00Z,72.00,31.33
2026-04-30T20:52:00Z,71.00,31.33
2026-04-30T20:59:00Z,71.00,29.00
2026-04-30T21:00:00Z,71.00,29.00
2026-04-30T21:02:00Z,71.00,31.00
2026-04-30T21:06:00Z,71.48,31.00
2026-04-30T21:07:00Z,71.00,31.00
2026-04-30T21:09:00Z,71.00,31.00
2026-04-30T21:11:00Z,71.00,31.00
2026-04-30T21:12:00Z,71.67,31.00
2026-04-30T21:14:00Z,71.00,30.00
2026-04-30T21:16:00Z,71.00,30.00
2026-04-30T21:20:00Z,71.00,30.00
2026-04-30T21:21:00Z,72.00,30.00
2026-04-30T21:22:00Z,71.99,30.00
2026-04-30T21:23:00Z,71.00,30.00
2026-04-30T21:24:00Z,72.07,31.00
2026-04-30T21:25:00Z,73.00,30.81
2026-04-30T21:26:00Z,73.00,31.00
