# event_ticker=KXATPCHALLENGERMATCH-26MAY05DIABER
# final_score=5-7 6-3 6-1
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Henry Bernet
# kalshi_date=2026-05-05
timestamp,Facundo Diaz Acosta,Henry Bernet
2026-05-05T00:11:00Z,68.00,
2026-05-05T02:09:00Z,68.00,
2026-05-05T02:35:00Z,68.00,
2026-05-05T03:04:00Z,68.00,
2026-05-05T03:17:00Z,68.00,
2026-05-05T04:14:00Z,68.00,32.00
2026-05-05T04:18:00Z,70.00,32.00
2026-05-05T04:34:00Z,70.00,32.00
2026-05-05T04:39:00Z,70.00,32.00
2026-05-05T05:08:00Z,70.00,32.00
2026-05-05T05:34:00Z,70.00,30.00
2026-05-05T06:07:00Z,70.00,30.00
2026-05-05T06:15:00Z,70.00,30.00
2026-05-05T06:41:00Z,70.00,30.00
2026-05-05T07:09:00Z,70.00,30.00
2026-05-05T07:12:00Z,70.00,30.00
2026-05-05T07:40:00Z,70.00,30.00
2026-05-05T08:05:00Z,69.00,30.00
2026-05-05T08:24:00Z,69.00,31.00
2026-05-05T09:00:00Z,69.95,31.00
2026-05-05T09:01:00Z,69.00,31.00
2026-05-05T09:02:00Z,69.00,31.00
2026-05-05T09:08:00Z,71.00,31.00
2026-05-05T09:51:00Z,71.00,31.00
2026-05-05T10:40:00Z,70.00,31.00
2026-05-05T10:42:00Z,70.00,31.00
2026-05-05T11:00:00Z,70.00,31.00
2026-05-05T11:11:00Z,70.00,32.00
2026-05-05T11:14:00Z,70.00,32.00
2026-05-05T11:17:00Z,70.00,32.00
2026-05-05T11:19:00Z,70.00,32.00
2026-05-05T11:22:00Z,70.52,32.00
2026-05-05T11:28:00Z,70.52,32.31
2026-05-05T11:30:00Z,65.00,35.92
2026-05-05T11:31:00Z,62.04,37.39
2026-05-05T11:33:00Z,66.00,32.00
2026-05-05T11:34:00Z,63.87,32.00
2026-05-05T11:35:00Z,68.00,34.00
2026-05-05T11:36:00Z,70.27,34.00
2026-05-05T11:37:00Z,77.49,23.40
2026-05-05T11:40:00Z,82.00,19.00
2026-05-05T11:41:00Z,82.00,22.00
2026-05-05T11:42:00Z,83.00,22.00
2026-05-05T11:45:00Z,81.00,22.00
2026-05-05T11:47:00Z,81.00,16.00
2026-05-05T11:48:00Z,82.00,16.00
2026-05-05T11:50:00Z,80.00,16.00
2026-05-05T11:51:00Z,77.50,22.00
2026-05-05T11:52:00Z,81.00,22.00
2026-05-05T11:53:00Z,82.19,19.00
2026-05-05T11:56:00Z,81.00,19.00
2026-05-05T11:57:00Z,81.00,19.00
2026-05-05T11:58:00Z,81.00,20.00
2026-05-05T11:59:00Z,83.00,20.00
2026-05-05T12:01:00Z,77.10,23.00
2026-05-05T12:02:00Z,80.01,23.00
2026-05-05T12:03:00Z,84.00,17.66
2026-05-05T12:04:00Z,83.68,17.00
2026-05-05T12:05:00Z,82.00,20.00
2026-05-05T12:06:00Z,84.00,20.00
2026-05-05T12:07:00Z,84.47,16.71
2026-05-05T12:08:00Z,83.00,18.00
2026-05-05T12:10:00Z,79.23,19.22
2026-05-05T12:11:00Z,75.00,31.00
2026-05-05T12:12:00Z,70.14,36.48
2026-05-05T12:13:00Z,65.00,37.00
2026-05-05T12:14:00Z,62.00,40.00
2026-05-05T12:15:00Z,60.01,40.99
2026-05-05T12:16:00Z,67.97,35.09
2026-05-05T12:17:00Z,69.90,31.09
2026-05-05T12:18:00Z,63.92,35.46
2026-05-05T12:19:00Z,60.24,38.86
2026-05-05T12:20:00Z,61.00,40.00
2026-05-05T12:21:00Z,57.71,42.93
2026-05-05T12:22:00Z,56.57,46.24
2026-05-05T12:23:00Z,43.85,51.63
2026-05-05T12:24:00Z,45.21,56.00
2026-05-05T12:25:00Z,52.72,46.96
2026-05-05T12:26:00Z,49.68,51.27
2026-05-05T12:27:00Z,39.39,60.29
2026-05-05T12:28:00Z,36.51,64.31
2026-05-05T12:29:00Z,36.42,63.13
2026-05-05T12:30:00Z,36.00,64.63
2026-05-05T12:31:00Z,36.00,66.49
2026-05-05T12:32:00Z,33.44,67.00
2026-05-05T12:33:00Z,34.00,67.87
2026-05-05T12:34:00Z,32.94,68.99
2026-05-05T12:35:00Z,29.42,74.46
2026-05-05T12:36:00Z,29.42,73.00
2026-05-05T12:37:00Z,19.32,78.40
2026-05-05T12:38:00Z,22.92,78.76
2026-05-05T12:39:00Z,31.70,71.23
2026-05-05T12:40:00Z,36.93,66.00
2026-05-05T12:41:00Z,40.42,65.00
2026-05-05T12:42:00Z,48.42,54.07
2026-05-05T12:43:00Z,53.07,50.03
2026-05-05T12:44:00Z,54.00,48.00
2026-05-05T12:45:00Z,54.00,46.44
2026-05-05T12:46:00Z,56.49,46.44
2026-05-05T12:47:00Z,54.20,47.55
2026-05-05T12:48:00Z,58.00,45.06
2026-05-05T12:49:00Z,57.22,44.80
2026-05-05T12:50:00Z,56.95,44.80
2026-05-05T12:51:00Z,56.60,41.56
2026-05-05T12:52:00Z,61.74,41.56
2026-05-05T12:53:00Z,59.23,43.00
2026-05-05T12:54:00Z,58.00,42.39
2026-05-05T12:55:00Z,58.00,42.00
2026-05-05T12:56:00Z,60.14,39.32
2026-05-05T12:57:00Z,59.62,41.00
2026-05-05T12:58:00Z,64.93,37.00
2026-05-05T12:59:00Z,60.55,39.50
2026-05-05T13:00:00Z,55.11,42.00
2026-05-05T13:01:00Z,56.97,42.00
2026-05-05T13:02:00Z,59.00,43.00
2026-05-05T13:03:00Z,59.94,41.00
2026-05-05T13:04:00Z,60.00,44.69
2026-05-05T13:05:00Z,58.00,42.00
2026-05-05T13:06:00Z,60.88,39.00
2026-05-05T13:07:00Z,62.09,38.00
2026-05-05T13:08:00Z,64.83,37.00
2026-05-05T13:09:00Z,59.00,41.79
2026-05-05T13:10:00Z,58.00,42.00
2026-05-05T13:11:00Z,59.08,41.00
2026-05-05T13:12:00Z,61.38,41.00
2026-05-05T13:13:00Z,63.41,38.00
2026-05-05T13:14:00Z,63.00,38.59
2026-05-05T13:15:00Z,63.16,37.01
2026-05-05T13:16:00Z,65.87,34.02
2026-05-05T13:17:00Z,68.12,31.91
2026-05-05T13:18:00Z,69.50,31.92
2026-05-05T13:19:00Z,70.00,30.52
2026-05-05T13:20:00Z,69.98,32.00
2026-05-05T13:21:00Z,70.49,31.34
2026-05-05T13:22:00Z,67.85,34.45
2026-05-05T13:23:00Z,71.52,30.62
2026-05-05T13:24:00Z,68.78,31.83
2026-05-05T13:25:00Z,71.16,30.57
2026-05-05T13:26:00Z,58.05,38.93
2026-05-05T13:27:00Z,61.93,37.25
2026-05-05T13:28:00Z,70.35,32.00
2026-05-05T13:29:00Z,73.61,28.23
2026-05-05T13:30:00Z,74.00,28.00
2026-05-05T13:31:00Z,74.53,26.89
2026-05-05T13:32:00Z,81.68,19.00
2026-05-05T13:33:00Z,78.78,20.77
2026-05-05T13:34:00Z,78.01,22.13
2026-05-05T13:35:00Z,80.34,19.36
2026-05-05T13:36:00Z,80.95,24.26
2026-05-05T13:37:00Z,89.44,10.89
2026-05-05T13:38:00Z,91.08,10.41
2026-05-05T13:39:00Z,89.55,11.00
2026-05-05T13:40:00Z,91.35,11.46
2026-05-05T13:41:00Z,92.98,9.00
2026-05-05T13:42:00Z,93.11,7.93
2026-05-05T13:43:00Z,93.75,7.43
2026-05-05T13:44:00Z,94.83,5.84
2026-05-05T13:45:00Z,93.36,7.10
2026-05-05T13:46:00Z,92.48,8.40
2026-05-05T13:47:00Z,90.99,9.64
2026-05-05T13:48:00Z,87.79,11.32
2026-05-05T13:49:00Z,91.11,10.34
2026-05-05T13:50:00Z,93.67,5.34
2026-05-05T13:51:00Z,93.83,5.34
2026-05-05T13:52:00Z,95.98,5.14
2026-05-05T13:53:00Z,97.15,3.46
2026-05-05T13:54:00Z,96.92,2.92
2026-05-05T13:55:00Z,98.52,1.10
2026-05-05T13:56:00Z,99.00,1.00
2026-05-05T13:57:00Z,98.81,1.00
