# event_ticker=KXATPMATCH-25NOV04HANIVA
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Yannick Hanfmann
# fav_player=Ivan Ivanov
# dog_player=Yannick Hanfmann
# kalshi_date=2025-11-04
timestamp,Ivan Ivanov,Yannick Hanfmann
2025-11-04T01:27:00Z,9.00,
2025-11-04T01:56:00Z,9.00,
2025-11-04T02:04:00Z,9.00,92.00
2025-11-04T03:08:00Z,9.00,92.00
2025-11-04T03:43:00Z,9.00,92.00
2025-11-04T03:50:00Z,9.00,92.00
2025-11-04T03:51:00Z,9.00,92.00
2025-11-04T03:52:00Z,9.00,92.00
2025-11-04T03:59:00Z,9.00,92.00
2025-11-04T04:01:00Z,8.00,92.00
2025-11-04T04:04:00Z,9.00,92.00
2025-11-04T04:12:00Z,9.00,92.00
2025-11-04T04:13:00Z,9.00,92.00
2025-11-04T04:17:00Z,9.00,92.00
2025-11-04T04:18:00Z,9.00,92.00
2025-11-04T04:20:00Z,9.00,92.00
2025-11-04T04:22:00Z,9.00,92.00
2025-11-04T04:26:00Z,9.00,92.00
2025-11-04T04:41:00Z,9.00,92.00
2025-11-04T04:43:00Z,9.00,92.00
2025-11-04T04:47:00Z,9.00,92.00
2025-11-04T04:51:00Z,9.00,92.00
2025-11-04T04:55:00Z,9.00,92.00
2025-11-04T04:59:00Z,9.00,92.00
2025-11-04T05:00:00Z,9.00,92.00
2025-11-04T05:10:00Z,9.00,92.00
2025-11-04T05:15:00Z,9.00,92.00
2025-11-04T05:17:00Z,9.00,92.00
2025-11-04T05:25:00Z,9.00,92.00
2025-11-04T05:27:00Z,9.00,92.00
2025-11-04T05:31:00Z,9.00,92.00
2025-11-04T05:32:00Z,9.00,92.00
2025-11-04T05:33:00Z,9.00,92.00
2025-11-04T05:38:00Z,9.00,92.00
2025-11-04T05:39:00Z,9.00,92.00
2025-11-04T05:40:00Z,9.00,92.00
2025-11-04T05:42:00Z,9.00,92.00
2025-11-04T05:43:00Z,9.00,92.00
2025-11-04T05:45:00Z,9.00,92.00
2025-11-04T05:46:00Z,9.00,92.00
2025-11-04T05:48:00Z,9.00,92.00
2025-11-04T05:50:00Z,9.00,92.00
2025-11-04T05:52:00Z,9.00,92.00
2025-11-04T05:53:00Z,9.00,92.00
2025-11-04T05:55:00Z,9.00,92.00
2025-11-04T05:56:00Z,9.00,92.00
2025-11-04T05:57:00Z,9.00,92.00
2025-11-04T05:58:00Z,9.00,92.00
2025-11-04T06:00:00Z,9.00,92.00
2025-11-04T06:01:00Z,9.00,92.00
2025-11-04T06:02:00Z,9.00,92.00
2025-11-04T06:03:00Z,9.00,92.00
2025-11-04T06:04:00Z,9.00,92.00
2025-11-04T06:05:00Z,9.00,92.13
2025-11-04T06:07:00Z,9.00,92.13
2025-11-04T06:10:00Z,9.00,92.13
2025-11-04T06:12:00Z,9.00,92.13
2025-11-04T06:13:00Z,9.00,92.13
2025-11-04T06:14:00Z,9.00,92.85
2025-11-04T06:16:00Z,9.00,92.85
2025-11-04T06:18:00Z,9.00,92.85
2025-11-04T06:19:00Z,9.00,91.00
2025-11-04T06:20:00Z,9.00,91.00
2025-11-04T06:21:00Z,9.00,91.00
2025-11-04T06:22:00Z,9.00,91.00
2025-11-04T06:23:00Z,9.00,91.00
2025-11-04T06:24:00Z,9.00,91.00
2025-11-04T06:25:00Z,9.00,91.00
2025-11-04T06:27:00Z,9.00,91.00
2025-11-04T06:29:00Z,9.00,91.00
2025-11-04T06:33:00Z,9.00,91.00
2025-11-04T06:34:00Z,9.00,91.00
2025-11-04T06:36:00Z,9.00,92.00
2025-11-04T06:37:00Z,9.00,92.00
2025-11-04T06:43:00Z,9.00,92.00
2025-11-04T06:46:00Z,9.00,91.04
2025-11-04T06:47:00Z,9.00,91.04
2025-11-04T06:49:00Z,9.08,91.04
