# event_ticker=KXATPMATCH-26APR05BAEWAW
# final_score=7-5 7-5
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Stan Wawrinka
# kalshi_date=2026-04-05
timestamp,Sebastian Baez,Stan Wawrinka
2026-04-05T23:18:00Z,69.00,
2026-04-05T23:19:00Z,69.00,
2026-04-05T23:35:00Z,69.00,
2026-04-05T23:46:00Z,69.00,33.00
2026-04-05T23:58:00Z,69.00,33.00
2026-04-06T00:02:00Z,69.00,33.00
2026-04-06T00:12:00Z,69.00,33.00
2026-04-06T00:13:00Z,69.00,33.00
2026-04-06T00:16:00Z,69.00,33.00
2026-04-06T00:21:00Z,68.00,33.00
2026-04-06T00:22:00Z,68.00,33.00
2026-04-06T00:27:00Z,68.00,33.00
2026-04-06T00:38:00Z,68.00,33.00
2026-04-06T00:40:00Z,69.00,33.00
2026-04-06T00:48:00Z,69.00,33.00
2026-04-06T00:53:00Z,69.00,33.00
2026-04-06T00:57:00Z,68.00,33.00
2026-04-06T00:58:00Z,68.00,33.03
2026-04-06T01:01:00Z,69.00,33.03
2026-04-06T01:05:00Z,69.00,33.00
2026-04-06T01:06:00Z,69.00,33.00
2026-04-06T01:10:00Z,69.00,33.00
2026-04-06T01:15:00Z,69.00,33.00
2026-04-06T01:18:00Z,69.00,33.00
2026-04-06T01:19:00Z,68.00,34.00
2026-04-06T01:22:00Z,68.00,33.00
2026-04-06T01:26:00Z,68.00,33.00
2026-04-06T01:30:00Z,68.00,34.00
2026-04-06T01:39:00Z,68.00,34.00
2026-04-06T01:45:00Z,68.00,34.00
2026-04-06T01:47:00Z,68.00,34.00
2026-04-06T01:48:00Z,68.00,34.00
2026-04-06T01:52:00Z,68.00,34.00
2026-04-06T01:55:00Z,68.00,34.00
2026-04-06T01:56:00Z,68.00,34.00
2026-04-06T01:57:00Z,68.00,34.00
2026-04-06T02:06:00Z,68.00,34.00
2026-04-06T02:08:00Z,68.00,34.00
2026-04-06T02:11:00Z,68.00,34.00
2026-04-06T02:12:00Z,68.00,34.00
2026-04-06T02:29:00Z,68.00,34.00
2026-04-06T02:30:00Z,68.00,34.00
2026-04-06T02:33:00Z,68.00,34.00
2026-04-06T02:34:00Z,68.00,34.00
2026-04-06T02:41:00Z,68.00,34.00
2026-04-06T02:49:00Z,68.00,34.00
2026-04-06T02:59:00Z,68.00,34.00
2026-04-06T03:02:00Z,68.00,34.00
2026-04-06T03:05:00Z,68.00,34.00
2026-04-06T03:08:00Z,68.00,34.00
2026-04-06T03:12:00Z,68.00,34.00
2026-04-06T03:13:00Z,68.00,34.00
2026-04-06T03:16:00Z,68.00,34.00
2026-04-06T03:24:00Z,68.00,34.00
2026-04-06T03:25:00Z,68.00,34.00
2026-04-06T03:37:00Z,68.00,32.15
2026-04-06T03:39:00Z,68.00,34.00
2026-04-06T03:40:00Z,68.00,34.00
2026-04-06T03:43:00Z,68.00,34.00
2026-04-06T03:44:00Z,68.00,34.00
2026-04-06T03:46:00Z,68.00,34.00
2026-04-06T03:47:00Z,68.00,34.00
2026-04-06T03:48:00Z,68.00,34.00
2026-04-06T03:51:00Z,68.00,34.00
2026-04-06T03:52:00Z,67.00,34.00
2026-04-06T03:53:00Z,68.00,34.00
2026-04-06T03:57:00Z,67.00,34.00
2026-04-06T03:58:00Z,68.00,34.00
2026-04-06T04:02:00Z,68.00,34.00
2026-04-06T04:05:00Z,68.00,34.00
2026-04-06T04:12:00Z,68.00,33.00
2026-04-06T04:17:00Z,68.00,33.00
2026-04-06T04:20:00Z,69.00,33.00
2026-04-06T04:21:00Z,69.00,33.00
2026-04-06T04:24:00Z,69.00,33.00
2026-04-06T04:44:00Z,69.00,33.00
2026-04-06T04:46:00Z,69.00,33.00
2026-04-06T04:48:00Z,69.00,33.00
2026-04-06T04:53:00Z,69.00,33.00
2026-04-06T04:54:00Z,69.00,33.00
2026-04-06T04:56:00Z,69.00,33.00
2026-04-06T04:57:00Z,67.00,33.00
2026-04-06T04:58:00Z,68.39,33.00
2026-04-06T04:59:00Z,68.39,33.00
2026-04-06T05:02:00Z,68.39,34.00
2026-04-06T05:03:00Z,68.00,34.00
2026-04-06T05:05:00Z,68.00,34.00
2026-04-06T05:06:00Z,68.00,34.00
2026-04-06T05:07:00Z,68.00,34.00
2026-04-06T05:08:00Z,68.00,34.00
2026-04-06T05:11:00Z,68.00,34.00
2026-04-06T05:13:00Z,68.00,34.00
2026-04-06T05:14:00Z,68.00,34.00
