# event_ticker=KXATPMATCH-26MAR06BAELEH
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sebastian Baez
# fav_player=Jiri Lehecka
# dog_player=Sebastian Baez
# kalshi_date=2026-03-06
timestamp,Jiri Lehecka,Sebastian Baez
2026-03-07T15:47:00Z,70.00,
2026-03-07T15:54:00Z,70.00,
2026-03-07T15:59:00Z,70.00,33.00
2026-03-07T16:06:00Z,70.00,33.00
2026-03-07T16:14:00Z,70.00,33.00
2026-03-07T16:18:00Z,70.00,33.00
2026-03-07T16:22:00Z,70.00,33.00
2026-03-07T16:31:00Z,70.00,33.00
2026-03-07T16:55:00Z,70.00,33.00
2026-03-07T16:58:00Z,70.00,33.00
2026-03-07T17:09:00Z,70.00,33.00
2026-03-07T17:21:00Z,70.00,33.00
2026-03-07T17:29:00Z,69.00,33.00
2026-03-07T17:36:00Z,69.00,33.00
2026-03-07T17:45:00Z,70.00,33.00
2026-03-07T17:47:00Z,70.00,33.00
2026-03-07T18:06:00Z,70.00,33.00
2026-03-07T18:13:00Z,70.00,33.00
2026-03-07T18:20:00Z,70.00,33.00
2026-03-07T18:24:00Z,70.00,33.00
2026-03-07T18:34:00Z,70.00,33.00
2026-03-07T18:38:00Z,69.00,33.00
2026-03-07T18:49:00Z,70.00,33.00
2026-03-07T18:57:00Z,70.00,33.00
2026-03-07T19:00:00Z,70.00,33.00
2026-03-07T19:07:00Z,69.05,32.66
2026-03-07T19:33:00Z,70.00,32.66
2026-03-07T19:59:00Z,69.00,33.00
2026-03-07T20:13:00Z,69.00,33.00
2026-03-07T20:18:00Z,70.00,32.00
2026-03-07T20:45:00Z,70.00,33.00
2026-03-07T20:51:00Z,69.00,33.00
2026-03-07T20:54:00Z,69.00,33.00
2026-03-07T20:56:00Z,69.00,32.00
2026-03-07T21:00:00Z,69.00,33.00
2026-03-07T21:08:00Z,70.00,33.00
2026-03-07T21:34:00Z,70.00,33.00
2026-03-07T21:45:00Z,70.00,33.00
2026-03-07T21:51:00Z,70.00,33.00
2026-03-07T21:52:00Z,70.00,33.00
2026-03-07T21:58:00Z,70.00,33.00
2026-03-07T22:19:00Z,70.00,33.00
2026-03-07T22:21:00Z,70.00,33.00
2026-03-07T22:28:00Z,70.00,33.00
2026-03-07T22:43:00Z,70.00,33.53
2026-03-07T22:50:00Z,69.00,33.00
2026-03-07T22:56:00Z,69.00,33.00
2026-03-07T22:57:00Z,70.00,33.00
2026-03-07T23:00:00Z,70.00,33.00
2026-03-07T23:18:00Z,69.00,33.00
2026-03-07T23:30:00Z,69.00,33.00
2026-03-07T23:33:00Z,69.00,33.00
2026-03-07T23:34:00Z,69.00,33.21
2026-03-07T23:36:00Z,70.00,33.21
2026-03-07T23:38:00Z,70.00,32.00
2026-03-07T23:44:00Z,69.00,32.00
2026-03-07T23:46:00Z,69.00,33.00
2026-03-07T23:47:00Z,69.00,33.24
2026-03-07T23:48:00Z,69.00,33.82
2026-03-07T23:51:00Z,70.00,33.82
2026-03-07T23:53:00Z,70.00,33.82
2026-03-07T23:56:00Z,69.00,33.00
2026-03-07T23:58:00Z,69.00,33.97
2026-03-08T00:00:00Z,69.00,33.00
2026-03-08T00:01:00Z,69.00,33.76
2026-03-08T00:02:00Z,68.00,33.76
2026-03-08T00:03:00Z,68.00,34.00
2026-03-08T00:18:00Z,68.00,34.00
2026-03-08T00:21:00Z,68.00,34.00
2026-03-08T00:28:00Z,68.00,34.00
2026-03-08T00:29:00Z,68.00,34.00
2026-03-08T00:31:00Z,68.00,34.00
2026-03-08T00:32:00Z,68.00,34.00
2026-03-08T00:35:00Z,67.00,34.00
2026-03-08T00:39:00Z,67.00,34.00
2026-03-08T00:45:00Z,67.00,34.00
2026-03-08T00:49:00Z,67.00,34.00
2026-03-08T00:51:00Z,67.00,34.00
2026-03-08T00:57:00Z,67.00,34.00
2026-03-08T00:58:00Z,67.00,34.00
2026-03-08T01:00:00Z,67.00,34.00
2026-03-08T01:02:00Z,67.00,34.00
2026-03-08T01:03:00Z,67.00,34.00
2026-03-08T01:20:00Z,67.00,34.00
2026-03-08T01:26:00Z,67.00,34.00
2026-03-08T01:27:00Z,67.00,34.00
2026-03-08T01:28:00Z,68.00,34.00
2026-03-08T01:36:00Z,68.00,32.00
2026-03-08T01:37:00Z,68.00,31.00
2026-03-08T01:47:00Z,68.00,31.00
2026-03-08T01:48:00Z,68.00,33.73
2026-03-08T01:52:00Z,68.00,34.00
2026-03-08T01:55:00Z,68.00,34.00
2026-03-08T01:57:00Z,68.00,34.00
2026-03-08T01:59:00Z,68.00,34.00
2026-03-08T02:00:00Z,68.00,34.00
2026-03-08T02:01:00Z,68.00,34.00
2026-03-08T02:02:00Z,68.00,34.00
2026-03-08T02:03:00Z,68.00,34.00
2026-03-08T02:06:00Z,68.00,34.00
2026-03-08T02:07:00Z,68.00,34.00
2026-03-08T02:08:00Z,68.00,34.00
2026-03-08T02:09:00Z,67.96,34.00
2026-03-08T02:10:00Z,67.96,34.00
2026-03-08T02:11:00Z,68.00,34.00
2026-03-08T02:12:00Z,68.00,34.00
2026-03-08T02:13:00Z,68.00,33.79
2026-03-08T02:14:00Z,68.00,33.79
2026-03-08T02:15:00Z,68.00,34.00
2026-03-08T02:16:00Z,68.00,34.00
2026-03-08T02:17:00Z,68.00,34.00
2026-03-08T02:18:00Z,68.00,34.00
2026-03-08T02:20:00Z,68.00,34.00
2026-03-08T02:21:00Z,68.00,34.00
2026-03-08T02:22:00Z,68.00,34.00
2026-03-08T02:23:00Z,68.00,34.00
2026-03-08T02:24:00Z,68.00,34.00
2026-03-08T02:25:00Z,68.00,34.00
2026-03-08T02:26:00Z,68.00,34.00
2026-03-08T02:27:00Z,67.57,34.00
2026-03-08T02:28:00Z,68.00,34.00
2026-03-08T02:29:00Z,68.00,34.00
2026-03-08T02:30:00Z,68.00,34.00
2026-03-08T02:31:00Z,68.00,34.00
2026-03-08T02:32:00Z,68.00,34.00
2026-03-08T02:33:00Z,68.00,34.00
2026-03-08T02:38:00Z,67.65,34.00
2026-03-08T02:42:00Z,68.00,34.00
2026-03-08T02:44:00Z,68.00,34.00
2026-03-08T02:47:00Z,68.00,34.00
2026-03-08T02:48:00Z,67.98,32.94
2026-03-08T02:49:00Z,68.00,32.94
2026-03-08T02:50:00Z,68.00,32.94
2026-03-08T02:51:00Z,68.00,34.00
2026-03-08T02:52:00Z,68.00,34.00
2026-03-08T02:53:00Z,68.00,34.00
2026-03-08T02:54:00Z,68.00,33.81
2026-03-08T02:56:00Z,68.00,33.00
2026-03-08T02:57:00Z,68.00,32.00
2026-03-08T02:58:00Z,67.47,33.00
2026-03-08T02:59:00Z,68.00,33.00
2026-03-08T03:01:00Z,68.00,33.97
2026-03-08T03:02:00Z,68.00,33.97
2026-03-08T03:03:00Z,68.00,33.97
2026-03-08T03:05:00Z,68.00,34.00
2026-03-08T03:06:00Z,67.23,34.00
2026-03-08T03:07:00Z,67.23,34.00
2026-03-08T03:09:00Z,68.00,34.00
2026-03-08T03:10:00Z,68.00,34.00
2026-03-08T03:12:00Z,68.00,31.36
