# event_ticker=KXATPMATCH-25JUL25UGODAR
# final_score=7-6(6) 6-3
# score_resolution=7-6 6-3
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-07-25
timestamp,Luciano Darderi,Camilo Ugo Carabelli
2025-07-25T15:56:00Z,74.00,28.00
2025-07-25T15:57:00Z,74.00,28.00
2025-07-25T15:58:00Z,74.00,28.00
2025-07-25T16:05:00Z,74.00,28.00
2025-07-25T16:06:00Z,74.00,28.00
2025-07-25T16:07:00Z,74.00,28.00
2025-07-25T16:13:00Z,74.00,28.00
2025-07-25T16:17:00Z,74.00,28.00
2025-07-25T16:18:00Z,74.00,28.00
2025-07-25T16:24:00Z,73.00,28.00
2025-07-25T16:26:00Z,72.00,28.00
2025-07-25T16:28:00Z,72.00,29.00
2025-07-25T16:29:00Z,72.00,29.00
2025-07-25T16:31:00Z,72.81,30.00
2025-07-25T16:32:00Z,72.81,30.00
2025-07-25T16:33:00Z,73.00,30.00
2025-07-25T16:34:00Z,73.00,29.32
2025-07-25T16:35:00Z,73.00,30.00
2025-07-25T16:36:00Z,73.00,29.81
2025-07-25T16:38:00Z,72.00,31.00
2025-07-25T16:39:00Z,72.00,31.00
2025-07-25T16:40:00Z,72.00,31.00
2025-07-25T16:41:00Z,72.00,31.00
2025-07-25T16:42:00Z,67.39,33.89
2025-07-25T16:43:00Z,67.39,36.58
2025-07-25T16:44:00Z,63.49,37.67
2025-07-25T16:45:00Z,68.58,34.80
2025-07-25T16:46:00Z,69.70,33.00
2025-07-25T16:47:00Z,72.20,28.97
2025-07-25T16:48:00Z,75.92,27.00
2025-07-25T16:49:00Z,70.00,32.46
2025-07-25T16:50:00Z,73.72,31.00
2025-07-25T16:51:00Z,73.72,35.55
2025-07-25T16:52:00Z,68.00,36.07
2025-07-25T16:53:00Z,69.19,36.37
2025-07-25T16:54:00Z,69.19,28.00
2025-07-25T16:55:00Z,74.99,28.24
2025-07-25T16:56:00Z,77.95,23.00
2025-07-25T16:57:00Z,77.95,24.08
2025-07-25T16:58:00Z,74.00,31.00
2025-07-25T16:59:00Z,74.00,30.00
2025-07-25T17:00:00Z,74.00,36.00
2025-07-25T17:01:00Z,74.00,33.39
2025-07-25T17:02:00Z,68.39,32.04
2025-07-25T17:03:00Z,68.39,33.82
2025-07-25T17:04:00Z,68.39,29.73
2025-07-25T17:05:00Z,68.39,25.00
2025-07-25T17:06:00Z,68.39,30.00
2025-07-25T17:07:00Z,68.39,30.22
2025-07-25T17:08:00Z,68.39,33.17
2025-07-25T17:09:00Z,69.00,33.85
2025-07-25T17:10:00Z,69.00,34.00
2025-07-25T17:11:00Z,71.00,31.36
2025-07-25T17:12:00Z,70.96,29.47
2025-07-25T17:13:00Z,69.00,33.86
2025-07-25T17:14:00Z,67.41,37.09
2025-07-25T17:15:00Z,68.27,33.11
2025-07-25T17:16:00Z,69.00,33.00
2025-07-25T17:17:00Z,69.00,31.53
2025-07-25T17:18:00Z,69.00,31.11
2025-07-25T17:19:00Z,74.36,30.79
2025-07-25T17:20:00Z,71.09,32.24
2025-07-25T17:21:00Z,71.09,32.60
2025-07-25T17:22:00Z,68.15,36.26
2025-07-25T17:23:00Z,65.00,37.73
2025-07-25T17:24:00Z,67.55,33.21
2025-07-25T17:25:00Z,69.00,33.21
2025-07-25T17:26:00Z,70.85,36.46
2025-07-25T17:27:00Z,70.05,30.39
2025-07-25T17:28:00Z,61.00,35.58
2025-07-25T17:29:00Z,66.09,34.44
2025-07-25T17:30:00Z,69.46,31.25
2025-07-25T17:31:00Z,70.70,27.79
2025-07-25T17:32:00Z,67.29,36.66
2025-07-25T17:33:00Z,66.07,34.72
2025-07-25T17:34:00Z,61.25,37.02
2025-07-25T17:35:00Z,62.30,37.18
2025-07-25T17:36:00Z,75.59,25.58
2025-07-25T17:37:00Z,81.61,17.41
2025-07-25T17:38:00Z,86.77,9.19
2025-07-25T17:39:00Z,86.00,12.55
2025-07-25T17:40:00Z,86.43,14.10
2025-07-25T17:41:00Z,87.83,11.00
2025-07-25T17:42:00Z,90.46,11.72
2025-07-25T17:43:00Z,88.29,11.00
2025-07-25T17:44:00Z,93.35,9.44
2025-07-25T17:45:00Z,93.99,6.57
2025-07-25T17:46:00Z,92.67,5.85
2025-07-25T17:47:00Z,92.67,10.48
2025-07-25T17:48:00Z,92.25,12.00
2025-07-25T17:49:00Z,94.49,8.52
2025-07-25T17:50:00Z,90.90,11.96
2025-07-25T17:51:00Z,90.91,14.09
2025-07-25T17:52:00Z,87.60,13.22
2025-07-25T17:53:00Z,87.60,16.95
2025-07-25T17:54:00Z,91.00,15.00
2025-07-25T17:55:00Z,91.00,15.00
2025-07-25T17:56:00Z,91.00,10.02
2025-07-25T17:57:00Z,91.00,11.29
2025-07-25T17:58:00Z,91.00,12.89
2025-07-25T17:59:00Z,91.00,13.00
2025-07-25T18:00:00Z,91.31,12.29
2025-07-25T18:01:00Z,93.93,10.00
2025-07-25T18:02:00Z,96.10,10.95
2025-07-25T18:03:00Z,98.00,2.33
2025-07-25T18:04:00Z,98.00,2.04
2025-07-25T18:05:00Z,98.00,2.00
2025-07-25T18:06:00Z,98.00,2.00
2025-07-25T18:07:00Z,98.00,2.37
2025-07-25T18:08:00Z,97.08,2.00
2025-07-25T18:09:00Z,97.01,3.00
2025-07-25T18:10:00Z,97.02,3.84
2025-07-25T18:11:00Z,97.19,5.00
2025-07-25T18:12:00Z,97.53,3.42
2025-07-25T18:13:00Z,95.08,5.30
2025-07-25T18:14:00Z,96.02,4.31
2025-07-25T18:15:00Z,96.00,6.41
2025-07-25T18:16:00Z,97.71,2.30
2025-07-25T18:17:00Z,97.71,1.14
2025-07-25T18:18:00Z,99.00,1.14
2025-07-25T18:19:00Z,99.00,2.00
2025-07-25T18:20:00Z,99.00,1.47
2025-07-25T18:21:00Z,99.00,1.63
2025-07-25T18:22:00Z,98.61,2.06
2025-07-25T18:23:00Z,98.07,2.06
2025-07-25T18:24:00Z,98.00,2.06
2025-07-25T18:28:00Z,99.00,2.06
2025-07-25T18:30:00Z,99.00,2.06
