# event_ticker=KXATPMATCH-25NOV04KORDZU
# final_score=4-6 6-3 6-3
# score_resolution=6-4 3-6 3-6
# match_winner=Sebastian Korda
# fav_player=Damir Dzumhur
# dog_player=Sebastian Korda
# kalshi_date=2025-11-04
timestamp,Damir Dzumhur,Sebastian Korda
2025-11-04T03:48:00Z,,76.00
2025-11-04T03:55:00Z,26.00,76.00
2025-11-04T04:00:00Z,26.00,76.00
2025-11-04T04:01:00Z,26.00,76.00
2025-11-04T04:10:00Z,26.00,76.00
2025-11-04T04:12:00Z,26.00,76.00
2025-11-04T04:17:00Z,26.00,76.00
2025-11-04T04:21:00Z,26.00,76.00
2025-11-04T04:28:00Z,26.00,76.00
2025-11-04T04:39:00Z,26.00,76.00
2025-11-04T04:45:00Z,26.00,76.00
2025-11-04T04:50:00Z,26.00,76.00
2025-11-04T05:00:00Z,26.00,76.00
2025-11-04T05:03:00Z,26.00,75.00
2025-11-04T05:08:00Z,26.00,76.00
2025-11-04T05:13:00Z,26.00,75.00
2025-11-04T05:16:00Z,26.00,75.00
2025-11-04T05:26:00Z,26.00,75.00
2025-11-04T05:30:00Z,26.00,75.00
2025-11-04T05:48:00Z,26.00,75.00
2025-11-04T05:56:00Z,26.00,75.00
2025-11-04T05:57:00Z,26.00,75.00
2025-11-04T05:58:00Z,26.00,75.00
2025-11-04T06:00:00Z,26.00,75.00
2025-11-04T06:04:00Z,26.00,75.00
2025-11-04T06:05:00Z,26.00,75.00
2025-11-04T06:07:00Z,26.00,75.00
2025-11-04T06:12:00Z,26.00,75.00
2025-11-04T06:13:00Z,26.00,75.00
2025-11-04T06:21:00Z,26.00,75.00
2025-11-04T06:22:00Z,26.00,75.00
2025-11-04T06:23:00Z,26.00,75.00
2025-11-04T06:30:00Z,26.00,75.00
2025-11-04T06:31:00Z,26.00,75.00
2025-11-04T06:34:00Z,26.00,75.00
2025-11-04T06:41:00Z,26.00,75.00
2025-11-04T06:44:00Z,26.00,75.00
2025-11-04T06:54:00Z,26.00,75.00
2025-11-04T06:56:00Z,26.00,75.00
2025-11-04T07:01:00Z,26.00,75.00
2025-11-04T07:05:00Z,26.00,75.00
2025-11-04T07:07:00Z,26.00,75.00
2025-11-04T07:15:00Z,26.00,75.00
2025-11-04T07:17:00Z,26.00,75.00
2025-11-04T07:18:00Z,26.00,76.20
2025-11-04T07:19:00Z,26.00,77.00
2025-11-04T07:27:00Z,26.00,77.00
2025-11-04T07:41:00Z,26.00,77.00
2025-11-04T07:59:00Z,26.00,77.00
2025-11-04T08:10:00Z,26.00,76.00
2025-11-04T08:25:00Z,26.00,77.00
2025-11-04T08:35:00Z,26.00,77.00
2025-11-04T08:41:00Z,26.00,77.00
2025-11-04T08:52:00Z,26.00,77.00
2025-11-04T09:03:00Z,26.00,77.00
2025-11-04T09:04:00Z,26.00,77.00
2025-11-04T09:14:00Z,26.00,77.00
2025-11-04T09:21:00Z,26.00,77.00
2025-11-04T09:28:00Z,26.00,77.00
2025-11-04T09:43:00Z,26.00,77.00
2025-11-04T09:56:00Z,26.00,77.00
2025-11-04T10:04:00Z,26.00,77.00
2025-11-04T10:18:00Z,26.00,77.00
2025-11-04T10:21:00Z,26.00,77.00
2025-11-04T10:24:00Z,25.00,77.00
2025-11-04T10:28:00Z,25.00,77.00
2025-11-04T10:31:00Z,24.00,77.00
2025-11-04T10:37:00Z,24.00,77.00
2025-11-04T10:56:00Z,24.00,77.00
2025-11-04T11:07:00Z,24.00,77.00
2025-11-04T11:15:00Z,24.00,77.00
2025-11-04T11:30:00Z,24.00,77.00
2025-11-04T11:57:00Z,24.00,77.00
2025-11-04T12:06:00Z,24.00,77.00
2025-11-04T12:07:00Z,24.00,77.00
2025-11-04T12:08:00Z,24.00,77.00
2025-11-04T12:15:00Z,24.00,77.00
2025-11-04T12:29:00Z,24.00,77.00
2025-11-04T12:40:00Z,24.00,78.00
2025-11-04T12:43:00Z,24.00,78.00
2025-11-04T12:53:00Z,24.00,78.00
2025-11-04T12:59:00Z,24.00,78.00
2025-11-04T13:00:00Z,24.00,78.00
2025-11-04T13:02:00Z,24.00,78.00
2025-11-04T13:05:00Z,24.00,78.00
2025-11-04T13:06:00Z,24.00,78.00
2025-11-04T13:09:00Z,24.00,78.00
2025-11-04T13:17:00Z,24.00,78.00
2025-11-04T13:18:00Z,24.00,78.00
2025-11-04T13:21:00Z,24.00,78.00
2025-11-04T13:22:00Z,24.00,78.00
2025-11-04T13:28:00Z,24.00,78.00
2025-11-04T13:34:00Z,24.00,77.94
2025-11-04T13:37:00Z,24.00,77.94
2025-11-04T13:39:00Z,24.00,78.00
2025-11-04T13:42:00Z,24.00,78.00
2025-11-04T13:48:00Z,24.00,78.00
2025-11-04T13:49:00Z,24.00,78.00
2025-11-04T13:50:00Z,24.00,78.00
2025-11-04T13:51:00Z,24.00,78.00
2025-11-04T13:54:00Z,24.00,78.00
2025-11-04T13:55:00Z,24.00,78.00
2025-11-04T13:59:00Z,24.00,78.00
2025-11-04T14:00:00Z,24.00,78.00
2025-11-04T14:03:00Z,24.00,78.00
2025-11-04T14:04:00Z,24.00,78.00
2025-11-04T14:10:00Z,24.00,78.00
2025-11-04T14:14:00Z,24.00,78.00
2025-11-04T14:15:00Z,24.00,78.00
2025-11-04T14:18:00Z,24.00,78.00
2025-11-04T14:19:00Z,24.00,78.00
2025-11-04T14:34:00Z,24.00,78.00
2025-11-04T14:37:00Z,24.00,78.00
2025-11-04T14:39:00Z,24.00,78.00
2025-11-04T14:40:00Z,24.00,78.00
2025-11-04T14:53:00Z,24.00,78.00
2025-11-04T14:58:00Z,24.00,78.00
2025-11-04T14:59:00Z,24.00,78.00
2025-11-04T15:00:00Z,24.00,78.00
2025-11-04T15:01:00Z,24.00,78.00
2025-11-04T15:02:00Z,24.00,78.00
2025-11-04T15:03:00Z,24.00,78.00
2025-11-04T15:08:00Z,24.00,78.00
2025-11-04T15:11:00Z,24.00,78.00
2025-11-04T15:13:00Z,24.00,78.00
2025-11-04T15:15:00Z,24.00,77.00
2025-11-04T15:17:00Z,24.00,77.00
2025-11-04T15:18:00Z,24.00,77.00
2025-11-04T15:19:00Z,25.00,74.18
2025-11-04T15:20:00Z,24.31,76.03
2025-11-04T15:21:00Z,31.75,69.78
2025-11-04T15:22:00Z,31.95,67.11
2025-11-04T15:23:00Z,39.47,61.49
2025-11-04T15:24:00Z,42.45,59.01
2025-11-04T15:25:00Z,42.17,63.24
2025-11-04T15:26:00Z,44.22,59.93
2025-11-04T15:27:00Z,35.99,62.66
2025-11-04T15:28:00Z,37.84,62.85
2025-11-04T15:29:00Z,41.00,60.55
2025-11-04T15:30:00Z,42.26,60.31
2025-11-04T15:31:00Z,42.03,60.62
2025-11-04T15:32:00Z,41.79,62.00
2025-11-04T15:33:00Z,38.21,62.51
2025-11-04T15:34:00Z,38.00,62.15
2025-11-04T15:35:00Z,38.30,61.23
2025-11-04T15:36:00Z,39.46,57.72
2025-11-04T15:37:00Z,42.99,58.37
2025-11-04T15:38:00Z,41.61,59.87
2025-11-04T15:39:00Z,39.28,60.70
2025-11-04T15:40:00Z,40.00,61.82
2025-11-04T15:41:00Z,45.32,61.46
2025-11-04T15:42:00Z,45.64,53.01
2025-11-04T15:43:00Z,47.39,53.01
2025-11-04T15:44:00Z,46.47,54.42
2025-11-04T15:45:00Z,38.56,67.08
2025-11-04T15:46:00Z,34.16,64.66
2025-11-04T15:47:00Z,40.28,68.25
2025-11-04T15:48:00Z,42.82,58.43
2025-11-04T15:49:00Z,48.80,53.94
2025-11-04T15:50:00Z,45.39,53.53
2025-11-04T15:51:00Z,48.10,53.83
2025-11-04T15:52:00Z,48.00,53.06
2025-11-04T15:53:00Z,46.00,55.96
2025-11-04T15:54:00Z,45.20,56.00
2025-11-04T15:55:00Z,53.92,52.50
2025-11-04T15:56:00Z,50.77,49.66
2025-11-04T15:57:00Z,52.86,49.00
2025-11-04T15:58:00Z,50.56,49.34
2025-11-04T15:59:00Z,50.98,50.75
2025-11-04T16:00:00Z,50.54,51.21
2025-11-04T16:01:00Z,53.84,46.85
2025-11-04T16:02:00Z,58.88,40.96
2025-11-04T16:03:00Z,56.51,43.34
