# event_ticker=KXATPCHALLENGERMATCH-26JUN02MCCMAJ
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Kamil Majchrzak
# fav_player=James McCabe
# dog_player=Kamil Majchrzak
# kalshi_date=2026-06-02
timestamp,James McCabe,Kamil Majchrzak
2026-06-03T01:34:00Z,,63.00
2026-06-03T02:01:00Z,36.00,63.00
2026-06-03T02:25:00Z,36.00,65.00
2026-06-03T02:32:00Z,36.00,65.00
2026-06-03T02:38:00Z,36.00,65.00
2026-06-03T02:46:00Z,36.00,65.00
2026-06-03T02:50:00Z,36.00,65.00
2026-06-03T02:57:00Z,36.00,65.00
2026-06-03T03:10:00Z,36.00,65.00
2026-06-03T03:31:00Z,36.00,65.00
2026-06-03T03:32:00Z,36.00,65.00
2026-06-03T03:38:00Z,36.00,65.00
2026-06-03T03:59:00Z,36.00,65.00
2026-06-03T04:00:00Z,36.00,65.00
2026-06-03T04:06:00Z,36.00,65.00
2026-06-03T04:07:00Z,36.00,65.00
2026-06-03T04:32:00Z,35.00,65.00
2026-06-03T04:37:00Z,35.00,65.00
2026-06-03T04:45:00Z,35.00,65.00
2026-06-03T05:03:00Z,35.00,65.00
2026-06-03T05:12:00Z,35.00,65.00
2026-06-03T05:13:00Z,35.00,65.00
2026-06-03T05:37:00Z,35.00,65.00
2026-06-03T05:50:00Z,36.00,65.00
2026-06-03T05:55:00Z,36.00,65.00
2026-06-03T05:57:00Z,36.00,65.00
2026-06-03T06:06:00Z,36.00,65.00
2026-06-03T06:18:00Z,36.00,65.00
2026-06-03T06:19:00Z,36.00,65.00
2026-06-03T06:26:00Z,36.00,65.00
2026-06-03T06:41:00Z,36.00,65.00
2026-06-03T06:56:00Z,36.00,65.00
2026-06-03T07:14:00Z,36.00,65.00
2026-06-03T07:21:00Z,36.00,65.00
2026-06-03T07:25:00Z,36.00,65.00
2026-06-03T07:29:00Z,36.00,65.00
2026-06-03T07:53:00Z,36.00,65.00
2026-06-03T08:06:00Z,36.00,65.00
2026-06-03T08:11:00Z,36.00,65.00
2026-06-03T08:13:00Z,36.00,65.00
2026-06-03T08:31:00Z,36.00,65.00
2026-06-03T08:42:00Z,36.00,65.00
2026-06-03T08:43:00Z,36.00,65.00
2026-06-03T08:45:00Z,36.00,65.00
2026-06-03T08:46:00Z,36.00,65.00
2026-06-03T08:47:00Z,36.00,64.00
2026-06-03T08:50:00Z,36.00,65.00
2026-06-03T08:51:00Z,36.00,65.00
2026-06-03T08:53:00Z,36.00,65.00
2026-06-03T09:13:00Z,36.00,65.00
2026-06-03T09:17:00Z,36.00,65.00
2026-06-03T09:24:00Z,36.00,66.00
2026-06-03T09:35:00Z,36.00,65.00
2026-06-03T09:36:00Z,36.00,65.00
2026-06-03T09:38:00Z,37.00,65.00
2026-06-03T09:39:00Z,37.00,65.00
2026-06-03T09:41:00Z,37.00,64.00
2026-06-03T09:48:00Z,35.00,64.00
2026-06-03T09:52:00Z,35.00,62.00
2026-06-03T10:02:00Z,37.00,62.00
2026-06-03T10:03:00Z,37.00,65.00
2026-06-03T10:57:00Z,37.00,65.00
2026-06-03T11:08:00Z,37.00,65.00
2026-06-03T11:11:00Z,37.00,65.00
2026-06-03T11:30:00Z,37.00,61.00
2026-06-03T11:36:00Z,37.00,64.00
2026-06-03T11:47:00Z,37.00,61.00
2026-06-03T11:48:00Z,39.00,61.00
2026-06-03T12:14:00Z,39.00,61.00
2026-06-03T12:15:00Z,39.00,64.00
2026-06-03T12:20:00Z,38.00,64.00
2026-06-03T12:22:00Z,38.00,64.00
2026-06-03T12:24:00Z,38.00,64.00
2026-06-03T12:26:00Z,38.58,64.00
2026-06-03T12:28:00Z,34.31,65.99
2026-06-03T12:29:00Z,34.31,66.00
2026-06-03T12:30:00Z,35.49,66.00
2026-06-03T12:31:00Z,37.01,64.00
2026-06-03T12:32:00Z,38.00,63.35
2026-06-03T12:33:00Z,38.00,64.86
2026-06-03T12:34:00Z,36.18,64.91
2026-06-03T12:35:00Z,35.00,66.00
2026-06-03T12:36:00Z,35.00,65.38
2026-06-03T12:37:00Z,32.95,66.33
2026-06-03T12:38:00Z,32.77,69.35
2026-06-03T12:39:00Z,28.20,69.63
2026-06-03T12:40:00Z,33.17,66.89
2026-06-03T12:41:00Z,36.92,65.24
2026-06-03T12:42:00Z,38.64,61.13
2026-06-03T12:43:00Z,36.04,62.73
2026-06-03T12:44:00Z,41.60,60.78
2026-06-03T12:45:00Z,51.98,51.98
2026-06-03T12:46:00Z,55.00,44.00
2026-06-03T12:47:00Z,54.43,47.03
2026-06-03T12:48:00Z,50.62,48.12
2026-06-03T12:49:00Z,51.21,49.60
2026-06-03T12:50:00Z,52.20,48.23
2026-06-03T12:51:00Z,58.94,42.02
2026-06-03T12:52:00Z,57.84,42.95
2026-06-03T12:53:00Z,60.00,40.76
2026-06-03T12:54:00Z,58.58,42.13
2026-06-03T12:55:00Z,59.00,43.78
2026-06-03T12:56:00Z,58.15,43.73
2026-06-03T12:57:00Z,54.69,47.00
2026-06-03T12:58:00Z,54.69,47.62
2026-06-03T12:59:00Z,51.50,52.99
2026-06-03T13:00:00Z,51.50,45.17
2026-06-03T13:01:00Z,51.50,50.00
2026-06-03T13:02:00Z,51.50,47.40
2026-06-03T13:03:00Z,51.50,44.53
2026-06-03T13:05:00Z,52.00,49.00
2026-06-03T13:06:00Z,54.00,55.32
