# event_ticker=KXATPCHALLENGERMATCH-26JUN02MCCMAJ
# final_score=7-6(3) 6-3
# score_resolution=6-7 3-6
# match_winner=Kamil Majchrzak
# fav_player=James McCabe
# dog_player=Kamil Majchrzak
# kalshi_date=2026-06-02
timestamp,James McCabe,Kamil Majchrzak
2026-06-03T13:07:00Z,53.07,46.00
2026-06-03T13:08:00Z,51.84,46.00
2026-06-03T13:09:00Z,53.00,46.00
2026-06-03T13:10:00Z,53.00,46.00
2026-06-03T13:11:00Z,53.00,46.00
2026-06-03T13:13:00Z,53.00,43.19
2026-06-03T13:14:00Z,53.00,43.19
2026-06-03T13:16:00Z,47.00,44.00
2026-06-03T13:17:00Z,47.00,44.00
2026-06-03T13:20:00Z,47.00,44.00
2026-06-03T13:21:00Z,53.00,44.00
2026-06-03T13:22:00Z,53.00,44.00
2026-06-03T13:23:00Z,51.47,44.00
2026-06-03T13:25:00Z,54.00,44.00
2026-06-03T13:26:00Z,52.00,44.00
2026-06-03T13:28:00Z,51.23,44.00
2026-06-03T13:29:00Z,56.26,44.00
2026-06-03T13:32:00Z,53.03,41.84
2026-06-03T13:33:00Z,44.50,50.35
2026-06-03T13:34:00Z,32.06,67.99
2026-06-03T13:35:00Z,31.84,68.35
2026-06-03T13:36:00Z,31.00,70.86
2026-06-03T13:37:00Z,30.76,71.81
2026-06-03T13:38:00Z,28.36,74.69
2026-06-03T13:39:00Z,30.98,71.95
2026-06-03T13:40:00Z,30.21,69.00
2026-06-03T13:41:00Z,31.55,66.80
2026-06-03T13:42:00Z,25.02,74.43
2026-06-03T13:43:00Z,23.58,74.86
2026-06-03T13:44:00Z,22.35,78.95
2026-06-03T13:45:00Z,22.89,78.95
2026-06-03T13:46:00Z,22.00,78.23
2026-06-03T13:47:00Z,16.04,84.65
2026-06-03T13:48:00Z,15.00,86.79
2026-06-03T13:49:00Z,15.06,85.00
2026-06-03T13:50:00Z,16.17,85.00
2026-06-03T13:51:00Z,17.95,83.29
2026-06-03T13:52:00Z,19.21,81.06
2026-06-03T13:53:00Z,19.92,79.95
2026-06-03T13:54:00Z,25.62,77.17
2026-06-03T13:55:00Z,20.03,82.88
2026-06-03T13:56:00Z,16.69,84.70
2026-06-03T13:57:00Z,16.52,85.15
2026-06-03T13:58:00Z,13.75,87.46
2026-06-03T13:59:00Z,7.24,94.57
2026-06-03T14:00:00Z,6.97,94.66
2026-06-03T14:01:00Z,8.61,93.96
2026-06-03T14:02:00Z,11.53,90.60
2026-06-03T14:03:00Z,9.19,91.36
2026-06-03T14:04:00Z,6.74,94.83
2026-06-03T14:05:00Z,5.20,95.90
2026-06-03T14:06:00Z,5.97,95.00
2026-06-03T14:07:00Z,6.00,94.53
2026-06-03T14:08:00Z,5.16,94.26
2026-06-03T14:09:00Z,8.27,92.33
2026-06-03T14:10:00Z,4.22,95.91
2026-06-03T14:11:00Z,3.04,97.00
2026-06-03T14:12:00Z,1.64,98.05
2026-06-03T14:13:00Z,2.00,99.00
2026-06-03T14:14:00Z,1.00,99.00
2026-06-03T14:15:00Z,1.00,99.00
2026-06-03T14:16:00Z,1.00,99.00
2026-06-03T14:17:00Z,2.62,97.88
2026-06-03T14:18:00Z,2.30,98.00
2026-06-03T14:19:00Z,2.74,98.00
2026-06-03T14:20:00Z,3.00,98.00
2026-06-03T14:21:00Z,2.74,97.08
2026-06-03T14:22:00Z,3.00,96.86
2026-06-03T14:23:00Z,3.80,96.88
2026-06-03T14:24:00Z,3.19,95.35
2026-06-03T14:25:00Z,3.70,97.15
2026-06-03T14:26:00Z,1.19,98.70
