# event_ticker=KXATPMATCH-25NOV04COBSON
# final_score=2-6 6-3 7-5
# score_resolution=6-2 3-6 5-7
# match_winner=Lorenzo Sonego
# fav_player=Flavio Cobolli
# dog_player=Lorenzo Sonego
# kalshi_date=2025-11-04
timestamp,Flavio Cobolli,Lorenzo Sonego
2025-11-04T06:10:00Z,,46.00
2025-11-04T06:17:00Z,56.00,46.00
2025-11-04T06:19:00Z,56.00,46.00
2025-11-04T06:22:00Z,56.00,45.00
2025-11-04T06:23:00Z,56.00,45.00
2025-11-04T06:25:00Z,56.00,45.00
2025-11-04T06:27:00Z,56.00,45.00
2025-11-04T06:33:00Z,56.00,45.00
2025-11-04T06:47:00Z,56.85,45.00
2025-11-04T06:52:00Z,57.00,45.00
2025-11-04T06:55:00Z,57.00,45.00
2025-11-04T07:00:00Z,57.00,45.00
2025-11-04T07:01:00Z,57.00,44.00
2025-11-04T07:03:00Z,57.00,44.00
2025-11-04T07:07:00Z,54.17,44.00
2025-11-04T07:09:00Z,56.00,44.00
2025-11-04T07:19:00Z,56.00,44.00
2025-11-04T07:32:00Z,56.00,44.00
2025-11-04T07:40:00Z,56.00,44.00
2025-11-04T07:47:00Z,56.00,44.00
2025-11-04T08:23:00Z,56.00,44.23
2025-11-04T08:31:00Z,56.00,44.23
2025-11-04T08:49:00Z,56.00,45.00
2025-11-04T09:11:00Z,56.00,45.00
2025-11-04T09:15:00Z,56.00,45.00
2025-11-04T09:27:00Z,56.00,45.00
2025-11-04T09:43:00Z,56.00,45.76
2025-11-04T09:44:00Z,56.00,46.00
2025-11-04T10:04:00Z,56.00,46.00
2025-11-04T10:18:00Z,56.00,44.00
2025-11-04T10:21:00Z,56.00,44.00
2025-11-04T10:37:00Z,56.00,45.00
2025-11-04T11:26:00Z,56.00,45.00
2025-11-04T11:56:00Z,56.00,45.00
2025-11-04T12:21:00Z,56.00,45.00
2025-11-04T12:40:00Z,57.00,45.00
2025-11-04T13:10:00Z,57.00,45.00
2025-11-04T13:12:00Z,57.00,45.00
2025-11-04T13:25:00Z,57.00,45.00
2025-11-04T13:37:00Z,57.00,43.12
2025-11-04T13:38:00Z,57.00,43.12
2025-11-04T13:45:00Z,56.00,43.12
2025-11-04T14:12:00Z,57.00,43.12
2025-11-04T14:17:00Z,57.00,44.00
2025-11-04T14:28:00Z,56.00,44.00
2025-11-04T14:29:00Z,56.00,44.00
2025-11-04T14:35:00Z,56.00,45.00
2025-11-04T14:36:00Z,56.00,45.00
2025-11-04T14:38:00Z,56.00,45.00
2025-11-04T14:41:00Z,56.00,45.00
2025-11-04T14:44:00Z,56.00,45.00
2025-11-04T14:54:00Z,56.00,45.00
2025-11-04T14:55:00Z,56.00,45.00
2025-11-04T14:58:00Z,56.00,45.00
2025-11-04T15:05:00Z,56.00,44.39
2025-11-04T15:06:00Z,57.00,44.39
2025-11-04T15:11:00Z,57.00,44.39
2025-11-04T15:12:00Z,57.00,43.00
2025-11-04T15:15:00Z,57.00,43.00
2025-11-04T15:16:00Z,57.00,43.00
2025-11-04T15:17:00Z,57.00,44.00
2025-11-04T15:19:00Z,57.00,44.00
2025-11-04T15:20:00Z,57.00,44.00
2025-11-04T15:22:00Z,57.00,44.67
2025-11-04T15:27:00Z,57.00,44.67
2025-11-04T15:28:00Z,57.00,44.67
2025-11-04T15:29:00Z,57.00,46.00
2025-11-04T15:30:00Z,57.00,46.00
2025-11-04T15:31:00Z,57.00,46.00
2025-11-04T15:34:00Z,57.00,46.00
2025-11-04T15:38:00Z,57.00,46.00
2025-11-04T15:42:00Z,57.00,46.00
2025-11-04T15:45:00Z,57.00,46.00
2025-11-04T15:48:00Z,57.00,46.00
2025-11-04T15:50:00Z,57.00,46.00
2025-11-04T15:54:00Z,57.00,46.00
2025-11-04T15:55:00Z,57.00,45.00
2025-11-04T15:56:00Z,57.00,45.00
2025-11-04T15:57:00Z,57.00,45.00
2025-11-04T15:58:00Z,57.00,45.00
2025-11-04T15:59:00Z,57.00,45.00
2025-11-04T16:01:00Z,57.00,45.00
2025-11-04T16:04:00Z,57.00,45.00
2025-11-04T16:06:00Z,57.00,45.00
2025-11-04T16:07:00Z,57.00,45.00
2025-11-04T16:08:00Z,57.00,45.00
2025-11-04T16:09:00Z,57.00,45.00
2025-11-04T16:10:00Z,57.00,45.00
2025-11-04T16:11:00Z,57.00,45.00
2025-11-04T16:17:00Z,57.00,45.00
2025-11-04T16:20:00Z,57.00,45.00
2025-11-04T16:24:00Z,57.00,45.00
2025-11-04T16:28:00Z,57.00,45.00
2025-11-04T16:30:00Z,57.00,45.00
2025-11-04T16:32:00Z,57.00,45.00
2025-11-04T16:33:00Z,57.00,45.00
2025-11-04T16:34:00Z,57.00,45.00
2025-11-04T16:41:00Z,57.00,45.00
2025-11-04T16:44:00Z,57.00,45.00
