# event_ticker=KXATPCHALLENGERMATCH-26FEB11CASCRA
# final_score=1-6 6-3 7-6(5)
# score_resolution=6-1 3-6 6-7
# match_winner=Luca Castelnuovo
# fav_player=Oliver Crawford
# dog_player=Luca Castelnuovo
# kalshi_date=2026-02-11
timestamp,Oliver Crawford,Luca Castelnuovo
2026-02-12T04:15:00Z,70.00,32.15
2026-02-12T04:16:00Z,70.00,33.00
2026-02-12T04:17:00Z,70.00,33.00
2026-02-12T04:18:00Z,69.00,33.00
2026-02-12T04:19:00Z,69.00,33.00
2026-02-12T04:20:00Z,69.00,33.00
2026-02-12T04:21:00Z,69.00,33.00
2026-02-12T04:22:00Z,69.00,33.00
2026-02-12T04:23:00Z,69.81,33.00
2026-02-12T04:24:00Z,69.46,32.00
2026-02-12T04:25:00Z,69.46,32.00
2026-02-12T04:26:00Z,69.00,32.00
2026-02-12T04:27:00Z,69.00,32.00
2026-02-12T04:28:00Z,69.84,32.00
2026-02-12T04:29:00Z,70.00,32.00
2026-02-12T04:30:00Z,70.00,32.00
2026-02-12T04:31:00Z,70.00,32.00
2026-02-12T04:32:00Z,69.00,32.00
2026-02-12T04:33:00Z,69.00,32.00
2026-02-12T04:34:00Z,69.95,32.00
2026-02-12T04:35:00Z,69.85,32.00
2026-02-12T04:37:00Z,69.85,31.07
2026-02-12T04:38:00Z,69.97,32.49
2026-02-12T04:39:00Z,69.96,30.77
2026-02-12T04:40:00Z,71.15,30.88
2026-02-12T04:41:00Z,70.31,30.79
2026-02-12T04:42:00Z,71.26,30.89
2026-02-12T04:43:00Z,72.01,28.30
2026-02-12T04:44:00Z,75.68,29.21
2026-02-12T04:45:00Z,75.23,26.72
2026-02-12T04:46:00Z,76.12,23.19
2026-02-12T04:47:00Z,83.06,17.39
2026-02-12T04:48:00Z,85.95,15.37
2026-02-12T04:49:00Z,87.05,12.47
2026-02-12T04:50:00Z,88.00,12.86
2026-02-12T04:51:00Z,88.12,10.58
2026-02-12T04:52:00Z,87.71,14.73
2026-02-12T04:53:00Z,90.89,9.75
2026-02-12T04:54:00Z,92.46,8.64
2026-02-12T04:55:00Z,92.63,6.82
2026-02-12T04:56:00Z,92.62,8.00
2026-02-12T04:57:00Z,94.00,7.67
2026-02-12T04:58:00Z,92.73,7.12
2026-02-12T04:59:00Z,93.41,7.20
2026-02-12T05:00:00Z,91.53,9.01
2026-02-12T05:01:00Z,92.08,8.34
2026-02-12T05:02:00Z,94.56,7.14
2026-02-12T05:03:00Z,93.09,7.00
2026-02-12T05:04:00Z,93.95,7.00
2026-02-12T05:05:00Z,93.58,7.00
2026-02-12T05:06:00Z,94.45,6.03
2026-02-12T05:07:00Z,94.10,7.59
2026-02-12T05:08:00Z,95.65,6.53
2026-02-12T05:09:00Z,92.87,8.00
2026-02-12T05:10:00Z,94.61,6.72
2026-02-12T05:11:00Z,94.81,6.50
2026-02-12T05:12:00Z,94.27,5.76
2026-02-12T05:13:00Z,93.02,8.65
2026-02-12T05:14:00Z,93.00,9.00
2026-02-12T05:15:00Z,90.65,9.94
2026-02-12T05:16:00Z,90.13,10.26
2026-02-12T05:17:00Z,89.04,13.99
2026-02-12T05:18:00Z,82.82,18.47
2026-02-12T05:19:00Z,82.83,19.10
2026-02-12T05:20:00Z,80.54,18.74
2026-02-12T05:21:00Z,77.97,22.41
2026-02-12T05:22:00Z,77.84,22.98
2026-02-12T05:23:00Z,74.00,24.58
2026-02-12T05:24:00Z,74.68,23.63
2026-02-12T05:25:00Z,78.12,23.28
2026-02-12T05:26:00Z,79.97,19.53
2026-02-12T05:27:00Z,77.96,23.29
2026-02-12T05:28:00Z,72.81,26.96
2026-02-12T05:29:00Z,73.87,27.95
2026-02-12T05:30:00Z,74.10,26.94
2026-02-12T05:31:00Z,76.06,24.79
2026-02-12T05:32:00Z,74.58,25.81
2026-02-12T05:33:00Z,72.38,28.06
2026-02-12T05:34:00Z,71.96,28.34
2026-02-12T05:35:00Z,72.00,29.94
2026-02-12T05:36:00Z,69.36,30.98
2026-02-12T05:37:00Z,73.81,30.07
2026-02-12T05:38:00Z,71.90,29.42
2026-02-12T05:39:00Z,73.00,29.06
2026-02-12T05:40:00Z,75.74,26.31
2026-02-12T05:41:00Z,74.79,29.03
2026-02-12T05:42:00Z,71.81,30.67
2026-02-12T05:43:00Z,66.68,33.00
2026-02-12T05:44:00Z,67.00,33.90
2026-02-12T05:45:00Z,67.68,33.92
2026-02-12T05:46:00Z,68.36,34.67
2026-02-12T05:47:00Z,67.27,34.77
2026-02-12T05:48:00Z,67.54,34.26
2026-02-12T05:49:00Z,68.71,33.03
2026-02-12T05:50:00Z,70.06,31.98
2026-02-12T05:51:00Z,69.99,33.20
2026-02-12T05:52:00Z,69.91,32.82
2026-02-12T05:53:00Z,69.87,32.60
2026-02-12T05:54:00Z,69.12,33.02
2026-02-12T05:55:00Z,68.66,33.25
2026-02-12T05:56:00Z,68.51,32.60
2026-02-12T05:57:00Z,71.82,29.67
2026-02-12T05:58:00Z,70.31,30.42
2026-02-12T05:59:00Z,76.64,24.34
2026-02-12T06:00:00Z,89.04,13.54
2026-02-12T06:01:00Z,84.79,15.35
2026-02-12T06:02:00Z,74.44,26.74
2026-02-12T06:03:00Z,69.00,31.82
2026-02-12T06:04:00Z,71.39,28.76
2026-02-12T06:05:00Z,71.01,31.15
2026-02-12T06:06:00Z,68.30,35.53
2026-02-12T06:07:00Z,78.37,28.95
2026-02-12T06:08:00Z,71.35,30.05
2026-02-12T06:09:00Z,68.70,34.15
2026-02-12T06:10:00Z,67.17,34.67
2026-02-12T06:11:00Z,69.52,32.27
2026-02-12T06:12:00Z,70.70,33.06
2026-02-12T06:13:00Z,66.43,37.37
2026-02-12T06:14:00Z,70.55,31.86
2026-02-12T06:15:00Z,69.38,31.42
2026-02-12T06:16:00Z,68.16,29.94
2026-02-12T06:17:00Z,68.04,32.96
2026-02-12T06:18:00Z,67.54,35.51
2026-02-12T06:19:00Z,64.80,35.32
2026-02-12T06:20:00Z,60.31,44.05
2026-02-12T06:21:00Z,65.81,38.62
2026-02-12T06:22:00Z,69.97,31.03
2026-02-12T06:23:00Z,70.53,32.09
2026-02-12T06:24:00Z,70.30,30.69
2026-02-12T06:25:00Z,69.39,29.59
2026-02-12T06:26:00Z,75.85,24.89
2026-02-12T06:27:00Z,69.22,32.06
2026-02-12T06:28:00Z,77.16,22.35
2026-02-12T06:29:00Z,73.89,26.04
2026-02-12T06:30:00Z,70.93,32.93
2026-02-12T06:31:00Z,66.67,36.10
2026-02-12T06:32:00Z,61.60,39.80
2026-02-12T06:33:00Z,57.63,43.66
2026-02-12T06:34:00Z,64.61,39.37
2026-02-12T06:35:00Z,70.51,31.92
2026-02-12T06:36:00Z,71.13,29.62
2026-02-12T06:37:00Z,68.92,31.75
2026-02-12T06:38:00Z,68.19,36.29
2026-02-12T06:39:00Z,66.03,36.13
2026-02-12T06:40:00Z,66.54,33.89
2026-02-12T06:41:00Z,71.73,29.52
2026-02-12T06:42:00Z,65.28,38.72
2026-02-12T06:43:00Z,66.38,33.51
2026-02-12T06:44:00Z,70.53,29.81
2026-02-12T06:45:00Z,71.16,26.43
2026-02-12T06:46:00Z,65.96,34.56
2026-02-12T06:47:00Z,65.82,36.35
2026-02-12T06:48:00Z,59.56,42.54
2026-02-12T06:49:00Z,52.38,59.41
2026-02-12T06:50:00Z,18.44,79.38
2026-02-12T06:51:00Z,25.13,73.35
2026-02-12T06:52:00Z,19.88,79.93
2026-02-12T06:53:00Z,5.40,94.28
2026-02-12T06:54:00Z,8.53,93.04
2026-02-12T06:55:00Z,11.65,91.88
2026-02-12T06:56:00Z,1.00,99.00
2026-02-12T06:57:00Z,1.00,99.00
2026-02-12T06:58:00Z,1.00,99.00
2026-02-12T06:59:00Z,1.00,99.00
2026-02-12T07:00:00Z,1.00,99.00
2026-02-12T07:01:00Z,1.00,99.00
2026-02-12T07:02:00Z,1.00,99.00
2026-02-12T07:03:00Z,1.00,99.00
