# event_ticker=KXATPMATCH-26MAY16RINTIR
# final_score=6-4 6-1
# match_winner=Arthur Rinderknech
# fav_player=Arthur Rinderknech
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-05-16
timestamp,Arthur Rinderknech,Thiago Agustin Tirante
2026-05-17T23:05:00Z,,61.00
2026-05-17T23:07:00Z,,61.00
2026-05-17T23:21:00Z,,61.00
2026-05-17T23:44:00Z,,61.00
2026-05-17T23:54:00Z,,61.00
2026-05-17T23:56:00Z,,61.00
2026-05-18T00:14:00Z,,61.00
2026-05-18T00:16:00Z,40.00,61.00
2026-05-18T00:25:00Z,40.00,61.00
2026-05-18T00:36:00Z,40.00,61.00
2026-05-18T00:42:00Z,40.00,61.00
2026-05-18T00:55:00Z,40.00,61.00
2026-05-18T01:07:00Z,40.00,61.00
2026-05-18T01:08:00Z,40.00,61.00
2026-05-18T01:30:00Z,40.00,61.00
2026-05-18T01:32:00Z,40.00,61.00
2026-05-18T01:37:00Z,40.00,61.00
2026-05-18T01:46:00Z,40.00,61.00
2026-05-18T02:02:00Z,40.00,61.00
2026-05-18T02:08:00Z,40.00,61.00
2026-05-18T02:09:00Z,40.00,61.00
2026-05-18T02:14:00Z,40.00,61.00
2026-05-18T02:18:00Z,40.00,61.24
2026-05-18T02:21:00Z,40.00,61.00
2026-05-18T02:22:00Z,40.00,61.00
2026-05-18T02:24:00Z,40.00,61.00
2026-05-18T02:25:00Z,40.00,61.00
2026-05-18T02:28:00Z,40.00,61.00
2026-05-18T02:35:00Z,40.00,61.00
2026-05-18T02:46:00Z,40.00,61.00
2026-05-18T02:49:00Z,40.00,61.00
2026-05-18T02:50:00Z,40.00,61.00
2026-05-18T02:51:00Z,40.00,61.00
2026-05-18T02:53:00Z,40.00,61.00
2026-05-18T02:54:00Z,40.00,61.00
2026-05-18T02:55:00Z,40.00,61.00
2026-05-18T02:56:00Z,40.00,61.00
2026-05-18T02:57:00Z,40.00,61.00
2026-05-18T03:00:00Z,40.00,61.00
2026-05-18T03:03:00Z,40.00,61.00
2026-05-18T03:04:00Z,40.00,61.00
2026-05-18T03:08:00Z,40.00,61.00
2026-05-18T03:09:00Z,40.00,61.00
2026-05-18T03:11:00Z,40.00,61.00
2026-05-18T03:15:00Z,40.00,61.00
2026-05-18T03:17:00Z,40.00,61.00
2026-05-18T03:18:00Z,40.00,61.00
2026-05-18T03:21:00Z,40.00,61.00
2026-05-18T03:22:00Z,40.00,61.00
2026-05-18T03:28:00Z,40.00,61.00
2026-05-18T03:33:00Z,40.00,61.00
2026-05-18T03:34:00Z,40.00,61.00
2026-05-18T03:36:00Z,40.00,61.00
2026-05-18T03:40:00Z,40.00,61.00
2026-05-18T03:43:00Z,40.00,61.00
2026-05-18T03:48:00Z,40.00,61.00
2026-05-18T03:49:00Z,40.00,61.00
2026-05-18T03:55:00Z,40.00,61.00
2026-05-18T03:59:00Z,40.00,61.00
2026-05-18T04:00:00Z,40.00,61.00
2026-05-18T04:04:00Z,40.00,61.00
2026-05-18T04:17:00Z,40.00,61.00
2026-05-18T04:18:00Z,40.00,61.00
2026-05-18T04:20:00Z,40.00,61.00
2026-05-18T04:22:00Z,41.00,61.00
2026-05-18T04:23:00Z,41.00,61.00
2026-05-18T04:24:00Z,41.00,61.00
2026-05-18T04:25:00Z,39.00,61.00
2026-05-18T04:27:00Z,39.00,61.00
2026-05-18T04:28:00Z,41.00,61.00
2026-05-18T04:31:00Z,41.00,61.00
2026-05-18T04:34:00Z,41.00,61.00
2026-05-18T04:43:00Z,39.00,61.00
2026-05-18T04:45:00Z,41.00,61.00
2026-05-18T04:46:00Z,41.00,61.00
2026-05-18T04:52:00Z,41.00,61.00
2026-05-18T04:53:00Z,41.00,61.00
2026-05-18T04:54:00Z,41.00,61.00
2026-05-18T04:57:00Z,41.00,61.00
2026-05-18T05:01:00Z,41.00,61.00
2026-05-18T05:04:00Z,41.00,61.00
2026-05-18T05:05:00Z,41.00,61.00
2026-05-18T05:10:00Z,41.00,61.00
2026-05-18T05:12:00Z,41.00,61.00
2026-05-18T05:17:00Z,41.00,61.00
2026-05-18T05:18:00Z,41.00,61.00
2026-05-18T05:20:00Z,41.00,61.00
2026-05-18T05:21:00Z,41.00,61.00
2026-05-18T05:22:00Z,41.00,60.00
2026-05-18T05:27:00Z,41.00,60.00
2026-05-18T05:28:00Z,41.00,60.00
2026-05-18T05:32:00Z,41.00,61.00
2026-05-18T05:33:00Z,41.00,61.00
2026-05-18T05:36:00Z,41.00,61.00
2026-05-18T05:39:00Z,41.00,59.00
2026-05-18T05:43:00Z,41.00,59.00
2026-05-18T05:50:00Z,41.00,61.00
2026-05-18T05:59:00Z,40.00,61.00
2026-05-18T06:09:00Z,40.00,61.00
2026-05-18T06:10:00Z,40.00,61.00
2026-05-18T06:19:00Z,39.00,61.00
2026-05-18T06:22:00Z,39.00,61.00
2026-05-18T06:25:00Z,39.00,61.00
2026-05-18T06:26:00Z,39.00,62.00
2026-05-18T06:28:00Z,39.00,59.18
2026-05-18T06:30:00Z,39.00,62.00
2026-05-18T06:31:00Z,40.96,62.00
2026-05-18T06:34:00Z,40.96,59.57
2026-05-18T06:36:00Z,40.96,61.00
2026-05-18T06:37:00Z,40.96,61.00
2026-05-18T06:43:00Z,40.96,61.00
2026-05-18T06:50:00Z,40.96,61.00
2026-05-18T06:51:00Z,40.96,61.00
2026-05-18T06:53:00Z,40.96,61.68
2026-05-18T06:54:00Z,40.96,62.00
2026-05-18T06:56:00Z,40.96,62.00
2026-05-18T06:58:00Z,40.96,62.00
2026-05-18T06:59:00Z,40.96,62.00
2026-05-18T07:01:00Z,40.96,62.00
2026-05-18T07:09:00Z,40.96,62.00
2026-05-18T07:12:00Z,40.96,62.00
2026-05-18T07:18:00Z,41.00,62.00
2026-05-18T07:19:00Z,41.00,62.00
2026-05-18T07:30:00Z,41.00,62.00
2026-05-18T07:32:00Z,41.00,62.00
2026-05-18T07:35:00Z,39.00,62.00
2026-05-18T07:39:00Z,39.00,62.00
2026-05-18T07:48:00Z,40.00,62.00
2026-05-18T07:51:00Z,40.00,62.00
2026-05-18T07:52:00Z,40.00,62.00
2026-05-18T07:59:00Z,40.00,62.00
2026-05-18T08:07:00Z,40.00,62.00
2026-05-18T08:11:00Z,40.00,62.00
2026-05-18T08:18:00Z,40.00,62.00
2026-05-18T08:22:00Z,40.00,62.00
2026-05-18T08:29:00Z,40.00,62.00
2026-05-18T08:31:00Z,40.00,62.00
2026-05-18T08:34:00Z,39.00,62.00
2026-05-18T08:44:00Z,39.00,62.00
2026-05-18T08:45:00Z,39.00,62.00
2026-05-18T08:48:00Z,40.00,62.00
2026-05-18T08:49:00Z,39.00,62.00
2026-05-18T08:50:00Z,39.00,62.00
2026-05-18T08:51:00Z,40.00,62.00
2026-05-18T08:59:00Z,40.46,62.00
2026-05-18T09:04:00Z,41.00,62.00
2026-05-18T09:08:00Z,41.00,61.00
2026-05-18T09:09:00Z,41.00,61.00
2026-05-18T09:14:00Z,41.00,61.00
2026-05-18T09:18:00Z,41.00,61.00
2026-05-18T09:20:00Z,41.00,61.00
2026-05-18T09:21:00Z,41.00,61.00
2026-05-18T09:23:00Z,41.00,61.00
2026-05-18T09:28:00Z,41.00,61.00
2026-05-18T09:30:00Z,41.00,61.00
2026-05-18T09:31:00Z,40.00,61.00
2026-05-18T09:38:00Z,40.00,61.00
2026-05-18T09:41:00Z,40.00,61.00
2026-05-18T09:44:00Z,40.00,61.00
2026-05-18T09:45:00Z,40.00,61.00
2026-05-18T09:55:00Z,40.00,61.00
2026-05-18T09:56:00Z,40.00,61.00
2026-05-18T09:59:00Z,40.00,61.00
2026-05-18T10:01:00Z,40.00,62.00
2026-05-18T10:05:00Z,40.00,61.00
2026-05-18T10:06:00Z,40.00,61.00
2026-05-18T10:07:00Z,40.00,61.00
2026-05-18T10:10:00Z,40.00,62.00
2026-05-18T10:12:00Z,40.00,61.00
2026-05-18T10:13:00Z,40.00,61.00
2026-05-18T10:14:00Z,40.00,61.00
2026-05-18T10:17:00Z,40.00,62.00
2026-05-18T10:22:00Z,40.33,60.00
2026-05-18T10:23:00Z,43.64,59.93
2026-05-18T10:24:00Z,44.79,59.93
2026-05-18T10:25:00Z,48.50,52.08
2026-05-18T10:26:00Z,47.00,55.79
2026-05-18T10:27:00Z,47.00,57.55
2026-05-18T10:28:00Z,42.99,58.96
2026-05-18T10:29:00Z,41.00,59.54
2026-05-18T10:30:00Z,39.00,60.00
2026-05-18T10:31:00Z,37.01,63.00
2026-05-18T10:32:00Z,38.93,63.91
2026-05-18T10:33:00Z,39.00,63.91
2026-05-18T10:34:00Z,39.39,62.94
2026-05-18T10:35:00Z,39.79,60.00
2026-05-18T10:36:00Z,38.00,63.77
2026-05-18T10:37:00Z,40.49,60.00
2026-05-18T10:38:00Z,39.76,63.06
2026-05-18T10:39:00Z,38.77,62.00
2026-05-18T10:40:00Z,40.08,59.94
2026-05-18T10:41:00Z,42.99,57.00
2026-05-18T10:42:00Z,47.22,57.07
2026-05-18T10:43:00Z,45.98,55.57
2026-05-18T10:44:00Z,45.88,57.38
2026-05-18T10:45:00Z,48.27,54.76
2026-05-18T10:46:00Z,51.68,50.07
2026-05-18T10:47:00Z,62.50,42.27
2026-05-18T10:48:00Z,50.21,50.99
2026-05-18T10:49:00Z,47.43,54.07
2026-05-18T10:50:00Z,47.84,52.78
2026-05-18T10:51:00Z,48.02,53.52
2026-05-18T10:52:00Z,48.52,53.18
2026-05-18T10:53:00Z,48.00,54.11
2026-05-18T10:54:00Z,51.29,49.06
2026-05-18T10:55:00Z,50.02,52.57
2026-05-18T10:56:00Z,46.52,55.52
2026-05-18T10:57:00Z,50.23,52.23
2026-05-18T10:58:00Z,49.79,52.12
2026-05-18T10:59:00Z,52.43,50.39
2026-05-18T11:00:00Z,48.97,50.00
2026-05-18T11:01:00Z,50.14,52.06
2026-05-18T11:02:00Z,48.22,53.76
2026-05-18T11:03:00Z,42.05,60.14
