# event_ticker=KXATPCHALLENGERMATCH-26APR09HERFIC
# final_score=7-5 4-6 6-4
# match_winner=Alex Hernandez
# fav_player=Alex Hernandez
# dog_player=Juan Pablo Ficovich
# kalshi_date=2026-04-09
timestamp,Alex Hernandez,Juan Pablo Ficovich
2026-04-09T19:24:00Z,22.40,77.95
2026-04-09T19:25:00Z,23.33,78.65
2026-04-09T19:26:00Z,21.71,77.20
2026-04-09T19:27:00Z,24.51,76.27
2026-04-09T19:28:00Z,22.90,76.58
2026-04-09T19:29:00Z,24.58,78.41
2026-04-09T19:30:00Z,22.94,79.00
2026-04-09T19:31:00Z,22.70,76.07
2026-04-09T19:32:00Z,27.49,74.95
2026-04-09T19:33:00Z,28.12,72.31
2026-04-09T19:34:00Z,26.15,74.85
2026-04-09T19:35:00Z,25.61,75.71
2026-04-09T19:36:00Z,24.00,77.00
2026-04-09T19:37:00Z,27.01,72.69
2026-04-09T19:38:00Z,29.78,70.66
2026-04-09T19:39:00Z,31.63,66.74
2026-04-09T19:40:00Z,28.65,70.76
2026-04-09T19:41:00Z,26.22,74.35
2026-04-09T19:42:00Z,26.61,75.02
2026-04-09T19:43:00Z,30.22,70.29
2026-04-09T19:44:00Z,33.11,68.11
2026-04-09T19:45:00Z,34.53,65.95
2026-04-09T19:46:00Z,40.83,61.16
2026-04-09T19:47:00Z,50.01,49.53
2026-04-09T19:48:00Z,56.46,44.99
2026-04-09T19:49:00Z,55.08,46.57
2026-04-09T19:50:00Z,44.40,57.65
2026-04-09T19:51:00Z,51.36,51.17
2026-04-09T19:52:00Z,54.45,43.01
2026-04-09T19:53:00Z,55.51,46.89
2026-04-09T19:54:00Z,56.08,43.45
2026-04-09T19:55:00Z,54.18,46.06
2026-04-09T19:56:00Z,50.10,49.77
2026-04-09T19:57:00Z,44.75,55.24
2026-04-09T19:58:00Z,52.30,51.51
2026-04-09T19:59:00Z,55.19,45.25
2026-04-09T20:00:00Z,54.97,45.35
2026-04-09T20:01:00Z,54.79,46.86
2026-04-09T20:02:00Z,53.41,49.00
2026-04-09T20:03:00Z,48.53,51.83
2026-04-09T20:04:00Z,52.78,48.48
2026-04-09T20:05:00Z,49.79,50.71
2026-04-09T20:06:00Z,49.80,51.44
2026-04-09T20:07:00Z,45.65,55.84
2026-04-09T20:08:00Z,47.55,55.83
2026-04-09T20:09:00Z,46.41,55.76
2026-04-09T20:10:00Z,50.76,50.43
2026-04-09T20:11:00Z,50.48,50.84
2026-04-09T20:12:00Z,45.75,57.95
2026-04-09T20:13:00Z,44.65,56.34
2026-04-09T20:14:00Z,42.36,57.77
2026-04-09T20:15:00Z,43.95,59.17
2026-04-09T20:16:00Z,43.98,57.47
2026-04-09T20:17:00Z,47.72,54.78
2026-04-09T20:18:00Z,49.77,52.39
2026-04-09T20:19:00Z,44.96,57.40
2026-04-09T20:20:00Z,43.14,58.98
2026-04-09T20:21:00Z,43.58,58.47
2026-04-09T20:22:00Z,43.61,58.29
2026-04-09T20:23:00Z,43.42,56.51
2026-04-09T20:24:00Z,45.95,58.13
2026-04-09T20:25:00Z,43.08,57.10
2026-04-09T20:26:00Z,39.25,63.21
2026-04-09T20:27:00Z,27.50,74.64
2026-04-09T20:28:00Z,25.14,75.40
2026-04-09T20:29:00Z,30.00,70.74
2026-04-09T20:30:00Z,36.43,66.08
2026-04-09T20:31:00Z,43.23,57.47
2026-04-09T20:32:00Z,44.10,56.60
2026-04-09T20:33:00Z,43.85,57.59
2026-04-09T20:34:00Z,43.66,58.15
2026-04-09T20:35:00Z,47.24,55.53
2026-04-09T20:36:00Z,47.54,54.25
2026-04-09T20:37:00Z,43.24,57.43
2026-04-09T20:38:00Z,42.96,58.96
2026-04-09T20:39:00Z,41.35,60.00
2026-04-09T20:40:00Z,35.44,63.03
2026-04-09T20:41:00Z,32.09,68.26
2026-04-09T20:42:00Z,22.22,76.85
2026-04-09T20:43:00Z,24.40,74.22
2026-04-09T20:44:00Z,25.42,74.21
2026-04-09T20:45:00Z,25.33,75.81
2026-04-09T20:46:00Z,20.44,79.74
2026-04-09T20:47:00Z,22.62,78.48
2026-04-09T20:48:00Z,19.49,80.98
2026-04-09T20:49:00Z,24.36,77.36
2026-04-09T20:50:00Z,25.19,75.25
2026-04-09T20:51:00Z,27.37,72.99
2026-04-09T20:52:00Z,26.21,73.43
2026-04-09T20:53:00Z,33.57,66.95
2026-04-09T20:54:00Z,31.58,67.17
2026-04-09T20:55:00Z,28.29,70.48
2026-04-09T20:56:00Z,24.98,75.82
2026-04-09T20:57:00Z,24.58,75.94
2026-04-09T20:58:00Z,25.86,75.19
2026-04-09T20:59:00Z,25.42,76.42
2026-04-09T21:00:00Z,21.03,79.74
2026-04-09T21:01:00Z,29.09,72.92
2026-04-09T21:02:00Z,27.15,75.51
2026-04-09T21:03:00Z,31.01,70.10
2026-04-09T21:04:00Z,27.41,73.42
2026-04-09T21:05:00Z,22.20,75.70
2026-04-09T21:06:00Z,23.62,77.22
2026-04-09T21:07:00Z,26.71,75.69
2026-04-09T21:08:00Z,30.32,69.99
2026-04-09T21:09:00Z,31.12,68.66
2026-04-09T21:10:00Z,35.65,63.13
2026-04-09T21:11:00Z,46.48,52.01
2026-04-09T21:12:00Z,53.18,47.51
2026-04-09T21:13:00Z,57.66,33.63
2026-04-09T21:14:00Z,68.17,31.47
2026-04-09T21:15:00Z,69.05,45.44
2026-04-09T21:16:00Z,33.97,61.12
2026-04-09T21:17:00Z,34.57,65.12
2026-04-09T21:18:00Z,49.93,54.66
2026-04-09T21:19:00Z,54.94,47.57
2026-04-09T21:20:00Z,58.99,42.91
2026-04-09T21:21:00Z,74.20,25.58
2026-04-09T21:22:00Z,77.84,22.68
2026-04-09T21:23:00Z,80.77,17.48
2026-04-09T21:24:00Z,87.92,14.76
2026-04-09T21:25:00Z,96.18,4.63
2026-04-09T21:26:00Z,99.00,1.00
2026-04-09T21:27:00Z,99.00,1.00
2026-04-09T21:28:00Z,99.00,1.00
2026-04-09T21:29:00Z,99.00,1.00
2026-04-09T21:30:00Z,99.00,1.00
2026-04-09T21:31:00Z,99.00,1.00
2026-04-09T21:32:00Z,99.00,1.00
