# event_ticker=KXATPCHALLENGERMATCH-26APR09HERFIC
# final_score=7-5 4-6 6-4
# match_winner=Alex Hernandez
# fav_player=Alex Hernandez
# dog_player=Juan Pablo Ficovich
# kalshi_date=2026-04-09
timestamp,Alex Hernandez,Juan Pablo Ficovich
2026-04-09T09:12:00Z,,78.00
2026-04-09T09:53:00Z,,78.00
2026-04-09T10:20:00Z,,78.00
2026-04-09T10:32:00Z,23.00,78.00
2026-04-09T10:35:00Z,23.00,78.00
2026-04-09T11:40:00Z,23.00,79.00
2026-04-09T11:41:00Z,23.00,79.00
2026-04-09T11:43:00Z,23.00,79.00
2026-04-09T11:56:00Z,23.00,79.00
2026-04-09T12:08:00Z,23.00,79.00
2026-04-09T12:11:00Z,23.00,80.00
2026-04-09T12:14:00Z,20.04,80.00
2026-04-09T12:22:00Z,20.04,80.00
2026-04-09T12:26:00Z,19.00,80.00
2026-04-09T12:32:00Z,19.00,80.00
2026-04-09T12:48:00Z,19.00,80.00
2026-04-09T13:01:00Z,19.00,80.00
2026-04-09T13:16:00Z,19.00,81.00
2026-04-09T13:17:00Z,19.00,81.00
2026-04-09T13:18:00Z,19.00,81.00
2026-04-09T13:21:00Z,19.00,81.00
2026-04-09T13:25:00Z,19.00,81.00
2026-04-09T13:35:00Z,21.00,81.00
2026-04-09T13:39:00Z,19.00,81.00
2026-04-09T13:48:00Z,19.00,81.00
2026-04-09T13:52:00Z,19.00,81.00
2026-04-09T14:07:00Z,21.00,81.00
2026-04-09T14:12:00Z,20.00,81.00
2026-04-09T14:16:00Z,19.00,81.00
2026-04-09T14:19:00Z,19.00,80.00
2026-04-09T14:22:00Z,21.00,78.98
2026-04-09T14:24:00Z,21.00,80.33
2026-04-09T14:26:00Z,21.00,80.00
2026-04-09T14:30:00Z,21.00,81.00
2026-04-09T14:31:00Z,20.00,81.00
2026-04-09T14:33:00Z,19.00,81.00
2026-04-09T14:35:00Z,19.00,81.00
2026-04-09T14:41:00Z,19.00,81.00
2026-04-09T15:24:00Z,21.00,81.00
2026-04-09T15:27:00Z,20.00,80.00
2026-04-09T16:10:00Z,21.00,80.00
2026-04-09T16:11:00Z,21.00,79.00
2026-04-09T16:20:00Z,21.00,80.00
2026-04-09T16:33:00Z,21.00,79.17
2026-04-09T16:34:00Z,21.00,80.00
2026-04-09T16:38:00Z,21.00,79.96
2026-04-09T16:39:00Z,21.00,80.00
2026-04-09T16:50:00Z,21.00,80.00
2026-04-09T16:52:00Z,20.00,80.00
2026-04-09T17:00:00Z,20.00,80.00
2026-04-09T17:05:00Z,20.00,80.00
2026-04-09T17:32:00Z,20.00,80.00
2026-04-09T17:33:00Z,20.00,80.00
2026-04-09T17:37:00Z,20.00,80.00
2026-04-09T17:38:00Z,20.00,80.60
2026-04-09T17:40:00Z,20.48,80.60
2026-04-09T17:41:00Z,21.00,80.00
2026-04-09T17:42:00Z,21.00,80.00
2026-04-09T17:43:00Z,21.00,80.67
2026-04-09T17:45:00Z,21.00,80.67
2026-04-09T17:47:00Z,21.00,81.00
2026-04-09T17:48:00Z,21.00,81.00
2026-04-09T17:49:00Z,22.00,78.90
2026-04-09T17:55:00Z,22.00,80.00
2026-04-09T17:57:00Z,22.00,80.00
2026-04-09T17:58:00Z,22.00,80.00
2026-04-09T18:02:00Z,22.00,80.35
2026-04-09T18:05:00Z,21.00,80.35
2026-04-09T18:07:00Z,21.00,80.35
2026-04-09T18:12:00Z,21.00,81.00
2026-04-09T18:17:00Z,21.80,81.00
2026-04-09T18:22:00Z,21.80,80.50
2026-04-09T18:24:00Z,21.99,80.50
2026-04-09T18:25:00Z,21.99,81.00
2026-04-09T18:30:00Z,21.99,81.00
2026-04-09T18:31:00Z,21.99,81.00
2026-04-09T18:32:00Z,21.99,81.00
2026-04-09T18:33:00Z,21.99,81.00
2026-04-09T18:35:00Z,21.79,80.50
2026-04-09T18:36:00Z,21.44,80.50
2026-04-09T18:41:00Z,21.00,81.00
2026-04-09T18:44:00Z,21.00,81.00
2026-04-09T18:45:00Z,25.05,78.11
2026-04-09T18:46:00Z,24.32,77.83
2026-04-09T18:47:00Z,23.00,79.00
2026-04-09T18:49:00Z,23.00,79.00
2026-04-09T18:52:00Z,23.00,79.00
2026-04-09T18:53:00Z,23.00,79.00
2026-04-09T18:54:00Z,23.00,79.00
2026-04-09T18:55:00Z,23.00,79.00
2026-04-09T18:57:00Z,23.00,79.00
2026-04-09T18:58:00Z,23.00,79.37
2026-04-09T18:59:00Z,23.00,79.37
2026-04-09T19:00:00Z,23.00,79.95
2026-04-09T19:01:00Z,23.00,77.00
2026-04-09T19:02:00Z,23.00,79.00
2026-04-09T19:04:00Z,23.00,79.00
2026-04-09T19:05:00Z,23.00,79.00
2026-04-09T19:06:00Z,23.00,79.00
2026-04-09T19:07:00Z,23.00,79.00
2026-04-09T19:08:00Z,21.00,79.12
2026-04-09T19:09:00Z,22.23,77.97
2026-04-09T19:10:00Z,26.28,75.36
2026-04-09T19:11:00Z,26.24,74.48
2026-04-09T19:12:00Z,26.69,73.14
2026-04-09T19:13:00Z,30.38,72.20
2026-04-09T19:14:00Z,24.09,73.67
2026-04-09T19:15:00Z,20.64,78.47
2026-04-09T19:16:00Z,19.04,82.72
2026-04-09T19:17:00Z,19.54,78.98
2026-04-09T19:18:00Z,25.28,76.27
2026-04-09T19:19:00Z,25.80,75.77
2026-04-09T19:20:00Z,22.81,77.92
2026-04-09T19:21:00Z,21.73,77.92
2026-04-09T19:22:00Z,22.01,78.01
2026-04-09T19:23:00Z,21.53,79.84
