# event_ticker=KXATPCHALLENGERMATCH-26APR16SMITUL
# final_score=3-6 7-5 7-6(9)
# score_resolution=6-3 5-7 6-7
# match_winner=Li Tu
# fav_player=Keegan Smith
# dog_player=Li Tu
# kalshi_date=2026-04-16
timestamp,Keegan Smith,Li Tu
2026-04-15T20:01:00Z,,65.00
2026-04-15T20:21:00Z,,64.00
2026-04-15T21:31:00Z,,62.00
2026-04-15T22:01:00Z,,63.00
2026-04-16T00:11:00Z,38.00,63.00
2026-04-16T01:38:00Z,38.00,63.00
2026-04-16T02:00:00Z,38.00,63.00
2026-04-16T02:05:00Z,38.00,63.00
2026-04-16T02:20:00Z,39.00,63.00
2026-04-16T02:36:00Z,39.00,63.00
2026-04-16T03:02:00Z,39.00,61.00
2026-04-16T03:05:00Z,40.00,61.00
2026-04-16T03:16:00Z,40.00,61.00
2026-04-16T03:24:00Z,40.00,61.00
2026-04-16T03:26:00Z,40.00,61.00
2026-04-16T03:29:00Z,40.00,62.44
2026-04-16T03:32:00Z,39.00,61.04
2026-04-16T03:33:00Z,42.76,59.00
2026-04-16T03:34:00Z,42.76,59.00
2026-04-16T03:35:00Z,42.76,59.00
2026-04-16T03:36:00Z,44.85,57.29
2026-04-16T03:39:00Z,42.00,58.00
2026-04-16T03:40:00Z,42.00,58.00
2026-04-16T03:44:00Z,47.33,57.00
2026-04-16T03:45:00Z,44.95,57.00
2026-04-16T03:49:00Z,44.95,57.00
2026-04-16T04:00:00Z,44.95,58.00
2026-04-16T04:01:00Z,44.95,58.00
2026-04-16T04:05:00Z,43.00,58.00
2026-04-16T04:09:00Z,43.00,58.00
2026-04-16T04:10:00Z,43.00,58.00
2026-04-16T04:13:00Z,43.00,58.00
2026-04-16T04:14:00Z,43.00,58.35
2026-04-16T04:23:00Z,43.00,58.00
2026-04-16T04:29:00Z,43.00,59.00
2026-04-16T04:37:00Z,44.00,59.00
2026-04-16T04:47:00Z,44.00,59.00
2026-04-16T04:53:00Z,44.00,59.00
2026-04-16T04:56:00Z,43.00,59.00
2026-04-16T04:58:00Z,43.00,59.00
2026-04-16T04:59:00Z,43.00,59.00
2026-04-16T05:00:00Z,43.00,59.00
2026-04-16T05:01:00Z,43.00,59.00
2026-04-16T05:02:00Z,43.00,59.00
2026-04-16T05:09:00Z,43.00,59.00
2026-04-16T05:11:00Z,43.00,59.00
2026-04-16T05:12:00Z,43.00,59.00
2026-04-16T05:14:00Z,43.00,59.00
2026-04-16T05:16:00Z,43.00,59.00
2026-04-16T05:17:00Z,43.00,59.00
2026-04-16T05:19:00Z,43.00,59.00
2026-04-16T05:20:00Z,43.00,59.00
2026-04-16T05:22:00Z,43.00,59.00
2026-04-16T05:23:00Z,43.00,59.00
