# event_ticker=KXATPCHALLENGERMATCH-26APR16SMITUL
# final_score=3-6 7-5 7-6(9)
# score_resolution=6-3 5-7 6-7
# match_winner=Li Tu
# fav_player=Keegan Smith
# dog_player=Li Tu
# kalshi_date=2026-04-16
timestamp,Keegan Smith,Li Tu
2026-04-16T05:31:00Z,43.00,59.00
2026-04-16T05:35:00Z,42.00,59.00
2026-04-16T05:37:00Z,42.00,59.00
2026-04-16T05:39:00Z,42.00,59.00
2026-04-16T05:40:00Z,42.00,59.40
2026-04-16T05:42:00Z,42.53,59.40
2026-04-16T05:44:00Z,42.53,59.00
2026-04-16T05:45:00Z,43.00,59.00
2026-04-16T05:47:00Z,43.00,59.64
2026-04-16T05:50:00Z,43.00,59.64
2026-04-16T05:57:00Z,43.00,59.64
2026-04-16T06:07:00Z,43.00,60.00
2026-04-16T06:09:00Z,43.00,60.00
2026-04-16T06:10:00Z,43.00,60.00
2026-04-16T06:12:00Z,43.00,60.00
2026-04-16T06:15:00Z,43.00,60.00
2026-04-16T06:16:00Z,43.00,60.00
2026-04-16T06:17:00Z,43.00,60.00
2026-04-16T06:19:00Z,43.00,57.37
2026-04-16T06:20:00Z,43.00,58.36
2026-04-16T06:21:00Z,43.00,59.00
2026-04-16T06:22:00Z,43.00,59.00
2026-04-16T06:23:00Z,43.00,59.00
2026-04-16T06:24:00Z,43.00,59.00
2026-04-16T06:25:00Z,43.00,59.00
2026-04-16T06:27:00Z,43.00,59.00
2026-04-16T06:28:00Z,44.00,59.00
2026-04-16T06:30:00Z,44.00,58.00
2026-04-16T06:31:00Z,44.73,58.72
2026-04-16T06:32:00Z,44.00,58.21
2026-04-16T06:33:00Z,44.00,58.00
2026-04-16T06:34:00Z,44.26,58.93
2026-04-16T06:35:00Z,44.00,58.93
2026-04-16T06:36:00Z,44.00,58.93
2026-04-16T06:37:00Z,44.00,58.00
2026-04-16T06:38:00Z,44.00,58.00
2026-04-16T06:39:00Z,44.00,58.00
2026-04-16T06:41:00Z,44.00,58.27
2026-04-16T06:42:00Z,44.00,58.00
2026-04-16T06:43:00Z,44.00,58.00
2026-04-16T06:44:00Z,44.00,58.99
2026-04-16T06:45:00Z,44.00,58.46
2026-04-16T06:46:00Z,44.00,58.00
2026-04-16T06:47:00Z,44.00,59.00
2026-04-16T06:48:00Z,44.00,58.73
2026-04-16T06:49:00Z,43.42,59.60
2026-04-16T06:50:00Z,43.10,59.96
2026-04-16T06:51:00Z,43.34,60.73
2026-04-16T06:52:00Z,40.46,62.28
2026-04-16T06:53:00Z,41.00,60.37
2026-04-16T06:54:00Z,41.24,61.27
2026-04-16T06:55:00Z,43.13,58.33
2026-04-16T06:56:00Z,42.50,60.00
2026-04-16T06:57:00Z,43.30,59.66
2026-04-16T06:58:00Z,42.95,58.15
2026-04-16T06:59:00Z,43.60,59.32
2026-04-16T07:00:00Z,42.08,60.55
2026-04-16T09:01:00Z,48.26,64.68
2026-04-16T09:02:00Z,44.13,62.29
2026-04-16T09:03:00Z,35.72,68.67
2026-04-16T09:04:00Z,34.74,73.28
2026-04-16T09:05:00Z,40.71,61.75
2026-04-16T09:06:00Z,46.67,56.08
2026-04-16T09:07:00Z,44.42,57.78
2026-04-16T09:08:00Z,40.50,64.06
2026-04-16T09:09:00Z,40.60,64.56
2026-04-16T09:10:00Z,36.90,65.61
2026-04-16T09:11:00Z,38.02,65.29
2026-04-16T09:12:00Z,46.20,56.55
2026-04-16T09:13:00Z,41.10,59.98
2026-04-16T09:14:00Z,43.73,59.72
2026-04-16T09:15:00Z,42.85,59.83
2026-04-16T09:16:00Z,47.53,56.51
2026-04-16T09:17:00Z,46.50,56.07
2026-04-16T09:18:00Z,44.81,55.49
2026-04-16T09:19:00Z,47.65,55.70
2026-04-16T09:20:00Z,41.71,60.89
2026-04-16T09:21:00Z,42.70,60.72
2026-04-16T09:22:00Z,43.68,58.78
2026-04-16T09:23:00Z,42.94,59.59
2026-04-16T09:24:00Z,34.38,65.71
2026-04-16T09:25:00Z,28.39,72.65
2026-04-16T09:26:00Z,42.08,62.58
2026-04-16T09:27:00Z,39.18,58.03
2026-04-16T09:28:00Z,35.73,65.95
2026-04-16T09:29:00Z,39.15,63.88
2026-04-16T09:30:00Z,42.76,57.77
2026-04-16T09:31:00Z,45.80,57.28
2026-04-16T09:32:00Z,39.39,62.51
2026-04-16T09:33:00Z,37.03,63.57
2026-04-16T09:34:00Z,38.23,63.90
2026-04-16T09:35:00Z,40.02,59.76
2026-04-16T09:36:00Z,44.94,58.95
2026-04-16T09:37:00Z,46.49,55.33
2026-04-16T09:38:00Z,41.10,61.38
2026-04-16T09:39:00Z,35.60,63.76
2026-04-16T09:40:00Z,37.53,64.96
2026-04-16T09:41:00Z,32.39,70.16
2026-04-16T09:42:00Z,30.38,68.75
2026-04-16T09:43:00Z,40.93,61.84
2026-04-16T09:44:00Z,45.25,57.67
2026-04-16T09:45:00Z,53.90,40.74
2026-04-16T09:46:00Z,65.45,33.76
2026-04-16T09:47:00Z,62.48,37.01
2026-04-16T09:48:00Z,39.13,62.70
2026-04-16T09:49:00Z,36.83,62.26
2026-04-16T09:50:00Z,40.34,60.25
2026-04-16T09:51:00Z,47.06,50.71
2026-04-16T09:52:00Z,39.42,60.50
2026-04-16T09:53:00Z,43.04,57.25
2026-04-16T09:54:00Z,37.60,64.58
2026-04-16T09:55:00Z,47.17,55.72
2026-04-16T09:56:00Z,54.85,48.51
2026-04-16T09:57:00Z,51.40,56.84
2026-04-16T09:58:00Z,38.29,63.52
2026-04-16T09:59:00Z,44.84,60.54
2026-04-16T10:00:00Z,49.02,54.72
2026-04-16T10:01:00Z,45.45,54.06
2026-04-16T10:02:00Z,30.74,66.59
2026-04-16T10:03:00Z,39.00,64.77
2026-04-16T10:04:00Z,17.27,85.78
2026-04-16T10:05:00Z,41.36,57.69
2026-04-16T10:06:00Z,47.76,56.14
2026-04-16T10:07:00Z,58.28,37.95
2026-04-16T10:08:00Z,31.55,66.44
2026-04-16T10:09:00Z,46.22,53.52
2026-04-16T10:10:00Z,22.90,73.75
2026-04-16T10:11:00Z,7.19,97.20
2026-04-16T10:12:00Z,1.00,99.00
2026-04-16T10:13:00Z,1.00,99.00
2026-04-16T10:14:00Z,1.00,99.00
2026-04-16T10:15:00Z,1.00,99.00
2026-04-16T10:16:00Z,1.00,99.00
