# event_ticker=KXATPMATCH-26MAR18MICBEL
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Alex Michelsen
# fav_player=Mattia Bellucci
# dog_player=Alex Michelsen
# kalshi_date=2026-03-18
timestamp,Mattia Bellucci,Alex Michelsen
2026-03-19T14:26:00Z,,69.00
2026-03-19T15:06:00Z,,69.00
2026-03-19T15:07:00Z,,69.00
2026-03-19T15:22:00Z,,69.00
2026-03-19T15:47:00Z,,69.00
2026-03-19T15:53:00Z,,69.00
2026-03-19T15:56:00Z,,69.00
2026-03-19T16:28:00Z,,69.00
2026-03-19T16:41:00Z,,69.00
2026-03-19T17:05:00Z,,69.00
2026-03-19T17:09:00Z,,69.00
2026-03-19T18:08:00Z,,69.00
2026-03-19T18:26:00Z,32.00,69.00
2026-03-19T18:27:00Z,32.00,69.00
2026-03-19T18:28:00Z,32.00,69.00
2026-03-19T18:32:00Z,32.00,69.00
2026-03-19T18:40:00Z,32.00,69.00
2026-03-19T18:42:00Z,32.00,69.00
2026-03-19T18:45:00Z,32.00,69.00
2026-03-19T18:54:00Z,32.00,69.00
2026-03-19T19:04:00Z,32.00,68.00
2026-03-19T19:07:00Z,32.00,69.00
2026-03-19T19:53:00Z,32.00,69.00
2026-03-19T19:55:00Z,32.00,69.00
2026-03-19T20:17:00Z,32.00,69.00
2026-03-19T20:30:00Z,32.00,69.00
2026-03-19T20:33:00Z,32.00,69.00
2026-03-19T20:36:00Z,32.00,69.00
2026-03-19T20:38:00Z,32.00,69.00
2026-03-19T20:40:00Z,32.00,69.00
2026-03-19T20:44:00Z,32.00,69.00
2026-03-19T20:47:00Z,32.00,69.00
2026-03-19T20:48:00Z,33.00,69.00
2026-03-19T20:50:00Z,33.00,69.00
2026-03-19T20:51:00Z,33.00,69.00
2026-03-19T20:55:00Z,33.00,69.00
2026-03-19T21:00:00Z,33.00,69.00
2026-03-19T21:05:00Z,33.00,69.00
2026-03-19T21:06:00Z,33.00,69.00
2026-03-19T21:07:00Z,33.00,69.00
2026-03-19T21:15:00Z,33.00,69.00
2026-03-19T21:16:00Z,32.00,69.00
2026-03-19T21:26:00Z,33.00,69.00
2026-03-19T21:29:00Z,33.00,69.00
2026-03-19T21:31:00Z,33.00,69.00
2026-03-19T21:32:00Z,33.00,69.00
2026-03-19T21:35:00Z,33.00,69.00
2026-03-19T21:40:00Z,33.00,69.00
