# event_ticker=KXATPMATCH-26FEB18MENZHA
# final_score=6-3 6-2
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Zhizhen Zhang
# kalshi_date=2026-02-18
timestamp,Jakub Mensik,Zhizhen Zhang
2026-02-18T04:12:00Z,,29.00
2026-02-18T04:13:00Z,,29.00
2026-02-18T04:14:00Z,,29.00
2026-02-18T04:18:00Z,73.00,29.00
2026-02-18T04:20:00Z,73.00,29.00
2026-02-18T04:21:00Z,73.00,29.00
2026-02-18T04:23:00Z,73.00,29.00
2026-02-18T04:25:00Z,73.00,29.00
2026-02-18T04:29:00Z,73.00,29.00
2026-02-18T04:32:00Z,72.00,29.00
2026-02-18T04:33:00Z,72.00,29.00
2026-02-18T04:36:00Z,72.00,29.00
2026-02-18T04:37:00Z,72.00,29.00
2026-02-18T04:38:00Z,72.00,29.00
2026-02-18T04:39:00Z,72.00,28.00
2026-02-18T04:41:00Z,72.00,28.00
2026-02-18T04:44:00Z,72.00,28.00
2026-02-18T04:46:00Z,72.00,28.00
2026-02-18T04:51:00Z,72.00,29.00
2026-02-18T04:54:00Z,72.00,29.00
2026-02-18T04:56:00Z,72.00,29.00
2026-02-18T04:58:00Z,72.68,28.00
2026-02-18T04:59:00Z,73.00,28.00
2026-02-18T05:00:00Z,73.00,28.00
2026-02-18T05:01:00Z,73.00,27.00
2026-02-18T05:02:00Z,73.00,27.00
2026-02-18T05:07:00Z,71.00,27.00
2026-02-18T05:09:00Z,73.00,28.00
2026-02-18T05:15:00Z,73.00,28.00
2026-02-18T05:21:00Z,73.00,28.00
2026-02-18T05:22:00Z,73.00,28.00
2026-02-18T05:25:00Z,73.00,28.00
2026-02-18T05:29:00Z,73.00,28.00
2026-02-18T05:31:00Z,73.00,28.00
2026-02-18T05:34:00Z,73.00,28.00
2026-02-18T05:35:00Z,73.00,28.00
2026-02-18T05:36:00Z,73.00,28.00
2026-02-18T05:42:00Z,73.00,28.00
2026-02-18T05:44:00Z,73.00,28.00
2026-02-18T05:49:00Z,73.00,27.00
2026-02-18T05:50:00Z,73.00,27.00
2026-02-18T05:57:00Z,73.00,27.00
2026-02-18T06:00:00Z,73.00,27.00
2026-02-18T06:04:00Z,73.00,27.00
2026-02-18T06:06:00Z,73.00,27.00
2026-02-18T06:07:00Z,72.00,27.00
2026-02-18T06:12:00Z,72.96,27.00
2026-02-18T06:14:00Z,73.00,27.00
2026-02-18T06:15:00Z,73.00,28.00
2026-02-18T06:22:00Z,73.00,28.00
2026-02-18T06:23:00Z,73.00,28.00
2026-02-18T06:25:00Z,73.00,28.00
2026-02-18T06:29:00Z,73.00,28.00
2026-02-18T06:34:00Z,73.00,28.00
2026-02-18T06:39:00Z,72.00,28.00
2026-02-18T06:40:00Z,73.00,28.00
2026-02-18T06:41:00Z,73.00,28.00
2026-02-18T06:42:00Z,73.00,28.00
2026-02-18T06:47:00Z,73.00,28.00
2026-02-18T06:48:00Z,73.00,28.00
