# event_ticker=KXATPCHALLENGERMATCH-26MAR29TOKHSU
# final_score=7-5 6-0
# score_resolution=5-7 0-6
# match_winner=Yu Hsiou Hsu
# fav_player=Renta Tokuda
# dog_player=Yu Hsiou Hsu
# kalshi_date=2026-03-29
timestamp,Renta Tokuda,Yu Hsiou Hsu
2026-03-29T18:12:00Z,,73.00
2026-03-29T18:17:00Z,28.00,73.00
2026-03-29T18:37:00Z,28.00,73.00
2026-03-29T20:55:00Z,28.00,74.00
2026-03-29T21:24:00Z,28.00,74.00
2026-03-29T21:58:00Z,28.00,74.00
2026-03-29T22:01:00Z,28.00,74.00
2026-03-29T22:35:00Z,26.33,74.00
2026-03-29T22:41:00Z,28.00,74.00
2026-03-29T22:43:00Z,28.00,74.00
2026-03-29T23:08:00Z,28.00,74.00
2026-03-29T23:42:00Z,26.00,74.00
2026-03-30T00:05:00Z,26.00,74.00
2026-03-30T00:11:00Z,28.00,74.00
2026-03-30T00:12:00Z,28.00,74.00
2026-03-30T00:22:00Z,28.00,74.00
2026-03-30T01:37:00Z,28.00,74.00
2026-03-30T01:45:00Z,28.00,74.00
2026-03-30T01:47:00Z,27.00,74.00
2026-03-30T01:53:00Z,27.00,74.00
2026-03-30T02:00:00Z,27.00,74.00
2026-03-30T02:02:00Z,27.00,74.00
2026-03-30T02:03:00Z,27.00,74.00
2026-03-30T02:05:00Z,27.00,73.00
2026-03-30T02:06:00Z,27.00,73.00
2026-03-30T02:07:00Z,27.00,74.00
2026-03-30T02:10:00Z,27.00,74.00
2026-03-30T02:11:00Z,27.00,74.00
2026-03-30T02:12:00Z,27.00,74.00
2026-03-30T02:19:00Z,27.48,74.00
2026-03-30T02:22:00Z,27.48,74.00
2026-03-30T02:23:00Z,27.48,73.00
2026-03-30T02:26:00Z,27.48,74.00
2026-03-30T02:31:00Z,27.48,74.00
2026-03-30T02:37:00Z,28.00,74.00
2026-03-30T02:38:00Z,28.00,74.00
2026-03-30T02:44:00Z,28.00,74.00
2026-03-30T02:45:00Z,28.00,74.00
2026-03-30T02:47:00Z,28.00,74.00
2026-03-30T02:51:00Z,28.00,74.00
2026-03-30T02:54:00Z,28.00,74.00
2026-03-30T03:03:00Z,28.00,74.00
2026-03-30T03:04:00Z,29.00,74.00
2026-03-30T03:06:00Z,29.00,74.00
2026-03-30T03:08:00Z,29.00,74.00
2026-03-30T03:09:00Z,29.00,74.00
2026-03-30T03:11:00Z,29.00,75.00
2026-03-30T03:13:00Z,29.47,75.00
2026-03-30T03:14:00Z,29.47,74.97
2026-03-30T03:15:00Z,29.94,74.97
2026-03-30T03:24:00Z,29.94,74.99
2026-03-30T03:25:00Z,29.94,74.00
2026-03-30T03:26:00Z,29.94,74.96
2026-03-30T03:30:00Z,29.94,75.00
2026-03-30T03:31:00Z,29.94,74.00
2026-03-30T03:33:00Z,29.00,74.00
2026-03-30T03:39:00Z,29.00,74.00
2026-03-30T03:41:00Z,29.00,74.94
2026-03-30T03:42:00Z,29.00,73.38
2026-03-30T03:43:00Z,29.00,73.03
2026-03-30T03:46:00Z,29.00,73.03
2026-03-30T03:47:00Z,29.00,73.03
2026-03-30T03:50:00Z,29.00,70.01
2026-03-30T03:51:00Z,29.00,74.00
2026-03-30T03:52:00Z,29.00,74.00
2026-03-30T03:55:00Z,29.00,74.84
2026-03-30T04:02:00Z,29.00,75.00
2026-03-30T04:09:00Z,29.00,75.00
2026-03-30T04:11:00Z,29.00,75.00
2026-03-30T04:15:00Z,29.00,75.00
2026-03-30T04:21:00Z,25.29,75.00
2026-03-30T04:22:00Z,25.29,75.00
2026-03-30T04:23:00Z,25.29,74.00
2026-03-30T04:25:00Z,29.00,74.00
2026-03-30T04:28:00Z,25.00,74.00
2026-03-30T04:32:00Z,25.00,71.00
2026-03-30T04:33:00Z,25.00,74.00
2026-03-30T04:34:00Z,28.00,74.00
2026-03-30T04:38:00Z,31.41,74.00
2026-03-30T04:39:00Z,29.23,74.00
2026-03-30T04:40:00Z,29.23,74.00
2026-03-30T04:41:00Z,30.00,74.00
2026-03-30T04:42:00Z,30.00,74.00
2026-03-30T04:45:00Z,30.00,74.00
2026-03-30T04:46:00Z,30.00,74.00
2026-03-30T04:50:00Z,30.00,74.00
2026-03-30T04:53:00Z,30.00,74.00
2026-03-30T04:55:00Z,26.00,74.00
2026-03-30T04:58:00Z,26.00,74.00
2026-03-30T04:59:00Z,26.00,74.50
2026-03-30T05:00:00Z,26.00,75.00
2026-03-30T05:01:00Z,26.00,72.76
2026-03-30T05:02:00Z,29.00,72.76
2026-03-30T05:05:00Z,29.00,74.00
2026-03-30T05:06:00Z,29.00,74.00
2026-03-30T05:07:00Z,28.00,74.00
2026-03-30T05:08:00Z,28.99,74.00
2026-03-30T05:09:00Z,28.99,73.00
2026-03-30T05:10:00Z,29.00,73.00
2026-03-30T05:11:00Z,29.75,73.00
2026-03-30T05:13:00Z,29.75,73.18
2026-03-30T05:14:00Z,29.75,73.00
2026-03-30T05:15:00Z,29.75,74.00
2026-03-30T05:18:00Z,29.75,73.00
2026-03-30T05:19:00Z,29.00,73.00
2026-03-30T05:20:00Z,29.00,74.00
2026-03-30T05:23:00Z,29.00,74.00
2026-03-30T05:25:00Z,28.99,74.00
2026-03-30T05:26:00Z,26.00,74.00
2026-03-30T05:27:00Z,26.00,74.00
2026-03-30T05:28:00Z,28.96,74.00
2026-03-30T05:29:00Z,26.00,74.00
2026-03-30T05:31:00Z,27.12,76.71
2026-03-30T05:32:00Z,27.12,75.00
2026-03-30T05:34:00Z,27.12,75.00
2026-03-30T05:36:00Z,28.00,75.00
2026-03-30T05:37:00Z,28.00,75.00
2026-03-30T05:38:00Z,28.00,75.00
2026-03-30T05:41:00Z,28.00,75.00
2026-03-30T05:42:00Z,27.00,75.00
2026-03-30T05:43:00Z,27.00,75.00
2026-03-30T05:44:00Z,27.00,75.57
2026-03-30T05:45:00Z,27.00,74.00
2026-03-30T05:46:00Z,27.71,74.00
