# event_ticker=KXATPMATCH-26MAY18SONBUT
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Edas Butvilas
# fav_player=Lorenzo Sonego
# dog_player=Edas Butvilas
# kalshi_date=2026-05-18
timestamp,Lorenzo Sonego,Edas Butvilas
2026-05-18T06:46:00Z,,43.00
2026-05-18T06:48:00Z,,43.00
2026-05-18T06:54:00Z,57.16,43.00
2026-05-18T06:55:00Z,57.00,43.00
2026-05-18T06:58:00Z,57.00,44.00
2026-05-18T07:22:00Z,57.00,44.00
2026-05-18T07:25:00Z,57.00,44.00
2026-05-18T07:45:00Z,57.00,44.00
2026-05-18T07:47:00Z,57.00,44.00
2026-05-18T08:55:00Z,57.00,44.00
2026-05-18T09:03:00Z,57.00,44.00
2026-05-18T09:33:00Z,57.00,44.00
2026-05-18T09:58:00Z,57.00,43.00
2026-05-18T10:38:00Z,57.00,43.00
2026-05-18T10:41:00Z,57.00,43.00
2026-05-18T10:51:00Z,57.00,43.00
2026-05-18T10:52:00Z,57.77,43.00
2026-05-18T11:10:00Z,58.00,43.00
2026-05-18T11:18:00Z,58.00,43.00
2026-05-18T11:29:00Z,58.00,43.00
2026-05-18T11:31:00Z,58.00,43.00
2026-05-18T11:33:00Z,58.00,43.00
2026-05-18T11:49:00Z,58.00,43.00
2026-05-18T11:56:00Z,58.00,43.00
2026-05-18T12:02:00Z,58.00,43.00
2026-05-18T12:12:00Z,57.00,43.00
2026-05-18T12:16:00Z,57.00,43.00
2026-05-18T12:20:00Z,56.00,43.00
2026-05-18T12:28:00Z,56.00,43.57
2026-05-18T12:36:00Z,57.00,43.57
2026-05-18T13:12:00Z,57.00,43.57
2026-05-18T13:22:00Z,57.00,43.57
2026-05-18T13:30:00Z,57.00,43.57
2026-05-18T13:31:00Z,57.00,43.57
2026-05-18T13:33:00Z,58.00,43.57
2026-05-18T13:36:00Z,58.00,43.57
2026-05-18T13:49:00Z,58.00,43.00
2026-05-18T13:53:00Z,58.00,43.00
2026-05-18T13:55:00Z,58.00,43.00
2026-05-18T13:57:00Z,58.00,43.00
2026-05-18T14:03:00Z,58.00,43.00
2026-05-18T14:15:00Z,57.29,43.00
2026-05-18T14:17:00Z,58.00,43.00
2026-05-18T14:24:00Z,58.00,43.00
2026-05-18T14:25:00Z,58.00,43.00
2026-05-18T14:30:00Z,58.00,44.00
2026-05-18T14:34:00Z,57.00,44.00
2026-05-18T14:51:00Z,57.00,44.00
2026-05-18T14:53:00Z,57.00,44.00
2026-05-18T15:00:00Z,57.00,44.00
2026-05-18T15:01:00Z,57.00,44.00
2026-05-18T15:09:00Z,57.00,44.00
2026-05-18T15:14:00Z,57.00,44.00
2026-05-18T15:17:00Z,57.00,44.00
2026-05-18T15:27:00Z,57.00,44.00
2026-05-18T15:31:00Z,57.00,44.00
2026-05-18T15:32:00Z,57.00,44.00
2026-05-18T15:33:00Z,57.00,44.00
2026-05-18T15:34:00Z,57.00,44.00
2026-05-18T15:37:00Z,57.00,44.00
2026-05-18T15:39:00Z,57.00,44.00
2026-05-18T15:41:00Z,57.00,44.00
2026-05-18T15:43:00Z,57.00,44.00
2026-05-18T15:44:00Z,57.00,44.00
2026-05-18T15:45:00Z,57.00,44.00
2026-05-18T15:46:00Z,57.00,44.00
2026-05-18T15:47:00Z,57.00,44.00
2026-05-18T15:50:00Z,57.00,44.00
2026-05-18T15:51:00Z,57.00,44.00
2026-05-18T15:52:00Z,57.00,44.00
2026-05-18T15:57:00Z,57.00,44.00
2026-05-18T15:58:00Z,57.00,44.00
2026-05-18T16:01:00Z,57.00,44.00
2026-05-18T16:02:00Z,57.00,44.00
2026-05-18T16:04:00Z,57.00,44.00
2026-05-18T16:06:00Z,57.00,44.00
2026-05-18T16:09:00Z,57.00,44.00
2026-05-18T16:10:00Z,57.00,44.00
2026-05-18T16:12:00Z,57.00,44.00
2026-05-18T16:17:00Z,56.71,44.00
2026-05-18T16:18:00Z,57.00,44.00
2026-05-18T16:22:00Z,57.00,44.00
2026-05-18T16:23:00Z,57.00,44.00
2026-05-18T16:24:00Z,57.00,44.00
2026-05-18T16:25:00Z,57.00,44.00
2026-05-18T16:26:00Z,57.00,44.00
2026-05-18T16:27:00Z,57.00,44.00
2026-05-18T16:28:00Z,58.00,44.00
2026-05-18T16:29:00Z,57.00,44.00
2026-05-18T16:30:00Z,57.00,44.00
2026-05-18T16:31:00Z,57.00,44.00
2026-05-18T16:32:00Z,57.00,44.00
