# event_ticker=KXATPCHALLENGERMATCH-26MAR17KOZMAG
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Stefan Kozlov
# fav_player=Alan Magadan
# dog_player=Stefan Kozlov
# kalshi_date=2026-03-17
timestamp,Alan Magadan,Stefan Kozlov
2026-03-17T21:07:00Z,28.93,71.04
2026-03-17T21:08:00Z,28.97,71.67
2026-03-17T21:09:00Z,29.00,74.08
2026-03-17T21:10:00Z,21.45,79.46
2026-03-17T21:11:00Z,26.98,77.00
2026-03-17T21:12:00Z,29.34,74.49
2026-03-17T21:13:00Z,17.87,83.93
2026-03-17T21:14:00Z,16.59,85.00
2026-03-17T21:15:00Z,11.81,87.00
2026-03-17T21:16:00Z,9.86,87.00
2026-03-17T21:17:00Z,13.46,87.00
2026-03-17T21:18:00Z,16.69,88.77
2026-03-17T21:19:00Z,15.90,82.12
2026-03-17T21:20:00Z,13.36,85.74
2026-03-17T21:21:00Z,13.62,90.00
2026-03-17T21:22:00Z,4.67,95.30
2026-03-17T21:23:00Z,2.14,97.78
2026-03-17T21:24:00Z,1.15,98.91
2026-03-17T21:25:00Z,1.00,98.91
2026-03-17T21:26:00Z,1.90,98.92
2026-03-17T21:27:00Z,4.96,96.70
2026-03-17T21:28:00Z,1.84,95.87
2026-03-17T21:29:00Z,3.06,98.42
2026-03-17T21:30:00Z,4.55,96.02
2026-03-17T21:31:00Z,3.15,98.00
2026-03-17T21:32:00Z,3.04,97.94
2026-03-17T21:33:00Z,3.20,98.99
2026-03-17T21:34:00Z,7.09,96.97
2026-03-17T21:35:00Z,1.91,99.00
