# event_ticker=KXATPCHALLENGERMATCH-26MAR17KOZMAG
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Stefan Kozlov
# fav_player=Alan Magadan
# dog_player=Stefan Kozlov
# kalshi_date=2026-03-17
timestamp,Alan Magadan,Stefan Kozlov
2026-03-17T08:38:00Z,,76.00
2026-03-17T10:33:00Z,,77.17
2026-03-17T11:10:00Z,21.00,77.17
2026-03-17T11:15:00Z,21.00,80.00
2026-03-17T11:25:00Z,21.00,80.00
2026-03-17T11:40:00Z,21.00,80.00
2026-03-17T11:55:00Z,21.00,80.00
2026-03-17T12:05:00Z,20.00,80.00
2026-03-17T12:15:00Z,20.00,80.00
2026-03-17T12:23:00Z,20.00,81.00
2026-03-17T12:25:00Z,20.00,81.00
2026-03-17T12:35:00Z,20.00,81.00
2026-03-17T12:42:00Z,20.00,81.00
2026-03-17T12:45:00Z,20.00,81.00
2026-03-17T12:55:00Z,20.00,81.00
2026-03-17T13:05:00Z,20.00,81.00
2026-03-17T13:20:00Z,20.00,81.00
2026-03-17T13:50:00Z,21.00,81.00
2026-03-17T13:52:00Z,21.00,80.00
2026-03-17T14:09:00Z,21.00,80.00
2026-03-17T14:20:00Z,21.00,80.00
2026-03-17T16:00:00Z,21.00,80.31
2026-03-17T16:06:00Z,21.00,80.00
2026-03-17T17:08:00Z,20.00,80.00
2026-03-17T17:30:00Z,20.00,80.00
2026-03-17T17:40:00Z,21.00,80.00
2026-03-17T18:43:00Z,20.00,79.00
2026-03-17T18:53:00Z,20.00,79.00
2026-03-17T19:16:00Z,20.00,79.00
2026-03-17T19:25:00Z,21.00,79.00
2026-03-17T19:31:00Z,21.00,79.00
2026-03-17T19:32:00Z,21.00,79.00
2026-03-17T19:33:00Z,21.00,79.00
2026-03-17T19:36:00Z,21.00,79.00
2026-03-17T19:37:00Z,21.00,78.00
2026-03-17T19:43:00Z,21.71,78.00
2026-03-17T19:45:00Z,21.71,79.00
2026-03-17T19:59:00Z,21.71,79.00
2026-03-17T20:02:00Z,21.00,80.04
2026-03-17T20:04:00Z,20.56,81.00
2026-03-17T20:05:00Z,21.13,80.00
2026-03-17T20:06:00Z,21.36,80.49
2026-03-17T20:07:00Z,22.00,79.00
2026-03-17T20:08:00Z,24.15,79.00
2026-03-17T20:09:00Z,28.18,79.00
2026-03-17T20:10:00Z,28.00,74.00
2026-03-17T20:11:00Z,24.82,74.00
2026-03-17T20:12:00Z,29.80,73.00
2026-03-17T20:13:00Z,32.51,67.36
2026-03-17T20:14:00Z,32.51,59.00
2026-03-17T20:15:00Z,46.00,59.00
2026-03-17T20:16:00Z,46.00,59.00
2026-03-17T20:17:00Z,42.63,54.14
2026-03-17T20:18:00Z,44.00,52.37
2026-03-17T20:19:00Z,42.11,57.69
2026-03-17T20:20:00Z,46.54,56.50
2026-03-17T20:21:00Z,43.00,59.20
2026-03-17T20:22:00Z,31.30,66.78
2026-03-17T20:23:00Z,28.00,71.16
2026-03-17T20:24:00Z,29.14,72.00
2026-03-17T20:25:00Z,30.01,74.00
2026-03-17T20:26:00Z,32.05,65.79
2026-03-17T20:27:00Z,45.00,61.64
2026-03-17T20:28:00Z,36.46,66.93
2026-03-17T20:29:00Z,30.00,69.94
2026-03-17T20:30:00Z,31.00,72.34
2026-03-17T20:31:00Z,30.89,69.70
2026-03-17T20:32:00Z,30.89,75.00
2026-03-17T20:33:00Z,30.94,68.56
2026-03-17T20:35:00Z,35.00,66.00
2026-03-17T20:36:00Z,35.00,65.00
2026-03-17T20:37:00Z,30.00,70.61
2026-03-17T20:38:00Z,32.95,70.61
2026-03-17T20:39:00Z,29.35,70.61
2026-03-17T20:40:00Z,30.39,70.27
2026-03-17T20:41:00Z,30.39,67.00
2026-03-17T20:42:00Z,26.15,75.86
2026-03-17T20:43:00Z,17.05,83.44
2026-03-17T20:44:00Z,13.03,87.00
2026-03-17T20:45:00Z,13.00,87.00
2026-03-17T20:46:00Z,11.00,90.82
2026-03-17T20:47:00Z,9.00,92.00
2026-03-17T20:48:00Z,9.00,91.79
2026-03-17T20:49:00Z,9.05,90.58
2026-03-17T20:50:00Z,9.03,91.04
2026-03-17T20:51:00Z,10.38,90.43
2026-03-17T20:52:00Z,9.00,89.00
2026-03-17T20:53:00Z,11.08,89.00
2026-03-17T20:54:00Z,12.00,89.00
2026-03-17T20:55:00Z,10.00,89.00
2026-03-17T20:56:00Z,10.00,90.12
2026-03-17T20:57:00Z,11.42,87.00
2026-03-17T20:58:00Z,13.83,86.37
2026-03-17T20:59:00Z,14.51,85.01
2026-03-17T21:00:00Z,20.27,82.40
2026-03-17T21:01:00Z,23.96,76.00
2026-03-17T21:02:00Z,26.69,75.93
2026-03-17T21:03:00Z,27.90,74.09
2026-03-17T21:04:00Z,26.20,73.00
2026-03-17T21:05:00Z,29.12,72.40
2026-03-17T21:06:00Z,30.38,70.00
