# event_ticker=KXATPCHALLENGERMATCH-26APR08DUCKOZ
# final_score=6-3 6-2
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Stefan Kozlov
# kalshi_date=2026-04-08
timestamp,James Duckworth,Stefan Kozlov
2026-04-08T12:35:00Z,64.00,
2026-04-08T13:16:00Z,65.00,
2026-04-08T13:35:00Z,65.00,
2026-04-08T13:36:00Z,65.00,
2026-04-08T14:02:00Z,65.00,
2026-04-08T14:08:00Z,65.00,
2026-04-08T14:33:00Z,65.00,36.00
2026-04-08T14:49:00Z,66.00,36.00
2026-04-08T14:56:00Z,66.00,36.00
2026-04-08T15:19:00Z,66.00,36.00
2026-04-08T15:22:00Z,66.00,36.00
2026-04-08T15:46:00Z,66.00,36.00
2026-04-08T15:52:00Z,66.00,36.00
2026-04-08T16:00:00Z,66.00,36.00
2026-04-08T16:14:00Z,67.00,36.00
2026-04-08T16:20:00Z,67.00,35.00
2026-04-08T16:32:00Z,67.00,35.00
2026-04-08T17:12:00Z,67.00,35.00
2026-04-08T17:20:00Z,67.00,35.00
2026-04-08T17:24:00Z,67.00,35.00
2026-04-08T17:31:00Z,67.00,35.00
2026-04-08T17:33:00Z,67.00,35.00
2026-04-08T17:36:00Z,67.00,35.00
2026-04-08T17:43:00Z,67.00,35.81
2026-04-08T17:55:00Z,67.00,35.38
2026-04-08T17:56:00Z,66.00,35.38
2026-04-08T18:04:00Z,66.00,35.38
2026-04-08T18:06:00Z,67.00,35.38
2026-04-08T18:12:00Z,67.00,35.38
2026-04-08T18:25:00Z,67.00,35.38
2026-04-08T18:28:00Z,67.00,35.00
2026-04-08T18:31:00Z,67.00,35.00
2026-04-08T18:32:00Z,67.00,35.00
2026-04-08T18:41:00Z,67.00,35.00
2026-04-08T18:45:00Z,67.00,35.00
2026-04-08T18:46:00Z,67.00,35.00
2026-04-08T18:48:00Z,67.00,35.00
2026-04-08T18:51:00Z,67.00,33.94
2026-04-08T18:55:00Z,67.00,33.94
2026-04-08T18:58:00Z,67.00,33.94
2026-04-08T18:59:00Z,67.00,33.94
2026-04-08T19:01:00Z,67.00,33.94
2026-04-08T19:04:00Z,67.00,33.94
2026-04-08T19:05:00Z,67.00,33.94
2026-04-08T19:06:00Z,67.00,33.94
2026-04-08T19:07:00Z,67.00,33.94
2026-04-08T19:08:00Z,67.00,33.94
2026-04-08T19:12:00Z,67.00,33.00
2026-04-08T19:14:00Z,67.00,33.00
2026-04-08T19:15:00Z,67.00,35.00
2026-04-08T19:16:00Z,67.00,35.00
2026-04-08T19:18:00Z,67.00,35.00
2026-04-08T19:22:00Z,67.00,35.00
2026-04-08T19:23:00Z,67.00,35.00
2026-04-08T19:24:00Z,67.00,35.00
2026-04-08T19:25:00Z,67.00,35.00
2026-04-08T19:26:00Z,67.00,35.00
2026-04-08T19:27:00Z,67.00,34.00
2026-04-08T19:28:00Z,67.00,34.00
2026-04-08T19:29:00Z,67.00,34.00
2026-04-08T19:32:00Z,67.00,34.00
2026-04-08T19:38:00Z,67.00,34.00
2026-04-08T19:40:00Z,67.00,34.00
2026-04-08T19:41:00Z,67.00,34.00
2026-04-08T19:43:00Z,67.00,34.00
2026-04-08T19:45:00Z,67.00,34.00
2026-04-08T19:46:00Z,67.00,34.00
2026-04-08T19:48:00Z,67.00,34.00
2026-04-08T19:49:00Z,67.00,34.00
2026-04-08T19:50:00Z,67.00,34.00
2026-04-08T19:52:00Z,67.00,34.00
2026-04-08T19:55:00Z,67.00,34.00
2026-04-08T19:57:00Z,67.00,34.00
2026-04-08T20:00:00Z,67.00,34.00
2026-04-08T20:02:00Z,67.00,34.00
2026-04-08T20:03:00Z,67.00,34.00
2026-04-08T20:04:00Z,67.00,34.00
2026-04-08T20:05:00Z,67.00,34.00
2026-04-08T20:06:00Z,67.00,34.00
2026-04-08T20:07:00Z,67.00,34.00
2026-04-08T20:12:00Z,67.00,34.00
2026-04-08T20:14:00Z,67.00,34.00
2026-04-08T20:15:00Z,67.00,34.00
2026-04-08T20:17:00Z,67.00,34.00
2026-04-08T20:18:00Z,67.00,34.00
2026-04-08T20:19:00Z,67.00,34.00
2026-04-08T20:20:00Z,66.12,34.00
2026-04-08T20:25:00Z,67.00,34.00
2026-04-08T20:28:00Z,67.00,34.00
2026-04-08T20:30:00Z,68.75,34.00
2026-04-08T20:33:00Z,69.00,34.00
2026-04-08T20:34:00Z,68.93,34.00
2026-04-08T20:38:00Z,69.00,34.00
2026-04-08T20:40:00Z,69.00,34.00
2026-04-08T20:42:00Z,69.00,34.00
2026-04-08T20:44:00Z,69.00,34.00
2026-04-08T20:45:00Z,69.00,34.00
