# event_ticker=KXATPCHALLENGERMATCH-26MAY26MORLEG
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Timo Legout
# fav_player=Hiroki Moriya
# dog_player=Timo Legout
# kalshi_date=2026-05-26
timestamp,Hiroki Moriya,Timo Legout
2026-05-26T06:47:00Z,57.50,45.00
2026-05-26T06:48:00Z,59.95,44.00
2026-05-26T11:03:00Z,54.80,47.00
2026-05-26T11:31:00Z,55.00,47.00
2026-05-26T12:40:00Z,55.00,47.00
2026-05-26T13:09:00Z,55.00,47.00
2026-05-26T13:24:00Z,55.00,47.00
2026-05-26T13:52:00Z,54.00,47.00
2026-05-26T14:28:00Z,54.00,47.54
2026-05-26T14:57:00Z,54.00,49.00
2026-05-26T14:59:00Z,54.00,49.00
2026-05-26T15:05:00Z,54.00,49.00
2026-05-26T16:08:00Z,54.00,49.00
2026-05-26T16:09:00Z,54.00,49.00
2026-05-26T16:10:00Z,54.00,49.00
2026-05-26T16:11:00Z,54.00,48.00
2026-05-26T16:18:00Z,53.00,49.48
2026-05-26T16:22:00Z,55.00,49.48
2026-05-26T16:24:00Z,55.00,49.48
2026-05-26T16:25:00Z,54.00,49.48
2026-05-26T16:28:00Z,54.04,49.48
2026-05-26T16:37:00Z,55.70,49.48
2026-05-26T16:39:00Z,55.00,49.48
2026-05-26T16:44:00Z,55.00,49.48
2026-05-26T16:48:00Z,55.00,49.48
2026-05-26T16:58:00Z,55.00,48.00
2026-05-26T17:11:00Z,54.00,48.00
2026-05-26T17:12:00Z,54.00,48.00
2026-05-26T17:17:00Z,54.00,48.00
2026-05-26T17:21:00Z,54.00,48.00
2026-05-26T17:26:00Z,54.00,46.00
2026-05-26T17:27:00Z,54.00,48.91
2026-05-26T17:31:00Z,53.47,49.00
2026-05-26T17:36:00Z,53.00,49.00
2026-05-26T17:38:00Z,53.00,49.00
2026-05-26T17:40:00Z,53.00,49.79
2026-05-26T17:42:00Z,53.00,49.61
2026-05-26T17:43:00Z,53.00,49.00
2026-05-26T17:44:00Z,53.00,49.00
2026-05-26T17:45:00Z,54.80,49.00
2026-05-26T17:46:00Z,52.77,49.39
2026-05-26T17:47:00Z,49.00,52.00
2026-05-26T17:48:00Z,49.00,52.00
2026-05-26T17:49:00Z,45.60,55.17
2026-05-26T17:50:00Z,42.81,59.84
2026-05-26T17:51:00Z,48.02,54.91
2026-05-26T17:52:00Z,46.60,53.71
2026-05-26T17:53:00Z,42.00,59.01
2026-05-26T17:54:00Z,35.49,64.46
2026-05-26T17:55:00Z,40.69,63.36
2026-05-26T17:56:00Z,38.98,65.13
2026-05-26T17:57:00Z,34.97,65.96
2026-05-26T17:58:00Z,33.97,66.89
2026-05-26T17:59:00Z,32.00,69.96
2026-05-26T18:00:00Z,31.84,69.00
2026-05-26T18:01:00Z,32.01,67.00
2026-05-26T18:02:00Z,33.33,67.75
2026-05-26T18:03:00Z,34.93,65.58
2026-05-26T18:04:00Z,41.13,60.22
2026-05-26T18:05:00Z,38.20,64.62
2026-05-26T18:06:00Z,34.86,66.13
2026-05-26T18:07:00Z,34.00,65.60
2026-05-26T18:08:00Z,31.99,68.55
2026-05-26T18:09:00Z,31.00,70.00
