# event_ticker=KXATPCHALLENGERMATCH-26MAY26MORLEG
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Timo Legout
# fav_player=Hiroki Moriya
# dog_player=Timo Legout
# kalshi_date=2026-05-26
timestamp,Hiroki Moriya,Timo Legout
2026-05-26T18:10:00Z,31.88,69.80
2026-05-26T18:11:00Z,28.23,71.70
2026-05-26T18:12:00Z,29.00,71.64
2026-05-26T18:13:00Z,32.00,68.75
2026-05-26T18:14:00Z,33.00,68.96
2026-05-26T18:15:00Z,28.00,72.00
2026-05-26T18:16:00Z,29.96,72.21
2026-05-26T18:17:00Z,29.96,73.00
2026-05-26T18:18:00Z,26.97,73.95
2026-05-26T18:19:00Z,28.17,72.78
2026-05-26T18:20:00Z,28.00,74.00
2026-05-26T18:21:00Z,26.00,74.28
2026-05-26T18:22:00Z,25.09,74.83
2026-05-26T18:23:00Z,25.09,75.99
2026-05-26T18:24:00Z,26.87,73.11
2026-05-26T18:25:00Z,27.00,74.57
2026-05-26T18:26:00Z,26.67,74.32
2026-05-26T18:27:00Z,25.08,75.34
2026-05-26T18:28:00Z,24.00,76.89
2026-05-26T18:29:00Z,25.00,76.76
2026-05-26T18:30:00Z,21.07,79.56
2026-05-26T18:31:00Z,21.00,79.56
2026-05-26T18:32:00Z,21.00,80.00
2026-05-26T18:33:00Z,19.58,81.99
2026-05-26T18:34:00Z,20.01,81.94
2026-05-26T18:35:00Z,22.83,80.19
2026-05-26T18:36:00Z,18.48,82.17
2026-05-26T18:37:00Z,24.13,78.57
2026-05-26T18:38:00Z,21.08,80.88
2026-05-26T18:39:00Z,20.48,81.22
2026-05-26T18:40:00Z,23.18,78.14
2026-05-26T18:41:00Z,23.53,75.09
2026-05-26T18:42:00Z,26.79,74.40
2026-05-26T18:43:00Z,27.00,74.00
2026-05-26T18:44:00Z,26.98,74.00
2026-05-26T18:45:00Z,27.00,73.97
2026-05-26T18:46:00Z,26.99,74.00
2026-05-26T18:47:00Z,26.98,73.09
2026-05-26T18:48:00Z,27.00,73.87
2026-05-26T18:49:00Z,26.93,74.00
2026-05-26T18:50:00Z,25.23,74.22
2026-05-26T18:51:00Z,22.98,75.58
2026-05-26T18:52:00Z,25.70,67.70
2026-05-26T18:53:00Z,25.85,72.60
2026-05-26T18:54:00Z,27.48,72.15
2026-05-26T18:55:00Z,25.96,76.76
2026-05-26T18:56:00Z,25.20,77.00
2026-05-26T18:57:00Z,25.05,75.25
2026-05-26T18:58:00Z,25.00,75.92
2026-05-26T18:59:00Z,24.15,76.00
2026-05-26T19:00:00Z,24.77,76.96
2026-05-26T19:01:00Z,25.55,77.21
2026-05-26T19:02:00Z,25.00,76.13
2026-05-26T19:03:00Z,25.00,76.55
2026-05-26T19:04:00Z,24.25,75.90
2026-05-26T19:05:00Z,25.20,74.57
2026-05-26T19:06:00Z,25.67,75.35
2026-05-26T19:07:00Z,25.67,76.33
2026-05-26T19:08:00Z,25.54,76.04
2026-05-26T19:09:00Z,26.00,75.90
2026-05-26T19:10:00Z,24.69,75.02
2026-05-26T19:11:00Z,23.96,76.00
2026-05-26T19:12:00Z,23.39,75.04
2026-05-26T19:13:00Z,24.67,76.52
2026-05-26T19:14:00Z,32.39,71.45
2026-05-26T19:15:00Z,33.00,67.94
2026-05-26T19:16:00Z,32.27,69.00
2026-05-26T19:17:00Z,31.99,69.23
2026-05-26T19:18:00Z,29.29,71.02
2026-05-26T19:19:00Z,30.10,71.43
2026-05-26T19:20:00Z,33.23,68.93
2026-05-26T19:21:00Z,30.40,71.79
2026-05-26T19:22:00Z,28.31,73.87
2026-05-26T19:23:00Z,23.87,77.64
2026-05-26T19:24:00Z,21.56,80.59
2026-05-26T19:25:00Z,23.56,75.26
2026-05-26T19:26:00Z,29.87,69.55
2026-05-26T19:27:00Z,34.97,66.02
2026-05-26T19:28:00Z,35.00,65.25
2026-05-26T19:29:00Z,37.79,63.08
2026-05-26T19:30:00Z,39.30,60.91
2026-05-26T19:31:00Z,41.11,58.32
2026-05-26T19:32:00Z,43.38,58.36
2026-05-26T19:33:00Z,43.17,56.94
2026-05-26T19:34:00Z,42.06,58.19
2026-05-26T19:35:00Z,40.51,59.15
2026-05-26T19:36:00Z,39.11,61.00
2026-05-26T19:37:00Z,38.95,62.00
2026-05-26T19:38:00Z,37.79,63.74
2026-05-26T19:39:00Z,31.22,66.20
2026-05-26T19:40:00Z,30.40,70.25
2026-05-26T19:41:00Z,26.82,72.83
2026-05-26T19:42:00Z,25.18,76.40
2026-05-26T19:43:00Z,23.65,78.46
2026-05-26T19:44:00Z,20.45,79.57
2026-05-26T19:45:00Z,19.76,80.34
2026-05-26T19:46:00Z,18.34,81.13
2026-05-26T19:47:00Z,18.00,82.99
2026-05-26T19:48:00Z,13.22,87.60
2026-05-26T19:49:00Z,4.31,95.52
2026-05-26T19:50:00Z,3.47,96.62
2026-05-26T19:51:00Z,5.21,94.09
2026-05-26T19:52:00Z,1.87,98.44
2026-05-26T19:53:00Z,2.09,98.34
2026-05-26T19:54:00Z,2.09,99.00
2026-05-26T19:55:00Z,2.09,99.00
2026-05-26T19:56:00Z,2.09,99.00
2026-05-26T19:57:00Z,2.09,99.00
2026-05-26T19:58:00Z,2.09,99.00
2026-05-26T19:59:00Z,2.09,99.00
2026-05-26T20:01:00Z,2.09,99.00
2026-05-26T20:02:00Z,2.09,99.00
