# event_ticker=KXATPMATCH-26FEB18MICKOR
# final_score=6-3 7-6(6)
# score_resolution=6-3 7-6
# match_winner=Sebastian Korda
# fav_player=Sebastian Korda
# dog_player=Alex Michelsen
# kalshi_date=2026-02-18
timestamp,Sebastian Korda,Alex Michelsen
2026-02-18T11:33:00Z,,40.00
2026-02-18T11:39:00Z,61.00,40.00
2026-02-18T11:48:00Z,60.00,40.00
2026-02-18T11:50:00Z,60.00,40.00
2026-02-18T11:52:00Z,60.00,40.00
2026-02-18T12:04:00Z,60.00,40.00
2026-02-18T12:06:00Z,60.00,40.00
2026-02-18T12:07:00Z,60.00,40.00
2026-02-18T12:08:00Z,60.00,40.00
2026-02-18T12:19:00Z,60.00,40.00
2026-02-18T12:46:00Z,60.00,40.00
2026-02-18T13:08:00Z,61.00,40.00
2026-02-18T13:14:00Z,59.81,40.00
2026-02-18T13:17:00Z,59.00,40.00
2026-02-18T13:29:00Z,59.00,39.00
2026-02-18T13:30:00Z,61.00,39.00
2026-02-18T13:32:00Z,60.00,39.00
2026-02-18T13:44:00Z,61.00,39.00
2026-02-18T13:46:00Z,61.00,39.00
2026-02-18T13:52:00Z,61.00,39.00
2026-02-18T13:55:00Z,61.00,39.00
2026-02-18T14:00:00Z,61.00,40.00
2026-02-18T14:03:00Z,61.00,40.00
2026-02-18T14:04:00Z,61.00,40.00
2026-02-18T14:07:00Z,61.00,40.00
2026-02-18T14:16:00Z,61.00,40.00
2026-02-18T14:18:00Z,61.00,40.00
2026-02-18T14:24:00Z,61.00,40.00
2026-02-18T14:26:00Z,59.00,40.00
2026-02-18T14:36:00Z,59.00,40.00
2026-02-18T14:37:00Z,59.00,40.00
2026-02-18T14:43:00Z,59.00,40.00
2026-02-18T14:45:00Z,59.00,40.00
2026-02-18T14:47:00Z,59.00,40.00
2026-02-18T14:48:00Z,59.00,40.00
2026-02-18T14:50:00Z,59.00,40.00
2026-02-18T14:52:00Z,59.00,41.00
2026-02-18T14:54:00Z,59.00,41.00
2026-02-18T14:55:00Z,59.00,41.00
2026-02-18T14:58:00Z,59.00,42.00
2026-02-18T15:09:00Z,59.00,41.00
2026-02-18T15:10:00Z,59.00,41.00
2026-02-18T15:12:00Z,59.00,42.00
2026-02-18T15:19:00Z,59.00,42.00
2026-02-18T15:20:00Z,59.00,42.00
2026-02-18T15:22:00Z,59.00,40.00
2026-02-18T15:32:00Z,59.00,40.00
2026-02-18T15:33:00Z,62.00,40.00
2026-02-18T15:34:00Z,62.00,40.00
2026-02-18T15:41:00Z,62.00,40.00
2026-02-18T15:45:00Z,62.00,40.00
2026-02-18T15:47:00Z,62.00,40.00
2026-02-18T15:48:00Z,62.00,40.00
2026-02-18T15:52:00Z,62.00,40.00
2026-02-18T15:54:00Z,62.00,40.00
2026-02-18T15:57:00Z,62.00,40.00
2026-02-18T16:01:00Z,62.00,40.00
