# event_ticker=KXATPCHALLENGERMATCH-26APR11BUEMID
# final_score=5-7 6-3 6-1
# match_winner=Gonzalo Bueno
# fav_player=Gonzalo Bueno
# dog_player=Lautaro Midon
# kalshi_date=2026-04-11
timestamp,Gonzalo Bueno,Lautaro Midon
2026-04-11T14:07:00Z,61.43,41.08
2026-04-11T14:08:00Z,58.00,40.24
2026-04-11T14:09:00Z,57.73,44.51
2026-04-11T14:10:00Z,56.75,42.64
2026-04-11T14:11:00Z,51.05,47.24
2026-04-11T14:12:00Z,46.47,56.75
2026-04-11T14:13:00Z,46.47,58.31
2026-04-11T14:14:00Z,37.11,62.22
2026-04-11T14:15:00Z,36.13,61.65
2026-04-11T14:16:00Z,33.06,66.70
2026-04-11T14:17:00Z,33.71,65.00
2026-04-11T14:18:00Z,35.54,63.83
2026-04-11T14:19:00Z,37.55,61.14
2026-04-11T14:20:00Z,37.00,62.93
2026-04-11T14:21:00Z,34.53,66.12
2026-04-11T14:22:00Z,35.60,63.02
2026-04-11T14:23:00Z,43.07,57.61
2026-04-11T14:24:00Z,47.18,50.04
2026-04-11T14:25:00Z,56.72,40.00
2026-04-11T14:26:00Z,57.12,44.19
2026-04-11T14:27:00Z,56.88,42.78
2026-04-11T14:28:00Z,51.21,53.00
2026-04-11T14:29:00Z,38.45,61.32
2026-04-11T14:30:00Z,37.00,62.74
2026-04-11T14:31:00Z,36.60,61.77
2026-04-11T14:32:00Z,43.76,57.98
2026-04-11T14:33:00Z,32.51,67.87
2026-04-11T14:34:00Z,29.00,71.20
2026-04-11T14:35:00Z,29.98,71.00
2026-04-11T14:36:00Z,29.88,70.00
2026-04-11T14:37:00Z,30.00,70.36
2026-04-11T14:38:00Z,30.40,68.75
2026-04-11T14:39:00Z,35.57,65.62
2026-04-11T14:40:00Z,36.37,63.93
2026-04-11T14:41:00Z,38.45,64.00
2026-04-11T14:42:00Z,40.21,61.26
2026-04-11T14:43:00Z,44.31,54.42
2026-04-11T14:44:00Z,49.49,52.97
2026-04-11T14:45:00Z,52.48,48.86
2026-04-11T14:46:00Z,54.07,47.35
2026-04-11T14:47:00Z,55.52,44.00
2026-04-11T14:48:00Z,55.46,45.13
2026-04-11T14:49:00Z,56.67,44.00
2026-04-11T14:50:00Z,61.63,44.00
2026-04-11T14:51:00Z,62.99,37.50
2026-04-11T14:52:00Z,63.13,36.43
2026-04-11T14:53:00Z,61.28,37.71
2026-04-11T14:54:00Z,65.03,34.80
2026-04-11T14:55:00Z,65.96,33.20
2026-04-11T14:56:00Z,65.99,34.19
2026-04-11T14:57:00Z,61.27,37.00
2026-04-11T14:58:00Z,61.58,37.90
2026-04-11T14:59:00Z,59.53,40.13
2026-04-11T15:00:00Z,57.29,43.39
2026-04-11T15:01:00Z,56.29,43.29
2026-04-11T15:02:00Z,57.22,43.01
2026-04-11T15:03:00Z,59.93,40.83
2026-04-11T15:04:00Z,57.58,44.84
2026-04-11T15:05:00Z,54.53,47.32
2026-04-11T15:06:00Z,58.23,41.06
2026-04-11T15:07:00Z,61.61,39.65
2026-04-11T15:08:00Z,61.86,38.85
2026-04-11T15:09:00Z,61.71,39.00
2026-04-11T15:10:00Z,62.00,38.98
2026-04-11T15:11:00Z,61.84,38.96
2026-04-11T15:12:00Z,59.10,42.47
2026-04-11T15:13:00Z,59.69,42.50
2026-04-11T15:14:00Z,55.66,46.87
2026-04-11T15:15:00Z,53.88,47.63
2026-04-11T15:16:00Z,56.42,46.15
2026-04-11T15:17:00Z,62.39,39.22
2026-04-11T15:18:00Z,57.03,43.84
2026-04-11T15:19:00Z,59.08,41.85
2026-04-11T15:20:00Z,57.59,44.12
2026-04-11T15:21:00Z,60.81,39.28
2026-04-11T15:22:00Z,70.47,36.08
2026-04-11T15:23:00Z,77.44,21.92
2026-04-11T15:24:00Z,79.75,22.86
2026-04-11T15:25:00Z,79.98,22.35
2026-04-11T15:26:00Z,79.84,21.71
2026-04-11T15:27:00Z,85.18,15.39
2026-04-11T15:28:00Z,85.67,17.51
2026-04-11T15:29:00Z,86.37,15.42
2026-04-11T15:30:00Z,88.68,11.18
2026-04-11T15:31:00Z,92.97,7.21
2026-04-11T15:32:00Z,96.44,2.89
2026-04-11T15:33:00Z,95.89,3.86
2026-04-11T15:34:00Z,97.93,1.95
2026-04-11T15:35:00Z,98.84,1.24
2026-04-11T15:36:00Z,98.56,1.05
2026-04-11T15:37:00Z,98.95,1.00
2026-04-11T15:38:00Z,99.00,1.00
2026-04-11T15:39:00Z,99.00,1.00
2026-04-11T15:40:00Z,99.00,1.00
2026-04-11T15:41:00Z,99.00,1.00
2026-04-11T15:42:00Z,99.00,1.00
2026-04-11T15:43:00Z,99.00,1.00
