# event_ticker=KXATPCHALLENGERMATCH-26APR02PACPAV
# final_score=4-6 6-3 6-0
# score_resolution=6-4 3-6 0-6
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Luka Pavlovic
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-04-02
timestamp,Luka Pavlovic,Rodrigo Pacheco Mendez
2026-04-03T01:37:00Z,70.87,30.67
2026-04-03T01:38:00Z,73.34,27.00
2026-04-03T01:39:00Z,71.05,27.47
2026-04-03T01:40:00Z,70.00,31.15
2026-04-03T01:41:00Z,70.00,32.00
2026-04-03T01:42:00Z,70.21,31.00
2026-04-03T01:43:00Z,69.07,30.99
2026-04-03T01:44:00Z,72.00,27.29
2026-04-03T01:45:00Z,73.72,25.49
2026-04-03T01:46:00Z,74.99,25.02
2026-04-03T01:47:00Z,70.39,26.36
2026-04-03T01:48:00Z,69.65,30.82
2026-04-03T01:49:00Z,69.66,31.25
2026-04-03T01:50:00Z,69.81,33.01
2026-04-03T01:51:00Z,63.98,38.35
2026-04-03T01:52:00Z,59.46,42.62
2026-04-03T01:53:00Z,53.85,46.27
2026-04-03T01:54:00Z,54.62,45.35
2026-04-03T01:55:00Z,52.49,48.40
2026-04-03T01:56:00Z,49.24,51.59
2026-04-03T01:57:00Z,49.83,51.96
2026-04-03T01:58:00Z,51.49,48.25
2026-04-03T01:59:00Z,51.81,50.17
2026-04-03T02:00:00Z,57.50,43.85
2026-04-03T02:01:00Z,66.87,41.38
2026-04-03T02:02:00Z,64.14,35.38
2026-04-03T02:03:00Z,57.90,42.96
2026-04-03T02:04:00Z,62.59,38.92
2026-04-03T02:05:00Z,57.48,45.01
2026-04-03T02:06:00Z,52.99,48.04
2026-04-03T02:07:00Z,52.24,48.37
2026-04-03T02:08:00Z,50.93,51.02
2026-04-03T02:09:00Z,48.48,54.26
2026-04-03T02:10:00Z,44.38,56.73
2026-04-03T02:11:00Z,43.08,57.80
2026-04-03T02:12:00Z,44.26,57.59
2026-04-03T02:13:00Z,45.59,53.90
2026-04-03T02:14:00Z,47.34,53.43
2026-04-03T02:15:00Z,46.12,52.64
2026-04-03T02:16:00Z,51.94,48.88
2026-04-03T02:17:00Z,51.11,49.57
2026-04-03T02:18:00Z,53.22,48.24
2026-04-03T02:19:00Z,53.76,46.64
2026-04-03T02:20:00Z,52.79,47.90
2026-04-03T02:21:00Z,49.06,50.46
2026-04-03T02:22:00Z,48.00,52.63
2026-04-03T02:23:00Z,47.74,52.24
2026-04-03T02:24:00Z,48.00,52.82
2026-04-03T02:25:00Z,47.88,53.24
2026-04-03T02:26:00Z,44.13,57.42
2026-04-03T02:27:00Z,31.12,70.55
2026-04-03T02:28:00Z,39.55,63.83
2026-04-03T02:29:00Z,44.82,59.47
2026-04-03T02:30:00Z,44.34,58.39
2026-04-03T02:31:00Z,35.44,59.54
2026-04-03T02:32:00Z,37.30,64.07
2026-04-03T02:33:00Z,23.32,74.80
2026-04-03T02:34:00Z,21.96,78.73
2026-04-03T02:35:00Z,17.03,82.74
2026-04-03T02:36:00Z,15.96,81.60
2026-04-03T02:37:00Z,15.51,83.70
2026-04-03T02:38:00Z,16.87,82.99
2026-04-03T02:39:00Z,15.72,86.90
2026-04-03T02:40:00Z,11.50,89.61
2026-04-03T02:41:00Z,5.00,95.15
2026-04-03T02:42:00Z,4.69,96.08
2026-04-03T02:43:00Z,2.80,97.94
2026-04-03T02:44:00Z,2.83,97.74
2026-04-03T02:45:00Z,2.85,97.93
2026-04-03T02:46:00Z,1.49,98.95
2026-04-03T02:47:00Z,2.59,98.80
2026-04-03T02:48:00Z,1.38,98.85
2026-04-03T02:49:00Z,1.00,99.00
2026-04-03T02:50:00Z,1.00,99.00
2026-04-03T02:51:00Z,1.00,99.00
2026-04-03T02:52:00Z,1.00,99.00
2026-04-03T02:53:00Z,1.00,99.00
2026-04-03T02:54:00Z,1.00,99.00
2026-04-03T02:55:00Z,1.00,99.00
2026-04-03T02:56:00Z,1.00,99.00
