# event_ticker=KXATPCHALLENGERMATCH-26APR02PACPAV
# final_score=4-6 6-3 6-0
# score_resolution=6-4 3-6 0-6
# match_winner=Rodrigo Pacheco Mendez
# fav_player=Luka Pavlovic
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-04-02
timestamp,Luka Pavlovic,Rodrigo Pacheco Mendez
2026-04-02T13:55:00Z,38.00,54.00
2026-04-02T13:56:00Z,57.00,48.00
2026-04-02T13:57:00Z,44.00,48.00
2026-04-02T13:59:00Z,47.50,51.00
2026-04-02T14:00:00Z,40.00,52.00
2026-04-02T14:01:00Z,60.00,48.00
2026-04-02T14:08:00Z,60.00,48.00
2026-04-02T14:09:00Z,60.00,52.30
2026-04-02T14:21:00Z,60.00,48.00
2026-04-02T14:37:00Z,59.00,48.00
2026-04-02T14:46:00Z,59.00,51.86
2026-04-02T14:52:00Z,59.00,52.00
2026-04-02T15:02:00Z,59.00,52.00
2026-04-02T15:04:00Z,59.00,52.00
2026-04-02T15:21:00Z,59.00,52.00
2026-04-02T15:23:00Z,59.00,52.00
2026-04-02T16:28:00Z,59.00,52.00
2026-04-02T16:50:00Z,50.00,48.40
2026-04-02T16:51:00Z,50.00,47.52
2026-04-02T16:52:00Z,50.00,47.92
2026-04-02T16:53:00Z,50.00,48.00
2026-04-02T16:54:00Z,50.00,48.00
2026-04-02T16:57:00Z,50.00,48.00
2026-04-02T17:05:00Z,50.00,48.50
2026-04-02T17:14:00Z,50.00,49.00
2026-04-02T17:16:00Z,50.00,49.00
2026-04-02T17:20:00Z,50.00,49.90
2026-04-02T17:32:00Z,52.00,49.90
2026-04-02T17:34:00Z,52.00,49.90
2026-04-02T18:41:00Z,52.00,50.00
2026-04-02T19:29:00Z,53.00,50.00
2026-04-02T19:43:00Z,53.00,50.00
2026-04-02T19:46:00Z,53.00,50.00
2026-04-02T19:50:00Z,53.00,50.00
2026-04-02T20:19:00Z,52.00,50.00
2026-04-02T20:45:00Z,51.00,50.00
2026-04-02T20:46:00Z,51.00,50.00
2026-04-02T21:13:00Z,51.00,51.00
2026-04-02T21:19:00Z,51.00,50.00
2026-04-02T21:30:00Z,51.00,51.00
2026-04-02T21:31:00Z,51.00,51.00
2026-04-02T21:33:00Z,51.00,51.00
2026-04-02T21:35:00Z,51.00,51.00
2026-04-02T21:39:00Z,51.00,51.00
2026-04-02T21:40:00Z,51.00,51.00
2026-04-02T21:45:00Z,51.68,50.17
2026-04-02T21:47:00Z,52.00,50.00
2026-04-02T21:51:00Z,52.00,50.00
2026-04-02T21:53:00Z,52.00,51.00
2026-04-02T21:58:00Z,52.00,51.00
2026-04-02T22:01:00Z,52.00,51.00
2026-04-02T22:09:00Z,53.00,50.00
2026-04-02T22:13:00Z,52.00,50.00
2026-04-02T22:15:00Z,52.00,51.00
2026-04-02T22:16:00Z,52.00,51.00
2026-04-02T22:20:00Z,52.00,50.00
2026-04-02T22:29:00Z,52.00,49.00
2026-04-02T22:33:00Z,53.00,49.00
2026-04-02T22:39:00Z,53.00,49.00
2026-04-02T22:48:00Z,53.96,49.00
2026-04-02T22:50:00Z,53.96,49.00
2026-04-02T22:54:00Z,53.96,49.00
2026-04-02T23:03:00Z,53.96,49.04
2026-04-02T23:07:00Z,53.96,47.00
2026-04-02T23:11:00Z,53.96,50.25
2026-04-02T23:15:00Z,53.96,51.00
2026-04-02T23:26:00Z,52.00,51.00
2026-04-02T23:41:00Z,52.00,51.00
2026-04-02T23:48:00Z,52.00,50.00
2026-04-02T23:54:00Z,52.00,50.00
2026-04-02T23:55:00Z,52.00,50.40
2026-04-02T23:59:00Z,53.71,50.40
2026-04-03T00:00:00Z,54.00,50.40
2026-04-03T00:01:00Z,54.00,50.99
2026-04-03T00:04:00Z,59.00,50.99
2026-04-03T00:14:00Z,59.00,49.94
2026-04-03T00:16:00Z,56.96,49.94
2026-04-03T00:17:00Z,57.00,49.94
2026-04-03T00:18:00Z,57.31,49.94
2026-04-03T00:19:00Z,57.31,50.00
2026-04-03T00:21:00Z,55.00,50.00
2026-04-03T00:22:00Z,53.00,50.49
2026-04-03T00:24:00Z,53.00,51.84
2026-04-03T00:27:00Z,53.00,51.57
2026-04-03T00:28:00Z,53.66,51.57
2026-04-03T00:29:00Z,54.00,51.57
2026-04-03T00:32:00Z,50.24,51.57
2026-04-03T00:33:00Z,54.64,50.00
2026-04-03T00:34:00Z,54.64,51.00
2026-04-03T00:42:00Z,53.00,51.00
2026-04-03T00:48:00Z,53.00,50.00
2026-04-03T00:49:00Z,55.07,50.00
2026-04-03T00:51:00Z,54.81,50.00
2026-04-03T00:52:00Z,54.00,50.00
2026-04-03T00:53:00Z,54.00,50.00
2026-04-03T00:59:00Z,54.00,50.00
2026-04-03T01:00:00Z,54.00,51.87
2026-04-03T01:02:00Z,51.46,51.00
2026-04-03T01:04:00Z,56.99,51.00
2026-04-03T01:05:00Z,53.76,51.00
2026-04-03T01:07:00Z,51.21,47.53
2026-04-03T01:08:00Z,51.21,46.00
2026-04-03T01:09:00Z,55.10,45.56
2026-04-03T01:10:00Z,53.58,45.30
2026-04-03T01:11:00Z,64.28,34.00
2026-04-03T01:12:00Z,67.20,32.31
2026-04-03T01:13:00Z,66.82,32.39
2026-04-03T01:14:00Z,68.90,33.63
2026-04-03T01:15:00Z,70.26,31.38
2026-04-03T01:16:00Z,67.68,34.00
2026-04-03T01:17:00Z,67.00,36.06
2026-04-03T01:18:00Z,68.89,32.89
2026-04-03T01:19:00Z,69.35,30.83
2026-04-03T01:20:00Z,72.00,30.83
2026-04-03T01:21:00Z,72.00,30.09
2026-04-03T01:22:00Z,70.67,30.16
2026-04-03T01:23:00Z,70.00,29.16
2026-04-03T01:24:00Z,71.74,30.81
2026-04-03T01:25:00Z,69.33,31.03
2026-04-03T01:26:00Z,69.07,30.25
2026-04-03T01:27:00Z,69.15,34.54
2026-04-03T01:28:00Z,61.58,38.85
2026-04-03T01:29:00Z,64.76,34.82
2026-04-03T01:30:00Z,63.06,34.59
2026-04-03T01:31:00Z,68.50,31.38
2026-04-03T01:32:00Z,69.17,31.20
2026-04-03T01:33:00Z,68.03,31.97
2026-04-03T01:34:00Z,67.47,33.09
2026-04-03T01:35:00Z,67.00,33.09
2026-04-03T01:36:00Z,67.43,34.88
