# event_ticker=KXATPMATCH-26FEB12DEWAW
# final_score=6-4 6-2
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Stan Wawrinka
# kalshi_date=2026-02-12
timestamp,Alex de Minaur,Stan Wawrinka
2026-02-12T03:25:00Z,89.00,
2026-02-12T03:26:00Z,89.00,
2026-02-12T03:40:00Z,89.00,
2026-02-12T03:48:00Z,89.00,
2026-02-12T03:49:00Z,89.00,
2026-02-12T03:50:00Z,89.00,12.00
2026-02-12T03:51:00Z,89.00,12.00
2026-02-12T03:55:00Z,89.00,12.00
2026-02-12T03:57:00Z,89.00,12.00
2026-02-12T03:59:00Z,89.00,12.00
2026-02-12T04:04:00Z,89.00,12.00
2026-02-12T04:05:00Z,89.00,12.00
2026-02-12T04:15:00Z,89.00,12.00
2026-02-12T04:23:00Z,89.00,12.00
2026-02-12T04:24:00Z,89.00,12.00
2026-02-12T04:27:00Z,88.00,12.00
2026-02-12T04:28:00Z,88.00,12.00
2026-02-12T04:35:00Z,88.00,11.00
2026-02-12T04:41:00Z,88.00,11.00
2026-02-12T04:42:00Z,89.00,11.00
2026-02-12T04:43:00Z,89.74,11.00
2026-02-12T04:46:00Z,89.74,11.00
2026-02-12T04:52:00Z,89.00,11.00
2026-02-12T04:53:00Z,89.00,11.00
2026-02-12T04:58:00Z,89.00,11.00
2026-02-12T05:00:00Z,89.00,11.00
2026-02-12T05:01:00Z,89.04,11.00
2026-02-12T05:12:00Z,90.00,11.00
2026-02-12T05:14:00Z,90.00,11.00
2026-02-12T05:15:00Z,90.00,11.00
2026-02-12T05:19:00Z,90.00,11.00
2026-02-12T05:23:00Z,89.00,11.00
2026-02-12T05:25:00Z,89.44,11.00
2026-02-12T05:33:00Z,90.00,11.00
2026-02-12T05:34:00Z,90.00,11.00
2026-02-12T05:39:00Z,90.00,11.00
2026-02-12T05:40:00Z,90.00,11.00
2026-02-12T05:42:00Z,90.00,11.00
2026-02-12T05:43:00Z,90.00,11.00
2026-02-12T05:44:00Z,90.00,11.00
2026-02-12T05:45:00Z,90.00,11.00
2026-02-12T05:50:00Z,90.00,11.00
2026-02-12T05:52:00Z,90.00,11.00
2026-02-12T05:56:00Z,90.00,11.00
2026-02-12T06:01:00Z,90.00,11.00
2026-02-12T06:05:00Z,88.27,11.00
2026-02-12T06:10:00Z,88.00,11.00
2026-02-12T06:11:00Z,89.67,11.00
2026-02-12T06:13:00Z,90.00,11.00
2026-02-12T06:17:00Z,90.00,11.00
2026-02-12T06:22:00Z,90.00,11.63
2026-02-12T06:28:00Z,90.00,11.99
2026-02-12T06:31:00Z,90.00,11.99
2026-02-12T06:34:00Z,90.00,11.94
2026-02-12T06:35:00Z,90.00,12.00
2026-02-12T06:38:00Z,90.00,12.00
2026-02-12T06:42:00Z,90.00,12.00
2026-02-12T06:44:00Z,90.00,12.00
2026-02-12T06:45:00Z,90.00,12.00
2026-02-12T06:47:00Z,90.00,12.00
2026-02-12T06:49:00Z,90.00,12.00
